196;unknown;?;1055;jan;?;?;?
110;unknown;-1;520;may;unknown;36;1
?;unknown;-1;1314;jul;?;?;1
358;unknown;-1;?;?;cellular;?;1
88;unknown;-1;290;aug;cellular;27;1
?;unknown;?;2362;?;cellular;?;1
207;?;-1;106;may;unknown;27;1
130;unknown;-1;337;jan;cellular;52;1
713;unknown;-1;336;may;?;?;1
117;unknown;-1;510;may;unknown;31;1
193;?;-1;145;may;unknown;53;1
155;unknown;-1;8;jul;?;41;1
140;?;-1;430;aug;cellular;45;1
77;failure;185;-471;nov;cellular;49;1
542;other;340;1716;apr;?;31;1
156;unknown;-1;10;jul;cellular;31;1
135;failure;336;146;apr;?;37;?
480;?;-1;373;may;cellular;47;1
329;unknown;?;?;may;?;41;1
303;unknown;-1;2445;jun;unknown;39;?
?;unknown;-1;-85;may;cellular;34;1
429;?;?;395;nov;cellular;?;1
420;?;-1;59;?;unknown;40;?
?;?;?;?;?;cellular;?;?
127;unknown;-1;2071;may;?;48;1
41;failure;?;443;feb;?;58;1
141;?;188;0;may;cellular;34;?
788;?;331;?;may;cellular;39;1
?;?;-1;3843;aug;cellular;59;1
80;unknown;-1;?;aug;?;53;1
300;unknown;-1;?;jun;unknown;48;1
215;failure;175;481;may;cellular;36;1
674;unknown;-1;?;may;?;30;1
67;unknown;?;471;jan;cellular;32;1
628;unknown;-1;?;?;?;39;1
203;unknown;-1;1047;aug;cellular;32;1
52;unknown;-1;949;jul;cellular;31;1
137;failure;?;4790;apr;cellular;33;1
186;unknown;-1;-81;jul;cellular;40;1
33;unknown;-1;58;feb;?;47;?
317;unknown;?;2163;jun;cellular;36;1
?;unknown;?;312;aug;?;32;1
323;unknown;-1;964;may;?;50;1
191;unknown;-1;113;?;cellular;57;?
241;?;-1;?;may;unknown;53;?
248;unknown;?;0;?;unknown;48;?
133;unknown;-1;?;?;cellular;42;1
?;unknown;?;284;?;cellular;42;1
420;?;-1;1165;?;unknown;33;1
?;unknown;-1;372;jul;telephone;?;1
66;?;-1;375;may;?;39;1
88;unknown;-1;613;feb;cellular;32;1
64;unknown;-1;16;jun;unknown;55;1
?;unknown;-1;?;?;?;44;1
109;unknown;-1;466;jul;cellular;46;1
174;unknown;-1;24;aug;cellular;35;?
23;unknown;-1;2208;may;telephone;39;1
67;unknown;-1;2573;?;?;?;1
133;unknown;-1;-3;?;cellular;?;1
101;unknown;-1;398;jul;cellular;35;?
?;unknown;-1;1286;?;telephone;30;1
?;?;-1;524;aug;cellular;32;1
53;unknown;-1;2131;may;?;34;1
53;unknown;-1;?;feb;telephone;39;1
106;unknown;-1;673;aug;cellular;47;1
124;failure;?;326;?;cellular;50;1
86;other;237;0;?;cellular;36;?
?;unknown;?;0;jul;?;34;?
169;unknown;?;1;jul;cellular;38;?
66;unknown;-1;191;jul;cellular;30;?
?;unknown;?;2358;apr;cellular;33;1
118;?;196;313;jan;cellular;?;1
36;unknown;-1;1;jul;cellular;?;1
1118;unknown;-1;?;oct;?;67;?
145;unknown;-1;528;may;unknown;30;1
1880;unknown;-1;710;may;cellular;38;1
84;unknown;-1;924;feb;cellular;?;1
?;unknown;-1;0;apr;cellular;38;1
?;?;321;1430;?;cellular;58;1
133;unknown;-1;272;?;unknown;31;1
73;unknown;-1;5057;nov;cellular;?;1
197;?;-1;13204;?;cellular;34;1
651;unknown;-1;?;jun;unknown;58;1
103;unknown;-1;786;may;?;?;?
419;unknown;-1;6419;?;cellular;33;1
86;failure;?;5486;may;cellular;?;1
?;?;335;?;?;?;35;1
?;failure;167;5907;may;cellular;41;1
125;?;?;-1157;nov;?;?;1
59;unknown;-1;0;may;unknown;38;1
65;unknown;-1;3028;aug;cellular;30;1
193;unknown;-1;?;may;unknown;32;1
?;?;-1;7255;apr;cellular;38;?
765;?;-1;234;feb;cellular;42;1
128;unknown;-1;205;may;unknown;?;?
82;unknown;-1;-72;jun;?;26;1
?;failure;143;946;apr;cellular;45;1
91;unknown;-1;42;?;unknown;29;?
129;unknown;?;4186;aug;cellular;40;1
374;unknown;-1;?;jan;cellular;35;1
44;unknown;-1;891;may;unknown;?;1
200;?;-1;17413;jun;unknown;60;1
174;failure;?;230;nov;cellular;?;1
139;unknown;?;3172;feb;cellular;56;1
188;?;?;1612;sep;?;50;1
68;unknown;-1;?;?;?;34;1
?;?;-1;187;may;unknown;32;?
?;unknown;?;288;?;cellular;48;?
758;unknown;-1;1805;jul;?;45;1
92;unknown;-1;104;jun;?;59;1
?;unknown;-1;3795;jul;cellular;54;1
165;unknown;-1;-213;may;unknown;?;?
5;unknown;-1;?;oct;unknown;21;1
116;unknown;-1;54;may;unknown;26;1
193;success;203;804;dec;cellular;39;1
78;unknown;-1;115;may;unknown;?;1
32;unknown;?;0;jul;telephone;45;1
66;unknown;-1;56;?;unknown;?;1
210;unknown;-1;64;?;unknown;41;1
112;unknown;?;1382;?;?;?;1
136;unknown;-1;-346;?;?;34;1
815;unknown;?;0;apr;cellular;31;1
127;unknown;-1;918;apr;?;36;1
70;failure;?;?;nov;cellular;35;1
125;unknown;-1;93;may;unknown;60;1
514;?;?;2143;aug;cellular;30;?
56;unknown;-1;215;jul;cellular;?;1
?;unknown;-1;767;aug;cellular;37;1
78;?;?;-1361;nov;cellular;46;1
214;unknown;-1;0;feb;cellular;38;1
992;other;370;639;?;telephone;55;1
233;unknown;?;11;apr;?;34;1
172;unknown;-1;21;feb;?;60;1
?;unknown;-1;275;jan;cellular;38;1
9;?;-1;0;jun;?;48;?
361;failure;46;6791;aug;telephone;28;1
383;unknown;?;118;may;unknown;40;1
117;?;-1;?;aug;cellular;42;1
227;unknown;-1;?;nov;cellular;?;1
758;unknown;-1;351;jun;unknown;26;1
98;unknown;-1;?;sep;?;59;1
?;unknown;-1;7800;nov;cellular;?;1
31;unknown;-1;5204;aug;cellular;32;?
342;unknown;-1;17;aug;?;56;1
