196;?;?;1055;?;cellular;?;1
?;?;?;?;may;unknown;36;?
?;?;-1;1314;?;cellular;?;1
358;unknown;?;?;?;?;?;1
88;?;?;290;aug;?;?;1
?;unknown;?;2362;jul;?;50;1
?;?;-1;106;may;?;?;1
130;unknown;?;337;?;cellular;?;?
713;?;?;?;may;?;34;?
117;?;-1;510;?;?;31;1
?;unknown;?;?;may;unknown;?;?
?;unknown;?;8;jul;cellular;?;?
?;?;-1;?;?;?;45;?
77;?;?;?;nov;cellular;49;?
?;?;340;?;?;?;31;1
?;?;?;?;?;?;31;1
?;?;336;?;apr;cellular;37;?
?;unknown;?;373;?;?;47;1
?;unknown;?;2919;?;unknown;?;1
?;?;-1;?;jun;unknown;?;1
129;unknown;-1;?;may;?;?;1
429;?;?;?;?;cellular;30;1
?;?;?;?;?;unknown;40;1
?;?;-1;151;?;cellular;48;?
?;?;?;?;?;cellular;48;?
?;?;?;?;feb;?;?;1
141;?;?;?;may;cellular;?;?
788;other;?;141;?;cellular;39;?
104;?;?;3843;aug;?;?;1
?;unknown;-1;6;aug;cellular;53;1
?;unknown;-1;0;?;unknown;48;?
?;?;175;481;?;?;36;?
?;?;-1;280;may;unknown;?;?
?;?;?;471;jan;cellular;32;?
?;unknown;?;276;?;cellular;39;?
?;unknown;?;?;?;?;32;1
?;unknown;?;?;?;cellular;31;?
137;failure;272;4790;apr;?;?;?
?;?;-1;?;?;?;?;1
33;?;?;?;?;telephone;47;?
317;?;?;2163;?;?;36;1
?;unknown;?;?;?;cellular;?;?
323;unknown;-1;?;?;?;50;1
191;unknown;-1;?;?;?;57;1
241;?;?;1140;may;unknown;?;?
248;unknown;-1;0;jun;?;48;1
?;?;?;198;may;?;?;1
134;unknown;-1;284;apr;?;?;?
?;?;-1;1165;?;?;33;1
130;unknown;?;?;jul;?;42;1
?;unknown;-1;375;may;?;?;?
?;?;?;?;?;cellular;32;?
?;unknown;?;?;jun;unknown;55;1
?;unknown;?;?;may;?;?;1
?;unknown;-1;466;?;cellular;?;1
?;unknown;-1;?;?;cellular;35;1
23;?;?;?;may;telephone;?;1
67;?;-1;?;?;unknown;?;1
133;?;?;-3;?;cellular;53;?
101;?;?;398;?;?;?;1
44;unknown;-1;?;aug;?;30;1
?;?;?;524;?;cellular;32;?
?;unknown;?;2131;?;cellular;34;1
53;?;?;?;?;?;?;?
?;?;-1;?;aug;?;47;1
?;?;369;?;?;?;?;1
86;?;237;0;jan;cellular;?;?
268;?;?;?;?;cellular;34;?
169;unknown;?;?;jul;cellular;38;?
?;unknown;?;?;?;cellular;30;1
?;?;?;2358;?;?;33;?
118;?;196;?;jan;cellular;39;1
36;unknown;-1;1;jul;cellular;26;1
1118;unknown;-1;2;oct;cellular;?;1
?;unknown;?;528;may;?;30;?
1880;?;-1;710;may;cellular;?;?
84;unknown;?;924;feb;cellular;27;?
867;unknown;-1;0;apr;cellular;38;?
?;failure;?;?;apr;cellular;58;1
133;unknown;-1;272;may;?;31;1
?;?;-1;5057;nov;cellular;34;1
?;unknown;?;13204;?;?;?;1
651;?;?;610;jun;?;58;1
?;?;-1;?;?;unknown;?;?
419;unknown;-1;?;?;cellular;?;?
