196;unknown;?;?;?;?;28;1
110;?;-1;?;may;?;36;?
378;?;?;?;jul;?;38;?
?;?;?;28;?;?;41;?
?;?;?;290;aug;cellular;27;?
59;?;-1;2362;?;cellular;?;?
?;?;?;106;?;unknown;27;1
130;unknown;-1;337;jan;?;?;?
713;unknown;?;?;may;?;?;1
117;unknown;-1;?;may;?;?;?
193;?;?;145;may;?;?;?
?;?;-1;?;?;cellular;?;1
?;unknown;-1;?;?;cellular;?;?
?;?;?;-471;nov;?;49;1
?;other;?;1716;apr;cellular;?;1
156;?;?;?;?;cellular;?;?
?;failure;336;?;apr;?;37;1
?;unknown;-1;373;may;?;47;?
329;unknown;?;2919;?;?;41;1
?;unknown;?;2445;jun;unknown;?;?
?;unknown;-1;?;may;?;?;?
429;?;-1;395;?;?;?;1
?;?;-1;59;?;?;?;?
191;?;?;151;jul;cellular;?;?
127;?;-1;?;may;?;48;?
41;?;204;?;?;?;58;1
141;?;188;0;may;cellular;34;?
?;?;?;141;?;?;?;1
?;unknown;-1;?;?;?;?;1
80;?;-1;6;aug;?;53;?
?;?;?;?;jun;unknown;?;1
?;failure;?;481;may;cellular;36;?
?;?;?;280;?;unknown;?;1
?;unknown;?;?;?;?;32;1
628;?;-1;276;?;cellular;?;?
?;unknown;?;?;?;?;?;?
?;?;?;?;jul;?;31;1
137;?;272;4790;apr;cellular;?;?
186;?;?;-81;?;cellular;40;1
33;unknown;-1;?;?;?;47;?
?;unknown;-1;?;?;cellular;36;1
67;?;?;?;?;?;?;1
?;?;-1;964;may;?;50;?
191;?;-1;113;?;?;?;?
241;?;-1;1140;may;unknown;53;1
248;unknown;-1;0;jun;?;48;?
133;unknown;?;198;?;?;?;1
134;unknown;?;284;apr;cellular;?;?
420;?;?;?;?;?;33;1
?;unknown;-1;372;?;?;?;?
?;unknown;?;375;may;?;?;1
?;?;?;?;feb;?;?;1
64;?;-1;16;jun;unknown;55;1
164;?;-1;?;may;cellular;?;1
109;?;?;?;jul;cellular;46;?
?;unknown;-1;?;?;cellular;35;1
23;?;?;?;?;telephone;?;1
67;?;?;2573;may;unknown;?;?
?;unknown;?;-3;aug;cellular;?;?
101;unknown;-1;?;jul;cellular;?;1
?;?;?;?;aug;?;?;1
493;unknown;?;524;aug;cellular;?;?
53;?;-1;2131;?;?;?;1
53;unknown;-1;211;?;telephone;39;?
?;unknown;-1;?;?;cellular;?;?
?;?;?;?;?;cellular;50;?
?;?;237;0;?;?;?;?
268;unknown;-1;?;jul;?;34;1
?;?;?;?;?;cellular;38;?
66;unknown;?;?;?;cellular;30;1
?;?;-1;2358;?;cellular;?;1
?;other;196;?;?;cellular;39;?
?;?;?;?;?;cellular;?;?
1118;?;?;2;oct;?;?;1
145;unknown;-1;?;?;?;?;?
1880;unknown;?;?;may;cellular;?;?
84;unknown;-1;924;?;?;?;?
867;?;-1;0;apr;cellular;38;?
?;failure;321;?;?;cellular;58;1
133;?;?;272;may;?;?;?
?;unknown;-1;5057;nov;cellular;?;1
197;unknown;?;?;nov;?;?;1
?;unknown;-1;610;?;unknown;58;1
103;?;-1;786;may;?;?;1
419;unknown;-1;6419;?;?;?;?
?;failure;?;?;?;?;?;1
?;failure;335;?;apr;cellular;35;1
198;?;167;?;?;?;?;1
?;?;-1;-1157;?;cellular;?;?
?;unknown;-1;0;?;?;38;?
65;?;?;3028;?;cellular;?;?
193;?;?;?;may;unknown;32;1
410;unknown;?;?;apr;cellular;?;1
765;unknown;?;?;feb;cellular;42;?
128;unknown;?;205;may;?;?;1
82;unknown;-1;-72;jun;unknown;26;?
754;?;143;946;apr;?;45;1
?;?;?;?;?;unknown;?;1
129;?;?;4186;aug;cellular;40;1
?;unknown;-1;221;jan;cellular;?;1
?;unknown;-1;?;?;?;?;?
?;?;?;?;?;?;?;?
?;?;195;?;nov;?;?;?
139;unknown;?;?;?;?;?;?
188;success;?;?;?;?;?;?
?;?;?;1009;aug;cellular;?;1
315;unknown;-1;187;may;unknown;?;1
585;unknown;?;288;?;?;48;?
?;unknown;?;1805;jul;cellular;45;1
92;unknown;?;104;?;unknown;59;1
381;?;-1;?;jul;?;54;?
?;?;-1;?;may;?;?;1
?;?;-1;519;?;unknown;?;?
116;?;?;?;?;unknown;?;?
?;success;?;804;dec;?;39;?
78;?;-1;?;may;?;?;?
32;?;?;0;?;telephone;?;?
66;unknown;-1;?;may;unknown;28;?
210;unknown;-1;64;may;?;?;1
?;unknown;-1;1382;?;?;60;1
136;?;?;?;aug;?;34;?
?;unknown;-1;0;apr;?;31;1
?;unknown;-1;918;?;cellular;36;1
70;?;111;?;nov;?;?;?
?;unknown;?;?;?;?;60;?
514;unknown;-1;2143;aug;cellular;30;?
56;unknown;?;?;jul;cellular;34;?
160;?;?;767;?;?;37;?
78;?;?;?;?;?;?;1
?;unknown;-1;?;?;?;?;1
992;?;?;639;may;telephone;?;1
?;?;-1;11;?;cellular;34;?
172;unknown;-1;?;?;telephone;?;?
?;unknown;?;275;?;cellular;38;?
9;unknown;?;?;jun;unknown;?;1
361;?;?;?;aug;telephone;28;1
383;unknown;?;118;may;unknown;?;1
117;?;-1;?;aug;?;42;?
?;unknown;-1;1456;?;cellular;?;1
758;?;-1;?;?;unknown;?;?
98;unknown;?;?;sep;?;?;?
?;?;-1;7800;?;cellular;?;?
?;?;-1;?;?;cellular;32;?
?;unknown;-1;17;?;?;56;1
91;unknown;-1;63;?;?;57;1
112;unknown;-1;?;jun;?;?;?
305;?;-1;0;?;cellular;33;?
134;unknown;-1;?;?;?;51;?
138;unknown;?;?;?;?;?;1
