196;?;-1;1055;jan;cellular;28;1
110;unknown;-1;520;may;?;?;1
378;unknown;-1;1314;jul;cellular;38;?
358;unknown;-1;28;feb;cellular;41;1
88;unknown;?;290;?;cellular;?;1
?;unknown;-1;2362;?;cellular;50;1
207;unknown;-1;106;may;unknown;27;?
130;unknown;-1;337;jan;cellular;52;?
713;?;-1;?;may;unknown;34;1
117;unknown;-1;510;may;unknown;31;1
193;?;-1;145;may;unknown;53;1
?;unknown;-1;8;jul;cellular;41;1
140;unknown;-1;430;aug;cellular;45;1
?;?;185;-471;nov;cellular;?;1
542;?;?;1716;apr;cellular;31;1
156;unknown;-1;10;jul;cellular;31;1
135;failure;336;146;apr;cellular;37;?
?;unknown;-1;373;?;cellular;47;1
329;unknown;-1;2919;may;unknown;41;1
303;unknown;?;2445;?;unknown;39;?
129;unknown;-1;?;may;cellular;34;1
?;unknown;-1;395;?;?;30;1
420;?;-1;59;may;?;40;1
191;unknown;-1;151;jul;cellular;48;1
127;unknown;-1;2071;may;?;48;1
41;failure;?;443;feb;?;?;1
141;failure;?;0;may;cellular;34;?
788;other;331;?;?;?;39;1
?;unknown;?;3843;aug;cellular;59;1
80;unknown;?;6;aug;cellular;53;1
300;unknown;-1;?;?;unknown;48;?
215;failure;175;481;may;?;36;?
674;unknown;-1;280;?;unknown;30;1
67;unknown;?;471;jan;cellular;32;1
?;unknown;?;276;may;cellular;39;1
?;unknown;-1;1047;?;cellular;?;1
52;unknown;?;949;jul;cellular;?;?
137;failure;272;4790;apr;cellular;33;1
186;unknown;-1;-81;jul;?;40;1
?;unknown;-1;58;feb;telephone;47;1
317;unknown;-1;2163;jun;?;36;1
67;unknown;-1;312;aug;cellular;?;1
323;unknown;?;964;may;unknown;?;1
191;unknown;-1;113;?;cellular;57;1
241;unknown;-1;1140;may;unknown;53;1
248;unknown;-1;0;jun;unknown;48;1
133;unknown;-1;198;may;cellular;42;1
134;unknown;-1;284;apr;?;42;1
420;unknown;-1;1165;may;unknown;33;1
130;unknown;?;372;jul;telephone;42;1
66;unknown;-1;375;may;unknown;39;1
88;unknown;-1;613;feb;cellular;32;?
64;?;-1;16;jun;unknown;?;1
164;unknown;-1;976;may;cellular;44;1
109;unknown;?;466;?;cellular;46;?
174;unknown;-1;24;aug;cellular;35;?
23;unknown;-1;2208;may;telephone;39;1
67;unknown;?;2573;may;unknown;30;1
133;unknown;-1;-3;?;cellular;53;1
101;unknown;-1;398;jul;cellular;?;1
44;unknown;-1;?;aug;telephone;30;1
493;unknown;-1;524;?;cellular;32;?
53;?;-1;2131;may;?;34;1
53;unknown;?;211;?;telephone;39;1
106;unknown;-1;?;aug;cellular;47;1
124;failure;369;?;may;cellular;?;1
86;other;237;0;jan;cellular;36;1
268;unknown;-1;?;jul;cellular;?;1
?;?;-1;1;jul;cellular;38;1
?;?;-1;191;jul;?;30;1
529;unknown;-1;?;apr;cellular;33;?
?;other;196;313;jan;cellular;39;?
36;unknown;?;1;jul;cellular;26;1
1118;unknown;-1;2;oct;cellular;67;1
145;unknown;?;528;may;unknown;?;1
1880;unknown;-1;710;may;cellular;38;1
84;unknown;-1;924;feb;?;27;1
867;unknown;-1;0;apr;cellular;?;1
861;failure;321;1430;apr;?;58;1
133;?;?;272;may;unknown;31;1
73;unknown;-1;5057;nov;cellular;34;1
197;?;?;13204;nov;cellular;34;1
?;unknown;-1;610;jun;unknown;58;1
103;unknown;-1;786;?;unknown;26;1
419;unknown;-1;6419;aug;cellular;33;?
86;?;285;5486;may;cellular;57;1
332;failure;?;270;?;cellular;?;?
198;failure;167;5907;may;cellular;41;?
125;unknown;-1;-1157;?;cellular;48;1
59;unknown;?;0;may;unknown;38;1
65;?;?;3028;aug;cellular;30;1
193;unknown;?;124;may;unknown;32;1
410;unknown;-1;7255;apr;?;38;1
765;unknown;-1;234;feb;cellular;42;1
?;?;?;?;may;?;47;1
82;unknown;?;-72;jun;unknown;26;1
754;failure;143;946;apr;cellular;45;?
91;unknown;-1;?;jun;unknown;29;1
129;unknown;-1;4186;?;cellular;?;1
374;?;-1;221;jan;cellular;35;1
44;unknown;-1;891;may;unknown;?;?
?;?;-1;17413;?;?;60;?
174;failure;195;230;nov;?;51;1
139;unknown;-1;3172;feb;cellular;56;1
188;success;92;?;sep;cellular;50;?
?;?;-1;1009;?;cellular;34;1
315;unknown;-1;187;?;?;32;1
585;unknown;-1;?;aug;cellular;48;1
758;unknown;-1;1805;jul;cellular;45;1
92;unknown;-1;104;jun;unknown;59;1
381;unknown;-1;3795;jul;cellular;54;1
?;unknown;?;-213;?;unknown;23;1
5;?;?;519;oct;unknown;21;1
116;unknown;-1;54;?;unknown;26;1
193;success;203;804;?;cellular;39;?
?;?;-1;115;may;unknown;?;1
32;unknown;-1;?;?;telephone;45;1
66;unknown;?;56;may;unknown;28;1
210;unknown;-1;?;may;unknown;41;1
112;unknown;-1;1382;jul;cellular;60;1
136;unknown;-1;-346;aug;cellular;34;?
815;unknown;?;0;apr;cellular;31;1
127;unknown;-1;?;apr;cellular;36;1
70;failure;?;2801;nov;cellular;35;1
125;unknown;?;?;may;?;?;1
514;?;-1;?;aug;cellular;30;1
56;?;?;215;?;?;34;1
160;unknown;-1;767;aug;cellular;37;1
78;unknown;-1;-1361;?;cellular;46;1
?;unknown;-1;0;feb;cellular;38;1
992;?;?;?;?;telephone;55;1
?;?;-1;11;apr;cellular;34;?
172;?;-1;21;?;telephone;60;1
52;unknown;?;275;?;cellular;38;1
9;unknown;-1;0;jun;unknown;48;1
?;failure;46;6791;aug;telephone;28;1
383;?;?;118;may;?;?;?
