?;unknown;-1;?;jan;cellular;?;1
?;?;?;?;may;?;?;?
?;?;-1;?;?;?;?;?
?;?;?;?;?;cellular;41;?
88;unknown;-1;290;aug;?;27;?
?;?;?;2362;?;?;50;1
?;?;-1;106;?;?;?;?
?;?;?;?;?;?;52;1
?;unknown;-1;336;may;?;?;1
?;?;?;?;?;?;?;?
?;unknown;-1;145;may;unknown;53;1
?;unknown;?;?;jul;?;?;1
?;unknown;-1;?;aug;?;?;1
77;failure;185;-471;nov;?;49;1
542;other;?;?;apr;?;?;?
?;unknown;?;10;?;cellular;31;?
?;failure;?;?;apr;cellular;?;?
480;unknown;?;?;?;cellular;47;1
329;unknown;?;2919;may;?;41;?
303;unknown;?;?;jun;unknown;39;1
?;?;-1;?;may;?;?;1
?;unknown;?;?;?;cellular;30;1
?;unknown;?;59;may;?;40;?
?;unknown;-1;151;?;cellular;48;1
127;?;?;2071;may;cellular;?;?
?;?;204;?;feb;?;58;1
?;?;?;?;may;cellular;34;1
?;?;?;?;may;?;39;?
?;?;?;3843;aug;cellular;59;?
80;?;?;?;?;?;?;1
?;?;?;?;?;?;?;1
215;?;175;?;?;cellular;36;?
?;?;?;?;?;unknown;?;1
67;unknown;?;471;jan;cellular;32;1
628;unknown;?;?;?;cellular;39;1
203;?;-1;?;?;?;?;1
?;unknown;?;?;?;?;?;1
?;failure;?;4790;apr;cellular;33;1
?;?;?;-81;jul;cellular;?;?
?;?;-1;?;feb;?;47;1
317;?;-1;?;?;cellular;36;?
?;unknown;-1;312;?;cellular;?;?
?;unknown;?;964;?;unknown;?;1
?;?;?;113;?;?;57;1
?;?;?;?;may;unknown;53;1
?;unknown;?;0;jun;unknown;48;?
133;?;-1;?;may;cellular;42;1
?;unknown;?;284;apr;?;?;1
?;unknown;-1;1165;?;unknown;?;1
?;?;?;?;?;?;?;?
66;unknown;-1;?;may;?;?;?
88;?;-1;613;feb;cellular;32;1
?;?;-1;?;?;?;?;?
?;unknown;-1;976;?;?;44;?
109;unknown;?;466;?;?;46;?
?;?;?;24;?;?;35;?
?;unknown;-1;?;?;telephone;39;?
67;unknown;?;?;may;?;?;1
?;unknown;-1;-3;aug;cellular;?;?
101;?;-1;398;?;?;?;?
?;?;-1;1286;aug;telephone;30;1
?;?;?;524;?;cellular;32;1
?;unknown;-1;2131;may;cellular;?;1
?;unknown;?;?;?;telephone;39;?
106;unknown;-1;673;aug;?;?;?
124;failure;369;326;may;?;?;?
86;?;237;0;?;cellular;36;?
?;unknown;?;?;jul;?;?;?
?;unknown;-1;?;jul;cellular;?;?
66;unknown;-1;191;jul;?;?;?
?;?;-1;2358;apr;?;?;?
?;other;196;?;?;?;39;?
36;unknown;?;1;jul;?;?;1
1118;?;-1;?;oct;?;?;?
145;?;?;528;may;?;?;1
?;unknown;?;?;may;cellular;38;?
?;?;-1;?;feb;cellular;27;?
?;?;-1;0;apr;cellular;?;1
?;failure;321;?;apr;cellular;58;?
133;unknown;?;?;?;?;31;1
?;unknown;?;5057;nov;cellular;?;?
197;?;?;13204;nov;cellular;?;?
?;?;?;?;?;unknown;?;1
103;unknown;?;786;?;unknown;26;1
?;?;?;6419;aug;cellular;?;?
86;failure;285;?;?;cellular;57;1
332;failure;335;270;apr;?;35;1
?;?;?;5907;?;?;?;1
125;unknown;-1;-1157;?;cellular;?;1
?;?;-1;?;?;?;?;1
?;unknown;?;3028;?;cellular;?;?
?;unknown;?;124;may;?;?;1
410;?;?;?;?;cellular;38;?
?;unknown;?;234;?;cellular;?;?
?;unknown;-1;?;?;?;?;?
?;?;?;?;?;unknown;26;1
?;failure;?;?;?;cellular;45;?
?;unknown;-1;?;?;?;29;?
129;?;?;?;aug;?;40;?
374;?;?;?;jan;?;?;?
44;unknown;?;891;?;?;31;1
200;?;-1;?;?;?;?;1
174;?;195;?;?;cellular;51;?
139;?;?;3172;?;cellular;56;1
?;?;?;?;?;?;?;1
68;unknown;-1;1009;aug;?;34;1
315;unknown;?;187;may;?;32;?
?;?;-1;?;?;?;48;1
758;?;?;?;?;cellular;?;?
?;unknown;-1;104;jun;unknown;59;?
?;?;-1;3795;jul;?;?;1
?;unknown;-1;?;?;unknown;23;1
5;unknown;-1;?;?;?;?;1
116;unknown;?;54;may;?;?;?
193;success;203;804;dec;?;?;1
78;unknown;-1;?;?;?;?;?
?;unknown;-1;0;jul;telephone;?;?
66;unknown;?;56;may;?;?;1
210;unknown;-1;64;may;?;?;1
112;unknown;?;?;jul;?;60;?
?;?;-1;?;?;?;?;?
?;?;-1;?;apr;cellular;31;?
?;?;?;918;?;?;?;1
?;?;?;?;?;?;?;?
?;unknown;?;93;?;?;60;?
?;unknown;?;2143;?;cellular;30;?
?;?;?;215;?;cellular;34;?
160;?;-1;?;?;cellular;?;?
78;?;?;?;nov;cellular;46;?
?;unknown;-1;?;?;?;38;1
992;other;?;?;may;telephone;55;?
233;?;?;?;?;cellular;34;1
?;?;-1;?;feb;?;60;?
?;unknown;?;275;jan;cellular;?;1
?;?;-1;0;jun;unknown;48;?
361;failure;46;6791;aug;?;28;?
383;unknown;?;118;?;?;40;1
?;unknown;?;?;?;cellular;42;?
?;?;?;1456;?;cellular;30;?
758;unknown;-1;351;jun;?;?;?
98;unknown;?;?;?;cellular;59;?
?;?;-1;?;nov;?;?;?
?;?;?;?;aug;cellular;32;1
342;?;?;?;aug;cellular;56;?
91;unknown;-1;63;aug;?;?;?
112;?;-1;1046;jun;unknown;39;?
?;unknown;-1;0;aug;?;?;?
?;?;-1;-17;aug;?;51;1
?;unknown;?;?;may;?;?;1
?;unknown;?;-71;may;?;53;?
?;?;-1;-2;aug;cellular;33;?
97;?;-1;?;may;unknown;?;?
?;?;326;480;?;cellular;51;?
88;?;-1;96;aug;?;59;?
?;failure;?;?;feb;cellular;?;?
155;?;-1;?;?;?;?;1
90;?;-1;?;aug;?;?;1
41;unknown;-1;?;aug;?;48;?
305;failure;370;?;may;cellular;53;1
154;unknown;-1;430;aug;cellular;?;1
?;?;-1;4763;?;telephone;56;1
?;unknown;-1;?;?;?;?;1
?;?;-1;396;jun;?;?;1
72;?;-1;1208;apr;telephone;?;?
?;?;?;?;jul;cellular;42;?
?;unknown;-1;295;?;?;?;1
?;unknown;-1;284;may;?;54;1
151;?;-1;?;?;unknown;32;?
?;unknown;?;?;jun;unknown;?;1
?;?;?;135;?;telephone;?;1
?;?;-1;-112;?;?;?;1
?;unknown;-1;5776;nov;?;50;1
?;unknown;-1;186;?;?;?;1
?;unknown;-1;213;?;?;38;1
?;unknown;-1;371;?;cellular;?;?
210;?;-1;?;?;?;55;?
740;?;?;0;jul;cellular;35;1
?;unknown;-1;3111;?;unknown;36;?
191;?;?;?;?;?;43;1
?;unknown;-1;?;?;unknown;?;?
257;unknown;-1;?;?;?;?;?
68;?;?;-757;jun;unknown;49;?
?;success;285;?;?;cellular;?;?
416;?;?;158;?;?;?;?
?;?;?;?;aug;?;42;?
168;unknown;-1;?;?;?;?;1
214;failure;?;?;nov;cellular;34;1
?;unknown;?;?;aug;?;30;1
116;unknown;?;756;?;?;?;?
73;?;?;360;?;?;?;?
?;unknown;?;?;may;?;?;1
?;?;190;?;?;cellular;?;1
?;?;?;?;?;cellular;48;?
212;unknown;?;-34;?;unknown;56;?
300;?;-1;?;aug;?;35;1
?;unknown;?;59;may;?;41;1
?;unknown;?;?;?;unknown;45;1
?;unknown;?;5728;?;cellular;?;1
?;?;?;?;dec;cellular;?;1
?;?;-1;?;may;?;?;?
?;failure;?;?;feb;?;?;1
467;?;-1;31;?;?;?;1
185;?;280;?;feb;?;34;1
296;unknown;?;0;jul;?;53;1
32;?;-1;655;may;cellular;?;?
?;?;?;?;aug;cellular;?;1
89;?;-1;3503;?;?;39;?
132;?;?;?;?;?;43;1
140;?;?;?;jul;cellular;40;?
146;?;?;202;?;cellular;31;?
?;?;-1;?;jul;cellular;?;1
139;failure;?;423;oct;cellular;52;?
287;failure;130;7469;feb;cellular;?;?
?;?;-1;46;?;?;?;1
984;failure;368;210;may;cellular;53;1
?;?;?;4;jun;unknown;?;?
?;?;?;-32;?;?;29;?
?;?;-1;?;?;unknown;?;?
313;unknown;?;0;?;?;?;1
?;unknown;?;?;jun;?;57;1
?;unknown;-1;16125;?;?;56;1
?;?;?;507;jun;unknown;?;1
226;unknown;?;?;jul;?;?;?
?;unknown;?;?;?;cellular;?;1
447;?;?;92;?;?;?;?
223;?;?;?;?;?;29;1
?;unknown;?;?;nov;?;33;1
369;unknown;-1;?;may;?;?;?
21;unknown;-1;?;?;unknown;?;1
360;unknown;-1;246;?;?;?;1
114;?;-1;?;aug;?;53;?
258;unknown;?;?;jul;cellular;?;1
?;?;-1;0;aug;?;?;1
?;unknown;?;77;?;cellular;?;1
?;?;?;213;?;cellular;52;1
?;unknown;?;?;may;?;44;1
125;unknown;?;20718;?;unknown;?;1
156;unknown;?;900;?;?;38;1
253;unknown;?;?;nov;?;?;?
122;?;357;?;may;?;?;?
12;?;-1;?;nov;?;?;?
?;unknown;-1;2298;jul;?;?;?
?;?;-1;?;jun;unknown;?;?
342;unknown;-1;0;jul;cellular;25;1
13;unknown;?;70;jul;?;?;?
?;?;?;80;?;?;45;?
?;?;?;736;may;?;32;?
222;?;174;?;nov;cellular;?;1
140;unknown;-1;?;?;?;60;1
?;?;?;?;?;cellular;?;?
?;unknown;?;?;?;?;38;?
141;failure;?;523;?;?;31;1
?;unknown;?;?;jan;cellular;?;?
?;unknown;?;?;?;?;38;?
?;unknown;?;881;?;?;32;?
?;?;?;?;jan;cellular;55;1
?;unknown;-1;?;jul;cellular;?;1
916;?;?;?;jun;unknown;50;?
?;unknown;?;?;may;cellular;25;1
53;unknown;-1;1134;jun;unknown;50;1
71;?;?;260;may;?;?;1
323;unknown;?;213;?;?;37;1
58;?;-1;?;?;cellular;29;1
175;?;?;500;jul;cellular;40;1
119;?;-1;?;?;?;?;1
417;unknown;-1;?;?;unknown;50;1
?;?;-1;4924;?;unknown;?;1
442;failure;?;?;nov;?;53;?
723;unknown;-1;?;?;?;?;1
?;?;-1;2244;aug;?;?;?
121;?;?;-68;?;cellular;?;?
?;?;?;?;feb;?;?;1
?;unknown;-1;492;?;cellular;?;?
407;?;-1;14;jul;cellular;?;1
?;?;-1;?;may;?;40;?
301;?;?;?;?;?;?;?
?;unknown;?;2083;may;?;?;1
?;?;-1;?;may;?;42;?
?;unknown;?;?;jan;?;29;?
224;?;?;-886;may;?;?;?
80;unknown;?;231;apr;?;29;?
?;unknown;-1;-456;jun;?;37;?
?;?;?;?;jul;cellular;?;1
?;unknown;?;?;aug;?;50;1
168;?;-1;153;?;cellular;54;1
101;?;-1;252;?;cellular;54;1
?;?;-1;7440;?;?;?;1
?;?;?;1666;?;?;?;?
?;failure;296;689;may;?;?;1
343;unknown;-1;0;?;?;46;1
?;failure;175;?;may;cellular;35;1
279;?;-1;?;may;unknown;37;1
219;?;-1;-169;?;?;?;?
?;unknown;?;0;aug;?;?;1
50;unknown;-1;2592;nov;cellular;30;1
?;unknown;?;0;may;?;?;?
?;unknown;-1;254;aug;?;?;1
243;unknown;-1;?;may;unknown;?;?
77;?;-1;?;?;cellular;41;1
?;unknown;?;1433;jun;?;54;?
271;?;-1;?;jun;unknown;44;?
?;?;-1;?;may;?;?;1
27;?;-1;0;aug;cellular;58;?
?;?;?;238;aug;cellular;29;1
381;unknown;-1;187;?;?;?;?
112;unknown;-1;-205;?;?;48;1
34;other;?;421;may;?;?;1
75;?;?;1725;?;cellular;37;?
?;unknown;-1;?;?;unknown;?;1
94;?;?;?;dec;cellular;?;?
?;?;-1;?;?;?;?;1
?;?;?;3160;may;?;26;?
275;?;?;?;?;unknown;26;1
150;unknown;?;3649;may;unknown;?;?
92;failure;86;182;apr;?;?;1
203;?;-1;?;?;?;?;?
?;unknown;?;131;aug;?;37;?
816;?;?;425;may;?;49;1
?;?;?;1831;?;?;32;1
240;?;?;29;nov;cellular;31;?
?;unknown;?;1518;?;?;?;?
130;unknown;?;?;?;cellular;?;1
87;unknown;?;?;aug;cellular;?;1
89;?;?;?;nov;?;52;?
39;?;?;0;?;?;37;?
?;?;?;0;jul;?;49;?
164;unknown;-1;159;nov;?;41;1
227;?;?;2158;jun;?;26;1
?;unknown;-1;0;jul;?;35;?
63;unknown;?;46;?;cellular;?;1
35;unknown;-1;2851;feb;telephone;52;1
172;?;-1;4997;jun;unknown;?;?
