70025;HARTFORD HOSPITAL;?;HARTFORD;CT;?;23;?;5302.0;4422.0;?;ATHEROSCLEROSIS WO MCC
?;?;?;?;MO;MO - Cape Girardeau;69;?;3293.0;2263.0;?;CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WO CCMCC
?;?;?;GETTYSBURG;?;?;25;?;3818.0;2351.0;?;CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS WO CCMCC
220033;BEVERLY HOSPITAL CORPORATION;85 HERRICK STREET;BEVERLY;MA;?;?;13171.0;7871.0;?;?;INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC
330028;RICHMOND UNIVERSITY MEDICAL CENTER;355 BARD AVENUE;STATEN ISLAND;?;?;22;20347.0;7017.0;6351.0;948;SIGNS & SYMPTOMS WO MCC
360180;?;9500 EUCLID AVENUE;CLEVELAND;OH;OH - Cleveland;196;22997.0;6388.0;5201.0;?;CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC
50006;ST JOSEPH HOSPITAL;2700 DOLBEER ST;?;CA;CA - Redding;?;24008.0;4987.0;4054.0;918;?
340014;FORSYTH MEMORIAL HOSPITAL;3333 SILAS CREEK PARKWAY;?;NC;NC - Winston-Salem;?;?;5698.0;4791.0;?;BRONCHITIS & ASTHMA W CCMCC
?;ST RITA\S MEDICAL CENTER;730 WEST MARKET STREET;LIMA;?;OH - Dayton;17;41310.0;?;?;254;OTHER VASCULAR PROCEDURES WO CCMCC
?;ST JOSEPH MEDICAL CENTER;1717 SOUTH J STREET;TACOMA;?;WA - Tacoma;?;27803.0;5755.0;3438.0;195;SIMPLE PNEUMONIA & PLEURISY WO CCMCC
190086;NORTHERN LOUISIANA MEDICAL CENTER;401 EAST VAUGHN AVENUE;RUSTON;LA;LA - Shreveport;?;?;4182.0;3480.0;?;?
?;JOHN C LINCOLN DEER VALLEY HOSPITAL;19829 NORTH 27TH AVENUE;PHOENIX;AZ;AZ - Phoenix;?;47562.0;?;11449.0;177;?
?;SANFORD USD MEDICAL CENTER;?;SIOUX FALLS;?;?;41;17077.0;5394.0;?;309;CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC
?;?;1600 N ROSE AVE;?;?;CA - Ventura;69;?;?;?;?;CELLULITIS WO MCC
150088;SAINT JOHN\S HEALTH SYSTEM;2015 JACKSON ST;ANDERSON;IN;IN - Indianapolis;51;18360.0;6125.0;?;292;?
450099;PAMPA REGIONAL MEDICAL CENTER;1 MEDICAL PLAZA;PAMPA;TX;TX - Amarillo;13;31463.0;?;?;291;HEART FAILURE & SHOCK W MCC
?;?;2525 S DOWNING ST;DENVER;?;CO - Denver;?;?;12287.0;9890.0;377;?
360055;TRUMBULL MEMORIAL HOSPITAL;?;?;?;OH - Youngstown;75;23894.0;?;4718.0;194;SIMPLE PNEUMONIA & PLEURISY W CC
?;?;1100 BUTTE ST;REDDING;CA;CA - Redding;38;32580.0;7719.0;6772.0;194;SIMPLE PNEUMONIA & PLEURISY W CC
50425;KAISER FOUNDATION HOSPITAL - SACRAMENTO;2025 MORSE AVENUE;?;CA;CA - Sacramento;21;?;?;?;?;?
?;?;3333 W DE YOUNG;?;IL;?;15;65132.0;8608.0;7786.0;482;?
230097;MUNSON MEDICAL CENTER;1105 SIXTH STREET;TRAVERSE CITY;MI;MI - Traverse City;147;42546.0;11288.0;10024.0;?;OTHER VASCULAR PROCEDURES WO CCMCC
50599;?;2315 STOCKTON BOULEVARD;SACRAMENTO;CA;CA - Sacramento;?;64569.0;15537.0;14942.0;372;MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC
170142;MERCY REGIONAL HEALTH CENTER;?;MANHATTAN;?;KS - Topeka;35;?;10615.0;9587.0;247;?
330306;LUTHERAN MEDICAL CENTER;150 55TH STREET;?;?;NY - Manhattan;21;?;?;7622.0;379;G--I-- HEMORRHAGE WO CCMCC
140051;?;9600 GROSS POINT ROAD;SKOKIE;?;IL - Evanston;?;75001.0;15230.0;11762.0;247;PERC CARDIOVASC PROC W DRUG-ELUTING STENT WO MCC
260193;ST MARY\S MEDICAL CENTER;201 NW R D MIZE RD;BLUE SPRINGS;?;MO - Kansas City;?;?;4132.0;3305.0;192;?
?;ST VINCENT HSPTL;835 S VAN BUREN ST;?;WI;WI - Green Bay;?;?;14995.0;14111.0;253;?
210056;GOOD SAMARITAN HOSPITAL;5601 LOCH RAVEN BLVD;?;MD;MD - Baltimore;46;?;?;?;193;?
50057;?;400 W MINERAL KING AVE;?;CA;CA - Bakersfield;21;?;41232.0;40331.0;?;RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS
?;?;?;GLENDALE;?;?;51;44657.0;8129.0;7137.0;603;CELLULITIS WO MCC
50396;SANTA BARBARA COTTAGE HOSPITAL;400 WEST PUEBLO;SANTA BARBARA;?;CA - Santa Barbara;144;22212.0;?;6118.0;491;BACK & NECK PROC EXC SPINAL FUSION WO CCMCC
180029;?;100 MEDICAL CENTER DRIVE;?;KY;?;63;16343.0;4287.0;3427.0;?;SIGNS & SYMPTOMS WO MCC
?;RIVERSIDE REGIONAL MEDICAL CENTER;500 J CLYDE MORRIS BLVD;?;?;VA - Newport News;70;?;?;7683.0;?;SEPTICEMIA OR SEVERE SEPSIS WO MV 96+ HOURS WO MCC
?;HENNEPIN COUNTY MEDICAL CENTER;701 PARK AVENUE;MINNEAPOLIS;MN;MN - Minneapolis;11;10719.0;?;?;?;ATHEROSCLEROSIS WO MCC
450229;HENDRICK MEDICAL CENTER;?;ABILENE;TX;TX - Abilene;43;?;30138.0;27952.0;329;MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC
100232;PUTNAM COMMUNITY MEDICAL CENTER;?;PALATKA;FL;FL - Gainesville;11;?;49844.0;23175.0;329;MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC
390142;?;?;PHILADELPHIA;?;PA - Philadelphia;26;41693.0;19638.0;19065.0;177;RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC
360035;?;793 WEST STATE STREET;?;OH;OH - Columbus;176;?;?;3968.0;?;KIDNEY & URINARY TRACT INFECTIONS WO MCC
100071;?;?;BROOKSVILLE;FL;FL - Hudson;19;74490.0;10350.0;?;377;G--I-- HEMORRHAGE W MCC
290009;SAINT MARY\S REGIONAL MEDICAL CENTER;235 W 6TH ST;?;NV;NV - Reno;14;16703.0;4526.0;?;?;SYNCOPE & COLLAPSE
450209;NORTHWEST TEXAS HOSPITAL;?;AMARILLO;TX;TX - Amarillo;?;?;13604.0;?;177;RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC
450743;TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON;3000 N I-35;DENTON;?;TX - Dallas;116;35597.0;?;?;194;SIMPLE PNEUMONIA & PLEURISY W CC
?;SAINT FRANCIS MEDICAL CENTER;530 NE GLEN OAK AVE;?;?;IL - Peoria;?;75507.0;14347.0;?;377;G--I-- HEMORRHAGE W MCC
150006;?;1007 LINCOLNWAY;?;IN;IN - South Bend;50;23251.0;5243.0;?;191;CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC
360239;?;4000 MIAMISBURG-CENTERVILLE ROAD;MIAMISBURG;OH;?;17;?;7812.0;6683.0;?;?
450489;?;2200 N BRYAN AVE;?;TX;TX - Lubbock;?;7173.0;6660.0;5876.0;?;KIDNEY & URINARY TRACT INFECTIONS WO MCC
340131;CAROLINA EAST MEDICAL CENTER;?;NEW BERN;NC;?;36;47326.0;?;16475.0;?;OTHER VASCULAR PROCEDURES W CC
150008;ST CATHERINE HOSPITAL INC;4321 FIR ST;EAST CHICAGO;IN;IN - Munster;?;?;3817.0;?;313;?
340061;UNIVERSITY OF NORTH CAROLINA HOSPITAL;?;CHAPEL HILL;?;?;?;14508.0;11851.0;10991.0;689;KIDNEY & URINARY TRACT INFECTIONS W MCC
?;ST RITA\S MEDICAL CENTER;730 WEST MARKET STREET;?;?;OH - Dayton;98;44882.0;10823.0;10207.0;871;?
50441;?;?;STANFORD;CA;CA - San Mateo County;16;148128.0;25519.0;22553.0;57;DEGENERATIVE NERVOUS SYSTEM DISORDERS WO MCC
?;MEMORIAL HERMANN NORTHEAST;18951 MEMORIAL NORTH;HUMBLE;?;?;11;?;?;17076.0;?;MAJOR CARDIOVASC PROCEDURES WO MCC
500088;VALLEY MEDICAL CENTER;400 S 43RD ST;RENTON;WA;WA - Seattle;?;46730.0;?;?;482;HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT WO CCMCC
?;?;?;PARIS;?;TN - Jackson;11;17237.0;4176.0;?;638;DIABETES W CC
?;VISTA MEDICAL CENTER EAST;?;?;IL;WI - Milwaukee;?;27620.0;?;3911.0;312;?
310112;BAYSHORE COMMUNITY HOSPITAL;?;HOLMDEL;?;NJ - Camden;33;56735.0;10951.0;10438.0;64;INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC
380102;SACRED HEART MEDICAL CENTER - RIVERBEND;3333 RIVERBEND DRIVE;SPRINGFIELD;OR;OR - Eugene;?;12814.0;?;2875.0;?;CHEST PAIN
?;VIRGINIA MASON MEDICAL CENTER;?;SEATTLE;WA;WA - Seattle;53;39886.0;20853.0;?;330;MAJOR SMALL & LARGE BOWEL PROCEDURES W CC
?;?;?;?;NY;?;68;13753.0;4128.0;3203.0;?;CHRONIC OBSTRUCTIVE PULMONARY DISEASE WO CCMCC
200063;?;6 GLEN COVE DRIVE;ROCKPORT;?;?;27;28430.0;11013.0;10350.0;?;SIMPLE PNEUMONIA & PLEURISY W MCC
?;?;550 N HILLSIDE ST;?;?;KS - Wichita;24;?;6595.0;?;439;DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC
100180;ST PETERSBURG GENERAL HOSPITAL;6500 38TH AVE N;SAINT PETERSBUR;FL;?;?;48916.0;6437.0;5538.0;?;?
?;COLLETON MEDICAL CENTER;501 ROBERTSON BOULEVARD;?;?;SC - Charleston;11;29282.0;?;6606.0;308;CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC
300017;?;1 PARKLAND DRIVE;DERRY;NH;?;28;14270.0;3402.0;2404.0;310;?
360159;ADENA REGIONAL MEDICAL CENTER;272 HOSPITAL ROAD;CHILLICOTHE;OH;OH - Columbus;?;41365.0;16027.0;12709.0;?;OTHER VASCULAR PROCEDURES W CC
260183;?;211 ST FRANCIS DR;CAPE GIRARDEAU;MO;MO - Cape Girardeau;202;?;6400.0;4979.0;194;SIMPLE PNEUMONIA & PLEURISY W CC
