Mauritius;?;?;?;?;Jan;1987;?;?;2
Brazil;?;?;PW;727;Jun;?;South America;?;?
?;?;1969;?;?;?;1968;Europe;?;?
?;?;?;CF;737-800;Jun;2014;?;3;3
?;International Lease Finance Co;1994;?;757-200;?;1990;North America;1;1
?;Air France;1969;PW;?;?;?;Europe;?;3
Indonesia;Lion Air;?;?;?;Feb;2008;Southeast Asia;?;?
?;MG Aviation Limited;2016;RR;?;?;?;Middle East;?;2
China;Bank of Communications Leasing;2017;?;737-700;Jun;2013;East Asia;?;?
?;CATIC;1993;?;?;?;?;?;?;1
?;Tanzania;2019;?;?;May;2018;Africa;?;1
Japan;?;1984;?;?;?;1983;?;?;?
Australia;Jetstar - Duplicated (See JSA);2000;RR;?;?;?;?;?;?
?;Alaska Airlines;?;?;MD-80;Jan;1989;North America;?;2
?;?;2007;?;737-800;?;2005;?;?;?
Afghanistan;Ariana Afghan Airlines;?;GE;DC-10;Sep;?;?;1;?
Kuwait;?;1976;?;DC-9;?;?;Middle East;2;2
?;?;1967;PW;?;Feb;1966;?;?;1
USA;Altavair LLC;?;GE;747-400ERF;?;?;?;?;?
Canada;WestJet;?;CF;?;Jan;?;North America;?;?
?;?;1988;?;?;?;1987;Europe;1;?
?;?;?;RR;757-200;?;?;?;?;?
Ireland;?;1991;CF;737-400;Jan;1988;?;4;?
Japan;ITOCHU Corporation;?;GE;767-200ER;Oct;1994;East Asia;?;?
?;Xiamen Airlines;2002;RR;757-200;?;2001;East Asia;1;?
?;?;?;?;?;Jan;1980;?;?;?
?;?;?;?;?;?;1978;Africa;1;1
?;?;?;?;?;?;?;?;?;?
Azerbaijan;?;2014;GE;747-8F;Jul;2013;Central Asia;?;2
Algeria;?;1975;?;?;Jan;?;Africa;?;2
Italy;Aero Trasporti Italiani;1971;?;DC-9;?;1969;?;?;?
?;Jeju Air;?;?;?;Dec;?;East Asia;?;3
USA;Starflite Corporation;?;RR;?;Dec;?;North America;1;?
Denmark;Maersk Air;?;CF;737-300;?;1989;Europe;?;1
Saudi Arabia;?;1987;CF;707/720;Jun;1983;Middle East;?;?
USA;Aviation Service & Support;?;?;707/720;Jun;?;North America;?;?
United Kingdom;?;1994;RR;?;?;1991;?;1;?
USA;?;?;PW;DC-9;?;?;North America;1;1
?;?;1966;PW;?;?;?;North America;?;12
?;Business Jet / VIP Customer(s);2011;?;?;?;2011;?;1;?
?;?;?;?;737-500;?;?;Europe;?;5
USA;Southern Airways - USA (Inacti;?;PW;DC-9;?;?;North America;2;2
Taiwan;Far Eastern Air Transport;1991;?;?;?;?;?;?;2
Venezuela;Aeropostal;1987;PW;MD-80;May;1986;South America;?;1
?;?;1966;PW;?;Jul;?;?;1;1
China;Dragon Aviation Leasing;2014;CF;?;Dec;?;East Asia;4;4
USA;Northwest-Merged w Delta;?;?;747-400;?;?;?;2;2
?;Aeromaritime;1989;?;737-300;?;1989;Europe;2;?
Australia;Virgin Australia Airlines;?;?;737-800;Mar;?;Oceania;?;?
Mongolia;?;2013;GE;?;?;2011;Central Asia;?;1
?;Republic of Liberia;1978;PW;?;?;1978;?;?;?
Netherlands;Sojitz;1998;CF;737-500;Jun;1998;Europe;1;1
Australia;Virgin Australia Airlines;2011;?;737-800;?;2010;?;?;4
China;?;?;?;?;Mar;?;East Asia;?;?
?;?;?;?;?;Nov;?;Middle East;1;?
Slovakia (Slovak Republic);SkyEurope;2008;CF;737-700;?;?;Europe;?;?
Taiwan;Far Eastern Air Transport;1994;?;?;?;1994;?;?;?
?;Martinair Cargo;?;PW;?;Mar;?;?;1;?
?;Linjeflyg;1991;CF;?;Aug;?;Europe;2;?
Ireland;Irish Aerospace;1987;?;MD-80;Nov;1985;?;1;?
?;Flightlease;2000;?;?;?;1999;Europe;?;4
Indonesia;Lion Air;?;CF;?;Feb;?;?;?;5
?;?;?;PW;?;?;1973;North America;1;?
?;?;?;CF;?;?;1984;?;?;5
Germany;LTU;?;RR;757-200;Jan;?;Europe;2;?
United Arab Emirates;?;?;?;?;Nov;2018;?;2;?
?;?;?;PW;707/720;?;1969;North America;1;1
?;China Airlines;1998;CF;737-800;?;1998;?;2;2
?;L.T.E. International Airways;?;RR;757-200;Apr;1988;?;?;?
?;?;?;?;MD-80;?;?;?;?;1
?;?;?;GE;767-300;Jan;1995;East Asia;?;?
USA;DHL Aviation Americas;?;GE;777F;Dec;?;North America;1;1
?;?;1981;?;?;?;?;?;1;?
?;?;1983;?;?;May;?;Europe;5;?
?;Pegasus Airlines;?;?;?;Feb;2006;Europe;1;?
?;Buraq Air;?;CF;737-800;Nov;2005;?;?;2
?;?;1978;?;DC-10;Feb;1977;Southeast Asia;1;?
?;Avianca Costa Rica;?;?;?;?;1978;?;1;?
Germany;TUI Group;?;PW;?;Mar;1980;Europe;?;?
?;?;1991;PW;?;Jan;?;Europe;?;?
China;Hebei Airlines Company LTD;2015;CF;737-800;?;?;?;1;?
United Kingdom;British Airways;1971;PW;?;?;1970;?;2;2
?;Novair International Airways;1989;?;737-400;Apr;1987;Europe;?;2
?;Biman Bangladesh Airlines;2014;?;?;?;2008;South Asia;?;?
China;?;2016;CF;737-800;?;2016;East Asia;1;?
Russian Federation;AirBridgeCargo Airlines;2015;GE;747-8F;Nov;?;Europe;2;2
?;Vistara;2020;?;?;Oct;2018;?;?;?
USA;Atlas Air Inc.;2000;GE;?;?;?;North America;?;2
?;Oak Hill;?;GE;777F;Apr;2007;?;?;?
United Kingdom;Air Europe;?;CF;737-400;?;?;?;1;1
Kazakhstan;Kazakhstan Airlines;?;GE;?;?;?;?;1;?
Israel;Arkia Israeli Airlines;?;?;757-300;?;1998;?;?;2
?;?;2014;?;777F;May;2011;Europe;2;?
?;?;?;PW;?;Jan;?;?;1;?
?;?;1977;?;747-100;?;1976;?;1;?
Germany;Aero Lloyd;1986;PW;MD-80;?;?;Europe;1;1
?;Air Jamaica-See CBL;?;?;?;Jan;1969;Caribbean;?;2
Norway;?;?;?;737-700;?;?;Europe;?;2
Netherlands;?;1980;?;DC-9;?;?;?;?;?
Norway;?;2017;CF;?;Jan;?;?;6;?
?;?;?;CF;737-800;?;?;East Asia;5;?
?;Cathay Pacific Airways;?;?;747-200;Feb;?;?;?;?
Australia;BDS Australia P-8;2018;CF;737-800A;?;2016;?;?;?
?;?;1997;?;737-400;?;1996;North America;3;?
Australia;?;1967;?;DC-9;?;1965;?;?;2
?;ICBC Leasing;?;?;?;May;2013;East Asia;6;6
China;?;1986;?;737-300;Jan;1985;?;1;1
?;?;?;?;?;Jan;1987;?;?;1
?;Indonesian Air Force-DUPLICATE;?;?;737-200;?;1981;Southeast Asia;2;2
Nigeria;?;1973;PW;707/720;Jun;1972;?;?;?
China;?;1974;PW;707/720;Sep;1972;?;5;?
Ireland;Avolon - Ireland;2018;CF;?;?;2012;Europe;1;1
?;?;?;CF;737-800A;Jan;2016;?;?;?
?;Jet America Airlines;1981;PW;?;Jan;1980;?;1;?
?;?;2014;?;?;Mar;?;East Asia;?;?
