b8:27:eb:bf:9d:51;0.005;51.0;?;0.0077;0;?;?
00:0f:00:70:91:0a;?;76.0;0;?;?;0.013000000000000001;?
b8:27:eb:bf:9d:51;?;?;?;?;0;?;22.6
?;?;76.8;1;?;?;?;?
b8:27:eb:bf:9d:51;0.005;50.9;?;0.0077;?;0.02;?
1c:bf:ce:15:ec:4d;0.0044;?;?;0.006999999999999999;0;?;27.0
b8:27:eb:bf:9d:51;?;50.9;0;?;?;0.02;22.6
?;0.0029;76.0;0;0.0052;?;?;?
1c:bf:ce:15:ec:4d;0.0043;?;1;?;0;0.018000000000000002;?
b8:27:eb:bf:9d:51;?;50.9;?;?;?;?;?
?;0.005;50.9;0;?;0;0.02;?
1c:bf:ce:15:ec:4d;0.0044;78.0;1;?;0;?;?
b8:27:eb:bf:9d:51;?;50.9;?;0.0077;0;0.02;22.6
?;?;78.0;1;?;0;?;27.0
b8:27:eb:bf:9d:51;?;?;0;0.0077;?;?;?
?;0.0029;75.8;0;0.0052;0;?;?
b8:27:eb:bf:9d:51;0.005;?;?;?;?;?;22.6
b8:27:eb:bf:9d:51;0.005;50.9;0;0.0077;?;?;?
1c:bf:ce:15:ec:4d;?;77.9;?;?;0;?;?
b8:27:eb:bf:9d:51;?;?;?;0.0077;?;0.02;22.6
?;?;?;0;0.0052;?;?;?
?;0.0044;?;1;?;?;?;27.0
b8:27:eb:bf:9d:51;0.005;50.8;0;0.0076;?;0.02;22.6
?;0.0028;76.0;?;?;0;0.013000000000000001;19.7
?;0.005;50.9;0;?;?;?;?
00:0f:00:70:91:0a;0.0028;76.0;?;0.0051;0;?;19.8
?;0.0044;?;?;0.006999999999999999;?;0.019;27.0
b8:27:eb:bf:9d:51;0.0049;?;0;0.0076;0;?;?
1c:bf:ce:15:ec:4d;0.0043;78.3;?;?;?;?;?
?;?;?;?;0.0076;0;?;22.6
00:0f:00:70:91:0a;?;?;?;?;?;0.013999999999999999;19.7
?;?;?;0;?;0;?;22.6
1c:bf:ce:15:ec:4d;0.0044;78.6;1;?;?;0.019;27.0
?;0.0028;76.0;?;?;0;?;?
?;?;50.9;?;0.0076;?;0.02;22.6
b8:27:eb:bf:9d:51;?;50.9;?;?;?;?;22.7
1c:bf:ce:15:ec:4d;?;78.3;1;0.006999999999999999;0;0.019;27.0
00:0f:00:70:91:0a;0.0029;76.0;0;?;0;?;?
?;0.005;?;?;0.0077;?;0.02;22.7
?;0.0044;78.2;?;?;?;0.019;?
?;0.005;?;?;0.0077;?;?;?
00:0f:00:70:91:0a;0.0029;75.9;?;?;0;?;?
?;?;?;?;0.006999999999999999;?;0.018000000000000002;27.0
?;0.0049;?;0;?;0;?;?
?;0.005;50.9;?;0.0077;0;?;?
?;0.0044;78.4;1;0.006999999999999999;?;?;?
?;?;76.0;?;?;0;0.013000000000000001;19.8
b8:27:eb:bf:9d:51;?;?;?;?;?;?;?
?;0.0044;?;?;?;?;0.019;27.0
b8:27:eb:bf:9d:51;0.005;50.9;?;?;0;?;22.6
00:0f:00:70:91:0a;?;75.9;0;?;?;0.013000000000000001;?
b8:27:eb:bf:9d:51;?;?;?;?;?;0.021;?
?;?;78.6;1;0.006999999999999999;0;?;27.0
?;?;76.2;?;0.0051;0;0.013000000000000001;19.8
b8:27:eb:bf:9d:51;0.005;?;?;0.0077;0;0.02;22.6
?;?;?;?;?;?;0.019;?
?;?;50.9;?;?;?;?;?
00:0f:00:70:91:0a;?;?;?;0.0052;0;?;19.8
?;0.005;50.9;?;0.0077;0;0.02;?
1c:bf:ce:15:ec:4d;0.0044;78.4;?;?;?;?;27.0
?;0.0049;50.9;0;?;?;0.02;22.6
?;?;?;1;0.006999999999999999;0;?;27.0
?;?;76.0;0;0.0051;0;0.013000000000000001;19.8
?;?;51.0;?;?;?;0.021;?
b8:27:eb:bf:9d:51;?;51.0;0;?;?;0.021;22.7
00:0f:00:70:91:0a;?;76.0;?;?;?;0.013000000000000001;19.7
?;0.0044;79.1;?;?;0;0.019;?
?;0.0049;51.0;0;0.0076;?;?;?
?;0.0044;78.2;1;?;?;0.019;?
00:0f:00:70:91:0a;0.0029;?;?;0.0052;?;?;?
?;0.0049;?;?;?;0;?;?
?;0.0028;?;?;0.0051;?;0.013000000000000001;19.8
?;?;?;?;0.0077;?;0.02;22.6
?;?;?;1;0.006999999999999999;?;0.018000000000000002;?
?;0.0049;?;?;?;0;0.02;?
?;0.0044;?;?;0.006999999999999999;0;0.018000000000000002;?
?;?;76.0;?;0.0052;0;?;?
?;?;?;?;0.0076;?;?;?
1c:bf:ce:15:ec:4d;?;78.2;1;0.0071;?;?;27.0
00:0f:00:70:91:0a;0.0028;?;?;0.0051;0;0.013000000000000001;19.8
b8:27:eb:bf:9d:51;0.005;50.8;0;0.0077;0;0.02;22.6
b8:27:eb:bf:9d:51;0.005;?;?;0.0077;?;0.02;?
00:0f:00:70:91:0a;0.0029;?;?;?;0;0.013000000000000001;?
1c:bf:ce:15:ec:4d;0.0045;78.2;1;0.0071;0;?;?
b8:27:eb:bf:9d:51;?;?;?;?;0;?;22.6
b8:27:eb:bf:9d:51;0.005;?;?;?;0;?;?
?;0.0029;?;?;0.0052;?;0.013000000000000001;19.8
?;?;78.2;?;0.0071;0;?;?
b8:27:eb:bf:9d:51;?;?;?;0.0077;0;?;22.6
?;0.0029;?;0;?;?;0.013000000000000001;?
b8:27:eb:bf:9d:51;?;?;?;0.0077;0;?;?
1c:bf:ce:15:ec:4d;0.0044;?;?;0.0071;?;?;?
?;0.0028;?;?;?;0;?;19.8
?;0.0049;?;0;?;0;0.02;?
?;?;76.0;?;0.0052;0;0.013000000000000001;19.7
b8:27:eb:bf:9d:51;0.005;51.0;?;0.0077;0;?;22.7
1c:bf:ce:15:ec:4d;?;78.0;?;0.0071;0;?;?
?;0.005;?;0;?;?;0.02;22.6
?;0.0028;?;0;0.0051;0;0.013000000000000001;?
?;0.0044;?;1;?;0;?;27.0
b8:27:eb:bf:9d:51;?;51.0;0;0.0076;?;?;22.6
?;0.0028;?;?;0.0051;?;?;?
?;0.0049;?;0;0.0076;?;?;?
?;?;51.0;0;0.0076;?;0.02;?
1c:bf:ce:15:ec:4d;0.0044;?;?;0.006999999999999999;?;?;?
00:0f:00:70:91:0a;?;?;?;?;0;0.013000000000000001;?
b8:27:eb:bf:9d:51;0.005;?;?;0.0077;0;?;?
?;0.0028;?;0;?;0;0.013000000000000001;19.7
?;?;78.0;1;?;0;0.019;27.0
b8:27:eb:bf:9d:51;0.005;?;?;0.0077;0;0.021;22.7
00:0f:00:70:91:0a;0.0028;76.1;0;?;0;0.013000000000000001;?
?;0.0044;?;1;0.006999999999999999;?;?;?
?;?;51.0;0;0.0077;0;?;22.6
?;0.0028;?;?;?;?;0.013000000000000001;19.7
b8:27:eb:bf:9d:51;?;?;0;?;?;0.02;22.6
