?;?;?;?;0.0077;?;?;22.7
00:0f:00:70:91:0a;0.0028;?;0;0.0051;?;?;19.7
?;0.005;50.9;?;?;0;?;22.6
1c:bf:ce:15:ec:4d;?;76.8;1;0.006999999999999999;0;?;27.0
?;0.005;50.9;?;0.0077;?;0.02;22.6
1c:bf:ce:15:ec:4d;0.0044;?;?;?;0;0.019;?
b8:27:eb:bf:9d:51;0.005;?;?;0.0077;0;?;?
00:0f:00:70:91:0a;0.0029;76.0;0;0.0052;0;0.013999999999999999;?
?;?;?;1;0.006999999999999999;?;0.018000000000000002;27.0
b8:27:eb:bf:9d:51;0.005;50.9;0;0.0077;0;0.02;?
b8:27:eb:bf:9d:51;?;50.9;0;0.0077;0;?;22.6
?;?;?;1;0.006999999999999999;?;0.019;27.0
b8:27:eb:bf:9d:51;0.005;?;0;0.0077;0;0.02;?
1c:bf:ce:15:ec:4d;0.0045;?;?;0.0071;0;0.019;?
?;?;50.9;?;0.0077;0;0.02;22.6
00:0f:00:70:91:0a;0.0029;75.8;0;?;0;0.013999999999999999;?
b8:27:eb:bf:9d:51;0.005;50.9;0;0.0077;?;?;?
?;0.005;?;?;?;?;0.02;?
1c:bf:ce:15:ec:4d;0.0044;77.9;1;0.0071;0;0.019;27.0
b8:27:eb:bf:9d:51;?;?;0;0.0077;?;0.02;22.6
00:0f:00:70:91:0a;0.0029;75.8;?;0.0052;0;0.013999999999999999;?
1c:bf:ce:15:ec:4d;0.0044;77.9;?;0.006999999999999999;0;0.019;27.0
b8:27:eb:bf:9d:51;0.005;?;0;?;0;0.02;22.6
00:0f:00:70:91:0a;0.0028;76.0;0;0.0051;?;?;19.7
b8:27:eb:bf:9d:51;0.005;50.9;0;0.0077;0;0.02;22.6
00:0f:00:70:91:0a;?;?;0;0.0051;?;?;19.8
1c:bf:ce:15:ec:4d;?;?;1;0.006999999999999999;0;0.019;?
b8:27:eb:bf:9d:51;0.0049;50.9;?;0.0076;?;0.02;?
1c:bf:ce:15:ec:4d;?;78.3;1;0.006999999999999999;?;0.018000000000000002;27.0
b8:27:eb:bf:9d:51;0.0049;50.9;0;?;0;0.02;?
?;?;75.9;0;0.0052;0;?;?
b8:27:eb:bf:9d:51;0.005;50.9;0;0.0077;0;0.02;22.6
1c:bf:ce:15:ec:4d;0.0044;78.6;1;0.006999999999999999;0;?;?
00:0f:00:70:91:0a;0.0028;?;0;0.0051;0;0.013000000000000001;19.8
b8:27:eb:bf:9d:51;?;50.9;?;0.0076;0;0.02;22.6
b8:27:eb:bf:9d:51;?;50.9;0;0.0077;0;?;22.7
1c:bf:ce:15:ec:4d;?;?;1;0.006999999999999999;?;0.019;27.0
00:0f:00:70:91:0a;?;?;?;0.0052;?;?;19.8
?;0.005;50.9;0;?;0;?;22.7
?;0.0044;?;1;0.006999999999999999;0;?;?
b8:27:eb:bf:9d:51;?;?;0;0.0077;?;?;?
?;0.0029;?;0;0.0052;?;?;?
?;0.0044;78.2;?;0.006999999999999999;0;0.018000000000000002;27.0
