?;?;0.0;?;?;?;85.0;?;Fair;6;?;Average;?;Yes;56.2
20;Female;6.9;2.8;2.3;No;?;4.6;?;6;High School;?;?;No;?
21;Male;1.4;3.1;?;No;94.8;8.0;Poor;?;High School;?;1;No;?
23;Female;1.0;3.9;1.0;?;71.0;9.2;Poor;?;Master;Good;?;Yes;?
?;Female;5.0;4.4;?;No;90.9;4.9;?;?;Master;Good;1;No;66.4
?;?;7.2;1.3;0.0;?;82.9;?;Fair;1;Master;Average;?;No;?
21;?;?;1.5;?;?;85.8;6.5;?;?;?;?;?;No;89.8
21;Female;4.3;?;?;Yes;77.7;4.6;Fair;0;Bachelor;Average;?;No;72.6
?;?;?;2.2;1.7;No;?;7.1;Good;?;?;Good;1;?;78.9
18;Female;4.8;3.1;1.3;No;95.4;7.5;?;5;Bachelor;?;10;Yes;100.0
23;Male;?;?;?;No;71.7;?;Fair;2;?;Average;1;No;74.4
19;?;3.7;2.1;0.4;Yes;81.1;4.5;Fair;1;Bachelor;Good;9;?;76.9
19;Female;?;2.7;2.7;No;89.3;4.7;Fair;4;Bachelor;?;10;No;?
24;Male;2.4;1.5;0.7;No;?;6.7;?;6;Bachelor;Average;9;No;78.9
21;?;3.1;5.0;1.0;?;97.5;?;Good;6;?;Average;?;No;74.0
20;?;1.0;0.6;?;No;92.9;5.6;Poor;3;?;?;8;?;?
24;Female;3.4;?;1.2;No;?;?;Poor;0;High School;Average;?;Yes;?
24;?;?;4.9;2.9;Yes;88.3;?;Good;?;High School;?;5;?;43.9
19;?;?;2.5;2.4;No;71.1;7.5;Fair;?;?;Average;2;?;45.3
?;Female;3.8;?;2.9;No;?;6.4;Good;3;Master;?;1;No;?
21;Male;?;2.1;2.4;No;95.6;7.2;Fair;1;High School;Good;3;?;82.5
18;Other;4.9;?;0.6;No;84.5;?;?;3;High School;Average;7;No;98.7
?;?;1.1;4.1;1.4;Yes;90.0;9.0;?;6;Bachelor;Good;?;?;43.7
20;Female;2.0;?;0.9;Yes;81.8;5.5;Fair;4;Bachelor;Average;2;No;54.9
?;?;4.9;?;3.3;?;74.7;9.0;?;1;High School;Average;2;Yes;69.9
?;?;2.0;?;0.5;?;83.8;6.5;Good;4;Bachelor;Poor;4;?;73.5
?;Male;?;2.2;2.8;?;?;4.8;Fair;5;?;?;?;No;71.1
24;Male;?;2.0;2.8;?;78.4;8.1;Good;5;High School;?;3;Yes;?
20;Female;?;?;3.8;?;82.6;?;Poor;?;?;?;10;Yes;?
21;Female;3.7;0.6;?;?;75.6;7.5;Fair;2;?;Average;5;No;?
17;?;1.5;3.1;?;Yes;?;8.0;Fair;4;Bachelor;?;3;Yes;?
?;?;?;4.9;4.3;No;82.1;?;Good;?;Bachelor;?;7;No;52.1
22;Female;1.1;2.7;0.1;No;100.0;7.7;Fair;1;?;Good;?;No;51.2
21;?;4.2;1.7;0.0;?;84.2;?;?;1;Bachelor;Average;3;No;72.6
20;?;?;3.0;2.6;No;74.9;7.3;Fair;?;?;Good;4;?;70.7
17;Male;4.3;2.5;?;?;64.1;3.9;Good;0;?;?;?;No;59.4
17;?;3.8;1.7;1.4;?;70.3;7.0;?;0;?;Good;?;No;?
19;?;5.5;?;2.3;No;71.3;?;Good;1;High School;Average;3;?;?
?;?;3.7;4.7;2.0;No;?;8.5;Good;6;?;Good;2;No;69.7
23;Female;2.9;2.3;2.3;No;86.2;7.2;Good;?;Bachelor;Average;1;?;?
?;Male;3.7;3.4;2.0;No;88.9;6.8;?;3;?;Poor;?;?;63.5
24;?;?;0.9;?;?;?;7.1;Poor;?;?;?;2;No;65.7
20;?;3.6;?;0.8;?;73.0;?;?;?;High School;Poor;9;No;?
20;Male;?;3.1;1.1;No;?;8.4;Fair;?;Bachelor;Average;?;Yes;75.1
24;?;?;4.3;?;No;87.9;8.9;Poor;5;High School;?;9;Yes;71.0
22;Female;?;?;2.8;No;?;8.4;Fair;3;?;?;6;No;?
22;Female;?;2.5;?;No;100.0;5.8;?;?;High School;Average;1;?;96.5
23;Female;?;1.0;3.1;?;82.8;5.5;Fair;?;Master;?;10;Yes;62.0
22;Female;2.5;?;0.5;?;85.7;6.5;?;?;?;?;5;?;59.7
19;Female;2.4;3.6;3.6;No;86.9;7.0;Fair;?;High School;Average;1;No;48.4
20;Female;4.8;2.0;?;?;100.0;6.0;Good;0;Bachelor;?;?;?;?
?;Female;?;1.9;?;Yes;64.0;7.1;Fair;5;?;Good;10;No;68.1
20;Male;?;2.8;3.8;No;91.8;6.9;?;2;High School;Good;?;No;?
?;Male;2.5;2.0;?;No;83.9;?;Good;?;Bachelor;?;?;No;?
?;Male;?;2.4;1.2;No;90.7;7.1;Good;?;?;Average;7;Yes;75.2
