?;Female;?;1.2;1.1;?;?;6;Master;?;56.2
20;?;?;2.8;?;97.3;?;6;?;8;100.0
?;Male;?;3.1;?;94.8;8.0;1;High School;1;?
23;Female;?;3.9;?;71.0;9.2;4;?;1;26.8
19;Female;?;?;?;?;4.9;3;Master;1;?
24;Male;7.2;1.3;0.0;82.9;?;?;?;4;?
21;?;?;1.5;?;85.8;6.5;?;?;4;89.8
21;?;?;1.0;2.0;?;4.6;0;Bachelor;8;72.6
?;Female;4.4;2.2;1.7;?;7.1;3;?;1;78.9
18;Female;?;3.1;?;95.4;7.5;5;Bachelor;10;100.0
23;Male;3.9;2.4;2.5;?;?;2;Bachelor;1;74.4
?;?;3.7;2.1;0.4;81.1;4.5;?;?;9;?
19;?;3.4;2.7;2.7;?;4.7;4;Bachelor;?;75.8
24;Male;2.4;1.5;?;?;6.7;?;Bachelor;9;78.9
21;Male;?;?;1.0;97.5;6.5;6;High School;7;74.0
20;Male;1.0;0.6;0.2;92.9;5.6;3;High School;8;55.2
24;Female;?;2.7;?;?;7.5;?;High School;1;?
?;Other;2.0;?;2.9;88.3;7.1;?;?;5;?
19;Male;1.8;?;2.4;71.1;7.5;1;High School;2;?
22;Female;3.8;2.3;2.9;83.0;?;3;Master;1;58.5
21;?;5.6;?;2.4;95.6;7.2;1;High School;?;82.5
?;Other;?;2.3;0.6;84.5;?;3;High School;?;?
24;Female;1.1;4.1;?;?;9.0;6;Bachelor;1;?
20;Female;2.0;0.0;?;81.8;?;4;?;2;54.9
?;Male;4.9;4.3;3.3;?;9.0;1;High School;2;69.9
22;Male;?;0.8;0.5;83.8;6.5;?;?;?;73.5
18;?;3.2;?;2.8;88.1;4.8;5;?;3;71.1
24;Male;4.3;2.0;2.8;78.4;8.1;5;High School;?;82.8
20;Female;?;3.2;3.8;82.6;6.7;6;High School;10;?
?;Female;3.7;?;1.3;?;7.5;2;?;?;?
17;Other;1.5;?;2.6;96.2;?;4;Bachelor;?;51.3
20;Other;2.6;4.9;4.3;82.1;?;3;?;?;?
22;Female;1.1;2.7;0.1;100.0;7.7;1;High School;?;?
21;?;4.2;1.7;0.0;84.2;6.5;1;Bachelor;?;72.6
?;Female;3.5;3.0;2.6;?;7.3;3;?;4;?
