?;Female;0.0;?;1.1;85.0;8.0;6;?;?;56.2
20;?;6.9;2.8;2.3;97.3;4.6;?;High School;8;?
?;Male;1.4;?;1.3;94.8;?;?;?;?;34.3
23;Female;1.0;3.9;?;71.0;9.2;4;?;1;26.8
19;?;?;4.4;?;?;?;?;Master;1;66.4
24;?;?;1.3;?;82.9;7.4;1;?;?;?
21;?;?;1.5;1.4;?;?;?;Master;4;?
21;Female;?;1.0;?;?;4.6;0;?;8;72.6
23;Female;4.4;2.2;1.7;100.0;7.1;3;Bachelor;1;78.9
18;Female;?;?;?;?;7.5;?;Bachelor;10;100.0
23;?;3.9;?;?;?;7.9;2;?;?;?
19;Female;3.7;2.1;0.4;?;?;1;Bachelor;9;?
19;?;3.4;2.7;2.7;?;?;?;Bachelor;10;75.8
?;Male;2.4;1.5;0.7;?;6.7;6;?;9;78.9
21;Male;?;?;1.0;?;6.5;6;?;?;?
20;?;1.0;0.6;?;?;?;3;High School;8;?
24;Female;3.4;2.7;?;?;?;0;?;?;70.8
24;?;?;4.9;?;88.3;?;2;High School;5;43.9
19;Male;1.8;2.5;2.4;?;7.5;1;High School;?;45.3
?;?;3.8;?;2.9;83.0;?;?;?;1;?
21;Male;5.6;2.1;2.4;95.6;7.2;?;?;3;82.5
18;Other;4.9;2.3;0.6;?;?;?;High School;7;?
?;?;1.1;4.1;?;90.0;9.0;?;?;1;43.7
20;Female;2.0;0.0;?;?;5.5;4;Bachelor;?;54.9
22;?;?;4.3;3.3;?;?;1;High School;?;69.9
?;Male;?;?;0.5;?;6.5;?;Bachelor;?;73.5
?;Male;?;2.2;2.8;88.1;4.8;?;Bachelor;3;?
24;?;4.3;?;2.8;78.4;8.1;5;High School;3;82.8
20;?;?;3.2;3.8;82.6;?;?;High School;?;?
21;Female;?;?;1.3;75.6;?;2;Master;5;70.6
17;?;?;3.1;?;?;?;4;?;?;51.3
?;Other;2.6;4.9;4.3;82.1;6.9;?;Bachelor;7;52.1
22;?;1.1;?;0.1;100.0;7.7;1;?;4;51.2
?;?;4.2;1.7;?;?;6.5;?;?;3;?
?;?;?;3.0;?;?;7.3;3;High School;4;?
17;?;4.3;?;0.0;?;?;?;High School;2;59.4
?;Male;3.8;?;1.4;70.3;7.0;?;Bachelor;1;58.1
?;?;5.5;?;2.3;?;5.7;1;High School;3;82.3
19;?;3.7;4.7;2.0;98.8;8.5;6;?;2;?
?;Female;?;2.3;2.3;86.2;7.2;6;Bachelor;?;66.0
18;Male;3.7;?;2.0;?;6.8;3;?;?;?
24;?;?;?;3.2;62.8;7.1;0;Bachelor;2;?
20;Female;3.6;1.4;0.8;73.0;5.3;?;High School;9;?
20;Male;?;3.1;1.1;?;?;1;Bachelor;5;75.1
?;Male;2.4;?;?;87.9;8.9;?;High School;9;?
22;?;?;2.1;2.8;90.6;8.4;?;Bachelor;?;52.6
?;?;?;2.5;?;100.0;?;?;High School;?;?
?;?;1.6;1.0;3.1;82.8;?;?;Master;10;?
?;?;?;?;0.5;85.7;6.5;?;High School;5;59.7
19;Female;?;?;3.6;86.9;?;?;High School;?;?
20;?;?;?;3.5;?;?;0;?;7;?
23;Female;3.1;?;?;?;7.1;?;?;?;68.1
20;Male;?;?;?;91.8;6.9;2;High School;8;?
24;Male;2.5;2.0;?;83.9;5.3;?;Bachelor;8;?
17;Male;3.9;?;?;90.7;7.1;1;?;7;?
19;Female;?;5.0;?;78.4;7.5;?;Master;2;?
21;Female;6.7;?;2.6;84.5;6.7;3;?;5;97.1
19;Female;1.7;?;?;?;7.9;1;High School;4;61.2
23;?;4.0;1.7;2.6;?;?;?;Bachelor;5;?
21;Male;4.5;?;3.3;93.1;?;6;High School;10;?
?;?;4.1;?;?;?;?;3;?;9;?
23;Male;3.2;1.7;2.1;?;?;3;High School;?;?
?;?;3.3;?;0.7;?;?;0;?;8;69.6
20;?;3.6;4.2;0.9;?;5.4;4;Bachelor;8;66.5
17;Male;3.3;1.8;3.2;81.7;?;0;Master;?;62.2
20;?;?;0.3;2.7;92.3;?;0;?;?;82.1
22;Male;?;?;?;?;7.5;?;?;?;100.0
?;?;2.7;1.7;1.3;95.5;6.1;2;Bachelor;?;59.7
?;Female;1.4;3.4;0.0;89.9;?;?;High School;?;55.1
?;Male;3.4;0.1;0.6;77.7;7.9;1;?;4;77.1
?;Female;?;3.6;3.9;83.6;?;3;High School;7;?
