23;Female;0.0;1.2;1.1;No;?;8.0;Fair;6;Master;?;?;Yes;?
20;?;6.9;2.8;?;No;97.3;?;?;6;High School;?;8;?;?
?;?;?;?;1.3;No;94.8;?;Poor;1;?;Poor;?;?;?
23;?;1.0;?;?;?;71.0;?;?;?;?;Good;1;?;26.8
19;Female;?;4.4;0.5;No;90.9;4.9;?;?;?;?;?;?;?
24;?;7.2;?;?;?;?;?;Fair;1;Master;Average;4;No;?
?;Female;5.6;?;1.4;Yes;85.8;?;Good;2;Master;?;4;?;89.8
21;Female;4.3;1.0;2.0;Yes;77.7;4.6;Fair;0;Bachelor;Average;8;No;72.6
?;?;4.4;2.2;1.7;?;100.0;7.1;?;3;?;?;1;No;78.9
18;Female;4.8;?;1.3;No;95.4;7.5;?;?;Bachelor;?;?;Yes;?
23;Male;?;2.4;2.5;?;71.7;7.9;Fair;?;?;?;?;No;?
?;?;3.7;2.1;?;?;81.1;4.5;Fair;1;?;Good;?;?;?
?;Female;3.4;?;2.7;No;89.3;4.7;?;?;?;Good;10;No;?
24;Male;?;1.5;0.7;No;87.4;?;Poor;?;Bachelor;Average;?;?;78.9
?;Male;3.1;?;1.0;No;97.5;?;?;6;?;Average;7;No;74.0
20;?;?;0.6;?;No;?;?;Poor;3;?;?;?;Yes;?
?;?;3.4;2.7;1.2;No;94.7;?;?;0;High School;Average;?;?;?
24;?;?;4.9;?;Yes;?;?;?;?;High School;Good;?;No;43.9
19;Male;1.8;2.5;2.4;No;71.1;?;?;1;High School;Average;?;No;?
?;?;3.8;?;2.9;?;83.0;?;Good;3;?;?;1;No;58.5
?;?;?;2.1;?;No;?;?;?;?;High School;Good;3;No;82.5
?;Other;?;2.3;0.6;No;84.5;?;Fair;?;?;?;7;No;98.7
24;?;1.1;?;1.4;Yes;?;9.0;Fair;6;Bachelor;Good;1;No;43.7
20;Female;2.0;0.0;?;?;81.8;5.5;Fair;4;Bachelor;?;2;No;54.9
22;Male;4.9;?;?;?;?;?;Fair;1;High School;?;2;Yes;?
22;Male;2.0;?;0.5;?;83.8;?;Good;4;Bachelor;Poor;?;?;?
18;Male;3.2;2.2;?;?;?;?;Fair;5;?;?;?;?;71.1
24;?;?;?;2.8;?;78.4;?;Good;?;High School;?;3;Yes;82.8
20;Female;2.0;3.2;?;?;82.6;?;Poor;6;?;Poor;?;?;75.7
21;?;3.7;?;?;No;?;7.5;?;?;Master;Average;?;?;?
17;Other;1.5;3.1;2.6;Yes;?;?;Fair;?;Bachelor;Average;?;Yes;?
20;Other;?;?;4.3;No;?;?;Good;3;?;?;7;No;52.1
22;Female;?;2.7;0.1;?;100.0;7.7;Fair;?;High School;?;?;No;51.2
?;Female;4.2;1.7;?;Yes;84.2;6.5;?;1;?;?;?;?;72.6
20;?;3.5;3.0;?;No;74.9;?;Fair;3;High School;?;?;No;?
?;Male;4.3;2.5;?;Yes;64.1;?;Good;?;?;Average;?;No;?
