?;Female;?;1.2;1.1;?;8.0;6;Master;?;?
20;?;6.9;2.8;2.3;?;?;6;High School;8;?
21;Male;1.4;?;?;94.8;8.0;1;High School;?;?
?;?;?;?;?;71.0;?;?;?;1;?
?;?;?;?;0.5;?;?;3;Master;1;?
24;Male;7.2;1.3;?;?;7.4;1;Master;4;?
?;Female;5.6;?;?;?;?;2;?;4;89.8
21;Female;?;1.0;2.0;77.7;?;0;?;?;72.6
23;?;?;2.2;?;?;7.1;?;?;?;?
18;?;4.8;3.1;?;95.4;7.5;5;Bachelor;?;?
23;?;?;?;2.5;?;?;?;Bachelor;?;?
?;Female;?;2.1;?;?;4.5;?;?;9;?
?;?;3.4;2.7;2.7;89.3;?;4;?;10;?
24;Male;2.4;?;0.7;87.4;?;?;Bachelor;9;78.9
?;Male;3.1;?;?;97.5;?;6;?;?;74.0
?;?;1.0;0.6;0.2;92.9;?;3;High School;?;?
24;Female;3.4;?;1.2;?;?;0;High School;?;?
24;?;2.0;4.9;?;88.3;7.1;?;?;5;43.9
19;Male;?;?;2.4;71.1;7.5;1;?;?;45.3
?;Female;?;2.3;2.9;?;6.4;3;?;1;?
?;Male;?;2.1;?;?;7.2;?;High School;3;?
18;?;?;2.3;0.6;?;?;?;?;?;98.7
?;?;1.1;4.1;1.4;90.0;?;?;Bachelor;?;?
?;Female;?;?;?;81.8;5.5;?;?;2;54.9
22;?;4.9;?;3.3;74.7;?;?;High School;?;?
?;?;2.0;?;0.5;?;6.5;4;Bachelor;?;73.5
18;?;?;2.2;?;?;?;?;Bachelor;3;71.1
24;?;?;2.0;2.8;?;8.1;?;?;?;82.8
?;?;?;?;?;82.6;?;6;High School;?;?
21;?;?;0.6;?;75.6;?;2;?;?;70.6
?;Other;?;?;2.6;96.2;8.0;?;?;3;?
20;?;2.6;?;4.3;?;?;?;?;?;52.1
?;Female;1.1;2.7;0.1;100.0;7.7;1;?;4;?
?;Female;?;1.7;0.0;?;?;?;Bachelor;3;72.6
20;?;?;3.0;?;?;?;?;?;4;70.7
?;Male;?;2.5;?;?;?;0;High School;2;?
?;?;?;1.7;1.4;70.3;7.0;?;Bachelor;1;58.1
19;Male;5.5;3.1;2.3;71.3;5.7;1;High School;3;82.3
19;?;3.7;4.7;?;98.8;?;?;?;?;69.7
23;?;2.9;?;?;?;?;?;?;1;?
18;Male;3.7;?;?;88.9;6.8;3;High School;?;63.5
