?;Female;?;1.2;1.1;85.0;8.0;6;Master;?;56.2
20;?;?;2.8;?;?;4.6;?;High School;?;?
21;Male;?;?;?;94.8;8.0;1;?;1;?
?;Female;1.0;3.9;?;71.0;?;4;?;?;?
?;?;?;?;?;?;?;3;?;?;66.4
?;Male;?;?;?;82.9;7.4;?;?;?;?
21;?;5.6;?;?;?;6.5;?;?;4;89.8
21;?;?;1.0;2.0;?;4.6;0;Bachelor;?;72.6
23;?;4.4;?;?;100.0;?;3;Bachelor;1;?
?;Female;4.8;?;?;95.4;7.5;5;?;10;100.0
23;Male;3.9;2.4;?;?;7.9;?;?;?;74.4
19;?;?;?;0.4;81.1;4.5;1;Bachelor;9;?
?;?;3.4;2.7;?;?;4.7;?;Bachelor;?;75.8
?;?;?;?;?;87.4;6.7;6;Bachelor;?;78.9
21;Male;3.1;?;?;?;?;?;?;?;74.0
?;Male;1.0;?;0.2;?;5.6;?;?;8;?
24;Female;?;2.7;?;?;?;0;?;?;?
?;Other;2.0;?;2.9;88.3;?;?;High School;?;43.9
19;Male;?;?;2.4;?;7.5;?;?;?;45.3
?;?;?;2.3;2.9;83.0;?;3;?;1;58.5
21;?;?;?;?;?;?;?;?;3;82.5
?;?;?;2.3;?;?;6.0;3;?;7;98.7
?;Female;1.1;4.1;1.4;?;9.0;?;Bachelor;1;?
?;?;?;0.0;?;81.8;5.5;4;?;?;54.9
22;?;?;4.3;?;74.7;?;?;High School;2;69.9
?;Male;2.0;0.8;?;83.8;?;4;?;4;?
18;?;3.2;?;2.8;88.1;?;5;Bachelor;?;71.1
24;?;?;?;?;?;?;?;?;3;?
20;?;2.0;3.2;?;?;?;6;?;10;75.7
21;Female;3.7;0.6;1.3;75.6;7.5;2;Master;5;70.6
17;?;1.5;?;2.6;96.2;8.0;?;Bachelor;?;?
?;?;?;4.9;?;82.1;6.9;3;?;7;52.1
22;Female;?;2.7;?;100.0;?;?;?;4;51.2
?;?;?;1.7;0.0;?;6.5;?;?;?;?
?;Female;3.5;?;2.6;?;?;3;?;?;70.7
17;?;?;2.5;?;?;3.9;0;?;?;59.4
?;?;?;?;?;70.3;7.0;0;?;1;?
19;Male;5.5;3.1;2.3;71.3;5.7;?;?;3;82.3
19;?;?;?;2.0;98.8;?;?;Bachelor;?;69.7
23;?;2.9;?;?;86.2;7.2;?;Bachelor;?;?
?;?;?;3.4;?;?;6.8;3;High School;1;63.5
24;Female;?;?;3.2;62.8;7.1;0;Bachelor;?;?
?;?;3.6;?;?;73.0;?;?;High School;9;?
?;?;?;?;?;93.9;?;1;?;5;?
?;?;?;4.3;?;?;?;5;High School;9;71.0
?;?;1.4;2.1;?;?;8.4;?;Bachelor;?;52.6
22;?;6.1;?;2.3;?;?;5;?;?;?
23;?;?;?;?;?;?;?;?;?;?
22;?;?;?;0.5;85.7;?;0;High School;5;59.7
?;Female;2.4;?;?;86.9;7.0;6;High School;?;?
20;Female;4.8;?;3.5;?;?;?;?;7;?
23;?;3.1;?;?;?;?;?;?;10;?
?;?;?;?;?;91.8;6.9;2;?;8;87.2
?;?;?;?;?;?;5.3;?;?;?;66.7
17;?;?;?;1.2;90.7;?;?;?;7;?
19;?;2.2;?;?;78.4;?;?;?;?;46.4
21;Female;6.7;2.2;?;?;6.7;?;?;?;97.1
19;?;?;?;0.6;?;?;?;High School;?;?
?;?;4.0;?;?;?;?;4;?;5;75.0
?;Male;?;?;?;?;7.1;?;?;?;?
17;?;4.1;?;2.6;?;?;3;Bachelor;?;77.6
23;?;3.2;1.7;2.1;?;5.2;?;?;4;?
18;?;3.3;4.1;?;?;5.7;?;?;8;?
?;?;3.6;?;?;?;?;?;?;8;?
?;Male;?;1.8;3.2;81.7;5.8;?;?;2;?
