23;?;0.0;?;?;85.0;?;6;Master;?;?
20;Female;6.9;2.8;2.3;97.3;4.6;6;?;8;100.0
21;?;?;3.1;?;?;8.0;1;High School;1;34.3
23;Female;?;?;1.0;?;9.2;?;Master;1;26.8
?;Female;5.0;4.4;0.5;90.9;4.9;?;Master;1;?
24;?;7.2;1.3;?;82.9;7.4;?;Master;?;100.0
21;Female;5.6;1.5;1.4;85.8;6.5;2;Master;?;89.8
21;Female;4.3;1.0;2.0;77.7;?;0;Bachelor;8;72.6
23;Female;4.4;2.2;1.7;100.0;7.1;3;?;1;?
?;Female;4.8;3.1;?;95.4;7.5;5;Bachelor;10;?
?;Male;?;2.4;2.5;71.7;?;2;Bachelor;1;74.4
?;Female;3.7;?;0.4;81.1;4.5;1;?;9;76.9
19;?;?;2.7;?;?;4.7;4;?;?;75.8
24;Male;?;1.5;0.7;87.4;?;?;Bachelor;9;?
21;Male;3.1;5.0;?;97.5;6.5;6;High School;7;74.0
?;Male;1.0;0.6;0.2;92.9;5.6;?;High School;?;?
24;Female;3.4;2.7;1.2;94.7;?;?;?;1;70.8
?;Other;2.0;?;2.9;88.3;7.1;2;?;5;43.9
19;?;1.8;?;2.4;71.1;7.5;1;?;?;45.3
22;Female;3.8;2.3;?;83.0;6.4;?;Master;?;?
?;?;5.6;2.1;2.4;?;7.2;1;High School;?;82.5
18;Other;4.9;2.3;0.6;?;6.0;3;High School;7;98.7
?;Female;?;4.1;1.4;?;9.0;?;Bachelor;?;43.7
?;?;2.0;0.0;?;81.8;5.5;4;?;2;?
?;Male;?;4.3;3.3;?;9.0;?;?;2;69.9
22;Male;2.0;0.8;0.5;83.8;6.5;?;Bachelor;?;73.5
18;Male;3.2;?;?;?;4.8;5;Bachelor;?;71.1
24;?;?;?;2.8;78.4;8.1;5;High School;3;82.8
20;?;2.0;?;?;82.6;6.7;6;?;10;75.7
21;Female;3.7;0.6;1.3;75.6;7.5;2;?;5;?
17;Other;1.5;3.1;2.6;96.2;8.0;4;Bachelor;3;?
?;?;2.6;?;?;82.1;6.9;3;Bachelor;7;52.1
?;Female;1.1;2.7;0.1;100.0;7.7;1;High School;4;51.2
?;Female;4.2;1.7;0.0;84.2;?;1;?;3;72.6
20;Female;3.5;3.0;2.6;74.9;7.3;3;High School;4;70.7
17;Male;?;2.5;0.0;64.1;3.9;?;High School;2;59.4
17;Male;3.8;1.7;1.4;70.3;7.0;0;Bachelor;1;58.1
19;Male;?;3.1;2.3;?;5.7;1;High School;?;?
?;Female;3.7;?;2.0;98.8;8.5;6;Bachelor;2;69.7
23;Female;?;?;?;?;?;6;?;1;66.0
?;Male;3.7;3.4;2.0;?;?;?;High School;1;63.5
24;?;4.3;?;3.2;?;7.1;?;Bachelor;2;65.7
?;Female;3.6;1.4;?;?;5.3;?;High School;?;?
?;?;?;3.1;1.1;93.9;8.4;1;Bachelor;?;75.1
?;Male;2.4;4.3;1.0;87.9;8.9;5;?;?;71.0
22;Female;?;2.1;2.8;90.6;8.4;3;Bachelor;?;52.6
22;Female;?;2.5;?;100.0;5.8;5;High School;1;96.5
23;Female;?;1.0;3.1;82.8;5.5;?;Master;10;62.0
22;?;2.5;?;0.5;?;6.5;0;?;5;?
19;?;2.4;3.6;3.6;86.9;7.0;6;High School;1;48.4
?;Female;4.8;?;3.5;100.0;?;0;Bachelor;7;?
23;?;3.1;1.9;?;64.0;?;5;High School;10;?
?;?;5.4;2.8;?;?;6.9;?;High School;8;87.2
24;Male;2.5;2.0;?;?;5.3;6;Bachelor;8;66.7
17;?;3.9;2.4;1.2;?;?;1;Bachelor;7;75.2
19;?;?;5.0;1.0;78.4;7.5;5;Master;2;46.4
21;Female;6.7;2.2;2.6;84.5;6.7;3;Master;5;97.1
19;Female;1.7;2.1;0.6;92.1;?;1;High School;?;61.2
23;Male;?;1.7;?;100.0;5.0;4;Bachelor;5;?
?;Male;4.5;3.4;3.3;93.1;7.1;6;High School;10;94.7
?;Male;?;2.3;?;?;?;?;?;9;77.6
?;Male;3.2;?;2.1;80.8;?;?;High School;4;68.6
18;Female;3.3;4.1;0.7;80.5;5.7;0;Master;8;69.6
20;Male;?;4.2;0.9;67.0;5.4;4;?;8;66.5
17;?;3.3;1.8;3.2;81.7;?;0;?;2;62.2
?;Female;4.9;?;2.7;92.3;6.2;0;?;6;82.1
22;?;6.8;3.7;1.8;72.3;7.5;6;?;5;100.0
?;Female;2.7;1.7;?;95.5;6.1;?;Bachelor;?;59.7
18;?;1.4;3.4;0.0;89.9;4.6;?;High School;10;55.1
17;Male;?;0.1;?;77.7;7.9;?;?;4;77.1
18;Female;?;3.6;3.9;83.6;5.5;3;High School;7;97.7
18;Female;6.0;3.4;2.0;92.3;7.0;0;Bachelor;?;99.9
20;?;6.0;?;2.9;85.1;6.7;?;?;10;?
20;Female;?;1.4;0.4;?;7.8;1;Bachelor;?;57.2
?;Female;4.4;?;?;85.8;7.1;4;?;?;?
20;Male;5.9;3.3;2.8;79.9;5.5;3;Master;7;91.6
23;Male;2.9;2.6;1.8;64.0;9.1;6;High School;8;70.7
20;Other;3.2;3.2;?;100.0;6.7;?;?;?;57.6
?;?;2.6;?;0.0;?;6.3;?;High School;?;?
?;Male;?;?;?;89.0;7.7;?;High School;?;50.5
23;?;2.5;4.4;?;?;6.8;5;?;4;51.3
