23;?;?;1.2;?;No;?;8.0;?;6;Master;Average;?;Yes;?
?;Female;6.9;?;2.3;No;97.3;?;?;6;High School;Average;8;No;?
21;?;1.4;3.1;1.3;?;94.8;8.0;Poor;?;High School;?;1;?;34.3
23;?;1.0;3.9;1.0;No;71.0;?;?;4;Master;Good;1;?;26.8
?;Female;?;4.4;?;?;?;4.9;Fair;?;Master;?;1;No;66.4
24;Male;7.2;1.3;0.0;?;?;?;?;1;?;Average;?;No;100.0
21;?;5.6;1.5;1.4;Yes;85.8;6.5;Good;2;Master;Poor;4;?;89.8
21;Female;4.3;?;2.0;Yes;77.7;4.6;Fair;?;Bachelor;Average;?;?;72.6
?;Female;?;2.2;1.7;?;?;?;?;3;?;Good;1;?;78.9
?;Female;4.8;?;?;?;95.4;?;Good;5;?;?;10;?;100.0
?;Male;3.9;?;?;No;?;?;Fair;?;Bachelor;Average;1;?;74.4
19;?;3.7;?;?;?;?;?;?;?;?;Good;9;No;?
19;Female;3.4;2.7;2.7;No;89.3;4.7;Fair;4;Bachelor;Good;10;No;75.8
?;?;?;1.5;?;No;87.4;6.7;?;6;?;Average;9;?;?
21;Male;3.1;5.0;?;No;97.5;?;Good;6;High School;?;?;No;74.0
?;?;?;0.6;0.2;?;?;5.6;?;3;High School;Poor;?;Yes;55.2
?;?;?;2.7;?;?;94.7;7.5;Poor;0;High School;?;1;Yes;?
?;Other;2.0;?;2.9;Yes;88.3;?;Good;?;?;Good;5;?;43.9
?;?;1.8;?;?;No;71.1;7.5;Fair;1;?;Average;?;No;45.3
22;Female;3.8;2.3;2.9;?;?;6.4;Good;3;?;Good;1;No;?
21;?;?;2.1;2.4;No;95.6;?;Fair;1;High School;Good;3;?;82.5
18;Other;4.9;2.3;0.6;No;?;6.0;?;3;?;Average;7;No;98.7
?;Female;?;?;?;Yes;90.0;9.0;Fair;6;Bachelor;?;?;No;?
?;Female;2.0;?;0.9;Yes;?;?;?;?;?;?;2;?;54.9
22;?;4.9;4.3;?;?;?;?;?;1;?;?;?;Yes;69.9
?;Male;?;0.8;?;?;?;6.5;?;?;Bachelor;?;?;No;73.5
18;Male;3.2;?;2.8;?;88.1;?;Fair;5;Bachelor;?;3;No;71.1
24;?;?;2.0;?;Yes;78.4;8.1;Good;5;?;Poor;3;Yes;82.8
?;Female;2.0;?;?;?;82.6;?;?;?;?;?;10;Yes;?
?;Female;?;?;?;No;75.6;7.5;Fair;2;Master;Average;5;?;70.6
?;Other;?;3.1;?;?;96.2;8.0;Fair;?;?;Average;3;Yes;?
?;?;?;4.9;4.3;No;82.1;?;?;?;Bachelor;?;7;?;52.1
?;Female;?;2.7;0.1;No;100.0;?;?;?;?;Good;4;No;51.2
21;?;4.2;?;?;Yes;?;6.5;?;1;Bachelor;?;?;No;?
20;Female;?;?;2.6;No;74.9;7.3;Fair;?;?;?;?;No;70.7
17;Male;4.3;2.5;?;Yes;?;?;?;0;?;?;?;No;59.4
?;Male;3.8;1.7;1.4;No;70.3;7.0;?;0;Bachelor;Good;1;?;58.1
19;?;5.5;?;2.3;?;71.3;?;?;?;High School;Average;3;No;82.3
19;?;3.7;?;?;No;98.8;?;?;?;Bachelor;?;?;?;?
23;Female;?;?;?;No;?;7.2;Good;6;?;Average;?;?;?
18;?;?;3.4;2.0;No;?;?;?;?;?;Poor;?;Yes;?
24;Female;?;0.9;3.2;No;62.8;7.1;Poor;?;Bachelor;?;2;?;65.7
?;Female;?;?;?;No;73.0;5.3;Good;?;High School;Poor;?;?;78.5
?;?;3.6;3.1;?;?;93.9;8.4;Fair;1;Bachelor;?;?;?;75.1
24;?;?;4.3;?;?;?;?;Poor;?;?;Average;?;Yes;?
22;Female;1.4;2.1;?;?;?;8.4;Fair;?;Bachelor;Good;6;No;52.6
22;Female;?;2.5;2.3;No;100.0;5.8;?;5;High School;Average;1;?;96.5
?;Female;1.6;1.0;3.1;No;82.8;5.5;?;?;Master;?;?;Yes;?
?;Female;2.5;3.2;?;?;85.7;6.5;Poor;?;?;?;5;?;59.7
19;Female;?;?;?;No;?;7.0;?;6;?;Average;?;?;48.4
?;Female;4.8;2.0;?;?;100.0;6.0;Good;?;Bachelor;Good;7;Yes;?
23;Female;3.1;1.9;?;Yes;?;7.1;Fair;5;?;?;10;No;68.1
?;Male;5.4;2.8;3.8;?;?;6.9;?;2;?;Good;8;?;87.2
?;?;2.5;2.0;?;?;83.9;5.3;Good;?;Bachelor;?;?;No;66.7
17;Male;?;2.4;1.2;No;90.7;?;Good;1;Bachelor;?;7;?;?
?;?;?;5.0;1.0;No;78.4;7.5;Poor;5;?;Average;2;Yes;46.4
21;?;6.7;?;2.6;No;?;?;Good;3;Master;Average;5;?;97.1
19;Female;1.7;?;?;?;?;?;Fair;1;?;Average;?;No;61.2
23;Male;4.0;1.7;2.6;No;100.0;5.0;Fair;4;?;Good;5;No;75.0
21;Male;4.5;3.4;3.3;Yes;?;7.1;?;6;High School;?;?;No;?
17;Male;4.1;2.3;2.6;Yes;?;?;Fair;?;?;Average;?;No;?
?;?;3.2;1.7;?;No;?;5.2;Good;3;?;?;4;?;?
?;Female;3.3;4.1;0.7;No;80.5;?;Poor;?;Master;?;8;No;69.6
20;?;?;?;?;No;?;?;?;4;?;Average;8;?;?
?;Male;?;1.8;3.2;?;81.7;5.8;?;0;?;Good;2;No;62.2
?;?;4.9;0.3;?;Yes;?;6.2;?;0;?;Poor;6;No;82.1
22;?;?;3.7;?;No;?;7.5;Poor;6;Master;Average;5;No;100.0
?;?;?;?;1.3;?;?;?;Poor;2;?;Good;2;Yes;?
18;Female;?;?;?;?;?;?;?;0;High School;Poor;?;?;55.1
?;Male;?;?;?;?;77.7;7.9;?;1;?;?;4;Yes;77.1
18;?;?;3.6;3.9;No;83.6;?;?;3;High School;Average;7;?;?
?;Female;?;3.4;2.0;?;?;?;Fair;0;?;Good;9;Yes;99.9
20;Male;6.0;2.5;2.9;?;85.1;?;?;5;Bachelor;Average;?;Yes;100.0
20;?;?;?;0.4;No;?;7.8;?;?;?;Poor;?;No;57.2
23;Female;?;2.0;2.0;Yes;85.8;?;?;4;Master;Good;?;No;?
20;?;5.9;3.3;?;Yes;?;5.5;Good;?;?;?;7;?;?
?;Male;2.9;?;1.8;No;64.0;9.1;Good;6;High School;Good;8;?;?
20;Other;3.2;3.2;?;?;100.0;?;?;5;High School;Poor;2;No;?
