?;?;0.0;?;?;?;85.0;?;Fair;6;Master;?;?;?;?
?;Female;?;2.8;2.3;No;97.3;4.6;?;6;High School;?;8;?;?
21;?;1.4;?;?;No;?;?;?;1;?;Poor;?;?;?
23;Female;?;3.9;?;No;?;?;Poor;4;?;?;1;?;?
?;?;5.0;4.4;?;No;90.9;?;?;?;?;?;1;?;?
?;?;?;?;?;No;82.9;?;?;1;?;?;?;No;100.0
21;Female;5.6;1.5;1.4;Yes;85.8;6.5;Good;?;Master;Poor;4;?;?
21;?;?;1.0;2.0;Yes;77.7;4.6;?;?;Bachelor;Average;8;?;?
?;?;4.4;?;1.7;?;?;?;?;3;?;?;1;No;?
18;Female;4.8;3.1;1.3;?;?;7.5;?;?;?;Good;?;?;?
23;Male;3.9;?;2.5;?;71.7;?;Fair;?;?;Average;1;?;?
19;?;?;?;?;?;?;?;Fair;1;?;Good;?;No;?
19;?;3.4;2.7;?;No;89.3;?;Fair;?;?;?;?;?;75.8
24;Male;2.4;?;?;No;?;6.7;Poor;6;?;?;9;?;78.9
21;?;?;5.0;?;?;?;?;Good;6;?;?;?;No;?
?;?;1.0;?;?;?;92.9;?;?;3;High School;Poor;?;?;55.2
24;?;3.4;?;1.2;No;94.7;?;?;0;High School;?;1;?;70.8
24;Other;2.0;4.9;2.9;?;88.3;?;?;2;?;?;5;?;?
?;?;?;?;?;?;?;7.5;?;1;?;?;?;?;?
22;Female;3.8;2.3;2.9;?;83.0;6.4;?;3;Master;?;?;No;?
?;?;?;?;?;No;95.6;?;?;1;High School;?;3;No;?
?;?;4.9;?;?;?;84.5;6.0;Fair;?;High School;?;?;No;?
?;?;1.1;4.1;?;Yes;?;?;Fair;?;?;Good;?;No;43.7
20;Female;?;0.0;?;?;81.8;5.5;Fair;?;Bachelor;Average;2;?;54.9
22;Male;?;?;3.3;?;74.7;9.0;Fair;?;High School;Average;?;Yes;?
22;?;?;0.8;?;No;83.8;6.5;?;4;?;Poor;?;No;73.5
?;?;3.2;2.2;?;?;88.1;?;?;?;Bachelor;?;?;No;?
?;Male;4.3;2.0;2.8;Yes;?;?;Good;?;?;?;?;Yes;82.8
20;Female;2.0;?;3.8;?;?;?;?;6;High School;Poor;?;Yes;?
?;Female;?;0.6;?;No;?;7.5;Fair;?;?;Average;5;No;?
?;Other;1.5;?;2.6;?;?;8.0;?;?;Bachelor;Average;?;?;51.3
?;?;?;4.9;?;No;82.1;6.9;Good;?;Bachelor;Good;?;?;?
?;?;?;2.7;?;No;100.0;?;Fair;1;High School;?;4;?;51.2
21;?;4.2;1.7;0.0;Yes;84.2;6.5;Good;1;?;?;?;No;?
?;?;3.5;?;?;No;?;7.3;?;?;?;?;?;?;70.7
17;Male;4.3;2.5;0.0;Yes;64.1;3.9;Good;0;High School;Average;2;No;59.4
?;?;?;?;1.4;?;70.3;?;?;0;Bachelor;Good;1;?;58.1
19;Male;?;?;?;?;71.3;5.7;?;1;High School;Average;?;?;?
19;?;?;?;?;No;98.8;?;Good;?;Bachelor;?;?;No;69.7
?;Female;2.9;2.3;?;No;?;7.2;?;6;?;Average;1;?;?
18;Male;?;?;2.0;?;?;6.8;Fair;?;High School;?;?;Yes;?
24;?;?;0.9;?;No;?;?;?;0;?;?;2;No;?
?;Female;3.6;?;?;?;73.0;5.3;Good;?;?;Poor;9;No;?
20;?;3.6;?;1.1;No;?;8.4;?;1;?;Average;5;Yes;?
?;?;?;?;?;?;?;8.9;Poor;5;High School;Average;9;Yes;?
?;?;?;2.1;?;?;?;?;?;?;?;?;6;?;52.6
22;?;?;?;2.3;?;100.0;?;?;?;High School;?;?;No;96.5
23;Female;?;1.0;?;?;?;?;?;4;Master;?;10;Yes;62.0
22;Female;2.5;3.2;?;No;85.7;?;?;0;High School;Average;5;No;?
19;?;2.4;?;3.6;?;?;?;?;?;?;Average;1;No;48.4
20;?;4.8;?;?;?;100.0;6.0;Good;0;Bachelor;Good;?;Yes;?
?;?;?;?;2.6;?;64.0;?;?;5;High School;?;?;?;68.1
20;Male;5.4;?;?;No;?;6.9;Good;2;?;?;?;No;87.2
?;?;2.5;?;?;?;83.9;?;Good;6;?;?;?;No;?
17;?;?;?;1.2;?;?;7.1;Good;?;Bachelor;?;?;?;?
19;?;2.2;?;1.0;?;78.4;?;Poor;?;Master;?;2;?;?
?;?;?;2.2;?;?;?;6.7;Good;3;Master;Average;5;Yes;?
19;?;?;2.1;?;Yes;92.1;?;Fair;1;?;Average;?;No;?
?;Male;4.0;1.7;2.6;?;?;?;?;?;?;?;?;No;75.0
21;?;?;3.4;?;Yes;93.1;?;Good;6;High School;?;10;?;?
?;?;?;?;2.6;?;?;5.1;Fair;3;Bachelor;Average;?;No;77.6
23;Male;3.2;1.7;2.1;No;80.8;5.2;Good;3;High School;Poor;4;Yes;68.6
?;?;?;4.1;0.7;?;80.5;5.7;Poor;?;?;?;8;No;?
20;Male;3.6;?;?;?;67.0;5.4;Good;?;Bachelor;?;8;?;?
?;?;?;?;3.2;No;81.7;?;Poor;0;?;Good;2;?;?
20;?;4.9;0.3;2.7;?;?;?;?;?;?;?;?;No;82.1
22;?;6.8;?;1.8;?;?;7.5;?;?;?;Average;5;?;100.0
18;?;?;?;?;No;95.5;?;Poor;?;Bachelor;Good;2;Yes;?
?;?;?;?;0.0;No;?;?;Fair;0;High School;?;?;Yes;55.1
?;Male;?;?;0.6;?;?;?;?;?;?;Average;?;Yes;77.1
?;?;?;3.6;3.9;No;83.6;5.5;?;3;High School;Average;7;Yes;?
?;Female;?;3.4;?;?;?;7.0;?;0;Bachelor;?;?;?;99.9
20;?;?;2.5;2.9;?;?;?;?;?;?;Average;10;?;100.0
?;?;2.7;1.4;?;?;82.6;7.8;Fair;1;Bachelor;?;?;?;?
23;Female;4.4;?;2.0;Yes;?;?;?;?;Master;Good;5;No;?
?;Male;5.9;?;2.8;Yes;?;5.5;Good;3;Master;?;?;?;?
23;Male;2.9;?;?;No;64.0;?;?;6;High School;Good;?;?;?
?;?;3.2;?;5.0;?;?;6.7;Good;?;?;?;2;?;57.6
?;?;?;4.9;0.0;?;86.6;6.3;?;?;High School;Poor;?;No;?
24;?;2.0;?;3.0;?;?;?;Poor;?;?;?;?;?;?
?;Female;2.5;?;1.6;No;?;6.8;Fair;?;Bachelor;Average;?;No;?
?;?;1.7;2.6;?;?;?;7.0;?;4;?;Good;6;?;?
22;?;?;1.4;?;?;?;?;?;?;?;?;6;No;79.2
?;?;?;0.9;?;?;69.0;6.2;?;?;Master;Average;2;?;?
20;?;?;2.3;?;No;?;6.1;Poor;6;Bachelor;Good;?;No;73.4
18;Male;1.2;?;?;?;?;?;?;4;High School;?;4;Yes;41.1
24;?;?;2.3;?;No;74.7;7.8;Fair;?;Bachelor;?;?;No;77.8
?;?;4.8;?;2.1;No;?;?;Fair;?;?;Average;?;No;63.4
18;Male;0.5;0.8;?;Yes;97.9;4.1;?;?;?;Good;?;?;43.9
?;?;5.3;?;2.2;No;?;?;Fair;?;High School;?;?;?;?
22;Male;1.7;2.9;?;?;97.5;?;Good;0;?;Good;?;?;50.2
18;Female;?;3.6;?;?;?;?;?;0;?;?;3;No;?
?;?;4.1;2.0;?;?;?;?;Good;?;?;Average;6;No;80.9
?;Male;?;?;3.1;?;?;4.8;?;3;?;?;7;Yes;?
?;?;?;?;3.4;?;?;?;Good;?;High School;?;6;No;65.6
?;Male;3.6;?;1.9;No;?;?;Good;?;?;?;?;?;74.0
?;Male;2.1;?;?;?;?;7.5;?;?;?;Average;3;No;50.4
18;?;3.8;3.3;2.5;?;?;7.6;?;5;Bachelor;?;?;No;74.3
18;Male;1.4;?;3.9;?;?;?;Good;?;?;Average;4;Yes;?
?;?;3.3;0.4;?;No;?;?;Good;6;?;?;4;?;82.3
22;?;?;1.9;?;No;93.3;6.6;Poor;4;?;?;?;Yes;?
23;Female;5.4;2.4;2.5;No;95.7;6.0;Fair;2;High School;Good;2;No;77.5
24;Male;?;2.9;1.6;No;?;?;?;?;Bachelor;Average;?;Yes;?
23;?;?;1.9;0.8;No;?;8.3;Good;1;?;Average;3;No;76.9
24;Female;1.9;?;?;?;?;?;?;?;Bachelor;Poor;?;Yes;43.9
?;?;3.0;?;?;No;83.1;5.5;?;0;?;?;?;No;51.3
23;Female;5.3;?;?;No;?;?;?;2;?;?;1;?;83.3
?;?;?;3.3;?;?;72.8;?;Poor;3;?;Good;2;Yes;?
21;Female;3.0;?;2.4;Yes;73.8;8.3;?;4;?;Average;?;?;?
24;Male;?;0.4;0.9;?;?;?;Fair;?;Bachelor;Average;6;?;?
?;Male;?;?;?;No;85.2;?;?;?;High School;?;2;?;?
18;Male;?;?;?;?;?;?;Poor;?;High School;Good;?;?;84.8
?;Female;?;1.3;?;No;80.8;7.2;?;?;Bachelor;?;?;No;77.0
?;Female;2.3;1.9;?;?;81.9;6.6;?;?;Bachelor;?;?;No;61.7
?;?;1.5;?;?;?;95.5;?;Fair;0;?;?;?;No;?
?;Male;0.7;3.4;1.4;Yes;?;6.1;?;?;High School;?;?;No;42.4
17;Female;4.3;2.2;1.6;No;?;9.4;Good;?;Bachelor;?;7;No;?
?;Male;1.8;1.8;?;?;?;?;?;0;High School;Good;?;No;?
?;?;0.3;?;1.5;?;?;6.2;Good;?;High School;Average;?;Yes;26.8
20;?;?;4.6;?;No;?;?;Poor;5;?;?;?;?;81.6
?;?;7.2;3.7;0.0;No;100.0;?;?;?;High School;?;?;?;?
?;?;?;?;3.2;?;84.8;?;?;5;Bachelor;?;?;Yes;74.0
?;Female;?;?;?;No;87.9;5.9;Fair;4;?;?;?;Yes;78.4
?;Male;?;?;0.5;No;?;7.2;?;?;?;?;3;No;70.7
21;Male;3.4;?;0.6;?;82.8;?;?;4;?;Good;8;?;74.3
17;Female;?;3.0;?;?;91.1;?;?;1;?;Good;?;No;?
?;Male;?;?;0.8;?;?;?;Good;6;?;?;?;?;64.7
?;?;3.9;?;?;?;?;?;?;?;?;?;2;No;64.1
17;Male;4.0;0.7;?;?;?;?;?;?;High School;?;?;?;83.5
?;Male;?;3.8;?;?;?;5.0;Good;6;?;Good;8;?;?
17;Male;?;?;0.8;?;?;?;Good;?;?;Good;7;?;?
?;Male;?;?;?;?;?;4.9;?;?;Bachelor;?;4;Yes;?
?;?;?;4.9;?;?;?;8.4;Fair;5;Master;Good;9;?;?
19;?;3.5;3.2;?;?;?;8.0;?;2;?;?;?;No;?
19;?;3.5;?;?;?;74.3;6.7;Fair;?;?;?;5;?;?
?;Female;5.1;?;3.7;?;94.6;?;?;1;Master;?;7;No;85.2
19;Male;3.5;2.1;?;?;?;6.1;Good;?;Bachelor;?;?;?;?
19;?;4.7;?;2.3;No;90.1;?;?;1;High School;?;?;?;69.7
?;Female;?;2.8;4.1;?;?;6.8;Good;4;High School;?;?;No;90.3
21;?;?;?;1.4;?;66.8;?;?;1;Bachelor;?;?;No;?
?;?;1.5;3.0;2.3;?;?;6.6;Fair;?;High School;?;?;No;?
?;Male;1.9;?;?;Yes;?;6.3;?;?;?;Good;8;No;57.7
18;?;?;?;0.7;?;?;?;Poor;4;?;Poor;?;?;56.7
?;?;2.6;?;?;No;?;6.6;Fair;4;?;Good;?;?;62.3
20;Female;?;?;4.4;?;81.5;?;?;3;?;?;?;No;?
?;?;?;?;2.0;No;?;?;Fair;?;Master;Average;5;No;?
17;Other;4.3;?;?;?;?;6.6;?;6;?;Average;?;No;?
?;?;3.4;3.0;?;No;?;?;?;?;Master;Average;7;?;?
?;?;4.2;?;2.1;?;?;5.6;?;2;Master;?;?;No;70.6
18;Male;?;2.5;3.0;?;?;5.8;?;3;High School;Average;2;Yes;?
17;?;?;3.3;2.3;?;90.0;?;?;4;High School;Good;?;No;?
24;?;2.1;?;?;No;87.5;5.1;?;1;?;Average;7;No;?
?;Male;?;2.0;?;?;?;6.9;Poor;0;High School;Good;7;?;?
23;Male;1.7;?;?;?;89.0;5.4;Fair;5;?;?;4;Yes;50.1
?;Male;?;?;?;?;?;?;?;2;Bachelor;Good;1;?;?
24;Male;5.8;?;2.8;?;74.7;9.3;?;?;Bachelor;?;6;No;96.6
?;?;?;?;?;?;?;5.5;?;?;Bachelor;?;?;?;?
19;Male;3.2;?;?;?;74.3;7.1;?;?;High School;?;5;?;?
?;?;?;2.1;2.4;No;?;5.6;Fair;?;?;?;4;Yes;?
24;Male;3.7;?;?;?;?;7.7;?;?;?;?;2;No;?
?;Other;?;3.2;0.3;?;?;5.0;Good;3;?;?;?;No;65.3
19;Male;2.6;?;0.3;No;84.6;7.1;Good;6;High School;Average;5;?;?
?;Male;?;?;?;?;?;5.5;?;0;?;?;7;?;?
19;?;3.8;?;?;No;90.2;?;?;?;High School;Average;?;?;?
23;Male;3.5;3.0;1.5;Yes;?;5.5;Good;?;?;?;9;No;?
22;?;?;?;?;?;69.2;7.2;Good;?;?;Poor;?;?;?
?;?;5.3;?;?;?;?;6.1;?;1;High School;?;?;?;?
17;Female;4.9;?;0.7;No;?;?;Fair;5;?;?;?;No;96.2
?;?;1.3;3.8;?;Yes;?;?;?;?;?;Good;?;?;40.4
18;Female;?;?;?;?;82.4;5.6;Fair;?;?;?;?;No;?
23;Male;4.9;?;3.5;?;?;6.8;Fair;?;Bachelor;Average;?;?;73.8
23;?;1.4;?;?;?;?;?;Fair;?;?;?;?;Yes;?
22;Male;?;2.0;?;?;?;?;Fair;2;?;?;?;Yes;?
23;Male;?;?;?;No;?;?;Poor;6;?;Good;?;No;?
