23;Female;?;1.2;?;85.0;?;6;?;?;56.2
20;?;6.9;?;2.3;?;4.6;?;High School;?;100.0
?;?;1.4;3.1;1.3;94.8;?;1;High School;1;34.3
23;Female;1.0;?;?;?;9.2;?;?;1;?
19;?;?;4.4;?;90.9;?;3;Master;1;?
24;?;7.2;?;?;82.9;7.4;1;?;?;100.0
21;Female;?;?;1.4;85.8;?;?;Master;4;89.8
21;Female;?;?;?;77.7;4.6;0;Bachelor;8;72.6
?;Female;?;2.2;1.7;100.0;7.1;3;Bachelor;?;78.9
18;?;4.8;3.1;1.3;95.4;7.5;?;Bachelor;10;?
23;Male;?;2.4;2.5;?;7.9;?;Bachelor;?;?
?;Female;?;?;0.4;?;4.5;?;Bachelor;?;?
?;Female;?;2.7;?;?;4.7;4;Bachelor;10;75.8
?;?;2.4;1.5;?;87.4;?;6;Bachelor;9;?
21;Male;?;?;1.0;97.5;?;6;High School;?;74.0
20;Male;1.0;?;0.2;92.9;5.6;?;?;?;55.2
?;?;3.4;?;?;94.7;?;?;High School;1;?
?;?;2.0;4.9;2.9;?;?;2;?;5;43.9
?;?;1.8;2.5;2.4;71.1;?;1;?;?;45.3
22;Female;?;?;?;?;?;?;?;?;58.5
21;Male;5.6;2.1;?;?;?;1;High School;3;?
?;Other;4.9;?;0.6;84.5;?;?;?;?;98.7
24;Female;?;?;1.4;?;?;?;Bachelor;?;43.7
20;?;?;?;0.9;81.8;5.5;?;?;2;?
?;?;4.9;?;?;74.7;9.0;?;High School;?;?
22;Male;?;0.8;0.5;?;?;4;?;?;?
?;Male;?;?;?;?;?;5;?;?;?
24;Male;4.3;2.0;?;?;?;?;?;3;82.8
20;?;2.0;3.2;3.8;82.6;6.7;6;High School;?;75.7
?;?;3.7;?;1.3;75.6;7.5;2;?;?;70.6
17;Other;?;3.1;2.6;96.2;8.0;4;?;?;51.3
?;?;2.6;4.9;?;?;6.9;3;Bachelor;?;?
?;?;1.1;?;0.1;100.0;?;1;High School;4;51.2
?;Female;?;?;?;84.2;?;?;Bachelor;3;72.6
20;Female;3.5;3.0;?;74.9;7.3;?;?;4;70.7
