?;Female;0.0;1.2;1.1;85.0;8.0;6;Master;8;56.2
20;Female;6.9;2.8;2.3;97.3;4.6;6;High School;8;100.0
21;Male;?;?;1.3;94.8;8.0;?;High School;1;?
23;Female;?;3.9;1.0;71.0;9.2;4;Master;?;?
19;?;?;?;0.5;90.9;4.9;3;Master;1;66.4
?;Male;7.2;1.3;0.0;?;?;1;Master;?;100.0
?;?;5.6;1.5;?;85.8;6.5;2;Master;4;89.8
21;?;?;1.0;2.0;77.7;?;0;Bachelor;?;72.6
23;Female;4.4;2.2;?;?;7.1;?;Bachelor;1;78.9
18;Female;?;?;?;?;7.5;5;Bachelor;10;?
23;Male;3.9;?;?;71.7;7.9;2;Bachelor;1;?
19;Female;3.7;2.1;?;81.1;4.5;1;?;9;76.9
19;Female;3.4;2.7;2.7;89.3;?;4;?;10;75.8
24;?;?;1.5;0.7;?;6.7;6;Bachelor;?;78.9
21;Male;3.1;5.0;?;97.5;?;6;?;7;74.0
20;Male;1.0;0.6;0.2;92.9;?;?;High School;8;?
24;Female;3.4;?;1.2;?;7.5;0;High School;1;70.8
?;?;?;4.9;?;88.3;7.1;2;High School;5;43.9
19;Male;1.8;2.5;2.4;71.1;7.5;1;High School;2;?
?;Female;?;?;2.9;83.0;6.4;3;Master;1;58.5
21;?;5.6;2.1;2.4;?;7.2;?;?;3;?
18;Other;4.9;2.3;0.6;84.5;6.0;3;High School;7;98.7
?;Female;1.1;4.1;1.4;90.0;9.0;6;Bachelor;1;43.7
20;Female;2.0;0.0;0.9;81.8;5.5;?;Bachelor;?;54.9
22;Male;?;4.3;3.3;74.7;9.0;?;High School;2;?
22;Male;2.0;?;?;?;6.5;?;Bachelor;4;73.5
18;Male;3.2;2.2;2.8;88.1;4.8;5;Bachelor;3;71.1
24;Male;4.3;2.0;2.8;78.4;8.1;5;?;?;82.8
20;Female;2.0;3.2;3.8;82.6;?;6;High School;10;75.7
21;Female;3.7;0.6;?;75.6;7.5;?;Master;5;70.6
17;Other;1.5;3.1;?;96.2;8.0;4;Bachelor;?;51.3
20;Other;?;4.9;4.3;82.1;6.9;?;Bachelor;?;52.1
22;?;?;2.7;0.1;100.0;7.7;1;?;4;51.2
21;Female;4.2;1.7;0.0;84.2;6.5;?;Bachelor;3;72.6
20;Female;3.5;3.0;?;74.9;7.3;3;High School;4;70.7
?;Male;4.3;?;0.0;64.1;3.9;0;High School;?;?
17;?;?;?;1.4;70.3;7.0;0;Bachelor;1;58.1
19;Male;5.5;3.1;2.3;71.3;5.7;1;High School;3;82.3
?;Female;3.7;4.7;2.0;98.8;?;6;Bachelor;2;?
23;?;2.9;2.3;?;?;7.2;6;Bachelor;?;66.0
18;Male;3.7;3.4;2.0;88.9;6.8;3;?;1;63.5
24;Female;4.3;0.9;3.2;62.8;7.1;0;Bachelor;2;65.7
?;?;3.6;1.4;0.8;73.0;5.3;?;High School;9;78.5
20;Male;3.6;3.1;1.1;93.9;8.4;1;Bachelor;5;?
?;Male;2.4;4.3;1.0;87.9;8.9;5;High School;9;71.0
22;?;1.4;2.1;?;90.6;?;3;?;6;52.6
22;Female;6.1;2.5;2.3;?;?;5;High School;1;96.5
23;Female;1.6;1.0;3.1;82.8;5.5;4;Master;10;62.0
22;Female;2.5;?;0.5;85.7;6.5;0;High School;5;59.7
19;Female;?;?;3.6;86.9;7.0;6;High School;1;48.4
20;Female;4.8;2.0;3.5;100.0;6.0;0;Bachelor;7;70.6
23;Female;3.1;1.9;2.6;?;7.1;5;High School;10;68.1
?;Male;5.4;2.8;?;?;6.9;2;High School;8;87.2
24;Male;?;2.0;0.0;83.9;5.3;6;Bachelor;?;66.7
17;Male;3.9;2.4;1.2;?;7.1;1;Bachelor;?;?
?;Female;2.2;5.0;1.0;78.4;7.5;5;Master;2;46.4
21;Female;6.7;2.2;2.6;84.5;6.7;3;Master;5;97.1
19;Female;?;?;0.6;92.1;?;1;High School;4;61.2
23;Male;4.0;?;2.6;100.0;5.0;?;?;5;?
?;Male;4.5;3.4;3.3;?;?;6;High School;10;94.7
17;Male;4.1;2.3;2.6;76.5;5.1;3;Bachelor;9;77.6
23;Male;?;?;2.1;80.8;5.2;?;?;4;68.6
18;Female;3.3;4.1;0.7;?;5.7;?;Master;8;69.6
?;Male;3.6;4.2;0.9;67.0;5.4;?;Bachelor;?;66.5
?;Male;3.3;1.8;?;81.7;5.8;0;Master;2;?
?;Female;?;?;2.7;92.3;6.2;0;Bachelor;6;?
22;Male;?;3.7;?;72.3;7.5;?;Master;?;100.0
18;?;2.7;?;1.3;95.5;6.1;2;Bachelor;2;?
?;Female;?;3.4;0.0;89.9;4.6;0;High School;10;?
17;Male;3.4;0.1;0.6;?;7.9;1;High School;4;?
