23;Female;?;?;1.1;?;8.0;?;?;?;?
20;Female;?;2.8;2.3;?;?;?;?;?;100.0
21;Male;?;3.1;?;94.8;?;?;High School;1;34.3
23;Female;1.0;?;?;?;?;4;Master;1;?
?;Female;5.0;4.4;0.5;90.9;4.9;?;Master;1;66.4
?;?;7.2;?;?;?;?;1;?;4;100.0
?;Female;5.6;?;1.4;85.8;?;?;Master;?;?
21;?;4.3;1.0;?;77.7;4.6;0;Bachelor;8;72.6
23;?;4.4;?;?;100.0;7.1;?;Bachelor;?;78.9
18;Female;?;3.1;1.3;?;?;?;?;?;?
23;Male;3.9;2.4;2.5;?;7.9;?;?;?;74.4
?;?;3.7;?;0.4;81.1;4.5;?;?;?;76.9
?;Female;3.4;2.7;?;?;4.7;?;Bachelor;10;75.8
?;Male;2.4;1.5;0.7;87.4;6.7;6;Bachelor;9;78.9
21;?;3.1;5.0;?;97.5;6.5;?;High School;?;74.0
?;?;1.0;0.6;?;92.9;5.6;?;?;8;55.2
?;Female;3.4;2.7;?;94.7;7.5;0;High School;1;?
24;Other;2.0;?;?;88.3;7.1;2;High School;5;43.9
19;?;1.8;?;2.4;71.1;?;1;?;2;45.3
22;Female;3.8;2.3;2.9;83.0;?;?;?;1;?
21;Male;?;2.1;2.4;95.6;7.2;1;?;3;?
?;Other;4.9;?;0.6;84.5;6.0;?;High School;7;98.7
24;Female;1.1;?;1.4;90.0;?;?;Bachelor;1;43.7
?;?;2.0;0.0;0.9;?;5.5;?;Bachelor;?;54.9
?;Male;4.9;4.3;3.3;?;9.0;1;?;?;69.9
?;?;2.0;0.8;?;83.8;6.5;4;Bachelor;?;73.5
18;?;3.2;?;?;?;?;5;Bachelor;3;?
24;Male;4.3;?;?;78.4;8.1;?;?;3;82.8
?;Female;?;?;?;?;?;6;High School;?;75.7
?;?;?;0.6;1.3;75.6;7.5;2;?;5;?
?;?;1.5;3.1;2.6;96.2;?;4;?;?;51.3
20;?;?;?;?;?;?;?;Bachelor;?;?
22;?;1.1;2.7;0.1;?;?;?;High School;?;51.2
21;Female;?;?;0.0;84.2;?;1;?;?;72.6
20;Female;3.5;3.0;2.6;?;7.3;3;High School;?;70.7
?;Male;?;?;0.0;64.1;?;0;?;?;59.4
?;?;?;?;?;70.3;7.0;?;?;1;58.1
19;Male;5.5;3.1;2.3;?;?;?;?;3;82.3
19;Female;3.7;4.7;2.0;98.8;8.5;6;?;?;69.7
23;Female;?;2.3;2.3;86.2;?;6;Bachelor;1;66.0
?;Male;?;3.4;2.0;88.9;?;3;?;1;63.5
?;Female;4.3;0.9;3.2;?;7.1;0;Bachelor;2;?
20;Female;3.6;1.4;0.8;73.0;?;4;?;?;78.5
?;Male;?;?;1.1;93.9;?;1;Bachelor;5;75.1
24;?;2.4;4.3;?;87.9;8.9;5;High School;9;71.0
22;Female;1.4;2.1;2.8;?;8.4;3;?;6;?
22;Female;?;2.5;?;?;5.8;5;High School;1;96.5
23;Female;1.6;1.0;3.1;?;5.5;?;Master;10;?
?;?;2.5;3.2;?;?;6.5;0;?;5;?
?;Female;?;?;?;?;7.0;6;High School;1;48.4
?;Female;4.8;2.0;?;100.0;6.0;0;?;?;70.6
?;?;3.1;1.9;?;64.0;7.1;?;High School;10;?
20;Male;?;?;3.8;91.8;6.9;2;?;8;87.2
?;Male;?;?;0.0;?;5.3;6;Bachelor;8;66.7
?;Male;3.9;?;1.2;?;7.1;?;Bachelor;7;?
19;Female;?;5.0;1.0;?;7.5;5;Master;2;46.4
21;Female;?;?;?;?;?;3;?;?;97.1
19;Female;1.7;2.1;?;92.1;?;1;High School;4;?
23;?;?;1.7;?;100.0;5.0;?;?;5;75.0
?;?;?;3.4;3.3;?;7.1;?;?;10;?
17;Male;4.1;?;2.6;?;?;?;Bachelor;9;?
?;?;3.2;1.7;2.1;?;5.2;3;?;?;68.6
18;?;3.3;?;0.7;80.5;?;?;Master;8;69.6
?;?;?;?;?;67.0;5.4;?;Bachelor;8;66.5
?;Male;?;1.8;?;81.7;5.8;0;Master;2;62.2
20;?;4.9;?;?;92.3;6.2;?;Bachelor;?;82.1
22;?;?;3.7;?;72.3;7.5;6;Master;5;?
18;Female;2.7;1.7;?;95.5;?;2;Bachelor;?;59.7
?;?;1.4;3.4;?;89.9;?;?;High School;10;?
17;?;3.4;0.1;0.6;77.7;?;?;High School;4;?
?;?;7.4;?;?;83.6;?;?;High School;?;97.7
18;Female;?;?;2.0;?;7.0;0;?;9;99.9
?;Male;6.0;2.5;2.9;85.1;6.7;5;Bachelor;10;100.0
20;Female;?;1.4;?;?;?;1;Bachelor;?;?
23;Female;4.4;?;2.0;85.8;?;4;?;?;77.3
20;Male;5.9;3.3;2.8;79.9;?;3;?;7;?
23;Male;?;?;?;64.0;9.1;?;?;8;70.7
?;Other;?;3.2;5.0;100.0;6.7;5;High School;2;57.6
?;?;2.6;?;0.0;86.6;6.3;6;?;?;60.2
24;Male;2.0;?;?;89.0;?;6;High School;2;?
?;Female;?;4.4;?;?;6.8;?;Bachelor;?;?
19;?;?;?;2.6;?;7.0;4;Bachelor;?;53.5
?;?;?;1.4;?;83.1;?;5;Bachelor;6;?
17;Male;?;0.9;1.0;69.0;?;?;?;?;47.2
20;?;?;2.3;?;100.0;?;6;?;?;73.4
?;?;?;3.6;?;?;?;?;?;4;41.1
?;Male;?;2.3;2.5;74.7;7.8;6;Bachelor;1;77.8
20;?;?;4.3;?;80.6;4.7;5;High School;?;63.4
18;?;0.5;0.8;2.5;97.9;?;4;?;?;43.9
22;Female;?;?;2.2;72.6;?;0;High School;?;81.3
?;Male;1.7;2.9;?;97.5;6.0;?;?;?;?
18;Female;?;?;?;?;?;0;?;3;87.9
20;Male;?;2.0;1.0;90.4;5.4;5;?;6;80.9
22;Male;?;?;?;?;4.8;3;?;?;?
21;?;3.4;2.7;?;?;?;1;High School;6;?
18;?;3.6;?;1.9;78.1;?;?;Bachelor;6;74.0
?;Male;?;?;?;?;?;?;?;?;?
18;Male;3.8;3.3;?;90.0;7.6;5;Bachelor;7;74.3
18;Male;1.4;?;?;68.1;?;4;High School;4;32.8
22;?;3.3;0.4;0.8;?;?;6;?;?;82.3
?;Female;2.4;1.9;?;93.3;?;4;?;?;60.0
23;Female;?;?;2.5;?;?;2;High School;2;77.5
24;Male;5.1;?;?;?;6.5;?;Bachelor;9;86.5
?;?;4.4;1.9;0.8;84.8;8.3;1;?;?;?
?;?;1.9;1.7;2.8;96.2;?;?;Bachelor;?;43.9
22;?;?;2.5;?;?;?;?;?;4;?
?;Female;?;1.2;0.8;92.3;8.2;2;High School;?;?
?;Female;3.8;?;?;?;6.9;?;?;2;58.3
?;Female;3.0;3.1;2.4;?;8.3;4;High School;7;66.3
?;?;3.7;0.4;0.9;92.1;?;?;Bachelor;6;?
21;?;?;1.7;?;?;7.7;0;High School;?;60.5
?;?;4.6;3.9;0.0;83.6;9.7;3;High School;2;?
?;?;4.9;?;2.8;?;?;1;?;4;?
?;Female;?;1.9;?;81.9;?;?;Bachelor;4;61.7
24;?;?;?;?;95.5;?;0;High School;3;?
18;Male;0.7;3.4;1.4;81.6;?;1;High School;?;42.4
17;Female;4.3;2.2;?;?;9.4;5;?;?;88.0
?;Male;?;1.8;?;?;?;0;High School;?;48.7
20;?;0.3;4.2;1.5;?;6.2;?;High School;3;26.8
?;Female;?;4.6;?;85.3;?;5;?;?;81.6
?;?;7.2;3.7;0.0;?;7.8;?;High School;9;100.0
17;?;?;2.6;3.2;?;?;5;?;5;74.0
21;Female;4.8;1.5;2.2;87.9;?;4;Bachelor;?;78.4
23;?;3.6;1.5;0.5;73.2;7.2;2;Bachelor;3;70.7
21;Male;3.4;3.1;0.6;82.8;4.7;?;Bachelor;8;74.3
17;?;4.9;3.0;3.6;91.1;6.7;1;Bachelor;?;?
17;Male;?;4.2;0.8;69.4;7.0;?;Bachelor;?;64.7
23;?;3.9;3.3;0.5;?;?;3;Master;?;?
17;?;?;0.7;3.1;86.0;5.6;6;High School;?;83.5
24;?;2.5;?;?;?;?;6;High School;?;63.4
?;?;?;?;?;?;5.4;6;Bachelor;7;96.2
?;Male;3.2;2.0;2.0;88.3;?;4;?;4;?
24;?;?;4.9;?;75.1;8.4;5;Master;9;74.0
19;?;3.5;3.2;2.4;85.8;8.0;?;?;9;75.5
?;?;?;2.3;2.2;74.3;6.7;3;Bachelor;5;?
17;Female;5.1;?;3.7;?;6.4;?;?;?;?
19;Male;3.5;2.1;0.5;84.8;6.1;4;Bachelor;2;64.2
?;Female;4.7;?;2.3;90.1;4.6;1;High School;?;69.7
