King;Sammamish;?;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
?;Snoqualmie;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;5.0
?;?;WA;?;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);?;25;3.0
Pacific;Ocean Park;WA;2015;NISSAN;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Vancouver;WA;2021;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;17.0
King;?;WA;2022;TESLA;?;Battery Electric Vehicle (BEV);?;0;?
King;Seattle;?;2017;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;37.0
?;Bellingham;WA;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;40.0
Thurston;Olympia;WA;2023;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;22.0
Snohomish;Bothell;WA;2017;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;?;1.0
Grant;?;WA;2023;LINCOLN;AVIATOR;?;Not eligible due to low battery range;21;13.0
?;?;WA;2018;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);?;47;?
Snohomish;Marysville;?;2019;?;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;38.0
Benton;Richland;?;?;?;IX;?;?;?;?
King;Kirkland;WA;2021;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;?;48.0
King;Seattle;WA;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;0;34.0
?;?;WA;?;CHEVROLET;?;?;Eligibility unknown as battery range has not been researched;0;34.0
Whitman;St John;WA;?;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;0;?
King;Duvall;WA;2023;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;0;?
?;?;WA;2023;JEEP;WRANGLER;?;Not eligible due to low battery range;21;11.0
?;Seattle;?;2013;?;PRIUS PLUG-IN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;6;46.0
Chelan;Chelan;?;?;RIVIAN;R1T;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;12.0
Pierce;Gig Harbor;?;2021;?;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;?
King;?;?;?;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;37.0
?;?;WA;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;266;?
?;Seattle;WA;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;43.0
Pierce;?;?;?;KIA;NIRO;?;Eligibility unknown as battery range has not been researched;?;25.0
Snohomish;Marysville;?;2016;TESLA;MODEL X;?;Clean Alternative Fuel Vehicle Eligible;200;39.0
?;?;WA;2013;?;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;48.0
King;Seattle;WA;?;TOYOTA;RAV4 PRIME;?;?;42;37.0
?;Arlington;?;2016;FORD;FUSION;?;?;19;?
King;?;?;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;48.0
?;Redmond;WA;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;215;48.0
King;Renton;?;2021;?;?;?;?;?;?
King;Seatac;?;?;CHEVROLET;BOLT EUV;?;?;0;33.0
Thurston;?;WA;2019;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;?;WA;?;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;?;46.0
Skagit;Mount Vernon;WA;2022;KIA;?;?;Clean Alternative Fuel Vehicle Eligible;32;10.0
Spokane;Medical Lake;WA;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;6.0
King;?;WA;2018;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;41.0
King;?;WA;2023;?;GRAND CHEROKEE;?;Not eligible due to low battery range;25;41.0
Snohomish;Lynnwood;?;?;TESLA;?;?;?;?;21.0
?;Tacoma;?;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;27.0
?;Lake Stevens;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44.0
?;?;WA;2023;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;0;43.0
King;Seattle;?;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;34.0
Spokane;?;?;2018;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;47;3.0
?;Snohomish;WA;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;?
Kitsap;?;WA;2022;?;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Clark;?;WA;2023;CHEVROLET;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;Redmond;?;?;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;?
King;?;?;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;41.0
King;?;WA;2023;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;33.0
Pierce;Tacoma;?;2018;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;27.0
Snohomish;Monroe;?;2023;NISSAN;?;Battery Electric Vehicle (BEV);?;0;39.0
King;Seattle;WA;?;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Redmond;WA;2022;?;MODEL X;?;Eligibility unknown as battery range has not been researched;?;45.0
King;Issaquah;?;2023;FORD;MUSTANG MACH-E;?;Eligibility unknown as battery range has not been researched;0;?
King;Kenmore;WA;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;46.0
Snohomish;Lynnwood;WA;2023;HYUNDAI;KONA ELECTRIC;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Snohomish;Everett;?;2022;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;38.0
Benton;Prosser;WA;?;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;16.0
?;?;WA;?;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
Spokane;Liberty Lake;WA;?;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;?;4.0
?;Kennewick;WA;?;CHEVROLET;?;?;Clean Alternative Fuel Vehicle Eligible;?;8.0
King;Kirkland;WA;?;BMW;X3;?;Not eligible due to low battery range;?;45.0
King;Issaquah;?;2021;?;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;41.0
Kitsap;Bainbridge Island;WA;?;BMW;530E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;23.0
?;Auburn;?;2019;CHEVROLET;BOLT EV;?;Clean Alternative Fuel Vehicle Eligible;238;?
Pierce;Gig Harbor;WA;2017;?;PRIUS PRIME;?;?;25;26.0
Thurston;Olympia;WA;?;?;PACIFICA;?;Clean Alternative Fuel Vehicle Eligible;?;22.0
?;Seattle;?;2021;BMW;330E;?;Not eligible due to low battery range;22;43.0
Kitsap;Port Orchard;WA;2023;FORD;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;26.0
?;?;WA;?;FORD;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;44.0
?;Valleyford;WA;2019;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;?;6.0
?;Edmonds;WA;2022;VOLVO;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;32.0
Island;Coupeville;WA;2018;?;?;?;Clean Alternative Fuel Vehicle Eligible;151;10.0
?;Seattle;WA;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;151;?
Snohomish;Snohomish;WA;?;NISSAN;LEAF;?;Eligibility unknown as battery range has not been researched;0;44.0
?;?;WA;?;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;?
King;Seattle;WA;2017;TESLA;MODEL S;Battery Electric Vehicle (BEV);?;210;?
King;Kirkland;WA;?;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
King;Woodinville;WA;2021;TESLA;?;Battery Electric Vehicle (BEV);?;0;45.0
Spokane;Spokane;WA;2013;CHEVROLET;VOLT;?;?;38;?
Pierce;Tacoma;?;2022;?;MUSTANG MACH-E;?;Eligibility unknown as battery range has not been researched;0;?
Snohomish;Edmonds;WA;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;21.0
King;?;?;2023;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
?;Snohomish;WA;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;?
Thurston;Tumwater;?;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;22.0
Snohomish;Mill Creek;WA;2018;HONDA;?;?;?;?;?
?;?;?;?;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;?
Grant;?;WA;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;13.0
?;?;WA;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;?;45.0
?;Hoquiam;?;2023;MITSUBISHI;OUTLANDER;?;Clean Alternative Fuel Vehicle Eligible;38;?
Douglas;?;?;?;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;12.0
?;?;WA;2019;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;270;41.0
Lewis;Winlock;?;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;19.0
King;Seattle;WA;2015;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;?
King;?;WA;?;BMW;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Seattle;WA;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;?;?
King;Bellevue;WA;2021;?;?;Battery Electric Vehicle (BEV);?;0;41.0
King;Bellevue;WA;?;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;?
Benton;Richland;?;?;VOLKSWAGEN;?;Battery Electric Vehicle (BEV);?;0;8.0
Spokane;Cheney;WA;?;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;6.0
King;Bellevue;?;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;41.0
?;Kent;WA;?;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);?;26;?
?;Enumclaw;WA;2021;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;31.0
King;Seattle;?;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;151;?
Kitsap;Port Orchard;WA;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;26.0
Island;Camano Island;WA;?;CHEVROLET;BOLT EV;?;Clean Alternative Fuel Vehicle Eligible;238;10.0
