King;?;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;0;?
King;Snoqualmie;?;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;5.0
?;?;?;2021;?;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;3.0
Pacific;?;WA;2015;NISSAN;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;19.0
Clark;?;WA;2021;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
King;?;WA;?;TESLA;?;?;Eligibility unknown as battery range has not been researched;?;33.0
King;Seattle;WA;2017;NISSAN;LEAF;?;Clean Alternative Fuel Vehicle Eligible;?;37.0
Whatcom;Bellingham;WA;2021;FORD;MUSTANG MACH-E;?;?;?;40.0
Thurston;?;WA;2023;TESLA;MODEL X;Battery Electric Vehicle (BEV);?;0;22.0
Snohomish;Bothell;?;2017;NISSAN;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;1.0
?;?;WA;?;LINCOLN;AVIATOR;?;Not eligible due to low battery range;21;?
King;Seattle;WA;2018;HONDA;CLARITY;?;Clean Alternative Fuel Vehicle Eligible;47;?
?;Marysville;?;2019;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;38.0
Benton;Richland;?;2023;?;IX;Battery Electric Vehicle (BEV);?;?;?
?;Kirkland;WA;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;48.0
King;Seattle;WA;2021;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;34.0
?;Seattle;WA;2023;CHEVROLET;BOLT EUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;34.0
Whitman;St John;WA;?;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;?;9.0
King;Duvall;?;2023;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;5.0
King;Tukwila;WA;2023;?;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;11.0
King;Seattle;WA;2013;TOYOTA;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;6;46.0
Chelan;Chelan;WA;2023;RIVIAN;R1T;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;12.0
?;Gig Harbor;WA;2021;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;26.0
?;Seattle;WA;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;37.0
King;Kirkland;WA;2020;?;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;266;45.0
King;Seattle;WA;?;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;Puyallup;?;2022;KIA;NIRO;Battery Electric Vehicle (BEV);?;0;?
?;Marysville;WA;2016;TESLA;MODEL X;Battery Electric Vehicle (BEV);?;200;?
King;?;WA;?;CHEVROLET;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;48.0
King;?;WA;2021;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;37.0
Snohomish;Arlington;WA;2016;FORD;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;39.0
King;Redmond;?;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;48.0
?;Redmond;?;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;48.0
?;Renton;?;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;11.0
King;Seatac;WA;?;CHEVROLET;?;Battery Electric Vehicle (BEV);?;0;33.0
Thurston;Olympia;WA;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
King;Seattle;?;2019;TESLA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;46.0
Skagit;Mount Vernon;WA;2022;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;10.0
Spokane;Medical Lake;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;6.0
King;Sammamish;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;?;41.0
King;Bellevue;WA;2023;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;41.0
Snohomish;Lynnwood;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;21.0
Pierce;Tacoma;WA;?;?;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Snohomish;Lake Stevens;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44.0
?;Seattle;WA;2023;?;MODEL 3;Battery Electric Vehicle (BEV);?;0;43.0
King;Seattle;WA;2023;?;?;Battery Electric Vehicle (BEV);?;?;34.0
Spokane;?;?;2018;?;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);?;47;3.0
Snohomish;Snohomish;?;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;1.0
?;Poulsbo;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;23.0
?;Vancouver;WA;2023;CHEVROLET;BOLT EUV;?;Eligibility unknown as battery range has not been researched;0;?
King;Redmond;?;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;48.0
King;?;WA;2021;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;Kent;?;2023;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;Tacoma;WA;2018;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;27.0
Snohomish;Monroe;?;2023;NISSAN;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;39.0
King;Seattle;WA;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);?;38;36.0
King;?;?;2022;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
?;Issaquah;WA;2023;FORD;?;?;Eligibility unknown as battery range has not been researched;0;?
?;Kenmore;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;46.0
?;Lynnwood;WA;?;HYUNDAI;KONA ELECTRIC;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;21.0
Snohomish;Everett;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;38.0
Benton;Prosser;?;2023;VOLKSWAGEN;ID.4;?;Eligibility unknown as battery range has not been researched;0;16.0
King;?;?;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;?
Spokane;Liberty Lake;WA;2022;?;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;4.0
Benton;Kennewick;WA;?;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);?;38;?
King;Kirkland;?;2021;BMW;X3;?;Not eligible due to low battery range;?;45.0
King;?;WA;2021;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);?;30;41.0
Kitsap;Bainbridge Island;WA;2019;BMW;530E;?;Not eligible due to low battery range;16;23.0
King;?;WA;2019;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;31.0
?;?;WA;2017;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;?
?;Olympia;WA;2020;CHRYSLER;PACIFICA;?;Clean Alternative Fuel Vehicle Eligible;32;22.0
King;?;?;2021;BMW;330E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;?
Kitsap;Port Orchard;?;?;?;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;26.0
?;Snohomish;WA;?;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);?;0;44.0
Spokane;?;WA;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;?
Snohomish;Edmonds;?;2022;VOLVO;XC40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;32.0
?;Coupeville;WA;?;NISSAN;LEAF;?;Clean Alternative Fuel Vehicle Eligible;?;10.0
King;Seattle;WA;2018;NISSAN;LEAF;?;Clean Alternative Fuel Vehicle Eligible;151;37.0
?;Snohomish;WA;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;44.0
King;?;?;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;36.0
King;Seattle;WA;2017;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;?
King;Kirkland;WA;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
?;Woodinville;?;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;?
Spokane;?;WA;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;3.0
?;Tacoma;WA;2022;FORD;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;27.0
Snohomish;Edmonds;WA;2018;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;?;21.0
King;Kirkland;WA;2023;TESLA;?;?;Eligibility unknown as battery range has not been researched;0;?
Snohomish;Snohomish;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;?
Thurston;Tumwater;WA;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;?
Snohomish;Mill Creek;WA;2018;?;?;Plug-in Hybrid Electric Vehicle (PHEV);?;47;44.0
Snohomish;?;WA;2020;KIA;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;44.0
Grant;?;WA;?;AUDI;E-TRON;?;?;0;13.0
King;Woodinville;WA;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
Grays Harbor;?;WA;2023;MITSUBISHI;OUTLANDER;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;?
?;Coulee Dam;WA;2019;?;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;?
King;Bellevue;?;2019;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;270;41.0
