King;Sammamish;WA;2021;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;45.0
King;?;WA;2022;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;?;5.0
Spokane;?;WA;2021;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;3.0
Pacific;?;WA;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;19.0
Clark;Vancouver;WA;?;?;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;17.0
?;Seatac;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;33.0
King;Seattle;WA;2017;NISSAN;LEAF;Battery Electric Vehicle (BEV);?;?;37.0
Whatcom;Bellingham;WA;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;40.0
Thurston;Olympia;WA;2023;TESLA;MODEL X;?;?;0;22.0
Snohomish;Bothell;WA;?;?;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;?
Grant;Mattawa;WA;?;LINCOLN;AVIATOR;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;13.0
?;Seattle;WA;2018;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;47;36.0
Snohomish;Marysville;WA;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;38.0
Benton;Richland;WA;2023;BMW;IX;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;8.0
King;Kirkland;WA;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;48.0
King;?;WA;?;?;MODEL 3;Battery Electric Vehicle (BEV);?;?;34.0
King;Seattle;WA;2023;CHEVROLET;BOLT EUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;34.0
Whitman;St John;?;2023;TESLA;?;?;Eligibility unknown as battery range has not been researched;0;9.0
King;Duvall;WA;?;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;0;5.0
King;Tukwila;WA;2023;JEEP;WRANGLER;?;?;21;11.0
King;?;WA;?;TOYOTA;PRIUS PLUG-IN;?;Not eligible due to low battery range;6;46.0
Chelan;?;WA;2023;RIVIAN;?;Battery Electric Vehicle (BEV);?;?;?
Pierce;Gig Harbor;WA;2021;?;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;26.0
King;Seattle;?;2021;FORD;MUSTANG MACH-E;?;Eligibility unknown as battery range has not been researched;0;37.0
King;?;WA;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;266;45.0
King;Seattle;WA;?;TESLA;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;43.0
?;Puyallup;WA;?;?;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Snohomish;Marysville;WA;2016;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;39.0
King;Redmond;WA;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;48.0
King;Seattle;WA;2021;TOYOTA;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;37.0
Snohomish;Arlington;?;2016;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;39.0
King;Redmond;WA;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;48.0
King;Redmond;WA;2018;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;215;48.0
King;?;WA;2021;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;11.0
King;Seatac;?;?;CHEVROLET;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Thurston;Olympia;?;2019;?;?;Battery Electric Vehicle (BEV);?;150;?
King;Seattle;WA;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
Skagit;Mount Vernon;WA;2022;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;10.0
Spokane;Medical Lake;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;6.0
King;Sammamish;?;?;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;215;41.0
?;?;WA;2023;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;41.0
