?;Sammamish;WA;2021;TESLA;MODEL 3;?;?;?;?
King;?;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;5.0
Spokane;Spokane;?;?;JEEP;?;?;Not eligible due to low battery range;25;3.0
?;Ocean Park;WA;2015;?;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;?
Clark;Vancouver;?;?;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
?;Seatac;WA;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;0;33.0
King;Seattle;?;?;NISSAN;LEAF;?;?;?;?
?;?;?;2021;?;MUSTANG MACH-E;Battery Electric Vehicle (BEV);?;0;40.0
Thurston;?;WA;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;22.0
Snohomish;Bothell;WA;?;NISSAN;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;1.0
Grant;Mattawa;WA;2023;?;AVIATOR;?;?;?;13.0
King;Seattle;?;?;?;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;36.0
Snohomish;?;?;2019;TESLA;MODEL 3;?;?;220;?
?;?;WA;2023;BMW;IX;?;Eligibility unknown as battery range has not been researched;0;?
?;?;?;2021;?;MODEL Y;Battery Electric Vehicle (BEV);?;0;48.0
King;?;WA;2021;TESLA;?;?;?;0;34.0
?;Seattle;?;2023;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;?;?;?;TESLA;?;?;Eligibility unknown as battery range has not been researched;0;9.0
?;?;?;2023;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;?;?;?;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;11.0
?;?;WA;?;?;PRIUS PLUG-IN;?;Not eligible due to low battery range;?;46.0
?;Chelan;WA;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;12.0
Pierce;?;WA;2021;?;PACIFICA;?;Clean Alternative Fuel Vehicle Eligible;?;26.0
King;?;?;?;?;MUSTANG MACH-E;Battery Electric Vehicle (BEV);?;0;?
King;Kirkland;WA;?;TESLA;?;?;?;?;45.0
King;?;?;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);?;?;43.0
Pierce;?;WA;?;KIA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
Snohomish;Marysville;WA;2016;TESLA;?;?;Clean Alternative Fuel Vehicle Eligible;?;39.0
?;?;?;2013;?;?;Plug-in Hybrid Electric Vehicle (PHEV);?;38;?
King;?;?;2021;?;RAV4 PRIME;?;?;?;?
Snohomish;Arlington;?;?;?;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;39.0
King;Redmond;WA;2022;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;?;WA;?;?;?;Battery Electric Vehicle (BEV);?;?;48.0
?;?;WA;2021;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;?;WA;?;CHEVROLET;BOLT EUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Thurston;?;WA;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Seattle;WA;?;TESLA;MODEL 3;?;?;?;46.0
?;Mount Vernon;?;?;KIA;?;?;Clean Alternative Fuel Vehicle Eligible;32;?
?;Medical Lake;?;?;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;?;6.0
?;?;WA;2018;?;MODEL 3;?;?;?;41.0
King;?;WA;2023;?;?;?;?;25;?
