King;?;?;2021;?;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;?;?;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Spokane;?;WA;2021;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);?;25;?
?;?;WA;?;NISSAN;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;19.0
?;Vancouver;WA;2021;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;?
King;Seatac;WA;2022;TESLA;MODEL Y;?;?;?;33.0
King;Seattle;?;?;NISSAN;LEAF;?;Clean Alternative Fuel Vehicle Eligible;?;?
Whatcom;Bellingham;WA;2021;?;MUSTANG MACH-E;?;Eligibility unknown as battery range has not been researched;0;?
?;?;?;2023;TESLA;MODEL X;Battery Electric Vehicle (BEV);?;0;?
Snohomish;?;?;2017;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;1.0
Grant;?;?;?;LINCOLN;AVIATOR;?;Not eligible due to low battery range;21;?
King;Seattle;WA;?;?;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);?;47;36.0
Snohomish;?;WA;2019;TESLA;?;?;?;?;38.0
Benton;Richland;?;?;BMW;IX;Battery Electric Vehicle (BEV);?;?;8.0
King;?;WA;2021;?;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;?
King;?;WA;2021;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;0;34.0
?;Seattle;WA;2023;?;?;?;Eligibility unknown as battery range has not been researched;0;34.0
Whitman;St John;WA;?;TESLA;MODEL 3;?;?;?;9.0
King;?;?;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;5.0
King;Tukwila;?;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);?;21;?
King;Seattle;?;?;TOYOTA;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;6;46.0
?;Chelan;?;?;?;?;Battery Electric Vehicle (BEV);?;0;12.0
Pierce;Gig Harbor;WA;?;?;?;?;Clean Alternative Fuel Vehicle Eligible;32;?
?;Seattle;?;2021;FORD;MUSTANG MACH-E;?;Eligibility unknown as battery range has not been researched;?;?
?;?;WA;2020;?;?;?;?;?;45.0
King;Seattle;?;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;43.0
Pierce;Puyallup;WA;2022;KIA;NIRO;?;Eligibility unknown as battery range has not been researched;?;25.0
Snohomish;Marysville;?;2016;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;39.0
King;?;?;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;48.0
King;?;?;?;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;37.0
?;?;WA;2016;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);?;?;39.0
?;?;?;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;Redmond;WA;2018;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;?
?;?;?;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;?;11.0
?;Seatac;?;?;?;BOLT EUV;Battery Electric Vehicle (BEV);?;?;33.0
Thurston;?;?;2019;?;?;Battery Electric Vehicle (BEV);?;150;22.0
King;Seattle;WA;2019;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;?
Skagit;?;WA;2022;KIA;SORENTO;?;?;?;10.0
Spokane;Medical Lake;WA;2019;TESLA;?;?;Clean Alternative Fuel Vehicle Eligible;220;?
King;Sammamish;?;2018;TESLA;MODEL 3;?;?;215;41.0
King;?;WA;?;JEEP;?;?;Not eligible due to low battery range;25;41.0
Snohomish;?;WA;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;?
Pierce;Tacoma;?;2023;?;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;27.0
Snohomish;Lake Stevens;WA;2022;TESLA;?;?;Eligibility unknown as battery range has not been researched;0;?
King;?;WA;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;?;43.0
?;Seattle;WA;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;34.0
Spokane;?;WA;?;?;CLARITY;?;?;?;?
Snohomish;Snohomish;?;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);?;?;1.0
?;?;WA;2022;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
?;Vancouver;?;?;CHEVROLET;?;?;?;0;?
?;?;WA;?;?;MODEL Y;?;?;?;?
King;Bellevue;?;?;?;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;Kent;WA;2023;NISSAN;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;33.0
?;?;?;2018;TOYOTA;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;?
Snohomish;Monroe;?;?;?;LEAF;Battery Electric Vehicle (BEV);?;?;39.0
King;Seattle;WA;?;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;36.0
King;Redmond;?;2022;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
King;?;WA;2023;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;Kenmore;?;2018;TESLA;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;215;46.0
Snohomish;Lynnwood;?;2023;HYUNDAI;KONA ELECTRIC;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;21.0
?;Everett;?;?;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Benton;Prosser;WA;?;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);?;0;16.0
?;Seattle;WA;2012;CHEVROLET;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;37.0
Spokane;Liberty Lake;WA;?;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Benton;Kennewick;WA;2015;?;?;Plug-in Hybrid Electric Vehicle (PHEV);?;38;8.0
King;?;WA;2021;BMW;X3;?;Not eligible due to low battery range;17;45.0
King;?;?;2021;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);?;?;41.0
?;Bainbridge Island;?;?;BMW;?;?;Not eligible due to low battery range;?;23.0
?;?;WA;2019;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;31.0
Pierce;?;WA;2017;TOYOTA;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;?
