King;Sammamish;WA;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;?
King;Snoqualmie;WA;2022;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;5.0
Spokane;?;?;?;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;3.0
Pacific;Ocean Park;WA;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;19.0
Clark;Vancouver;WA;2021;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;17.0
King;Seatac;WA;2022;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;33.0
?;Seattle;WA;?;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;37.0
?;Bellingham;WA;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);?;?;40.0
Thurston;Olympia;WA;?;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;22.0
?;Bothell;WA;2017;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;107;?
?;?;?;2023;LINCOLN;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;?
?;Seattle;WA;2018;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;47;36.0
Snohomish;Marysville;WA;2019;?;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;38.0
Benton;Richland;WA;2023;BMW;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;8.0
?;Kirkland;?;2021;?;MODEL Y;?;Eligibility unknown as battery range has not been researched;0;48.0
King;Seattle;WA;2021;TESLA;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
King;Seattle;WA;2023;CHEVROLET;?;?;Eligibility unknown as battery range has not been researched;0;?
?;?;WA;2023;TESLA;MODEL 3;?;Eligibility unknown as battery range has not been researched;0;9.0
King;?;?;2023;?;?;Battery Electric Vehicle (BEV);?;0;5.0
King;?;WA;?;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;11.0
?;Seattle;WA;2013;TOYOTA;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;6;46.0
Chelan;Chelan;WA;2023;RIVIAN;R1T;Battery Electric Vehicle (BEV);?;0;12.0
?;Gig Harbor;WA;2021;CHRYSLER;PACIFICA;?;?;32;?
?;Seattle;WA;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);?;0;?
King;Kirkland;?;?;TESLA;MODEL 3;Battery Electric Vehicle (BEV);?;266;45.0
