?;Sammamish;?;?;?;?;?;?;0;45.0
?;?;WA;2022;TESLA;?;?;Eligibility unknown as battery range has not been researched;?;?
Spokane;?;?;?;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;?
?;?;WA;?;NISSAN;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Vancouver;WA;2021;JEEP;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;17.0
King;?;WA;2022;?;MODEL Y;?;?;0;33.0
?;?;?;?;?;?;?;?;?;?
?;?;?;?;?;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Thurston;?;WA;2023;?;?;?;?;?;22.0
Snohomish;?;WA;2017;NISSAN;?;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;?;1.0
?;?;WA;?;LINCOLN;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;?
King;Seattle;?;2018;?;?;?;?;?;36.0
Snohomish;?;WA;2019;?;MODEL 3;?;Clean Alternative Fuel Vehicle Eligible;?;?
?;?;?;?;BMW;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;?;8.0
King;Kirkland;?;2021;?;MODEL Y;Battery Electric Vehicle (BEV);?;0;?
King;?;WA;2021;TESLA;?;Battery Electric Vehicle (BEV);?;0;?
?;Seattle;WA;2023;?;BOLT EUV;Battery Electric Vehicle (BEV);?;0;?
Whitman;?;WA;?;?;?;?;Eligibility unknown as battery range has not been researched;?;9.0
King;?;WA;?;TESLA;MODEL 3;?;?;0;?
?;Tukwila;?;?;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);?;?;11.0
?;Seattle;WA;2013;?;PRIUS PLUG-IN;?;Not eligible due to low battery range;?;46.0
Chelan;?;?;2023;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
Pierce;?;?;2021;CHRYSLER;PACIFICA;?;Clean Alternative Fuel Vehicle Eligible;32;26.0
?;Seattle;?;?;?;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;37.0
King;?;WA;?;TESLA;?;?;?;266;45.0
?;?;?;?;TESLA;?;?;Eligibility unknown as battery range has not been researched;0;?
Pierce;Puyallup;WA;?;KIA;NIRO;Battery Electric Vehicle (BEV);?;?;25.0
?;?;?;?;TESLA;?;Battery Electric Vehicle (BEV);?;?;?
?;Redmond;WA;?;CHEVROLET;?;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
?;Seattle;?;?;?;?;Plug-in Hybrid Electric Vehicle (PHEV);?;?;?
?;Arlington;?;2016;FORD;?;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;?;?
?;Redmond;WA;?;?;?;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;?
?;Redmond;WA;?;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;?
King;Renton;?;2021;?;MODEL 3;?;?;?;?
King;Seatac;WA;?;?;BOLT EUV;?;?;?;33.0
?;Olympia;?;?;NISSAN;LEAF;?;?;?;22.0
King;Seattle;?;?;?;?;?;?;220;46.0
Skagit;Mount Vernon;WA;?;KIA;?;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;?;?
?;Medical Lake;WA;?;?;?;?;Clean Alternative Fuel Vehicle Eligible;?;?
King;Sammamish;WA;?;TESLA;MODEL 3;?;?;?;?
?;Bellevue;?;?;?;?;?;Not eligible due to low battery range;?;?
