Detelin Stefanov Dalakliev;M;21.0;170.0;54.0;Bulgaria;BUL;2004 Summer;2004;Summer;Athina;Boxing
Theodore L. S. Scott Davie;M;24.0;178.0;69.0;Australia;AUS;1964 Summer;1964;Summer;Tokyo;Basketball
Ralf Ehrenbrink;M;28.0;186.0;70.0;West Germany;FRG;1988 Summer;1988;Summer;Seoul;Equestrianism
Andreas Felder;M;29.0;183.0;70.0;Austria;AUT;1992 Winter;1992;Winter;Albertville;Ski Jumping
Esteban Aguilera Leiva;M;18.0;169.0;60.0;Cuba;CUB;1960 Summer;1960;Summer;Roma;Boxing
Karl Severt Dennolf;M;28.0;175.0;67.0;?;SWE;1948 Summer;1948;Summer;London;Athletics
Karl Buhl;M;28.0;170.0;60.0;West Germany;FRG;1968 Winter;1968;?;Grenoble;Cross Country Skiing
Katsuhito Ebisawa;M;29.0;170.0;64.0;Japan;JPN;2002 Winter;2002;Winter;Salt Lake City;Cross Country Skiing
Dorina Bczg;F;20.0;160.0;?;Hungary;HUN;2012 Summer;2012;Summer;London;Gymnastics
?;M;27.0;190.0;90.0;Latvia;?;2014 Winter;2014;Winter;Sochi;Ice Hockey
Francisco Javier Paco Bermejo Caballero;M;21.0;173.0;69.0;Spain;ESP;1976 Summer;1976;Summer;Montreal;Football
Werner Duttweiler;M;28.0;182.0;82.0;Switzerland;?;?;1968;Summer;?;Athletics
Helene Elliott;F;19.0;176.0;63.0;Philippines;PHI;1968 Summer;1968;Summer;Mexico City;Swimming
Aaron Cleare;M;21.0;185.0;84.0;Bahamas;BAH;2004 Summer;2004;?;Athina;Athletics
Lorenzo Cortez;M;20.0;175.0;66.0;Philippines;PHI;1960 Summer;1960;Summer;Roma;Swimming
Katharine Eustace;F;38.0;175.0;68.0;New Zealand;NZL;2014 Winter;2014;Winter;Sochi;?
Imad Fuad Baba;M;22.0;178.0;79.0;United States;USA;1996 Summer;1996;Summer;Atlanta;Football
Chiara Boggiatto;F;18.0;170.0;55.0;Italy;ITA;2004 Summer;2004;Summer;Athina;?
Adrien Duvillard;M;25.0;?;75.0;France;FRA;1960 Winter;1960;Winter;Squaw Valley;Alpine Skiing
Vladimir Valeryevich Bure;M;21.0;181.0;76.0;Soviet Union;URS;1972 Summer;1972;Summer;Munich;Swimming
Svetlana Sergeyevna Boyarkina-Zhurova;F;22.0;176.0;64.0;Russia;?;1994 Winter;1994;Winter;Lillehammer;Speed Skating
Cdric Burdet;M;?;195.0;98.0;France;FRA;2004 Summer;2004;Summer;Athina;Handball
Vronique Claudel;F;25.0;174.0;60.0;France;?;1992 Winter;1992;Winter;Albertville;Biathlon
Azul Lizeth Almazn Lpez;F;18.0;170.0;53.0;Mexico;MEX;2000 Summer;2000;Summer;Sydney;Diving
