Detelin Stefanov Dalakliev;?;21.0;170.0;54.0;Bulgaria;BUL;2004 Summer;2004;?;Athina;Boxing
Theodore L. S. Scott Davie;M;24.0;?;69.0;?;AUS;1964 Summer;1964;Summer;Tokyo;Basketball
Ralf Ehrenbrink;M;28.0;186.0;?;?;FRG;1988 Summer;?;Summer;Seoul;Equestrianism
?;?;29.0;?;70.0;Austria;AUT;?;?;?;Albertville;Ski Jumping
?;?;18.0;169.0;?;?;CUB;1960 Summer;?;?;Roma;Boxing
Karl Severt Dennolf;M;?;?;?;?;SWE;1948 Summer;1948;Summer;London;Athletics
Karl Buhl;M;?;170.0;?;West Germany;FRG;?;1968;Winter;Grenoble;Cross Country Skiing
Katsuhito Ebisawa;?;?;170.0;64.0;Japan;JPN;2002 Winter;?;Winter;?;?
Dorina Bczg;F;?;?;48.0;?;HUN;2012 Summer;?;?;?;Gymnastics
?;M;?;?;90.0;?;LAT;2014 Winter;?;Winter;Sochi;Ice Hockey
?;M;21.0;173.0;69.0;?;ESP;?;?;?;?;?
?;M;28.0;182.0;82.0;Switzerland;SUI;1968 Summer;?;Summer;Mexico City;?
Helene Elliott;F;19.0;?;?;Philippines;PHI;1968 Summer;1968;Summer;Mexico City;?
?;M;21.0;?;84.0;?;BAH;2004 Summer;2004;?;?;?
?;M;20.0;?;66.0;Philippines;PHI;1960 Summer;1960;?;?;Swimming
Katharine Eustace;F;38.0;175.0;68.0;?;NZL;2014 Winter;2014;?;?;Skeleton
Imad Fuad Baba;?;22.0;178.0;79.0;?;USA;1996 Summer;1996;Summer;Atlanta;?
Chiara Boggiatto;F;18.0;170.0;55.0;?;ITA;?;?;Summer;Athina;?
Adrien Duvillard;M;25.0;170.0;75.0;France;FRA;1960 Winter;?;?;?;?
Vladimir Valeryevich Bure;M;21.0;181.0;76.0;Soviet Union;URS;?;1972;Summer;Munich;?
Svetlana Sergeyevna Boyarkina-Zhurova;F;22.0;176.0;64.0;Russia;RUS;1994 Winter;1994;Winter;?;?
Cdric Burdet;M;29.0;195.0;?;?;FRA;?;2004;Summer;Athina;Handball
Vronique Claudel;F;?;174.0;?;France;FRA;1992 Winter;1992;?;?;Biathlon
Azul Lizeth Almazn Lpez;?;18.0;?;53.0;?;MEX;?;2000;Summer;?;Diving
Janez Brodnik;?;?;?;?;Yugoslavia;YUG;1964 Summer;1964;Summer;Tokyo;Gymnastics
?;?;21.0;183.0;?;?;SUI;1992 Summer;1992;Summer;Barcelona;Badminton
?;?;27.0;181.0;?;France;FRA;2000 Summer;2000;?;Sydney;?
Issa Alassane-Oussni;?;?;180.0;76.0;Benin;?;?;1988;Summer;?;?
Alexander Bonsaksen;M;23.0;180.0;82.0;Norway;NOR;?;2010;Winter;Vancouver;?
?;F;?;?;52.0;Canada;CAN;1992 Winter;1992;?;Albertville;Cross Country Skiing
?;M;23.0;178.0;75.0;Czechoslovakia;TCH;1980 Summer;1980;Summer;Moskva;?
Gary Joseph Alexander;M;32.0;165.0;62.0;?;USA;1976 Summer;1976;?;Montreal;Wrestling
Elvira Fischer;?;22.0;?;64.0;Austria;AUT;?;2000;Summer;?;Swimming
Sandra Aguilar Navarro;F;23.0;167.0;50.0;Spain;ESP;2016 Summer;2016;?;Rio de Janeiro;Rhythmic Gymnastics
Stanislav Gennadyevich Filimonov;M;22.0;180.0;63.0;Kazakhstan;KAZ;2002 Winter;2002;Winter;Salt Lake City;Ski Jumping
?;?;?;177.0;?;Pakistan;PAK;?;2000;?;?;Hockey
?;M;?;?;?;South Africa;RSA;1996 Summer;?;Summer;?;Boxing
Lorna Blake;F;14.0;?;?;Puerto Rico;PUR;1968 Summer;1968;Summer;?;Swimming
Meziane Dahmani;M;23.0;?;69.0;?;ALG;?;1988;Summer;Seoul;?
?;?;26.0;187.0;81.0;?;IRL;2008 Summer;2008;Summer;?;?
Lidiya Arsentyevna Averyanova;F;?;180.0;74.0;?;URS;?;1988;?;Seoul;Rowing
Liubov Ivanivna Berezhna-Odynokova;F;24.0;?;?;Soviet Union;?;1980 Summer;1980;Summer;Moskva;Handball
?;M;24.0;183.0;73.0;Norway;NOR;1976 Winter;1976;Winter;Innsbruck;?
Yevgeny Sergeyevich Abramenko;M;22.0;?;80.0;Belarus;?;2010 Winter;2010;Winter;Vancouver;Biathlon
Cecilia Carranza Saroli;F;29.0;164.0;63.0;?;ARG;2016 Summer;?;Summer;Rio de Janeiro;?
?;?;?;?;90.0;Canada;CAN;2002 Winter;2002;?;?;Alpine Skiing
Ali Faki;M;?;163.0;57.0;?;MAW;1984 Summer;?;?;Los Angeles;Boxing
?;F;18.0;152.0;49.0;United States;USA;2000 Summer;?;Summer;Sydney;?
?;?;27.0;?;57.0;Australia;AUS;2014 Winter;?;Winter;?;Snowboarding
?;?;?;?;73.0;?;IRL;1964 Summer;1964;Summer;Tokyo;Fencing
?;M;27.0;174.0;89.0;Symphony;?;1948 Summer;1948;Summer;London;Sailing
Mara del Rosario Espinoza Espinoza;F;?;173.0;70.0;Mexico;MEX;?;?;Summer;Beijing;Taekwondo
Jonathan Thomas Jon Cleveland;?;21.0;178.0;?;?;CAN;1992 Summer;1992;?;Barcelona;Swimming
Nstor Enrique Colmenares Uzcategui;?;28.0;203.0;110.0;Venezuela;VEN;2016 Summer;?;?;Rio de Janeiro;Basketball
?;F;17.0;?;46.0;Mexico;MEX;2008 Summer;2008;?;Beijing;?
?;M;19.0;?;75.0;Poland;POL;1952 Summer;1952;?;Helsinki;?
?;?;29.0;180.0;77.0;?;NED;?;2000;?;Sydney;Water Polo
Ilmrs Bricis;M;35.0;?;72.0;Latvia;LAT;2006 Winter;2006;?;Torino;?
?;M;24.0;?;71.0;?;INA;1992 Summer;?;Summer;?;Badminton
?;F;16.0;171.0;60.0;Greece;GRE;?;2000;Summer;?;Swimming
?;?;19.0;161.0;48.0;?;TUR;1988 Summer;1988;?;Seoul;Archery
Hartmuth Behrens;M;29.0;184.0;76.0;East Germany;GDR;1980 Summer;?;Summer;Moskva;Fencing
Annika Bruhn;F;19.0;183.0;69.0;Germany;GER;?;2012;?;?;?
?;M;?;?;67.0;United Arab Emirates;UAE;1988 Summer;1988;Summer;Seoul;?
?;M;24.0;174.0;69.0;Australia;AUS;1994 Winter;1994;Winter;?;?
?;M;?;183.0;63.0;?;CUB;1976 Summer;?;?;Montreal;?
Sarah-Anne Brault;F;?;171.0;65.0;Canada;CAN;2016 Summer;2016;Summer;?;Triathlon
Izzet Avc;M;39.0;178.0;82.0;Turkey;TUR;?;?;Summer;Seoul;Archery
Borislav Asenov;?;21.0;?;80.0;Bulgaria;BUL;?;1980;Summer;Moskva;Cycling
Vladislav Vladimirovich Borisov;M;?;180.0;70.0;Russia;RUS;2000 Summer;2000;?;Sydney;Cycling
Anastasiya Viktorovna Dubarezova;F;28.0;?;63.0;Belarus;?;2014 Winter;2014;Winter;Sochi;Biathlon
Souad At Salem (-Mahour-Bacha);?;37.0;158.0;50.0;Algeria;?;2016 Summer;?;?;Rio de Janeiro;Athletics
Wesley John Wes Chowen;M;21.0;?;72.0;United States;?;?;1960;?;Roma;?
Mikkel Dobloug;M;?;185.0;?;?;?;?;1968;Winter;?;Nordic Combined
Jaroslav Bm;M;29.0;171.0;?;Czechoslovakia;?;1960 Summer;?;Summer;Roma;Gymnastics
David Roberto Brcena Ros;M;22.0;173.0;73.0;Mexico;?;1964 Summer;1964;?;?;Modern Pentathlon
Petra Cada;F;25.0;?;?;Canada;CAN;2004 Summer;?;Summer;Athina;?
Lucian Cojocaru;?;?;?;65.0;?;ROU;?;?;?;Munich;Shooting
Jean-Pierre Allemand;M;26.0;?;?;France;?;1968 Summer;1968;Summer;Mexico City;Fencing
Danuta Bartoszek;F;?;155.0;55.0;Canada;CAN;1996 Summer;?;Summer;Atlanta;Athletics
Andrea Ehrig-Schne-Mitscherlich;F;23.0;165.0;58.0;East Germany;?;1984 Winter;1984;Winter;?;Speed Skating
Luis A. Barrufa Casenave;M;22.0;175.0;77.0;?;URU;1968 Summer;1968;Summer;?;Cycling
Wolf-Hendrik Paul Beyer;M;?;?;?;Germany;GER;1992 Summer;1992;Summer;?;?
Gerhard Blchl;M;24.0;?;78.0;?;GER;2006 Winter;2006;Winter;Torino;Freestyle Skiing
Damir Buri;?;35.0;205.0;115.0;Croatia;CRO;2016 Summer;?;Summer;Rio de Janeiro;Water Polo
?;F;27.0;?;?;United States;?;?;2014;?;?;?
Magorzata Barlak-Kamasiska;?;20.0;?;54.0;?;POL;1972 Summer;?;Summer;Munich;Gymnastics
?;?;?;172.0;69.0;Romania;?;?;?;?;Vancouver;Biathlon
Mtys Borli;M;?;?;?;Hungary;HUN;1968 Summer;?;Summer;?;Swimming
Reino Kalevi Fagerlund;M;26.0;157.0;?;Finland;FIN;?;1980;Summer;Moskva;?
?;?;20.0;?;56.0;Canada;?;2016 Summer;2016;Summer;?;Gymnastics
ngel Dario Colla Anacoreto;M;?;?;79.0;Argentina;?;1996 Summer;1996;Summer;?;Cycling
Mohamed Bin Abid;M;?;168.0;?;United Arab Emirates;UAE;1992 Summer;1992;Summer;Barcelona;?
Leslie Cliff (-Tindle);F;?;173.0;60.0;?;?;?;?;?;?;?
?;?;30.0;158.0;?;Cuba;?;2016 Summer;2016;Summer;Rio de Janeiro;Athletics
Kamel Al-Alouini;M;24.0;187.0;86.0;?;?;2012 Summer;2012;Summer;?;Handball
?;M;?;183.0;86.0;United States;USA;1956 Summer;1956;?;Melbourne;Fencing
Christopher Roger Chris Bartley;?;28.0;?;72.0;?;?;2012 Summer;2012;Summer;?;Rowing
?;M;23.0;178.0;66.0;United States;USA;1976 Summer;?;?;Montreal;?
Mihaela Alina Fera (-Egan);F;21.0;169.0;64.0;Romania;ROU;1992 Winter;1992;Winter;?;Alpine Skiing
Jlio Antonio de Sourza e Almeida;M;?;?;90.0;Brazil;?;2008 Summer;2008;Summer;?;Shooting
Almensh Belete;?;?;156.0;44.0;Belgium;?;2012 Summer;?;Summer;London;?
Simona Castro Lazo;F;?;160.0;?;Chile;CHI;2012 Summer;?;?;?;Gymnastics
Dana Beldov-Splensk;F;17.0;172.0;68.0;Czechoslovakia;TCH;1968 Winter;1968;?;Grenoble;Luge
Milivoj Bebi;?;?;188.0;88.0;?;YUG;1980 Summer;1980;Summer;Moskva;Water Polo
Olusegun Ajose;M;20.0;?;63.0;Nigeria;?;2000 Summer;?;Summer;Sydney;?
Joe Brodnik;M;24.0;?;84.0;Yugoslavia;YUG;1960 Summer;1960;?;Roma;?
?;M;25.0;?;86.0;Monaco-2;?;1992 Winter;?;Winter;Albertville;Bobsleigh
Apostolos Angelis;M;?;?;76.0;?;GRE;2014 Winter;?;?;Sochi;Cross Country Skiing
John Cotton Allis;?;22.0;174.0;67.0;United States;?;1964 Summer;1964;?;Tokyo;Cycling
?;M;26.0;173.0;70.0;Turkey;?;?;?;Summer;?;?
?;?;39.0;?;77.0;Argentina;ARG;1976 Summer;1976;Summer;?;Shooting
?;M;21.0;195.0;90.0;Australia;AUS;1972 Summer;1972;Summer;Munich;Rowing
Armando Osvaldo Boretto Mazzara;M;20.0;175.0;78.0;Argentina;ARG;1972 Summer;1972;Summer;?;Swimming
Anier Bou;M;24.0;?;87.0;Cuba;CUB;2008 Summer;?;?;Beijing;Athletics
Jacques De Brouwere;M;?;185.0;90.0;Meteor;?;1960 Summer;?;Summer;Roma;Sailing
Delfo Cabrera Gmez;?;29.0;?;?;?;?;?;1948;?;London;Athletics
Choi Gwang-Hyeon;?;26.0;?;60.0;South Korea;?;?;?;Summer;London;Judo
Sara Errani;?;?;164.0;?;?;ITA;?;2012;Summer;London;Tennis
Yekaterina Valeryevna Aydova;?;18.0;164.0;70.0;?;?;2010 Winter;2010;?;?;?
Grant Michael Cashmore;?;35.0;?;?;New Zealand;NZL;2004 Summer;2004;Summer;Athina;Equestrianism
?;?;?;?;60.0;Australia;?;2016 Summer;?;Summer;Rio de Janeiro;Hockey
Silvester Ashioya;M;24.0;170.0;75.0;Kenya;KEN;1972 Summer;?;?;?;?
?;M;?;171.0;68.0;Soviet Union;?;?;?;Summer;Montreal;Equestrianism
Chen Jing;F;27.0;170.0;60.0;Chinese Taipei;?;1996 Summer;1996;Summer;Atlanta;Table Tennis
Jol Georges Chenal Jacquet;M;28.0;177.0;78.0;France;?;2002 Winter;2002;Winter;Salt Lake City;Alpine Skiing
?;M;33.0;173.0;?;Australia;AUS;2016 Summer;2016;?;?;?
Ilie Codreanu;M;23.0;174.0;?;Romania;ROU;1972 Summer;1972;Summer;Munich;Shooting
?;F;21.0;169.0;55.0;Russia;RUS;2000 Summer;2000;Summer;Sydney;?
Henri Guy Darricau;?;33.0;171.0;65.0;Lebanon;LIB;1984 Summer;1984;?;Los Angeles;Fencing
?;?;41.0;?;77.0;Finland;FIN;?;?;?;Stockholm;Equestrianism
Gottlieb Fssler;M;30.0;?;?;Switzerland;?;?;1964;Summer;Tokyo;Gymnastics
Gyan Bahadur Bohara;?;31.0;155.0;?;Nepal;?;2000 Summer;?;Summer;Sydney;Athletics
?;?;?;172.0;68.0;Hungary;HUN;1964 Summer;1964;?;?;Gymnastics
Anthony Charles Tony Benson;M;?;183.0;65.0;?;AUS;?;?;Summer;Munich;?
?;?;21.0;181.0;67.0;Romania;?;?;2012;Summer;London;Tennis
Baeg Ok-Ja;F;?;?;?;?;KOR;?;1968;Summer;Mexico City;Athletics
Brendan Kyle Akeem Christian;M;28.0;175.0;70.0;Antigua and Barbuda;ANT;2012 Summer;?;Summer;London;Athletics
?;M;22.0;?;?;Soviet Union;URS;1956 Summer;1956;Summer;Stockholm;?
Peter Eren;M;26.0;187.0;68.0;?;YUG;1968 Winter;?;?;Grenoble;Ski Jumping
Raymond Barry;M;22.0;160.0;57.0;Australia;?;1972 Summer;1972;Summer;Munich;Wrestling
Jean-Paul Banos;M;27.0;182.0;75.0;Canada;CAN;1988 Summer;1988;?;Seoul;?
Niklas Oskar Bckstrm;M;31.0;?;89.0;?;FIN;2010 Winter;?;Winter;Vancouver;Ice Hockey
Lavra Babi;F;17.0;170.0;?;Slovenia;SLO;?;2004;Summer;Athina;?
Peter Willem Drost;M;22.0;192.0;?;?;NED;1980 Summer;1980;Summer;Moskva;Swimming
Corina-Mihaela Crstoi;F;21.0;162.0;?;Romania;ROU;?;1992;Winter;Albertville;Biathlon
Jos Andrs Brenes Mata;M;?;172.0;62.0;Costa Rica;?;1996 Summer;1996;Summer;?;Cycling
Sylvia Johanna Martha Barlag;?;26.0;170.0;?;?;?;?;1980;?;Moskva;Athletics
?;F;16.0;158.0;?;Romania;?;1996 Summer;?;Summer;Atlanta;Gymnastics
Chen Yongyan;?;21.0;158.0;44.0;China;CHN;?;1984;Summer;?;Gymnastics
?;M;18.0;165.0;55.0;?;GER;2004 Summer;2004;?;?;?
?;M;21.0;?;80.0;Switzerland;SUI;?;1968;Summer;Mexico City;Swimming
Lopold Desmet;M;?;164.0;70.0;Belgium;BEL;?;?;Summer;Roma;Gymnastics
?;F;19.0;176.0;75.0;Italy;ITA;1984 Summer;1984;?;?;?
Isabella Arcila Hurtado;?;22.0;168.0;64.0;?;?;2016 Summer;2016;Summer;Rio de Janeiro;Swimming
?;M;22.0;180.0;90.0;?;SEN;1984 Summer;1984;Summer;?;?
Claas Peter Fischer;?;28.0;194.0;91.0;Germany;GER;1996 Summer;?;Summer;Atlanta;Rowing
Robyn de Groot;F;?;163.0;56.0;South Africa;?;?;2012;Summer;?;Cycling
Dilshod Aripov;M;?;?;?;Uzbekistan;UZB;2000 Summer;2000;Summer;Sydney;Wrestling
Pieralberto Carrara;M;31.0;173.0;57.0;Italy;?;1998 Winter;1998;Winter;Nagano;?
?;M;24.0;170.0;73.0;?;BAR;2000 Summer;2000;Summer;?;Athletics
?;M;25.0;?;75.0;United States;USA;1932 Summer;1932;Summer;Los Angeles;Athletics
?;?;16.0;164.0;49.0;Serbia;SRB;2016 Summer;?;Summer;Rio de Janeiro;Swimming
Alberto Cova;?;29.0;?;58.0;Italy;?;1988 Summer;1988;Summer;Seoul;?
Richard Phillip Rick Colella Jr.;M;24.0;186.0;?;United States;?;1976 Summer;1976;Summer;Montreal;Swimming
Ali Zurkanayevich Aliyev;M;26.0;154.0;52.0;?;?;?;1964;Summer;Tokyo;?
Maxime Eugne Ren Beaumont;M;34.0;191.0;94.0;?;?;2016 Summer;2016;Summer;Rio de Janeiro;Canoeing
Priscilla Andreia Stevaux Carnaval;F;22.0;?;58.0;Brazil;BRA;2016 Summer;2016;Summer;Rio de Janeiro;Cycling
Tino Edelmann;M;?;185.0;?;Germany;GER;2010 Winter;?;?;Vancouver;?
Alejandra Jhonay de Jess Bentez Romero;?;?;?;62.0;Venezuela;VEN;2016 Summer;2016;Summer;Rio de Janeiro;Fencing
Kjerstin Andersen;F;29.0;179.0;82.0;Norway;?;1988 Summer;?;Summer;Seoul;Handball
?;?;?;151.0;48.0;Italy;?;1972 Summer;1972;?;Munich;Boxing
Jacqueline Brner (-Schubert);F;26.0;166.0;64.0;?;GER;?;1992;Winter;Albertville;Speed Skating
Ralf Bchner;M;21.0;163.0;56.0;?;GDR;?;1988;?;Seoul;Gymnastics
Charles Thompson Chuck Ferries;?;?;175.0;83.0;United States;USA;?;?;?;Innsbruck;Alpine Skiing
Nikita Viktorovich Filippov;?;20.0;192.0;80.0;Kazakhstan;?;?;2012;Summer;London;?
Edward Paul Ted Donato;M;22.0;?;82.0;United States;USA;1992 Winter;1992;Winter;Albertville;Ice Hockey
Moustafa Chellouf;M;25.0;165.0;?;Tunisia;TUN;1960 Summer;?;Summer;Roma;Shooting
Jochen Friedrich Behle;M;37.0;183.0;73.0;?;GER;1998 Winter;?;Winter;Nagano;Cross Country Skiing
Ren Deceja Sierra;?;?;161.0;62.0;Uruguay;URU;?;1968;Summer;Mexico City;?
?;F;29.0;?;59.0;France;FRA;2004 Summer;2004;Summer;Athina;?
?;M;32.0;179.0;69.0;Czech Republic;CZE;2010 Winter;?;Winter;Vancouver;Nordic Combined
Richard Clarke;?;31.0;185.0;99.0;Canada;CAN;2000 Summer;?;Summer;?;?
?;?;?;168.0;62.0;?;NED;2004 Summer;2004;Summer;Athina;?
?;M;23.0;?;?;Saint Kitts and Nevis;?;2012 Summer;2012;Summer;London;?
Catherine Delachanal;?;24.0;?;?;France;FRA;1976 Summer;1976;Summer;Montreal;Athletics
Ingvar Axel Harald Ericsson;M;?;178.0;62.0;Sweden;SWE;1952 Summer;?;Summer;?;Athletics
Aleksandr Ivanovich Androshkin;M;29.0;?;80.0;Soviet Union;URS;1976 Summer;?;Summer;Montreal;Shooting
Judith MacPherson Judy Crawford (-Rawley);F;20.0;165.0;54.0;Canada;?;1972 Winter;1972;Winter;Sapporo;Alpine Skiing
Eunice Barber;?;?;175.0;?;Sierra Leone;SLE;?;1992;Summer;?;Athletics
Jn Fajstavr;M;?;185.0;79.0;Czechoslovakia;TCH;1968 Winter;1968;Winter;Grenoble;Cross Country Skiing
Eero Edvin Berg;M;26.0;?;58.0;Finland;FIN;1924 Summer;?;Summer;Paris;Athletics
Wendy Suzanne Bruce (-Martin);F;19.0;155.0;?;United States;USA;1992 Summer;1992;?;Barcelona;Gymnastics
Marina Bravo Bragado;F;27.0;173.0;?;Spain;ESP;2016 Summer;2016;Summer;Rio de Janeiro;?
Patrick du Chau;?;21.0;188.0;78.0;Belgium;BEL;?;1980;?;?;Cycling
Zdenko Bala;M;24.0;?;?;?;YUG;1964 Summer;1964;?;Tokyo;Rowing
Laura Asadauskait-Zadneprovskien;F;24.0;?;49.0;Lithuania;?;2008 Summer;?;Summer;?;?
?;M;?;?;?;South Korea;KOR;2016 Summer;2016;?;Rio de Janeiro;Judo
Juan Blanco Penalver;M;20.0;172.0;63.0;Cuba;CUB;1980 Summer;1980;Summer;Moskva;?
Donna Elizabeth de Varona (-Pinto);F;17.0;168.0;61.0;United States;USA;1964 Summer;1964;Summer;Tokyo;Swimming
Raymond Helmut Ray Borner;M;34.0;208.0;117.0;?;AUS;1996 Summer;1996;Summer;Atlanta;Basketball
?;M;28.0;?;75.0;Switzerland;?;1972 Winter;1972;?;Sapporo;Alpine Skiing
Bruno Banzer;M;25.0;173.0;?;Liechtenstein;LIE;?;1972;Summer;?;Gymnastics
Uwe Billerbeck;M;26.0;168.0;?;Germany;GER;1996 Summer;?;?;Atlanta;Gymnastics
Irene Camber-Corno;?;38.0;?;?;?;ITA;?;1964;?;?;?
Brian A. Farlow;M;?;?;75.0;United States Virgin Islands;?;1984 Summer;1984;Summer;?;Swimming
?;?;?;169.0;?;Lebanon;LIB;?;1960;Summer;?;?
Vadim Iosifovich Bogiyev;M;25.0;170.0;?;?;RUS;1996 Summer;1996;Summer;Atlanta;?
John Lee Augustyn;M;21.0;?;65.0;South Africa;RSA;2008 Summer;?;Summer;Beijing;Cycling
Hugo Christiansen;M;?;186.0;77.0;Denmark;DEN;1960 Summer;1960;Summer;Roma;Rowing
Helmi Boxberger;F;?;174.0;63.0;?;FRG;1972 Summer;?;Summer;Munich;?
Pierre Duprat;M;26.0;?;73.0;France;FRA;2016 Summer;2016;Summer;Rio de Janeiro;Judo
