?;?;AL;?;?;JIMMY;DEMOCRAT;659170;?;DEMOCRAT
1976;?;AL;1;FORD;?;?;504070;1182850;REPUBLICAN
?;ALABAMA;AL;1;MADDOX;?;?;?;?;OTHER
1976;?;AL;1;BUBAR;?;PROHIBITION;6669;?;OTHER
?;?;?;?;HALL;GUS;COMMUNIST PARTY USE;?;?;OTHER
?;?;?;?;?;ROGER;LIBERTARIAN;1481;1182850;LIBERTARIAN
1976;ALASKA;AK;?;FORD;?;?;71555;?;?
1976;?;?;?;?;?;DEMOCRAT;?;123574;DEMOCRAT
1976;ALASKA;AK;2;?;ROGER;LIBERTARIAN;?;?;LIBERTARIAN
?;?;AZ;4;FORD;?;?;?;?;REPUBLICAN
1976;ARIZONA;?;4;?;?;DEMOCRAT;?;742719;DEMOCRAT
?;ARIZONA;?;?;?;EUGENE GENE;?;19229;?;?
1976;ARIZONA;?;?;?;?;?;7647;?;LIBERTARIAN
1976;?;AZ;?;CAMEJO;?;?;928;?;OTHER
1976;ARIZONA;?;?;ANDERSON;?;?;564;?;?
1976;ARIZONA;AZ;4;?;LESTER;AMERICAN INDEPENDENT PARTY;?;742719;?
1976;?;AR;5;?;JIMMY;DEMOCRAT;498604;767535;DEMOCRAT
1976;?;AR;5;FORD;?;?;267903;767535;REPUBLICAN
?;?;AR;?;?;LESTER;AMERICAN INDEPENDENT PARTY;389;?;OTHER
1976;CALIFORNIA;CA;?;?;?;?;?;7803770;REPUBLICAN
?;CALIFORNIA;?;?;?;?;DEMOCRAT;3742284;?;DEMOCRAT
1976;CALIFORNIA;CA;?;?;?;?;56388;7803770;OTHER
?;CALIFORNIA;?;?;MADDOX;LESTER;?;?;?;OTHER
1976;?;CA;6;WRIGHT;?;PEACE & FREEDOM;41731;?;OTHER
?;CALIFORNIA;CA;6;CAMEJO;?;?;?;7803770;OTHER
?;CALIFORNIA;CA;?;HALL;?;?;12766;7803770;OTHER
?;COLORADO;CO;8;FORD;GERALD;?;584278;1081440;?
?;?;CO;8;?;?;?;?;1081440;?
?;?;?;?;MCCARTHY;?;?;?;1081440;OTHER
1976;?;CO;8;?;?;LIBERTARIAN;?;1081440;?
1976;COLORADO;CO;?;?;BENJAMIN BEN;?;?;?;OTHER
1976;COLORADO;CO;?;?;PETER;SOCIALIST WORKERS;1122;1081440;OTHER
?;COLORADO;CO;?;?;?;?;?;1081440;OTHER
1976;?;CO;8;HALL;GUS;?;?;1081440;?
1976;CONNECTICUT;?;?;?;?;REPUBLICAN;?;?;REPUBLICAN
?;CONNECTICUT;?;?;CARTER;JIMMY;?;647895;1386355;?
?;CONNECTICUT;CT;9;?;?;AMERICAN INDEPENDENT PARTY;7101;1386355;?
?;?;CT;?;?;;?;1789;1386355;OTHER
?;?;DE;?;?;JIMMY;?;?;235642;?
1976;?;?;?;?;?;REPUBLICAN;?;?;REPUBLICAN
?;DELAWARE;DE;?;?;?;AMERICAN;645;235642;OTHER
1976;?;?;10;LAROUCHE;;?;135;?;?
?;DELAWARE;DE;10;?;BENJAMIN BEN;?;103;235642;OTHER
?;DISTRICT OF COLUMBIA;?;?;CARTER;?;DEMOCRAT;?;?;?
1976;DISTRICT OF COLUMBIA;DC;?;?;GERALD;?;?;168830;?
1976;?;?;?;?;JIMMY;DEMOCRAT;?;?;DEMOCRAT
?;?;?;?;?;GERALD;REPUBLICAN;?;3150631;?
1976;FLORIDA;?;?;MCCARTHY;?;INDEPENDENT;23643;3150631;OTHER
1976;FLORIDA;FL;?;?;THOMAS J.;AMERICAN;21325;3150631;OTHER
1976;GEORGIA;GA;?;CARTER;?;DEMOCRAT;979409;?;?
?;GEORGIA;?;?;FORD;?;?;?;?;?
?;?;HI;15;CARTER;?;DEMOCRAT;147375;?;DEMOCRAT
1976;HAWAII;HI;15;FORD;?;?;?;?;REPUBLICAN
