arnie morton's of chicago;?;los angeles;310/246-1501;american;0
?;?;los angeles;?;?;0
art's delicatessen;12224 ventura blvd.;?;818/762-1221;american;1
art's deli;?;studio city;818-762-1221;delis;?
?;701 stone canyon rd.;?;?;californian;?
bel-air hotel;?;?;310-472-1211;californian;?
?;?;sherman oaks;818/788-3536;?;3
cafe bizou;14016 ventura blvd.;sherman oaks;818-788-3536;french bistro;3
?;?;?;213/938-1447;american;4
campanile;624 s. la brea ave.;los angeles;213-938-1447;californian;?
chinois on main;2709 main st.;santa monica;310/392-9025;?;5
?;?;santa monica;310-392-9025;pacific new wave;5
citrus;6703 melrose ave.;?;?;californian;6
citrus;?;?;213-857-0034;californian;6
fenix;8358 sunset blvd. west;?;213/848-6677;?;?
fenix at the argyle;8358 sunset blvd.;w. hollywood;?;french (new);7
granita;23725 w. malibu rd.;malibu;?;californian;8
?;?;malibu;?;?;8
?;9560 dayton way;?;310/276-0615;?;9
grill  the;?;?;310-276-0615;american (traditional);9
?;1972 n. hillhurst ave.;?;213/665-1891;asian;10
katsu;?;los feliz;213-665-1891;japanese;10
?;?;?;?;?;11
l'orangerie;?;w. hollywood;310-652-9770;?;11
le chardonnay;?;los angeles;?;?;?
?;8284 melrose ave.;los angeles;?;french bistro;?
locanda veneta;3rd st.;?;310/274-1893;?;13
?;8638 w. third st.;los angeles;?;italian;?
matsuhisa;129 n. la cienega blvd.;beverly hills;?;asian;14
matsuhisa;?;beverly hills;310-659-9639;seafood;?
?;9001 santa monica blvd.;?;310/550-8811;american;15
?;9001 santa monica blvd.;w. hollywood;?;steakhouses;?
?;?;los angeles;?;?;16
patina;5955 melrose ave.;?;?;?;?
philippe's the original;1001 n. alameda st.;?;213/628-3781;?;17
philippe the original;?;chinatown;?;?;17
pinot bistro;12969 ventura blvd.;?;818/990-0500;?;18
?;?;?;?;?;18
rex il ristorante;617 s. olive st.;los angeles;213/627-2300;?;?
rex il ristorante;?;los angeles;?;?;19
spago;1114 horn ave.;los angeles;310/652-4025;californian;?
spago (los angeles);?;?;?;californian;?
?;3115 pico blvd.;santa monica;310/829-4313;italian;?
valentino;?;santa monica;310-829-4313;?;21
yujean kang's gourmet chinese cuisine;67 n. raymond ave.;?;?;?;?
?;?;?;818-585-0855;?;?
21 club;21 w. 52nd st.;new york;?;?;23
21 club;21 w. 52nd st.;?;?;?;?
?;13 w. 54th st.;new york;?;continental;?
?;13 w. 54th st.;?;?;?;24
?;34 e. 61st st.;new york;212/ 319-1660;american;?
aureole;?;?;?;?;25
?;?;?;?;coffee bar;?
?;201 w. 83rd st.;new york city;?;?;26
?;1 w. 67th st.;new york;212/877-3500;continental;27
cafe des artistes;1 w. 67th st.;?;?;french (classic);27
?;?;?;?;italian;28
?;2450 broadway;new york city;212-362-2200;?;28
?;854 7th ave.  between 54th and 55th sts.;new york;212/757-2245;delicatessen;29
carnegie deli;854 seventh ave.;new york city;212-757-2245;delis;29
chanterelle;?;new york;?;american;30
chanterelle;?;new york city;?;?;30
?;20 e. 76th st.;new york;212/288-0033;?;?
daniel;?;new york city;212-288-0033;french (new);31
dawat;210 e. 58th st.;new york;?;?;32
?;210 e. 58th st.;new york city;212-355-7555;?;32
?;243 e. 58th st.;?;212/758-1479;?;?
?;243 e. 58th st.;new york city;?;?;33
?;?;new york;212/754-9494;american;?
?;99 e. 52nd st.;?;?;american (new);34
gotham bar & grill;?;?;?;?;?
gotham bar & grill;12 e. 12th st.;?;212-620-4020;american (new);?
gramercy tavern;42 e. 20th st.  between park ave. s and broadway;?;?;?;?
gramercy tavern;42 e. 20th st.;new york city;212-477-0777;american (new);36
?;?;new york;?;tel caribbean;?
island spice;402 w. 44th st.;new york city;212-765-1737;?;37
jo jo;160 e. 64th st.;?;212/223-5656;american;?
jo jo;160 e. 64th st.;new york city;?;french bistro;38
?;33 w. 55th st.;new york;212/586-4252;?;39
la caravelle;33 w. 55th st.;new york city;212-586-4252;french (classic);39
?;60 w. 55th st.  between 5th and 6th ave.;new york;?;french;40
la cote basque;60 w. 55th st.;?;212-688-6525;?;?
le bernardin;155 w. 51st st.;?;?;french;41
?;155 w. 51st st.;?;212-489-1515;seafood;41
les celebrites;160 central park s;new york;212/484-5113;french;?
les celebrites;?;new york city;212-484-5113;?;42
lespinasse;?;new york;212/339-6719;?;43
?;2 e. 55th st.;?;212-339-6719;asian;?
?;249 e. 50th st.;new york;212/752-2225;french;?
lutece;249 e. 50th st.;new york city;?;french (classic);44
