2005;MotoGP;SPA;Jerez;1762;?;?;Yamaha;?;25;?;?
2005;MotoGP;SPA;?;1588;Gibernau Sete;?;Honda;2;?;15.0;?
?;MotoGP;?;Jerez;1854;Melandri Marco;Movistar Honda MotoGP;Honda;3;?;33.0;IT
2005;?;?;?;1310;Barros Alex;Camel Honda;Honda;?;?;4.0;BR
2005;?;SPA;Jerez;1875;?;?;?;?;11;56.0;?
?;MotoGP;SPA;Jerez;?;Bayliss Troy;Camel Honda;?;6;10;12.0;AU
2005;MotoGP;SPA;Jerez;1567;Biaggi Max;Repsol Honda Team;Honda;7;9;3.0;IT
2005;MotoGP;?;?;1876;Tamada Makoto;?;Honda;8;8;?;?
?;MotoGP;?;?;?;Edwards Colin;Gauloises Yamaha Team;?;?;7;5.0;?
?;MotoGP;SPA;?;?;Checa Carlos;Ducati Marlboro Team;?;10;6;7.0;ES
2005;?;SPA;Jerez;2015;?;Telefonica Movistar Honda 250cc;?;1;25;1.0;?
2005;?;SPA;?;1752;Porto Sebastian;Aprilia Aspar 250cc;Aprilia;2;?;19.0;AR
?;250cc;?;?;1981;De Angelis Alex;MS Aprilia Italia Corse;Aprilia;?;16;?;SM
?;?;SPA;Jerez;?;Dovizioso Andrea;Team Scot;?;4;13;34.0;?
2005;250cc;SPA;Jerez;?;Barbera Hector;Fortuna Honda;Honda;?;11;?;ES
2005;?;SPA;Jerez;2058;?;Fortuna Honda;Honda;6;?;48.0;ES
2005;250cc;SPA;Jerez;?;?;?;Aprilia;7;9;15.0;IT
?;250cc;?;?;1891;Debon Alex;Wurth Honda BQR;Honda;8;8;6.0;?
2005;?;?;Jerez;?;Corsi Simone;MS Aprilia Italia Corse;?;9;?;24.0;IT
2005;?;?;Jerez;1805;Giansanti Mirko;Matteoni Racing;Aprilia;10;6;32.0;IT
?;MotoGP;POR;Estoril;1310;Barros Alex;Camel Honda;Honda;?;25;4.0;?
2005;MotoGP;?;?;1762;Rossi Valentino;Gauloises Yamaha Team;Yamaha;?;20;46.0;?
?;MotoGP;POR;?;?;Biaggi Max;Repsol Honda Team;Honda;3;?;?;IT
2005;MotoGP;POR;Estoril;?;Melandri Marco;Movistar Honda MotoGP;?;4;?;?;?
2005;MotoGP;?;Estoril;1647;Checa Carlos;Ducati Marlboro Team;Ducati;5;?;7.0;ES
?;?;POR;?;2094;?;Gauloises Yamaha Team;?;?;?;?;US
2005;?;?;Estoril;?;Hayden Nicky;Repsol Honda Team;Honda;?;9;?;?
2005;?;POR;?;?;Nakano Shinya;?;Kawasaki;8;8;56.0;JP
