Fly from the Inside Live Acoustic from WXDX Pittsburgh;Shinedown;Leave a Whisper Deluxe Version;Rock Music Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States;?;27/05/03
?;Ryan Adams;Heartbreaker;Singer/Songwriter Music Rock Southern Rock Country Adult Alternative American Trad Rock Americana Alternative Country;0.99;?;?;05/09/00
I Like It Rough;?;The Fame Monster Deluxe Version;Pop Music;1.29;?;202.0;05/08/14
?;?;Lights Pt 2 The Remixes EP;Dance Music Pop;1.29;2011 Polydor Ltd UK;?;?
The Drugs Not Working;?;?;Rock Music Adult Alternative;?;2014 UMG Recordings Inc;?;04/11/03
?;PNK;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;1.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;187.0;26/10/09
Epilogue feat George the Poet;Naughty Boy;?;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;?;2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd;88.0;?
Goodnight Hollywood Blvd;?;Gold;?;1.29;2014 UMG Recordings Inc;?;?
?;Little Big Town;?;Country Music Rock Singer/Songwriter Contemporary Singer/Songwriter Southern Rock Contemporary Country Urban Cowboy;?;?;?;20/08/10
?;?;?;Electronic Music Reggae Modern Dancehall Dance;?;2010 Downtown Recordings LLC;286.0;20/07/10
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;?;Only One Flo Pt 1;?;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;24/11/10
Forever and Always;Taylor Swift;Fearless;Country Music Rock Honky Tonk Pop Adult Contemporary Contemporary Country;1.29;2008 Big Machine Records LLC;225.0;11/11/08
?;Calvin Harris;Summer Remixes EP;?;1.29;2014 Sony Music Entertainment UK Limited;?;?
Find You feat Matthew Koma and Miriam Bryant;?;?;?;?;2014 Interscope Records;204.0;?
?;?;5 Seconds of Summer Bonus Track Version;?;?;2014 Capitol Records Ltd;165.0;22/07/14
Clean;?;1989;Rock Music;1.29;2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records;?;?
Take My Drunk Ass Home Demo;Luke Bryan;?;Country Music Contemporary Country;1.29;?;?;?
?;Shinedown;Us and Them Deluxe Version;?;1.29;?;?;?
?;X Ambassadors;?;?;?;2013 KIDinaKORNER/Interscope Records;?;?
?;Nick Jonas and The Administration;Who I Am;Rock Music Pop Teen Pop Pop/Rock;0.99;2010 Jonas Enterprises;?;02/02/10
?;?;?;Pop Music Rock;1.29;?;?;26/05/14
?;?;Spring Break Checkin Out;?;1.29;?;203.0;?
Must Be the Ganja;Eminem;?;HipHop/Rap Music Rap Hardcore Rap;1.29;?;242.0;?
Video Games Omid 16B Instrumental Reprise;?;Blue Jeans Omid 16B Remixes;Dance Music Rock Adult Alternative;?;?;?;?
Please Call Home;Sam Moore;All My Friends Celebrating the Songs and Voice of Gregg Allman;Rock Music;?;?;300.0;?
X2CU;?;Everything Is 4;Pop Music Rock RandB / Soul Contemporary RandB Dance;1.29;2015 Warner Bros Records Inc;?;01/06/15
?;Eric Church;?;Country Music Contemporary Country Rock Southern Rock;?;?;?;24/03/09
Fashion of His Love Fernando Garibay Remix;Lady Gaga;Born This Way Bonus Track Version;Pop Music;?;2014 Interscope Records;225.0;05/08/14
El Perd n Forgiveness;?;El Perd n Forgiveness Single;Pop Music;1.29;2015 Sony Music Entertainment US Latin LLC;?;10/07/15
Bloody Mary;?;Born This Way;Pop Music Rock Dance;?;2014 Interscope Records;244.0;05/08/14
Through the Ghost;Shinedown;?;Rock Music;?;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;241.0;08/11/13
Going Away For a While;?;?;Country Music Contemporary Country Honky Tonk Traditional Country;?;2015 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;?;11/09/15
?;Romain Virgo;Reggae Gold 2014;Reggae Music;?;?;255.0;?
?;5 Seconds of Summer;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;?;2014 Capitol Records Ltd;?;?
?;PNK;?;?;0.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;382.0;?
Livin Part of Life;Eric Church;Chief / Caught In the Act / Carolina / Sinners Like Me;Country Music Rock Southern Rock Contemporary Country;?;2013 Capitol Nashville;269.0;?
Through the Ghost;Shinedown;Amaryllis;Rock Music Alternative Grunge Hard Rock Metal;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;241.0;?
?;Ellie Goulding;Burn Remixes;Pop Music Rock;1.29;?;250.0;17/09/13
Fire Away;Skrillex;?;?;?;?;342.0;14/03/14
?;Wiz Khalifa;?;?;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;?
Remember You feat The Weeknd;?;O N I F C Deluxe Version;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;1.99;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;?
Underage;Kelsea Ballerini;?;Country Music Contemporary Country Honky Tonk Rock;?;2015 Black River Entertainment;?;?
?;Selena;?;Regional Mexicano Music Latino Latin Pop;1.29;2012 Capitol Latin All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Latin 404 Washington Ave Suite 700 Miami Beach FL 33139;?;?
Second Chance Live Acoustic from Kansas City;?;Somewhere In the Stratosphere Live;?;?;2011 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;306.0;18/04/11
?;?;Clarity Remixes EP;Dance Music Electronic House;?;2013 Interscope Records;357.0;12/02/13
