?;Shinedown;?;Rock Music Hard Rock Alternative;?;?;?;?
?;Ryan Adams;Heartbreaker;?;?;2000 Pax Am Records;?;05/09/00
I Like It Rough;Lady Gaga;The Fame Monster Deluxe Version;?;?;2014 Interscope Records;?;05/08/14
Lights RAC Mix;Ellie Goulding;Lights Pt 2 The Remixes EP;Dance Music Pop;?;2011 Polydor Ltd UK;344.0;19/07/11
?;?;?;?;?;?;332.0;?
Leave Me Alone I m Lonely Live;?;Funhouse Tour Live In Australia;?;1.99;?;187.0;?
Epilogue feat George the Poet;Naughty Boy;?;?;?;2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd;88.0;06/05/14
Goodnight Hollywood Blvd;Ryan Adams;?;Rock Music;?;2014 UMG Recordings Inc;?;?
You Ca nt Have Everything;?;The Reason Why;Country Music Rock Singer/Songwriter Contemporary Singer/Songwriter Southern Rock Contemporary Country Urban Cowboy;1.29;?;?;?
?;?;Lazers Never Die EP;?;?;?;286.0;?
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;Flo Rida;?;HipHop/Rap Music Rap Dirty South;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;24/11/10
Forever and Always;?;Fearless;?;1.29;2008 Big Machine Records LLC;?;11/11/08
?;?;Summer Remixes EP;?;1.29;2014 Sony Music Entertainment UK Limited;?;20/06/14
Find You feat Matthew Koma and Miriam Bryant;Zedd;Find You feat Matthew Koma and Miriam Bryant Single;?;1.29;2014 Interscope Records;204.0;?
Greenlight Bonus Track;?;5 Seconds of Summer Bonus Track Version;Pop Music Teen Pop Alternative Punk Rock;1.29;?;?;?
?;Ryan Adams;1989;Rock Music;1.29;?;263.0;21/09/15
Take My Drunk Ass Home Demo;Luke Bryan;?;?;1.29;2013 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 401 Commerce Street Suite 1100 Nashville TN 37219;?;?
?;Shinedown;Us and Them Deluxe Version;?;1.29;?;?;04/10/05
Brother;?;?;?;1.29;2013 KIDinaKORNER/Interscope Records;?;07/05/13
?;?;?;Rock Music Pop Teen Pop Pop/Rock;?;2010 Jonas Enterprises;?;?
Beating Heart Dexcell Remix;Ellie Goulding;?;?;?;?;?;?
Are You Leaving With Him;?;Spring Break Checkin Out;?;?;?;203.0;10/03/15
Must Be the Ganja;Eminem;Relapse Refill;HipHop/Rap Music Rap Hardcore Rap;?;2009 Aftermath Records;242.0;21/12/09
Video Games Omid 16B Instrumental Reprise;Lana Del Rey;?;?;?;?;?;21/01/13
Please Call Home;?;?;Rock Music;1.29;?;?;06/05/14
?;?;?;?;1.29;?;313.0;01/06/15
Those I ve Loved;?;Carolina;?;1.29;2009 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN 37203;?;?
Fashion of His Love Fernando Garibay Remix;Lady Gaga;Born This Way Bonus Track Version;?;1.29;?;225.0;05/08/14
El Perd n Forgiveness;Nicky Jam and Enrique Iglesias;?;Pop Music;?;?;?;10/07/15
?;?;Born This Way;?;1.29;2014 Interscope Records;?;?
?;Shinedown;?;?;?;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;241.0;08/11/13
Going Away For a While;?;?;Country Music Contemporary Country Honky Tonk Traditional Country;?;?;?;11/09/15
Soul Provider;?;Reggae Gold 2014;Reggae Music;?;?;255.0;12/08/14
?;?;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;?;2014 Capitol Records Ltd;237.0;?
?;PNK;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;?;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;?;?
?;Eric Church;?;Country Music Rock Southern Rock Contemporary Country;?;2013 Capitol Nashville;?;?
?;?;Amaryllis;?;1.29;?;241.0;?
Burn Magic Man Remix;Ellie Goulding;?;?;?;?;250.0;17/09/13
Fire Away;Skrillex;?;Dance Music Electronic Rock;?;?;?;?
Medicated feat Chevy Woods and Juicy J;Wiz Khalifa;O N I F C;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;330.0;04/12/12
Remember You feat The Weeknd;Wiz Khalifa;?;?;1.99;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;?
?;Kelsea Ballerini;?;Country Music Contemporary Country Honky Tonk Rock;?;?;190.0;?
?;?;?;?;1.29;2012 Capitol Latin All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Latin 404 Washington Ave Suite 700 Miami Beach FL 33139;206.0;30/03/12
?;?;?;Rock Music Metal Alternative Hard Rock;1.29;?;306.0;18/04/11
?;Zedd;Clarity Remixes EP;?;1.29;?;?;?
Leave My Heart Out of This Buzz Junkies Remix;Fifth Harmony;Better Together The Remixes EP;Pop Music Rock Teen Pop Dance;?;2013 Simco Ltd under exclusive license to Epic Records a division of Sony Music Entertainment;281.0;?
?;?;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;?;?;237.0;22/07/14
Last Kiss;Taylor Swift;?;Country Music Rock Contemporary Country Honky Tonk;?;2010 Big Machine Records LLC;367.0;?
?;Chris Young;?;?;0.99;2009 Sony Music Entertainment;?;27/08/09
?;?;?;Alternative Music Punk;1.29;2008 The Island Def Jam Music Group;?;16/12/08
Long Live;?;Speak Now;?;?;2010 Big Machine Records LLC;?;?
Starry Eyed Live;Ellie Goulding;?;Pop Music;1.29;?;216.0;?
Dangerous feat Sam Martin Robin Schulz Remix Radio Edit;David Guetta;?;?;?;?;?;?
?;Brett Eldredge;Bring You Back;Country Music Honky Tonk Traditional Country Contemporary Country;?;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;06/08/13
?;Wiz Khalifa;Blacc Hollywood Deluxe Version;HipHop/Rap Music Rap Hardcore Rap East Coast Rap Rock;1.99;2014 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;?;19/08/14
?;?;?;Pop Music Teen Pop Rock Dance RandB / Soul Contemporary RandB;?;2010 The Island Def Jam Music Group;?;23/03/10
?;?;Where It All Began;Country Music Honky Tonk Contemporary Country;?;2014 Warner Music Nashville LLC and WEA International Inc for the world outside the U S;236.0;01/04/14
Hourglass feat Jessica Sanchez iTunes Session;Zedd;iTunes Session EP;?;?;?;?;19/11/13
?;?;PYD feat R Kelly Single;?;1.29;2013 The Island Def Jam Music Group;?;18/11/13
Se Comenta;Zion and Lennox;Reggaeton Fever Vol 1;Latino Music;0.99;?;248.0;11/04/06
?;?;Here Comes the Fuzz;DanceMusicHipHop / RapHipHop Alternative Rap RandB / Soul Soul Electronic;?;2003 Elektra Entertainment for the United States and WEA International Inc for the world outside of the United States;?;29/08/03
?;?;Control;Electronic Music Dance;1.29;2013 GrecoRoman Ltd;?;02/04/13
Some Day;?;Us and Them;?;1.29;?;194.0;04/10/05
?;Little Big Town;Pain Killer;Country Music Honky Tonk Contemporary Country;?;?;213.0;?
The Heart Knows;Olivia NewtonJohn and Barry Gibb;?;?;1.29;2011 ONJ Productions Inc All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by EMI CMG;211.0;25/01/11
The Cowboy Rides Away Live;?;?;?;?;?;424.0;16/09/14
?;?;?;Pop Music Rock;1.29;?;250.0;?
Kill Everybody Bare Noize Remix;Skrillex;Scary Monsters and Nice Sprites;Dance Music House Electronic;?;?;?;21/12/10
Chevy Van;Eric Church;?;?;?;?;168.0;?
The Heavy and the Slow Live;?;Live from L A;Pop Music Rock;?;2012 SCurve Records;?;13/03/12
?;?;?;Country Music Honky Tonk Pop Teen Pop Contemporary Country Rock;?;2013 Big Machine Records LLC;?;05/02/13
?;?;Love Pain and the Whole Crazy Thing;?;?;?;328.0;10/10/06
Call Me;?;The Sound of Madness;?;?;2008 Atlantic Recording Corp for the United States and WEA International Inc for the world outside of the United States;?;24/06/08
Coffee s for Closers;Fall Out Boy;Folie  Deux Deluxe Version;Alternative Music Punk;0.99;2008 The Island Def Jam Music Group;275.0;16/12/08
?;?;?;HipHop/Rap Music Dirty South;?;2009 Cash Money Records Inc;210.0;?
Through the Ghost;Shinedown;The Studio Album Collection;Rock Music;1.29;?;241.0;?
?;Eric Church;?;Country Music Contemporary Country;?;2011 EMI Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN 37203;168.0;?
?;Ryan Adams;Jacksonville Paxam Single Series Vol 2 Single;?;1.29;?;?;16/09/14
Scheie DJ White Shadow Mugler;?;Born This Way Bonus Track Version;?;?;2014 Interscope Records;575.0;?
This Ai nt a Scene It s an Arms Race Kanye West Remix;Fall Out Boy;This Ai nt a Scene It s an Arms Race feat Kanye West Kanye West Remix Single;AlternativeMusicPunkHipHop / Rap Rock;1.29;?;?;?
?;Keith Urban;Golden Road;?;?;?;511.0;?
Fake Demo;?;Us and Them Deluxe Version;?;?;?;305.0;?
?;One Direction;Midnight Memories;?;1.29;?;207.0;?
?;?;Hold My Home Deluxe Edition;?;1.29;2014 Downtown Records;?;11/09/15
?;?;Loyalty to Loyalty;?;?;2012 Downtown Music LLC;?;23/09/08
Talk Dirty feat 2 Chainz TJR Remix;?;Talk Dirty feat 2 Chainz TJR Remix Single;Pop Music Dance RandB / Soul Contemporary RandB Rock;?;?;?;?
Right Here feat Drake;?;?;?;1.29;2012 The Island Def Jam Music Group;?;?
?;Justin Bieber;?;?;?;2012 The Island Def Jam Music Group;?;?
?;?;?;?;0.99;2014 La Industria Inc Licencia a Codiscos S A S;286.0;09/09/14
Ai nt Back Yet;Kenny Chesney;?;?;?;2010 Sony Music Entertainment;?;01/03/10
Cameras;?;Rolling Papers;HipHop/Rap Music Rap East Coast Rap Hardcore Rap;?;?;269.0;28/03/11
?;Lady Gaga;?;?;1.29;?;?;?
How I Feel Bang La Decks Radio Mix;?;?;HipHop/Rap Music Rap Electronic Dance;?;?;300.0;21/01/14
?;?;?;HipHop/Rap Music Rap;?;2010 Universal Republic Records a division of UMG Recordings Inc;?;12/10/10
One Foot Wrong Main Version;?;Funhouse;Pop Music RandB / Soul Dance Pop/Rock;1.29;?;?;?
?;PNK;Raise Your Glass Single;?;?;?;203.0;?
Beating Heart Dexcell Remix;?;Beating Heart EP;?;1.29;?;318.0;?
?;?;?;Dance Music;1.29;?;?;24/09/13
?;?;The Slumdon Bridge EP;?;?;2012 Warner Music UK Limited;136.0;09/09/11
Carolyn;Toby Keith;?;Country Music;?;2014 Broken Bow Records;155.0;?
?;Shinedown;The Studio Album Collection;Rock Music;1.29;?;?;?
Act My Age;?;FOUR Ultimate Edition;?;1.29;2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited;?;?
?;Ellie Goulding;?;Pop Music Dance Rock;?;2013 Polydor Ltd UK;?;27/08/13
Brave Honest Beautiful feat Meghan Trainor;?;Reflection Deluxe;Pop Music RandB / Soul Dance Teen Pop Rock;1.29;2014 2015 Simco Ltd under exclusive license to Epic Records a division of Sony Music Entertainment;?;?
?;Flo Rida;?;DanceMusicElectronicHipHop / Rap Rap;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;211.0;26/06/12
You Do nt Think I m Funny Anymore;?;?;?;0.99;?;?;28/01/08
?;?;?;?;1.29;2008 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;?
?;Drake;What a Time To Be Alive;HipHop/Rap Music;1.29;?;253.0;20/09/15
?;?;When the Sun Goes Down Deluxe Version;Country Music Contemporary Country Urban Cowboy;?;?;240.0;02/02/04
Unconditional;?;?;?;?;2012 Motown Records a Division of UMG Recordings Inc;?;06/11/12
?;?;Wings Single;?;?;2012 Simco Limited under exclusive license to Sony Music Entertainment UK Limited;220.0;?
?;Justin Bieber;?;?;1.29;?;?;?
