?;Shinedown;?;Rock Music Hard Rock Alternative;1.29;?;239.0;?
Sweet Lil Gal 23rd/1st;Ryan Adams;Heartbreaker;?;0.99;2000 Pax Am Records;218.0;05/09/00
I Like It Rough;Lady Gaga;?;Pop Music;?;?;?;05/08/14
?;?;Lights Pt 2 The Remixes EP;?;1.29;?;?;?
?;Ryan Adams;Rock N Roll;?;?;2014 UMG Recordings Inc;?;?
?;PNK;Funhouse Tour Live In Australia;?;?;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;187.0;26/10/09
Epilogue feat George the Poet;Naughty Boy;Hotel Cabana;?;1.29;2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd;88.0;06/05/14
?;Ryan Adams;Gold;Rock Music;1.29;?;204.0;30/09/14
?;?;The Reason Why;Country Music Rock Singer/Songwriter Contemporary Singer/Songwriter Southern Rock Contemporary Country Urban Cowboy;1.29;2010 Little Big Town LLC under exclusive license to Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN;?;20/08/10
Jump Up Thom Yorke Remix;Major Lazer;?;Electronic Music Reggae Modern Dancehall Dance;?;?;286.0;20/07/10
?;?;Only One Flo Pt 1;HipHop/Rap Music Rap Dirty South;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;?
?;Taylor Swift;Fearless;Country Music Rock Honky Tonk Pop Adult Contemporary Contemporary Country;?;2008 Big Machine Records LLC;225.0;?
?;?;?;?;?;2014 Sony Music Entertainment UK Limited;322.0;?
Find You feat Matthew Koma and Miriam Bryant;Zedd;?;?;1.29;2014 Interscope Records;204.0;26/01/14
Greenlight Bonus Track;5 Seconds of Summer;5 Seconds of Summer Bonus Track Version;Pop Music Teen Pop Alternative Punk Rock;?;?;?;?
?;Ryan Adams;1989;Rock Music;1.29;2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records;263.0;21/09/15
Take My Drunk Ass Home Demo;?;Spring Break Here to Party;?;1.29;?;202.0;?
Fake Demo;Shinedown;Us and Them Deluxe Version;?;1.29;?;305.0;04/10/05
Brother;?;Love Songs Drug Songs EP;?;1.29;?;228.0;?
Stronger Back On the Ground;Nick Jonas and The Administration;Who I Am;Rock Music Pop Teen Pop Pop/Rock;?;2010 Jonas Enterprises;?;02/02/10
?;?;?;Pop Music Rock;1.29;?;?;?
?;Luke Bryan;Spring Break Checkin Out;Country Music Contemporary Country;?;?;?;10/03/15
?;?;?;HipHop/Rap Music Rap Hardcore Rap;1.29;2009 Aftermath Records;242.0;?
?;?;Blue Jeans Omid 16B Remixes;Dance Music Rock Adult Alternative;1.29;2013 Alola Records;155.0;21/01/13
Please Call Home;Sam Moore;?;Rock Music;1.29;2014 Blackbird Production Partners LLC Under Exclusive License Rounder Records Manufactured and Distributed by Concord Music Group Inc;?;?
X2CU;Jason Derulo;Everything Is 4;?;?;2015 Warner Bros Records Inc;313.0;?
?;Eric Church;Carolina;?;1.29;?;?;24/03/09
Fashion of His Love Fernando Garibay Remix;Lady Gaga;Born This Way Bonus Track Version;Pop Music;1.29;?;225.0;05/08/14
?;Nicky Jam and Enrique Iglesias;El Perd n Forgiveness Single;?;1.29;2015 Sony Music Entertainment US Latin LLC;206.0;?
?;Lady Gaga;?;Pop Music Rock Dance;1.29;?;?;05/08/14
Through the Ghost;Shinedown;?;?;1.29;?;?;08/11/13
?;Brett Eldredge;?;?;?;?;193.0;?
?;?;?;Reggae Music;?;?;255.0;12/08/14
?;?;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;1.29;2014 Capitol Records Ltd;?;22/07/14
Babe I m Gon na Leave You Live;PNK;?;?;0.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;?;26/10/09
?;Eric Church;?;?;1.29;2013 Capitol Nashville;269.0;17/12/13
Through the Ghost;Shinedown;Amaryllis;Rock Music Alternative Grunge Hard Rock Metal;1.29;?;?;23/03/12
Burn Magic Man Remix;Ellie Goulding;Burn Remixes;Pop Music Rock;?;?;?;17/09/13
Fire Away;?;?;?;?;2014 OWSLA/Big Beat Records Inc for the United States and WEA International Inc for the world outside of the United States;?;14/03/14
?;Wiz Khalifa;O N I F C;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;?;?;?;?
Remember You feat The Weeknd;?;?;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;1.99;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;04/12/12
Underage;Kelsea Ballerini;?;Country Music Contemporary Country Honky Tonk Rock;1.29;?;?;?
Is It the Beat Juan Magan Remix;Selena;Enamorada de Ti;Regional Mexicano Music Latino Latin Pop;1.29;2012 Capitol Latin All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Latin 404 Washington Ave Suite 700 Miami Beach FL 33139;206.0;30/03/12
Second Chance Live Acoustic from Kansas City;Shinedown;?;?;1.29;2011 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;?
Clarity feat Foxes Brillz Remix;Zedd;Clarity Remixes EP;?;1.29;2013 Interscope Records;?;?
