Fly from the Inside Live Acoustic from WXDX Pittsburgh;Shinedown;Leave a Whisper Deluxe Version;Rock Music Hard Rock Alternative;?;2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States;?;27/05/03
Sweet Lil Gal 23rd/1st;Ryan Adams;Heartbreaker;Singer/Songwriter Music Rock Southern Rock Country Adult Alternative American Trad Rock Americana Alternative Country;0.99;2000 Pax Am Records;218.0;05/09/00
I Like It Rough;Lady Gaga;The Fame Monster Deluxe Version;Pop Music;1.29;2014 Interscope Records;202.0;05/08/14
Lights RAC Mix;Ellie Goulding;Lights Pt 2 The Remixes EP;Dance Music Pop;1.29;2011 Polydor Ltd UK;344.0;19/07/11
The Drugs Not Working;Ryan Adams;Rock N Roll;Rock Music Adult Alternative;1.29;2014 UMG Recordings Inc;?;04/11/03
Leave Me Alone I m Lonely Live;PNK;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;1.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;187.0;26/10/09
Epilogue feat George the Poet;Naughty Boy;Hotel Cabana;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;1.29;2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd;88.0;06/05/14
Goodnight Hollywood Blvd;Ryan Adams;Gold;Rock Music;1.29;2014 UMG Recordings Inc;204.0;30/09/14
You Ca nt Have Everything;Little Big Town;The Reason Why;Country Music Rock Singer/Songwriter Contemporary Singer/Songwriter Southern Rock Contemporary Country Urban Cowboy;1.29;2010 Little Big Town LLC under exclusive license to Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN;209.0;20/08/10
Jump Up Thom Yorke Remix;Major Lazer;Lazers Never Die EP;Electronic Music Reggae Modern Dancehall Dance;?;2010 Downtown Recordings LLC;286.0;20/07/10
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;Flo Rida;Only One Flo Pt 1;HipHop/Rap Music Rap Dirty South;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;24/11/10
Forever and Always;Taylor Swift;Fearless;Country Music Rock Honky Tonk Pop Adult Contemporary Contemporary Country;1.29;?;225.0;11/11/08
Summer Twoloud Remix;Calvin Harris;Summer Remixes EP;Dance Music;1.29;2014 Sony Music Entertainment UK Limited;322.0;20/06/14
Find You feat Matthew Koma and Miriam Bryant;Zedd;Find You feat Matthew Koma and Miriam Bryant Single;Dance Music;1.29;2014 Interscope Records;204.0;26/01/14
Greenlight Bonus Track;5 Seconds of Summer;?;Pop Music Teen Pop Alternative Punk Rock;1.29;2014 Capitol Records Ltd;165.0;22/07/14
Clean;Ryan Adams;1989;Rock Music;1.29;2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records;263.0;21/09/15
Take My Drunk Ass Home Demo;Luke Bryan;Spring Break Here to Party;Country Music Contemporary Country;1.29;2013 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 401 Commerce Street Suite 1100 Nashville TN 37219;202.0;?
Fake Demo;Shinedown;Us and Them Deluxe Version;Rock Music Metal Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;305.0;04/10/05
Brother;X Ambassadors;Love Songs Drug Songs EP;Alternative Music Rock Adult Alternative;?;2013 KIDinaKORNER/Interscope Records;228.0;07/05/13
Stronger Back On the Ground;Nick Jonas and The Administration;?;Rock Music Pop Teen Pop Pop/Rock;0.99;2010 Jonas Enterprises;294.0;02/02/10
Beating Heart Dexcell Remix;Ellie Goulding;Beating Heart EP;Pop Music Rock;1.29;2014 Polydor Ltd UK;318.0;26/05/14
Are You Leaving With Him;Luke Bryan;Spring Break Checkin Out;Country Music Contemporary Country;1.29;2015 Capitol Records Nashville;203.0;10/03/15
Must Be the Ganja;Eminem;Relapse Refill;HipHop/Rap Music Rap Hardcore Rap;1.29;2009 Aftermath Records;242.0;21/12/09
Video Games Omid 16B Instrumental Reprise;Lana Del Rey;Blue Jeans Omid 16B Remixes;Dance Music Rock Adult Alternative;1.29;2013 Alola Records;155.0;21/01/13
Please Call Home;Sam Moore;All My Friends Celebrating the Songs and Voice of Gregg Allman;Rock Music;1.29;2014 Blackbird Production Partners LLC Under Exclusive License Rounder Records Manufactured and Distributed by Concord Music Group Inc;300.0;06/05/14
X2CU;Jason Derulo;Everything Is 4;Pop Music Rock RandB / Soul Contemporary RandB Dance;1.29;2015 Warner Bros Records Inc;313.0;01/06/15
Those I ve Loved;Eric Church;Carolina;Country Music Contemporary Country Rock Southern Rock;1.29;2009 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN 37203;303.0;24/03/09
Fashion of His Love Fernando Garibay Remix;Lady Gaga;Born This Way Bonus Track Version;Pop Music;1.29;2014 Interscope Records;225.0;05/08/14
El Perd n Forgiveness;Nicky Jam and Enrique Iglesias;El Perd n Forgiveness Single;Pop Music;1.29;2015 Sony Music Entertainment US Latin LLC;206.0;10/07/15
Bloody Mary;Lady Gaga;Born This Way;Pop Music Rock Dance;1.29;2014 Interscope Records;244.0;05/08/14
Through the Ghost;Shinedown;The Studio Album Collection;Rock Music;1.29;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;241.0;08/11/13
Going Away For a While;Brett Eldredge;Illinois;Country Music Contemporary Country Honky Tonk Traditional Country;1.29;2015 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;193.0;11/09/15
Soul Provider;Romain Virgo;Reggae Gold 2014;Reggae Music;1.29;2014 VP Music Group Inc;?;12/08/14
Amnesia;5 Seconds of Summer;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;1.29;2014 Capitol Records Ltd;237.0;22/07/14
Babe I m Gon na Leave You Live;PNK;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;0.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;382.0;?
Livin Part of Life;Eric Church;Chief / Caught In the Act / Carolina / Sinners Like Me;Country Music Rock Southern Rock Contemporary Country;1.29;2013 Capitol Nashville;269.0;17/12/13
Through the Ghost;Shinedown;Amaryllis;Rock Music Alternative Grunge Hard Rock Metal;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;241.0;23/03/12
Burn Magic Man Remix;Ellie Goulding;Burn Remixes;Pop Music Rock;?;2013 Polydor Ltd UK;?;17/09/13
Fire Away;Skrillex;Recess;Dance Music Electronic Rock;1.29;2014 OWSLA/Big Beat Records Inc for the United States and WEA International Inc for the world outside of the United States;342.0;14/03/14
Medicated feat Chevy Woods and Juicy J;Wiz Khalifa;O N I F C;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;330.0;04/12/12
Remember You feat The Weeknd;Wiz Khalifa;O N I F C Deluxe Version;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;1.99;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;320.0;04/12/12
Underage;Kelsea Ballerini;The First Time;Country Music Contemporary Country Honky Tonk Rock;1.29;2015 Black River Entertainment;190.0;18/05/15
?;Selena;Enamorada de Ti;Regional Mexicano Music Latino Latin Pop;1.29;2012 Capitol Latin All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Latin 404 Washington Ave Suite 700 Miami Beach FL 33139;206.0;30/03/12
Second Chance Live Acoustic from Kansas City;Shinedown;Somewhere In the Stratosphere Live;?;1.29;2011 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;306.0;18/04/11
Clarity feat Foxes Brillz Remix;Zedd;Clarity Remixes EP;Dance Music Electronic House;?;2013 Interscope Records;357.0;12/02/13
Leave My Heart Out of This Buzz Junkies Remix;Fifth Harmony;?;Pop Music Rock Teen Pop Dance;0.69;2013 Simco Ltd under exclusive license to Epic Records a division of Sony Music Entertainment;281.0;25/11/13
