?;Shinedown;?;?;1.29;?;?;?
?;Ryan Adams;Heartbreaker;?;?;?;218.0;05/09/00
I Like It Rough;?;?;?;?;2014 Interscope Records;202.0;?
Lights RAC Mix;Ellie Goulding;?;Dance Music Pop;1.29;2011 Polydor Ltd UK;344.0;19/07/11
The Drugs Not Working;?;Rock N Roll;?;1.29;2014 UMG Recordings Inc;332.0;?
?;?;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;?;?;187.0;26/10/09
Epilogue feat George the Poet;?;Hotel Cabana;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;?;?;88.0;06/05/14
?;?;?;Rock Music;?;2014 UMG Recordings Inc;204.0;?
You Ca nt Have Everything;?;?;?;1.29;?;209.0;?
Jump Up Thom Yorke Remix;?;?;Electronic Music Reggae Modern Dancehall Dance;0.99;2010 Downtown Recordings LLC;?;20/07/10
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;Flo Rida;Only One Flo Pt 1;?;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;24/11/10
?;?;Fearless;Country Music Rock Honky Tonk Pop Adult Contemporary Contemporary Country;?;?;?;11/11/08
?;Calvin Harris;Summer Remixes EP;Dance Music;?;?;322.0;20/06/14
?;?;Find You feat Matthew Koma and Miriam Bryant Single;Dance Music;1.29;2014 Interscope Records;?;?
?;5 Seconds of Summer;?;?;?;2014 Capitol Records Ltd;165.0;22/07/14
Clean;Ryan Adams;?;Rock Music;1.29;2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records;263.0;?
?;Luke Bryan;Spring Break Here to Party;Country Music Contemporary Country;?;2013 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 401 Commerce Street Suite 1100 Nashville TN 37219;?;?
?;?;Us and Them Deluxe Version;?;?;?;?;?
Brother;X Ambassadors;?;Alternative Music Rock Adult Alternative;1.29;?;?;?
?;?;Who I Am;Rock Music Pop Teen Pop Pop/Rock;0.99;2010 Jonas Enterprises;?;02/02/10
