Fly from the Inside Live Acoustic from WXDX Pittsburgh;?;?;Rock Music Hard Rock Alternative;?;2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States;239.0;27/05/03
?;Ryan Adams;?;?;0.99;?;218.0;05/09/00
?;Lady Gaga;The Fame Monster Deluxe Version;Pop Music;1.29;?;202.0;?
Lights RAC Mix;?;Lights Pt 2 The Remixes EP;Dance Music Pop;?;2011 Polydor Ltd UK;344.0;19/07/11
?;?;Rock N Roll;Rock Music Adult Alternative;1.29;2014 UMG Recordings Inc;332.0;04/11/03
Leave Me Alone I m Lonely Live;PNK;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;?;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;187.0;26/10/09
Epilogue feat George the Poet;Naughty Boy;?;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;?;?;88.0;06/05/14
Goodnight Hollywood Blvd;Ryan Adams;Gold;Rock Music;?;2014 UMG Recordings Inc;?;?
?;Little Big Town;?;Country Music Rock Singer/Songwriter Contemporary Singer/Songwriter Southern Rock Contemporary Country Urban Cowboy;?;?;?;20/08/10
?;Major Lazer;Lazers Never Die EP;?;0.99;2010 Downtown Recordings LLC;286.0;20/07/10
?;?;?;?;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;24/11/10
?;?;?;Country Music Rock Honky Tonk Pop Adult Contemporary Contemporary Country;?;?;225.0;?
?;Calvin Harris;?;Dance Music;?;?;322.0;20/06/14
Find You feat Matthew Koma and Miriam Bryant;?;Find You feat Matthew Koma and Miriam Bryant Single;?;1.29;2014 Interscope Records;204.0;?
Greenlight Bonus Track;5 Seconds of Summer;5 Seconds of Summer Bonus Track Version;?;1.29;?;?;?
?;?;?;Rock Music;1.29;2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records;?;21/09/15
Take My Drunk Ass Home Demo;?;?;?;1.29;2013 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 401 Commerce Street Suite 1100 Nashville TN 37219;?;?
Fake Demo;?;?;Rock Music Metal Hard Rock Alternative;?;2009 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;305.0;?
Brother;X Ambassadors;?;?;1.29;?;228.0;07/05/13
?;?;Who I Am;?;?;?;294.0;02/02/10
Beating Heart Dexcell Remix;?;?;?;?;?;?;?
?;Luke Bryan;?;Country Music Contemporary Country;1.29;?;?;?
Must Be the Ganja;Eminem;Relapse Refill;HipHop/Rap Music Rap Hardcore Rap;?;?;242.0;21/12/09
?;Lana Del Rey;?;Dance Music Rock Adult Alternative;1.29;2013 Alola Records;155.0;21/01/13
?;Sam Moore;?;?;1.29;2014 Blackbird Production Partners LLC Under Exclusive License Rounder Records Manufactured and Distributed by Concord Music Group Inc;?;?
?;?;?;?;1.29;2015 Warner Bros Records Inc;?;01/06/15
Those I ve Loved;?;?;Country Music Contemporary Country Rock Southern Rock;1.29;2009 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN 37203;303.0;?
Fashion of His Love Fernando Garibay Remix;Lady Gaga;?;?;1.29;?;225.0;05/08/14
El Perd n Forgiveness;Nicky Jam and Enrique Iglesias;?;Pop Music;1.29;?;?;?
Bloody Mary;?;?;Pop Music Rock Dance;1.29;2014 Interscope Records;?;?
?;Shinedown;The Studio Album Collection;Rock Music;1.29;?;241.0;08/11/13
Going Away For a While;Brett Eldredge;Illinois;Country Music Contemporary Country Honky Tonk Traditional Country;1.29;?;193.0;11/09/15
?;Romain Virgo;Reggae Gold 2014;?;1.29;2014 VP Music Group Inc;255.0;12/08/14
Amnesia;?;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;1.29;2014 Capitol Records Ltd;237.0;?
?;?;?;?;0.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;?;26/10/09
?;?;Chief / Caught In the Act / Carolina / Sinners Like Me;Country Music Rock Southern Rock Contemporary Country;1.29;?;?;17/12/13
?;?;Amaryllis;Rock Music Alternative Grunge Hard Rock Metal;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;23/03/12
Burn Magic Man Remix;Ellie Goulding;Burn Remixes;Pop Music Rock;?;?;250.0;17/09/13
Fire Away;?;?;?;?;2014 OWSLA/Big Beat Records Inc for the United States and WEA International Inc for the world outside of the United States;?;14/03/14
Medicated feat Chevy Woods and Juicy J;?;O N I F C;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;?;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;330.0;04/12/12
Remember You feat The Weeknd;Wiz Khalifa;?;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;?;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;320.0;?
?;?;?;Country Music Contemporary Country Honky Tonk Rock;?;2015 Black River Entertainment;190.0;18/05/15
?;?;Enamorada de Ti;Regional Mexicano Music Latino Latin Pop;1.29;?;206.0;?
