Fly from the Inside Live Acoustic from WXDX Pittsburgh;?;?;Rock Music Hard Rock Alternative;1.29;?;239.0;27/05/03
Sweet Lil Gal 23rd/1st;Ryan Adams;Heartbreaker;Singer/Songwriter Music Rock Southern Rock Country Adult Alternative American Trad Rock Americana Alternative Country;0.99;2000 Pax Am Records;?;05/09/00
?;?;The Fame Monster Deluxe Version;?;1.29;2014 Interscope Records;202.0;?
Lights RAC Mix;Ellie Goulding;Lights Pt 2 The Remixes EP;Dance Music Pop;?;2011 Polydor Ltd UK;344.0;19/07/11
The Drugs Not Working;Ryan Adams;Rock N Roll;Rock Music Adult Alternative;?;2014 UMG Recordings Inc;332.0;04/11/03
Leave Me Alone I m Lonely Live;PNK;?;Pop Music Dance RandB / Soul Pop/Rock;?;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;187.0;26/10/09
Epilogue feat George the Poet;Naughty Boy;Hotel Cabana;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;1.29;2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd;88.0;06/05/14
Goodnight Hollywood Blvd;Ryan Adams;Gold;?;1.29;?;?;?
You Ca nt Have Everything;Little Big Town;The Reason Why;Country Music Rock Singer/Songwriter Contemporary Singer/Songwriter Southern Rock Contemporary Country Urban Cowboy;1.29;2010 Little Big Town LLC under exclusive license to Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN;?;20/08/10
Jump Up Thom Yorke Remix;Major Lazer;Lazers Never Die EP;Electronic Music Reggae Modern Dancehall Dance;?;2010 Downtown Recordings LLC;286.0;20/07/10
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;Flo Rida;Only One Flo Pt 1;HipHop/Rap Music Rap Dirty South;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;24/11/10
Forever and Always;?;Fearless;?;1.29;2008 Big Machine Records LLC;225.0;11/11/08
Summer Twoloud Remix;Calvin Harris;Summer Remixes EP;Dance Music;1.29;2014 Sony Music Entertainment UK Limited;?;20/06/14
?;Zedd;?;Dance Music;1.29;?;204.0;?
Greenlight Bonus Track;5 Seconds of Summer;5 Seconds of Summer Bonus Track Version;Pop Music Teen Pop Alternative Punk Rock;1.29;2014 Capitol Records Ltd;165.0;22/07/14
Clean;Ryan Adams;1989;Rock Music;1.29;2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records;263.0;21/09/15
Take My Drunk Ass Home Demo;Luke Bryan;?;?;1.29;2013 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 401 Commerce Street Suite 1100 Nashville TN 37219;202.0;01/03/13
Fake Demo;Shinedown;Us and Them Deluxe Version;Rock Music Metal Hard Rock Alternative;1.29;?;?;04/10/05
Brother;X Ambassadors;?;Alternative Music Rock Adult Alternative;1.29;2013 KIDinaKORNER/Interscope Records;228.0;?
Stronger Back On the Ground;?;Who I Am;?;?;2010 Jonas Enterprises;?;?
?;Ellie Goulding;Beating Heart EP;?;1.29;2014 Polydor Ltd UK;?;26/05/14
Are You Leaving With Him;?;Spring Break Checkin Out;Country Music Contemporary Country;1.29;2015 Capitol Records Nashville;?;10/03/15
Must Be the Ganja;Eminem;Relapse Refill;?;1.29;2009 Aftermath Records;242.0;21/12/09
Video Games Omid 16B Instrumental Reprise;Lana Del Rey;?;Dance Music Rock Adult Alternative;1.29;2013 Alola Records;155.0;21/01/13
