?;Shinedown;Leave a Whisper Deluxe Version;Rock Music Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States;239.0;?
?;Ryan Adams;Heartbreaker;Singer/Songwriter Music Rock Southern Rock Country Adult Alternative American Trad Rock Americana Alternative Country;0.99;2000 Pax Am Records;218.0;05/09/00
?;Lady Gaga;?;Pop Music;1.29;?;202.0;?
Lights RAC Mix;Ellie Goulding;Lights Pt 2 The Remixes EP;Dance Music Pop;?;2011 Polydor Ltd UK;344.0;19/07/11
?;?;Rock N Roll;?;?;?;?;04/11/03
Leave Me Alone I m Lonely Live;PNK;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;1.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;187.0;?
?;Naughty Boy;Hotel Cabana;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;?;?;88.0;?
Goodnight Hollywood Blvd;Ryan Adams;Gold;Rock Music;?;2014 UMG Recordings Inc;?;30/09/14
You Ca nt Have Everything;Little Big Town;The Reason Why;Country Music Rock Singer/Songwriter Contemporary Singer/Songwriter Southern Rock Contemporary Country Urban Cowboy;1.29;2010 Little Big Town LLC under exclusive license to Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN;209.0;20/08/10
Jump Up Thom Yorke Remix;?;?;Electronic Music Reggae Modern Dancehall Dance;0.99;2010 Downtown Recordings LLC;?;?
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;?;Only One Flo Pt 1;HipHop/Rap Music Rap Dirty South;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;24/11/10
Forever and Always;Taylor Swift;Fearless;Country Music Rock Honky Tonk Pop Adult Contemporary Contemporary Country;1.29;?;?;11/11/08
Summer Twoloud Remix;Calvin Harris;?;Dance Music;1.29;?;322.0;20/06/14
?;?;Find You feat Matthew Koma and Miriam Bryant Single;Dance Music;1.29;2014 Interscope Records;204.0;26/01/14
?;?;?;Pop Music Teen Pop Alternative Punk Rock;1.29;?;165.0;22/07/14
?;?;1989;?;1.29;?;263.0;21/09/15
?;?;Spring Break Here to Party;?;1.29;2013 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 401 Commerce Street Suite 1100 Nashville TN 37219;202.0;01/03/13
?;Shinedown;?;Rock Music Metal Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;305.0;04/10/05
