Fly from the Inside Live Acoustic from WXDX Pittsburgh;Shinedown;?;?;1.29;2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States;239.0;?
Sweet Lil Gal 23rd/1st;?;Heartbreaker;?;0.99;2000 Pax Am Records;?;?
?;?;?;Pop Music;?;?;202.0;?
?;Ellie Goulding;Lights Pt 2 The Remixes EP;Dance Music Pop;?;?;?;19/07/11
The Drugs Not Working;?;Rock N Roll;?;?;2014 UMG Recordings Inc;?;?
Leave Me Alone I m Lonely Live;?;Funhouse Tour Live In Australia;?;?;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;187.0;?
?;?;?;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;?;?;88.0;?
Goodnight Hollywood Blvd;Ryan Adams;?;Rock Music;1.29;2014 UMG Recordings Inc;?;?
?;Little Big Town;?;?;?;?;?;20/08/10
?;?;Lazers Never Die EP;Electronic Music Reggae Modern Dancehall Dance;?;?;?;20/07/10
?;?;?;?;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;?
Forever and Always;Taylor Swift;?;?;?;?;?;11/11/08
Summer Twoloud Remix;Calvin Harris;?;Dance Music;?;?;322.0;20/06/14
?;Zedd;?;?;?;2014 Interscope Records;?;26/01/14
Greenlight Bonus Track;?;5 Seconds of Summer Bonus Track Version;Pop Music Teen Pop Alternative Punk Rock;?;?;165.0;22/07/14
Clean;?;1989;Rock Music;?;?;?;21/09/15
Take My Drunk Ass Home Demo;Luke Bryan;?;?;?;?;?;01/03/13
Fake Demo;?;Us and Them Deluxe Version;Rock Music Metal Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;305.0;?
Brother;?;Love Songs Drug Songs EP;Alternative Music Rock Adult Alternative;1.29;?;228.0;07/05/13
?;?;Who I Am;?;0.99;?;?;02/02/10
?;?;Beating Heart EP;Pop Music Rock;1.29;?;318.0;?
Are You Leaving With Him;?;?;?;?;?;?;10/03/15
?;Eminem;Relapse Refill;?;1.29;?;?;?
?;Lana Del Rey;?;Dance Music Rock Adult Alternative;1.29;2013 Alola Records;155.0;21/01/13
Please Call Home;?;?;?;?;2014 Blackbird Production Partners LLC Under Exclusive License Rounder Records Manufactured and Distributed by Concord Music Group Inc;300.0;?
X2CU;?;Everything Is 4;Pop Music Rock RandB / Soul Contemporary RandB Dance;1.29;?;?;?
Those I ve Loved;?;?;Country Music Contemporary Country Rock Southern Rock;1.29;2009 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN 37203;?;?
Fashion of His Love Fernando Garibay Remix;Lady Gaga;Born This Way Bonus Track Version;Pop Music;1.29;?;225.0;05/08/14
El Perd n Forgiveness;?;?;Pop Music;1.29;?;206.0;10/07/15
?;?;Born This Way;?;1.29;2014 Interscope Records;244.0;05/08/14
?;Shinedown;The Studio Album Collection;Rock Music;1.29;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;?;?
?;?;Illinois;Country Music Contemporary Country Honky Tonk Traditional Country;1.29;2015 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;193.0;?
?;Romain Virgo;Reggae Gold 2014;?;?;?;255.0;12/08/14
Amnesia;5 Seconds of Summer;?;Pop Music Teen Pop Rock Alternative Punk;1.29;?;?;?
?;?;?;?;0.99;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;382.0;26/10/09
Livin Part of Life;?;?;Country Music Rock Southern Rock Contemporary Country;?;?;?;17/12/13
?;Shinedown;Amaryllis;Rock Music Alternative Grunge Hard Rock Metal;?;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;241.0;?
Burn Magic Man Remix;?;Burn Remixes;?;?;?;?;17/09/13
Fire Away;?;?;?;?;?;?;?
Medicated feat Chevy Woods and Juicy J;?;?;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;330.0;04/12/12
Remember You feat The Weeknd;?;?;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;?;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;04/12/12
Underage;Kelsea Ballerini;The First Time;Country Music Contemporary Country Honky Tonk Rock;1.29;?;?;?
Is It the Beat Juan Magan Remix;?;Enamorada de Ti;?;1.29;2012 Capitol Latin All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Latin 404 Washington Ave Suite 700 Miami Beach FL 33139;206.0;30/03/12
Second Chance Live Acoustic from Kansas City;Shinedown;Somewhere In the Stratosphere Live;Rock Music Metal Alternative Hard Rock;1.29;2011 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;306.0;?
Clarity feat Foxes Brillz Remix;?;Clarity Remixes EP;?;1.29;?;?;12/02/13
