Fly from the Inside Live Acoustic from WXDX Pittsburgh;Shinedown;?;Rock Music Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States;?;27/05/03
?;?;Heartbreaker;?;0.99;2000 Pax Am Records;?;05/09/00
I Like It Rough;Lady Gaga;?;?;1.29;?;202.0;05/08/14
Lights RAC Mix;?;Lights Pt 2 The Remixes EP;?;1.29;2011 Polydor Ltd UK;?;19/07/11
?;?;Rock N Roll;Rock Music Adult Alternative;1.29;2014 UMG Recordings Inc;?;04/11/03
?;PNK;Funhouse Tour Live In Australia;Pop Music Dance RandB / Soul Pop/Rock;1.99;?;?;?
?;Naughty Boy;Hotel Cabana;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;?;2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd;88.0;06/05/14
?;Ryan Adams;Gold;Rock Music;1.29;?;204.0;30/09/14
?;Little Big Town;?;?;1.29;?;?;20/08/10
Jump Up Thom Yorke Remix;?;Lazers Never Die EP;?;?;?;?;20/07/10
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;Flo Rida;?;HipHop/Rap Music Rap Dirty South;?;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;?
Forever and Always;Taylor Swift;Fearless;?;1.29;2008 Big Machine Records LLC;225.0;11/11/08
?;Calvin Harris;?;Dance Music;1.29;2014 Sony Music Entertainment UK Limited;?;20/06/14
Find You feat Matthew Koma and Miriam Bryant;Zedd;Find You feat Matthew Koma and Miriam Bryant Single;Dance Music;1.29;?;?;26/01/14
Greenlight Bonus Track;5 Seconds of Summer;?;Pop Music Teen Pop Alternative Punk Rock;?;?;165.0;?
Clean;Ryan Adams;?;Rock Music;?;?;263.0;21/09/15
?;?;Spring Break Here to Party;Country Music Contemporary Country;1.29;?;202.0;01/03/13
Fake Demo;Shinedown;Us and Them Deluxe Version;Rock Music Metal Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;305.0;04/10/05
Brother;X Ambassadors;Love Songs Drug Songs EP;Alternative Music Rock Adult Alternative;1.29;?;?;?
?;?;?;?;?;2010 Jonas Enterprises;?;02/02/10
Beating Heart Dexcell Remix;Ellie Goulding;?;Pop Music Rock;?;?;318.0;26/05/14
?;?;Spring Break Checkin Out;Country Music Contemporary Country;?;2015 Capitol Records Nashville;?;10/03/15
?;?;Relapse Refill;?;?;2009 Aftermath Records;?;21/12/09
?;?;Blue Jeans Omid 16B Remixes;Dance Music Rock Adult Alternative;1.29;2013 Alola Records;155.0;21/01/13
?;?;All My Friends Celebrating the Songs and Voice of Gregg Allman;Rock Music;1.29;?;300.0;06/05/14
?;?;Everything Is 4;?;?;2015 Warner Bros Records Inc;?;01/06/15
Those I ve Loved;Eric Church;?;Country Music Contemporary Country Rock Southern Rock;1.29;2009 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN 37203;303.0;?
Fashion of His Love Fernando Garibay Remix;?;?;?;?;2014 Interscope Records;?;?
?;?;El Perd n Forgiveness Single;?;?;2015 Sony Music Entertainment US Latin LLC;206.0;?
Bloody Mary;?;Born This Way;?;?;?;244.0;05/08/14
Through the Ghost;Shinedown;The Studio Album Collection;Rock Music;1.29;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;241.0;?
Going Away For a While;Brett Eldredge;Illinois;Country Music Contemporary Country Honky Tonk Traditional Country;1.29;?;193.0;?
?;?;Reggae Gold 2014;?;1.29;2014 VP Music Group Inc;255.0;?
Amnesia;?;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;1.29;2014 Capitol Records Ltd;237.0;22/07/14
Babe I m Gon na Leave You Live;?;Funhouse Tour Live In Australia;?;0.99;?;382.0;?
Livin Part of Life;?;Chief / Caught In the Act / Carolina / Sinners Like Me;Country Music Rock Southern Rock Contemporary Country;1.29;2013 Capitol Nashville;269.0;?
