?;Shinedown;Leave a Whisper Deluxe Version;Rock Music Hard Rock Alternative;?;2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States;239.0;?
Sweet Lil Gal 23rd/1st;?;?;?;0.99;2000 Pax Am Records;218.0;05/09/00
I Like It Rough;?;The Fame Monster Deluxe Version;Pop Music;1.29;2014 Interscope Records;?;05/08/14
Lights RAC Mix;?;Lights Pt 2 The Remixes EP;Dance Music Pop;1.29;2011 Polydor Ltd UK;344.0;19/07/11
?;Ryan Adams;Rock N Roll;Rock Music Adult Alternative;1.29;2014 UMG Recordings Inc;332.0;?
Leave Me Alone I m Lonely Live;?;?;Pop Music Dance RandB / Soul Pop/Rock;?;?;187.0;26/10/09
?;Naughty Boy;Hotel Cabana;Pop Music RandB / Soul Contemporary RandB HipHop/Rap Pop/Rock Rock;1.29;2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd;88.0;06/05/14
?;?;Gold;Rock Music;?;2014 UMG Recordings Inc;204.0;30/09/14
You Ca nt Have Everything;Little Big Town;The Reason Why;?;1.29;2010 Little Big Town LLC under exclusive license to Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN;?;20/08/10
?;Major Lazer;Lazers Never Die EP;Electronic Music Reggae Modern Dancehall Dance;0.99;2010 Downtown Recordings LLC;?;?
Why You Up In Here feat Ludacris Git Fresh and Gucci Mane;Flo Rida;Only One Flo Pt 1;?;1.29;2010 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;216.0;24/11/10
?;?;Fearless;Country Music Rock Honky Tonk Pop Adult Contemporary Contemporary Country;?;2008 Big Machine Records LLC;225.0;11/11/08
?;?;Summer Remixes EP;Dance Music;1.29;2014 Sony Music Entertainment UK Limited;322.0;20/06/14
Find You feat Matthew Koma and Miriam Bryant;?;?;Dance Music;?;2014 Interscope Records;204.0;26/01/14
Greenlight Bonus Track;5 Seconds of Summer;?;?;?;2014 Capitol Records Ltd;165.0;22/07/14
?;Ryan Adams;1989;?;1.29;2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records;263.0;21/09/15
Take My Drunk Ass Home Demo;Luke Bryan;?;?;1.29;2013 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 401 Commerce Street Suite 1100 Nashville TN 37219;202.0;01/03/13
?;?;Us and Them Deluxe Version;Rock Music Metal Hard Rock Alternative;1.29;2009 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;305.0;04/10/05
Brother;?;?;?;1.29;2013 KIDinaKORNER/Interscope Records;228.0;07/05/13
Stronger Back On the Ground;?;?;Rock Music Pop Teen Pop Pop/Rock;?;2010 Jonas Enterprises;294.0;02/02/10
Beating Heart Dexcell Remix;Ellie Goulding;Beating Heart EP;Pop Music Rock;1.29;2014 Polydor Ltd UK;318.0;?
Are You Leaving With Him;?;Spring Break Checkin Out;Country Music Contemporary Country;1.29;2015 Capitol Records Nashville;?;10/03/15
Must Be the Ganja;?;Relapse Refill;HipHop/Rap Music Rap Hardcore Rap;1.29;?;242.0;21/12/09
Video Games Omid 16B Instrumental Reprise;Lana Del Rey;?;Dance Music Rock Adult Alternative;?;2013 Alola Records;155.0;21/01/13
?;Sam Moore;All My Friends Celebrating the Songs and Voice of Gregg Allman;?;?;2014 Blackbird Production Partners LLC Under Exclusive License Rounder Records Manufactured and Distributed by Concord Music Group Inc;?;06/05/14
X2CU;?;Everything Is 4;Pop Music Rock RandB / Soul Contemporary RandB Dance;1.29;2015 Warner Bros Records Inc;313.0;01/06/15
?;Eric Church;Carolina;?;1.29;2009 Capitol Records Nashville All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Records Nashville 3322 West End Avenue 11th Floor Nashville TN 37203;?;24/03/09
?;Lady Gaga;Born This Way Bonus Track Version;?;1.29;2014 Interscope Records;225.0;05/08/14
El Perd n Forgiveness;Nicky Jam and Enrique Iglesias;El Perd n Forgiveness Single;Pop Music;1.29;?;206.0;10/07/15
?;?;Born This Way;Pop Music Rock Dance;1.29;2014 Interscope Records;244.0;05/08/14
Through the Ghost;Shinedown;The Studio Album Collection;Rock Music;?;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;241.0;08/11/13
Going Away For a While;Brett Eldredge;Illinois;?;1.29;2015 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States A Warner Music Group Company;193.0;11/09/15
Soul Provider;?;?;Reggae Music;1.29;2014 VP Music Group Inc;?;?
Amnesia;5 Seconds of Summer;5 Seconds of Summer;?;1.29;2014 Capitol Records Ltd;237.0;22/07/14
Babe I m Gon na Leave You Live;PNK;?;Pop Music Dance RandB / Soul Pop/Rock;?;2009 RCA/JIVE Label Group a unit of Sony Music Entertainment;382.0;?
Livin Part of Life;?;?;?;?;2013 Capitol Nashville;269.0;17/12/13
?;Shinedown;Amaryllis;Rock Music Alternative Grunge Hard Rock Metal;?;?;?;?
?;Ellie Goulding;Burn Remixes;Pop Music Rock;1.29;?;250.0;17/09/13
?;Skrillex;?;Dance Music Electronic Rock;1.29;2014 OWSLA/Big Beat Records Inc for the United States and WEA International Inc for the world outside of the United States;?;?
Medicated feat Chevy Woods and Juicy J;Wiz Khalifa;?;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;1.29;2012 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;?
?;Wiz Khalifa;O N I F C Deluxe Version;HipHop/Rap Music Hardcore Rap East Coast Rap Rap;?;?;320.0;04/12/12
Underage;?;The First Time;Country Music Contemporary Country Honky Tonk Rock;1.29;2015 Black River Entertainment;?;18/05/15
?;?;Enamorada de Ti;?;1.29;2012 Capitol Latin All rights reserved Unauthorized reproduction is a violation of applicable laws Manufactured by Capitol Latin 404 Washington Ave Suite 700 Miami Beach FL 33139;?;30/03/12
?;Shinedown;?;Rock Music Metal Alternative Hard Rock;1.29;2011 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;?;18/04/11
Clarity feat Foxes Brillz Remix;Zedd;?;Dance Music Electronic House;1.29;2013 Interscope Records;?;?
Leave My Heart Out of This Buzz Junkies Remix;?;?;Pop Music Rock Teen Pop Dance;0.69;2013 Simco Ltd under exclusive license to Epic Records a division of Sony Music Entertainment;281.0;25/11/13
Amnesia;5 Seconds of Summer;5 Seconds of Summer;Pop Music Teen Pop Rock Alternative Punk;1.29;2014 Capitol Records Ltd;?;22/07/14
?;Taylor Swift;Speak Now;Country Music Rock Contemporary Country Honky Tonk;?;2010 Big Machine Records LLC;367.0;?
Rainy Night In Georgia;Chris Young;The Man I Want to Be;Country Music Contemporary Country;0.99;2009 Sony Music Entertainment;?;27/08/09
20 Dollar Nose Bleed;Fall Out Boy;?;?;1.29;2008 The Island Def Jam Music Group;257.0;16/12/08
?;Taylor Swift;Speak Now;Country Music Rock Contemporary Country Honky Tonk;?;2010 Big Machine Records LLC;?;25/10/10
Starry Eyed Live;?;iTunes Festival London 2012 EP;?;?;2012 Polydor Ltd UK;216.0;19/11/12
Dangerous feat Sam Martin Robin Schulz Remix Radio Edit;David Guetta;Listen Deluxe Version;Dance Music Rock House Electronic French Pop;1.29;2014 What A Music Ltd under exclusive license to Parlophone/Warner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved;200.0;24/11/14
One Mississippi Live from CMT Listen Up;?;Bring You Back;Country Music Honky Tonk Traditional Country Contemporary Country;1.29;2013 Atlantic Recording Corporation for the United States and WEA International Inc for the world outside of the United States;250.0;06/08/13
We Dem Boyz;Wiz Khalifa;Blacc Hollywood Deluxe Version;HipHop/Rap Music Rap Hardcore Rap East Coast Rap Rock;?;?;?;19/08/14
?;Justin Bieber;?;?;1.29;?;220.0;?
?;Dan + Shay;Where It All Began;Country Music Honky Tonk Contemporary Country;1.29;?;236.0;?
Hourglass feat Jessica Sanchez iTunes Session;Zedd;iTunes Session EP;Dance Music;1.29;?;222.0;?
?;Justin Bieber;?;Pop Music;?;?;317.0;18/11/13
?;Zion and Lennox;Reggaeton Fever Vol 1;Latino Music;0.99;?;248.0;11/04/06
Rashi Outro;Mark Ronson;Here Comes the Fuzz;DanceMusicHipHop / RapHipHop Alternative Rap RandB / Soul Soul Electronic;?;2003 Elektra Entertainment for the United States and WEA International Inc for the world outside of the United States;121.0;?
Boiling Medlar Remix;Disclosure;?;Electronic Music Dance;1.29;2013 GrecoRoman Ltd;?;02/04/13
Some Day;Shinedown;?;Rock Music Metal Alternative Hard Rock;1.29;2005 Atlantic Recording Corp For the United States and WEA International Inc for the world outside of the United States;194.0;?
?;?;Pain Killer;Country Music Honky Tonk Contemporary Country;1.29;2014 Little Big Town LLC Under exclusive license to Capitol Records Nashville;213.0;?
The Heart Knows;?;A Celebration In Song;?;1.29;?;211.0;?
