196;?;?;?;1055;cellular;28;?
110;unknown;may;?;520;unknown;36;?
?;?;jul;?;?;?;38;1
358;?;?;?;?;cellular;41;1
88;?;?;?;?;cellular;27;?
59;?;?;?;2362;?;?;?
?;?;?;?;?;unknown;27;1
?;unknown;?;-1;337;?;?;?
?;unknown;?;?;336;unknown;?;?
?;?;may;-1;510;?;?;?
193;?;?;?;?;?;?;?
?;?;jul;?;8;?;?;1
140;?;aug;?;?;?;45;?
?;failure;?;?;-471;?;49;1
542;other;?;340;1716;?;31;1
156;unknown;?;?;10;?;?;1
?;?;?;336;?;cellular;37;1
?;unknown;?;-1;?;cellular;47;1
?;unknown;may;?;2919;?;?;1
?;?;?;-1;?;unknown;39;1
129;unknown;?;?;-85;cellular;34;1
?;?;nov;-1;395;?;?;1
?;?;?;?;59;?;40;1
?;unknown;?;-1;?;cellular;48;1
127;unknown;may;-1;2071;cellular;48;?
41;?;?;?;?;?;?;1
141;failure;?;188;?;cellular;?;?
?;other;may;331;?;cellular;?;1
104;unknown;aug;?;?;cellular;59;1
80;unknown;?;-1;?;?;?;?
?;unknown;?;?;0;unknown;48;1
215;?;?;?;?;cellular;36;?
674;unknown;may;-1;?;unknown;?;1
?;?;jan;?;?;cellular;32;?
?;?;?;?;?;?;39;?
203;?;?;?;1047;?;32;1
?;unknown;?;-1;949;cellular;31;1
?;failure;?;?;?;cellular;33;1
?;unknown;?;?;-81;?;40;1
33;unknown;?;?;58;?;47;1
317;?;jun;-1;?;?;?;1
?;unknown;?;?;312;cellular;32;?
?;unknown;?;?;?;unknown;?;1
191;unknown;feb;-1;?;cellular;?;?
241;unknown;?;?;1140;unknown;53;?
?;unknown;jun;?;?;?;?;1
133;?;?;-1;?;?;?;1
134;unknown;?;?;?;?;42;1
420;unknown;may;-1;?;unknown;?;1
130;?;?;-1;372;telephone;42;1
66;?;?;?;?;?;39;1
?;?;?;?;613;?;32;1
?;unknown;jun;-1;?;?;?;1
?;unknown;?;-1;?;?;?;1
109;?;jul;-1;466;cellular;?;?
174;unknown;aug;?;?;cellular;35;?
23;unknown;?;-1;?;telephone;?;1
67;unknown;may;?;?;?;30;1
133;unknown;?;?;?;cellular;53;?
101;unknown;jul;-1;398;?;35;?
