196;unknown;jan;-1;1055;cellular;28;1
?;unknown;may;-1;520;unknown;36;1
378;unknown;jul;-1;1314;cellular;?;1
358;unknown;?;-1;28;cellular;41;1
88;unknown;aug;-1;290;cellular;27;1
59;unknown;?;?;2362;cellular;50;?
207;unknown;may;-1;?;unknown;27;1
130;unknown;jan;-1;337;cellular;52;1
?;?;may;-1;336;unknown;34;?
117;unknown;may;-1;510;unknown;31;1
193;unknown;may;-1;145;unknown;?;1
?;unknown;?;-1;8;cellular;41;1
140;unknown;aug;-1;430;?;?;1
77;?;nov;185;-471;cellular;49;1
?;?;apr;340;1716;cellular;31;?
?;?;jul;-1;?;?;31;1
135;failure;apr;336;146;cellular;37;1
480;unknown;may;-1;373;cellular;?;1
329;?;may;-1;2919;unknown;?;1
303;?;jun;-1;2445;?;39;1
129;unknown;?;?;-85;cellular;34;?
429;unknown;nov;-1;?;?;30;?
420;unknown;may;-1;?;unknown;40;1
?;unknown;?;-1;151;cellular;48;1
127;?;?;-1;?;?;48;?
?;failure;feb;204;443;?;58;?
141;?;?;188;0;cellular;34;1
788;other;may;331;141;cellular;?;1
104;unknown;aug;-1;?;?;59;1
80;?;aug;-1;6;cellular;53;1
300;?;jun;-1;0;unknown;?;1
?;failure;may;175;481;cellular;36;1
674;?;may;-1;280;unknown;30;1
?;unknown;jan;?;471;cellular;32;1
628;unknown;may;?;276;cellular;39;1
203;unknown;aug;-1;1047;cellular;32;1
52;unknown;jul;-1;949;?;?;1
137;failure;apr;?;4790;cellular;33;?
186;unknown;jul;?;?;cellular;?;1
33;unknown;feb;-1;?;telephone;47;1
317;unknown;jun;-1;2163;cellular;36;1
67;unknown;aug;-1;312;?;32;1
323;?;may;-1;964;unknown;50;1
191;unknown;feb;-1;113;cellular;57;1
241;unknown;?;-1;1140;unknown;?;?
248;unknown;jun;-1;0;?;48;1
?;unknown;may;-1;198;cellular;42;1
?;unknown;?;-1;?;cellular;42;1
420;unknown;may;-1;1165;unknown;?;?
?;unknown;jul;?;372;telephone;42;1
66;unknown;may;-1;375;unknown;?;1
88;?;feb;-1;613;cellular;?;?
64;unknown;jun;-1;16;unknown;55;1
164;?;may;-1;976;cellular;?;1
109;unknown;jul;?;466;cellular;46;1
?;unknown;?;-1;24;cellular;35;1
23;?;may;-1;2208;telephone;39;?
67;unknown;may;-1;2573;unknown;30;1
133;unknown;aug;-1;-3;cellular;53;1
101;unknown;jul;-1;?;cellular;35;1
?;?;aug;-1;1286;telephone;30;1
?;?;aug;-1;524;cellular;32;1
?;unknown;?;?;?;cellular;34;1
53;?;feb;-1;211;telephone;39;?
106;unknown;aug;-1;673;?;47;1
?;failure;may;369;326;?;50;?
86;other;jan;237;0;cellular;36;1
268;unknown;jul;?;0;cellular;34;1
169;unknown;jul;-1;1;cellular;38;1
?;unknown;jul;-1;191;?;30;?
529;unknown;?;-1;2358;cellular;?;1
?;other;?;196;313;cellular;39;?
36;unknown;jul;-1;1;cellular;26;1
1118;unknown;oct;?;2;cellular;67;1
?;?;?;?;528;unknown;30;?
1880;unknown;may;-1;710;cellular;38;1
84;?;feb;-1;924;cellular;27;1
867;unknown;apr;-1;0;cellular;38;1
861;failure;apr;321;?;?;?;1
?;unknown;?;-1;?;?;?;1
73;unknown;nov;-1;5057;cellular;34;1
197;unknown;nov;-1;13204;cellular;?;1
651;unknown;jun;-1;610;unknown;58;1
103;unknown;?;-1;786;unknown;?;1
419;unknown;?;-1;?;cellular;33;1
86;failure;may;285;5486;cellular;57;1
332;?;apr;335;270;?;35;1
198;failure;may;167;5907;cellular;41;1
125;unknown;?;-1;?;?;?;1
59;unknown;may;-1;0;?;38;1
65;unknown;aug;-1;3028;cellular;30;1
?;unknown;?;-1;124;?;?;1
410;unknown;apr;?;7255;cellular;38;1
765;unknown;feb;?;234;?;42;?
128;unknown;may;-1;205;unknown;?;1
82;?;jun;-1;-72;unknown;26;1
754;failure;apr;143;?;cellular;?;1
?;unknown;jun;-1;42;unknown;?;?
129;unknown;aug;-1;4186;?;40;?
374;unknown;jan;?;221;cellular;?;1
?;unknown;may;?;?;unknown;31;1
200;unknown;jun;-1;17413;unknown;?;1
?;?;nov;195;230;?;?;1
139;unknown;feb;-1;3172;cellular;56;?
