196;unknown;jan;?;1055;cellular;?;1
110;?;may;-1;520;unknown;36;?
378;unknown;jul;-1;1314;?;?;1
358;?;feb;?;28;cellular;41;1
88;unknown;aug;-1;290;cellular;27;1
?;unknown;jul;-1;2362;?;50;?
207;?;?;-1;?;unknown;?;1
?;unknown;jan;?;337;?;?;1
?;?;may;-1;336;?;34;?
117;unknown;?;-1;510;unknown;?;1
193;?;may;-1;145;unknown;53;?
155;unknown;?;?;?;cellular;41;1
140;?;?;?;430;cellular;?;1
77;failure;nov;?;-471;cellular;?;?
?;other;?;?;1716;cellular;?;1
156;?;?;?;10;?;31;?
135;failure;apr;336;146;cellular;?;?
480;?;may;?;?;?;47;1
?;unknown;may;-1;2919;unknown;?;1
303;unknown;?;-1;2445;unknown;?;?
?;unknown;may;-1;?;?;34;1
?;unknown;nov;-1;395;cellular;30;1
420;unknown;may;-1;59;unknown;40;?
?;?;jul;?;151;cellular;?;1
?;unknown;may;-1;2071;?;48;1
41;failure;?;204;443;?;?;1
141;failure;may;?;0;cellular;34;1
788;?;may;?;?;?;?;?
104;?;?;?;3843;cellular;?;?
80;unknown;aug;-1;?;?;53;?
300;unknown;jun;-1;?;?;?;1
215;failure;?;?;481;?;36;1
674;unknown;?;-1;280;unknown;30;1
67;?;?;-1;471;cellular;32;?
?;unknown;may;-1;?;cellular;39;1
?;?;?;-1;1047;cellular;?;1
52;unknown;?;-1;?;?;31;1
?;failure;apr;272;4790;cellular;33;?
?;unknown;jul;-1;?;cellular;40;1
33;?;?;-1;58;telephone;47;?
?;unknown;jun;-1;2163;cellular;36;1
67;?;?;-1;?;cellular;32;?
323;?;?;-1;964;?;50;1
191;unknown;feb;-1;113;cellular;57;1
241;unknown;may;?;?;unknown;53;1
248;unknown;?;-1;0;?;48;?
133;unknown;may;-1;198;cellular;?;?
134;?;apr;-1;284;cellular;42;1
420;?;may;?;1165;unknown;33;?
130;unknown;jul;-1;372;?;42;1
66;unknown;may;-1;375;unknown;39;?
88;unknown;feb;-1;613;cellular;32;?
64;?;jun;?;16;unknown;?;1
164;unknown;may;-1;?;cellular;44;1
?;unknown;jul;-1;466;cellular;46;1
174;unknown;aug;-1;24;cellular;?;1
23;?;may;-1;2208;telephone;39;1
?;unknown;?;-1;2573;unknown;?;?
133;unknown;?;-1;-3;cellular;?;1
?;unknown;jul;-1;398;?;?;?
44;unknown;aug;-1;?;telephone;30;?
?;unknown;aug;?;524;cellular;32;1
?;unknown;?;?;?;cellular;34;1
?;unknown;?;-1;211;telephone;39;?
106;unknown;?;-1;673;cellular;?;?
124;?;may;?;326;cellular;50;?
86;?;jan;?;0;cellular;36;1
?;unknown;jul;-1;?;cellular;34;1
?;unknown;?;?;1;cellular;38;1
?;unknown;jul;-1;?;?;30;?
?;?;?;-1;2358;?;33;?
118;other;jan;?;313;cellular;39;1
36;unknown;jul;-1;1;cellular;26;1
?;?;oct;?;2;?;?;1
145;?;may;?;528;unknown;?;1
1880;?;may;-1;710;?;38;?
84;unknown;?;-1;924;?;27;1
867;?;apr;-1;0;?;38;1
?;?;apr;321;?;cellular;58;?
?;unknown;may;-1;?;unknown;?;?
?;?;?;-1;5057;cellular;34;1
197;unknown;?;-1;13204;cellular;34;1
651;unknown;?;-1;610;?;?;1
?;unknown;may;-1;?;unknown;26;?
419;?;aug;-1;?;?;?;?
?;?;may;285;5486;cellular;57;1
?;failure;?;335;270;?;35;1
198;?;may;?;?;cellular;?;?
?;unknown;nov;-1;-1157;?;48;?
?;unknown;may;?;0;unknown;38;1
?;?;aug;-1;?;cellular;30;1
193;unknown;may;-1;124;unknown;32;1
410;?;apr;-1;7255;?;38;1
?;unknown;?;-1;234;?;42;1
128;unknown;may;-1;205;unknown;47;?
82;unknown;jun;-1;-72;unknown;26;1
754;?;?;?;946;cellular;?;1
91;?;?;?;42;unknown;29;1
129;?;aug;-1;4186;cellular;40;1
374;unknown;jan;-1;221;cellular;35;1
?;?;may;-1;891;unknown;31;1
?;unknown;?;-1;17413;unknown;?;?
174;failure;nov;195;230;?;51;?
?;unknown;feb;?;3172;?;?;1
188;success;?;?;?;cellular;50;?
?;unknown;?;-1;1009;cellular;34;1
315;unknown;may;-1;187;unknown;32;?
585;unknown;aug;-1;288;cellular;48;?
758;unknown;jul;?;?;?;?;1
?;unknown;?;-1;?;?;?;1
?;?;jul;-1;3795;cellular;54;1
165;unknown;may;-1;?;unknown;23;1
5;unknown;?;-1;519;?;21;1
116;unknown;may;-1;54;unknown;26;1
193;success;dec;203;804;?;?;?
78;?;?;-1;115;unknown;28;1
?;?;jul;?;0;telephone;45;1
66;unknown;may;-1;?;unknown;28;1
210;unknown;may;-1;?;unknown;?;?
112;unknown;jul;?;1382;cellular;?;1
136;unknown;?;-1;?;cellular;34;1
815;unknown;apr;-1;?;cellular;31;?
127;?;apr;-1;918;cellular;36;?
?;failure;?;111;2801;cellular;35;1
125;unknown;?;-1;93;unknown;?;1
?;unknown;?;-1;2143;cellular;30;1
56;unknown;?;-1;215;cellular;34;1
?;?;?;-1;767;?;?;1
?;unknown;nov;-1;-1361;cellular;46;1
?;unknown;feb;-1;0;?;38;?
992;?;may;370;?;?;?;1
233;unknown;?;?;11;cellular;34;?
?;?;feb;?;21;telephone;?;1
?;?;jan;-1;?;cellular;38;1
9;unknown;jun;-1;?;unknown;?;?
361;failure;?;46;6791;?;?;?
383;unknown;?;-1;118;unknown;40;1
117;unknown;aug;?;1079;cellular;42;1
227;unknown;nov;-1;?;?;30;1
?;unknown;?;-1;?;unknown;?;1
98;unknown;sep;-1;315;cellular;59;1
250;unknown;nov;?;7800;cellular;44;1
31;unknown;?;?;5204;cellular;32;?
342;unknown;aug;?;17;cellular;56;?
91;unknown;aug;-1;63;cellular;57;?
?;unknown;jun;-1;?;?;39;?
?;?;aug;?;?;cellular;33;1
134;unknown;aug;-1;-17;cellular;51;?
138;unknown;may;-1;?;unknown;30;1
?;unknown;may;-1;-71;cellular;53;?
?;unknown;aug;?;-2;cellular;?;?
?;unknown;?;?;61;?;?;1
?;?;?;326;?;?;?;1
88;?;aug;-1;96;?;59;1
?;failure;?;169;366;cellular;?;?
155;?;jun;-1;6215;unknown;?;1
90;?;aug;-1;0;?;47;?
41;unknown;?;-1;4852;cellular;48;1
305;failure;may;370;?;cellular;53;?
154;unknown;aug;?;430;cellular;37;1
?;unknown;jul;-1;?;telephone;56;?
134;unknown;jul;-1;260;cellular;35;?
72;unknown;jun;?;396;?;?;?
?;unknown;?;?;1208;?;77;?
?;?;jul;-1;3842;cellular;?;1
38;?;?;-1;295;unknown;39;1
65;unknown;may;-1;284;telephone;54;?
?;unknown;may;-1;?;unknown;32;1
127;?;?;-1;625;?;?;1
446;other;nov;96;?;telephone;?;1
?;?;jul;-1;-112;?;31;1
49;unknown;nov;-1;5776;?;50;?
187;unknown;?;?;?;cellular;36;1
270;unknown;jun;-1;?;unknown;38;1
?;unknown;jul;-1;371;cellular;41;1
210;?;may;?;?;unknown;55;1
740;unknown;jul;?;0;cellular;35;?
445;unknown;?;-1;3111;unknown;36;?
191;?;apr;322;?;cellular;43;1
44;unknown;may;-1;52;unknown;?;?
257;?;jun;?;?;unknown;48;1
68;?;jun;?;?;unknown;49;1
?;success;?;285;897;?;?;1
?;?;jul;-1;158;cellular;26;1
?;?;aug;?;1225;cellular;42;?
168;?;aug;?;385;cellular;35;1
?;failure;nov;174;?;cellular;34;1
696;unknown;?;?;790;?;30;1
?;?;may;?;756;cellular;?;1
73;unknown;may;-1;?;unknown;?;1
686;unknown;?;?;-1105;?;?;1
661;?;nov;190;2;cellular;47;?
37;unknown;feb;-1;354;cellular;?;?
212;unknown;may;?;-34;?;?;1
300;unknown;aug;-1;33;?;35;?
75;unknown;?;-1;59;unknown;?;1
204;unknown;may;-1;-320;unknown;?;?
?;unknown;nov;-1;5728;cellular;?;?
62;failure;dec;?;3570;cellular;49;1
?;unknown;may;?;696;?;67;?
88;failure;feb;273;265;cellular;36;?
?;?;jun;-1;31;unknown;?;1
185;other;feb;?;1;cellular;34;1
296;unknown;?;?;?;cellular;?;?
?;unknown;may;-1;?;cellular;49;1
90;unknown;aug;-1;?;cellular;34;1
89;unknown;jun;-1;?;unknown;?;1
132;unknown;may;-1;207;unknown;?;1
140;unknown;jul;-1;-626;cellular;40;1
?;?;jul;-1;202;cellular;31;1
114;unknown;?;?;0;cellular;?;?
139;failure;?;96;?;cellular;?;?
?;?;feb;?;?;cellular;?;1
?;unknown;feb;?;?;cellular;47;?
?;failure;may;368;210;cellular;?;?
229;unknown;?;-1;?;unknown;42;1
510;unknown;?;?;-32;?;29;1
33;unknown;may;-1;-461;unknown;51;?
313;unknown;aug;-1;?;cellular;?;?
174;unknown;jun;-1;?;unknown;57;1
167;unknown;nov;?;?;telephone;?;1
43;unknown;?;-1;507;?;35;1
226;unknown;?;-1;12;cellular;56;?
111;unknown;aug;?;36;cellular;31;?
447;?;feb;?;92;telephone;60;?
223;unknown;jun;-1;?;unknown;29;?
167;unknown;nov;-1;10;?;33;1
369;unknown;may;-1;1223;cellular;54;1
?;?;may;-1;500;unknown;26;1
360;unknown;may;?;246;telephone;42;1
114;?;aug;-1;5094;cellular;?;?
258;unknown;jul;-1;80;cellular;36;?
55;unknown;?;-1;0;?;40;?
?;unknown;aug;-1;77;cellular;?;?
164;unknown;?;-1;?;cellular;52;1
235;unknown;may;-1;1;unknown;?;1
125;unknown;may;-1;20718;unknown;?;1
156;?;jun;-1;?;unknown;?;1
253;unknown;nov;-1;?;cellular;32;1
?;failure;may;357;6;cellular;39;1
?;unknown;nov;?;817;cellular;?;1
92;unknown;jul;-1;2298;cellular;?;1
317;?;jun;-1;400;unknown;40;?
342;unknown;?;-1;?;cellular;?;1
?;unknown;?;-1;?;cellular;39;1
?;unknown;nov;?;80;cellular;?;?
700;unknown;may;-1;736;unknown;?;1
222;failure;nov;174;?;cellular;52;?
?;unknown;may;-1;2667;unknown;?;1
?;unknown;aug;-1;69;cellular;58;1
253;unknown;may;-1;69;?;?;?
141;failure;?;126;523;cellular;31;1
140;?;jan;-1;?;cellular;32;?
500;unknown;?;-1;0;cellular;38;1
79;unknown;aug;?;881;cellular;?;1
?;unknown;jan;-1;?;?;55;1
?;unknown;jul;-1;-333;cellular;46;1
916;unknown;jun;-1;0;unknown;50;?
?;?;may;-1;173;cellular;25;?
?;unknown;jun;?;1134;unknown;50;?
71;failure;?;?;260;telephone;58;1
323;unknown;jun;?;213;?;37;1
58;unknown;?;-1;-211;?;29;1
?;unknown;jul;?;?;?;40;1
119;unknown;apr;-1;1992;cellular;29;1
417;unknown;?;?;311;unknown;50;1
389;unknown;may;?;?;unknown;?;?
442;failure;?;?;?;cellular;?;1
723;unknown;may;-1;?;unknown;?;?
?;unknown;?;-1;2244;cellular;40;1
?;unknown;?;-1;-68;cellular;44;?
258;unknown;feb;-1;2610;telephone;57;?
125;unknown;?;-1;?;?;40;1
407;?;jul;?;?;cellular;46;?
361;?;may;-1;170;cellular;40;1
301;unknown;jun;-1;1636;?;?;1
?;?;?;-1;?;unknown;44;1
158;unknown;?;-1;?;unknown;42;1
413;unknown;?;?;404;?;29;1
?;unknown;may;?;-886;unknown;37;1
80;unknown;apr;?;?;?;29;?
42;?;jun;-1;?;unknown;?;?
135;unknown;jul;?;-888;?;?;?
76;?;aug;-1;30;?;50;?
?;?;aug;?;?;cellular;54;?
101;?;?;-1;252;cellular;54;1
?;?;?;-1;7440;unknown;60;1
?;unknown;?;-1;1666;unknown;46;1
?;failure;?;296;?;cellular;?;1
343;?;aug;-1;0;?;46;?
?;failure;?;175;10;cellular;35;1
?;unknown;may;-1;281;unknown;37;1
?;unknown;apr;-1;-169;cellular;43;?
125;unknown;?;?;?;?;59;1
50;?;nov;-1;2592;cellular;30;?
173;unknown;?;-1;?;unknown;51;1
153;unknown;aug;-1;254;?;?;1
