196;unknown;?;-1;?;?;28;?
?;unknown;may;-1;520;unknown;36;1
378;unknown;?;-1;?;cellular;38;1
?;unknown;feb;?;28;?;?;?
88;unknown;?;?;290;?;?;1
?;unknown;?;-1;2362;?;50;1
?;unknown;may;-1;?;unknown;?;?
130;?;jan;?;?;cellular;52;?
713;unknown;?;-1;336;unknown;?;1
117;?;may;-1;510;unknown;?;1
193;unknown;?;?;?;?;53;1
155;unknown;jul;?;?;?;?;?
?;unknown;aug;-1;430;?;?;1
77;failure;nov;185;-471;cellular;49;1
542;other;?;?;1716;cellular;?;?
?;unknown;jul;?;10;cellular;31;?
135;failure;?;336;?;?;37;1
480;?;may;?;373;?;47;1
?;unknown;may;?;2919;?;41;?
?;?;jun;-1;?;?;39;1
?;unknown;may;-1;?;cellular;34;1
?;unknown;?;-1;?;cellular;30;1
?;?;?;-1;?;unknown;40;1
191;unknown;jul;-1;151;cellular;?;?
?;?;?;-1;2071;cellular;48;1
41;failure;feb;204;443;?;58;?
?;failure;may;188;?;?;34;1
788;other;?;331;?;cellular;?;1
104;unknown;?;-1;?;cellular;59;?
?;unknown;?;?;?;cellular;53;1
?;unknown;jun;-1;?;unknown;48;1
215;?;may;?;481;?;36;1
674;?;may;?;?;unknown;30;?
67;unknown;?;-1;471;?;?;?
?;unknown;?;-1;?;cellular;?;?
203;unknown;aug;?;?;cellular;32;?
52;unknown;jul;-1;?;cellular;31;?
137;failure;apr;?;4790;?;33;1
186;unknown;jul;?;?;cellular;?;1
?;unknown;?;?;?;telephone;?;?
317;unknown;?;?;2163;cellular;36;?
67;?;?;-1;312;?;32;?
323;?;may;-1;964;unknown;?;?
191;unknown;feb;-1;?;cellular;57;1
?;?;may;-1;1140;?;53;1
248;unknown;?;-1;0;unknown;48;1
133;unknown;?;-1;198;?;42;1
?;unknown;apr;?;?;?;42;1
420;unknown;may;?;1165;unknown;?;?
?;unknown;jul;?;372;telephone;42;1
66;unknown;may;?;375;unknown;39;1
?;?;?;-1;613;?;32;1
?;?;?;-1;16;?;?;?
?;?;may;-1;976;?;44;1
109;?;?;-1;?;?;?;1
174;unknown;aug;-1;24;?;?;1
23;?;?;-1;?;telephone;39;?
?;unknown;may;?;2573;unknown;?;?
?;?;?;-1;?;?;53;1
101;unknown;?;?;?;cellular;?;1
44;?;aug;-1;1286;?;30;1
493;unknown;aug;-1;?;cellular;32;1
?;unknown;?;-1;?;cellular;?;1
53;unknown;?;-1;?;telephone;?;1
106;?;aug;?;?;?;47;1
?;?;may;?;?;?;50;?
86;other;?;?;0;cellular;36;?
268;unknown;?;-1;0;cellular;34;1
169;?;?;?;1;cellular;38;?
?;unknown;jul;?;191;?;30;1
?;unknown;?;-1;?;cellular;33;1
?;?;?;?;?;?;39;?
36;unknown;jul;?;1;?;?;?
1118;unknown;?;?;?;cellular;67;1
145;unknown;?;-1;?;unknown;30;?
1880;?;?;-1;710;?;38;?
84;unknown;?;?;?;cellular;27;1
867;unknown;apr;?;?;cellular;?;1
861;failure;apr;321;1430;?;?;?
133;unknown;?;?;272;unknown;?;1
?;?;?;-1;?;cellular;34;1
?;?;nov;-1;13204;?;34;1
651;unknown;jun;-1;?;?;58;1
?;unknown;?;?;786;?;?;?
?;unknown;?;-1;6419;?;?;1
86;failure;may;?;5486;cellular;57;1
?;failure;?;335;270;?;35;1
?;?;may;?;5907;cellular;41;1
125;unknown;nov;?;?;?;48;1
59;unknown;may;-1;?;?;38;1
?;unknown;aug;-1;3028;cellular;30;1
193;unknown;may;-1;124;unknown;32;?
410;unknown;apr;?;7255;cellular;38;1
765;unknown;?;?;234;?;42;1
128;unknown;may;-1;205;?;?;1
?;?;?;-1;-72;unknown;26;1
754;failure;apr;?;946;cellular;45;1
91;?;?;?;?;?;29;1
129;?;?;?;4186;cellular;40;1
374;?;jan;-1;?;cellular;35;1
44;unknown;?;?;891;?;31;1
?;unknown;jun;-1;17413;unknown;60;1
?;?;nov;195;230;cellular;?;?
139;?;feb;?;3172;cellular;?;1
?;?;sep;?;1612;?;50;?
?;unknown;aug;-1;1009;cellular;34;?
?;unknown;?;-1;187;?;32;?
585;unknown;aug;-1;288;cellular;?;1
758;?;jul;?;?;?;?;1
?;unknown;jun;?;104;unknown;?;1
?;unknown;?;-1;?;?;54;1
165;?;may;-1;-213;unknown;?;?
5;unknown;?;-1;519;unknown;21;?
116;?;?;-1;?;unknown;?;?
193;success;dec;?;804;cellular;39;1
?;?;?;-1;?;?;28;1
?;?;?;-1;0;?;?;1
66;?;?;?;56;?;?;1
210;?;?;?;?;?;41;1
112;unknown;?;-1;1382;cellular;60;1
?;?;aug;?;-346;cellular;34;?
815;unknown;apr;?;?;cellular;31;?
?;?;?;?;918;?;36;?
70;failure;nov;?;?;?;35;1
125;?;may;?;?;unknown;?;?
?;unknown;?;?;?;?;?;1
56;?;jul;-1;?;cellular;?;?
160;?;?;-1;767;?;37;?
?;unknown;nov;?;?;?;?;?
214;?;feb;-1;?;cellular;38;1
992;?;may;370;?;telephone;?;1
?;unknown;?;-1;11;cellular;34;?
172;unknown;feb;-1;21;telephone;60;1
?;unknown;?;?;275;?;?;1
9;unknown;jun;-1;?;unknown;48;?
?;?;aug;?;6791;telephone;28;1
?;unknown;may;?;118;?;?;?
?;unknown;aug;?;?;cellular;42;1
?;unknown;nov;?;?;?;30;?
758;?;?;-1;351;unknown;26;?
?;?;sep;-1;315;cellular;?;?
?;unknown;nov;?;?;cellular;44;1
?;unknown;?;-1;5204;cellular;?;?
342;unknown;?;-1;?;cellular;?;1
?;?;aug;?;63;?;57;?
112;unknown;jun;?;?;unknown;39;1
305;?;aug;-1;0;cellular;?;1
