196;unknown;?;-1;1055;cellular;28;?
?;?;may;?;520;unknown;36;?
378;?;jul;-1;?;cellular;38;?
358;unknown;feb;?;28;cellular;41;1
88;unknown;aug;-1;?;?;?;1
59;unknown;?;-1;2362;?;50;1
207;unknown;may;-1;106;?;?;?
130;unknown;?;-1;?;cellular;52;1
713;?;may;-1;336;unknown;34;1
117;unknown;may;-1;?;unknown;31;1
193;unknown;may;-1;?;unknown;?;1
?;unknown;jul;-1;?;cellular;41;1
140;unknown;aug;-1;?;cellular;?;1
77;failure;nov;185;-471;?;?;1
542;?;?;?;?;cellular;?;?
156;?;jul;-1;?;?;31;?
?;?;?;?;?;?;37;1
?;unknown;may;-1;373;?;47;?
329;unknown;may;-1;2919;unknown;41;1
?;unknown;?;-1;?;unknown;39;?
129;unknown;?;-1;-85;cellular;?;?
429;unknown;nov;-1;395;cellular;?;1
420;?;?;-1;59;unknown;40;?
191;unknown;?;-1;?;cellular;48;1
127;unknown;?;-1;2071;?;48;?
?;failure;feb;?;443;telephone;?;1
141;failure;may;188;?;cellular;34;1
788;other;may;331;141;cellular;39;1
104;?;aug;-1;3843;cellular;59;1
80;?;aug;-1;?;?;?;?
300;unknown;jun;-1;?;unknown;48;1
215;?;may;175;481;?;36;?
?;unknown;?;?;?;unknown;30;1
67;unknown;?;?;471;cellular;32;?
628;unknown;may;-1;276;cellular;39;1
?;unknown;aug;-1;1047;cellular;32;?
52;unknown;?;?;949;cellular;?;?
137;failure;apr;272;?;cellular;?;1
186;unknown;jul;-1;-81;?;?;1
?;unknown;feb;-1;58;telephone;?;?
317;unknown;jun;-1;?;cellular;?;1
67;unknown;aug;-1;312;cellular;32;1
323;unknown;?;-1;?;unknown;50;?
191;?;feb;-1;113;cellular;?;1
241;unknown;may;?;?;unknown;?;?
?;?;?;-1;0;unknown;48;1
?;unknown;?;?;198;cellular;42;?
?;?;apr;-1;284;cellular;42;?
420;?;may;-1;1165;unknown;33;1
130;unknown;?;-1;?;telephone;42;1
66;?;may;-1;?;?;39;1
88;unknown;?;-1;613;cellular;?;?
64;unknown;jun;-1;16;unknown;?;?
164;?;may;-1;976;cellular;?;1
109;unknown;jul;?;466;?;46;1
174;unknown;aug;-1;24;?;35;1
?;unknown;may;-1;2208;telephone;39;1
67;unknown;?;?;?;unknown;30;?
133;?;aug;-1;-3;?;53;1
?;?;jul;-1;398;cellular;35;1
44;?;aug;-1;1286;?;30;1
?;unknown;?;?;524;cellular;32;1
53;unknown;may;-1;?;cellular;?;1
53;unknown;feb;?;?;telephone;39;1
106;unknown;?;-1;673;cellular;47;1
124;failure;may;369;?;cellular;?;?
86;?;jan;?;?;cellular;?;?
?;unknown;?;-1;0;cellular;34;1
169;unknown;jul;-1;1;cellular;38;?
66;?;jul;-1;191;cellular;30;?
529;unknown;?;?;2358;cellular;?;1
?;other;jan;196;?;cellular;39;1
36;unknown;?;?;?;cellular;?;?
1118;unknown;oct;-1;?;?;67;?
145;unknown;?;-1;528;unknown;30;?
1880;unknown;may;-1;?;?;38;1
?;?;feb;-1;924;cellular;?;1
867;unknown;apr;-1;?;cellular;38;1
861;failure;?;?;1430;cellular;58;1
133;unknown;may;?;?;unknown;?;1
73;unknown;?;-1;5057;cellular;?;?
197;unknown;nov;-1;13204;cellular;34;1
?;unknown;jun;-1;?;unknown;58;?
?;?;may;?;?;unknown;26;1
419;unknown;aug;-1;6419;cellular;33;?
86;failure;may;?;5486;?;57;1
?;failure;apr;335;?;cellular;?;1
198;?;may;167;?;cellular;41;1
125;unknown;nov;-1;-1157;cellular;?;1
59;unknown;may;-1;0;unknown;38;?
?;unknown;aug;-1;3028;?;?;?
193;unknown;may;?;?;?;32;1
410;unknown;apr;-1;7255;cellular;38;1
765;unknown;feb;-1;234;cellular;42;1
128;?;may;-1;205;unknown;47;?
82;unknown;jun;?;-72;unknown;26;?
754;failure;?;?;?;?;45;?
91;unknown;jun;-1;?;unknown;?;1
129;unknown;aug;-1;?;cellular;?;?
?;?;?;-1;221;cellular;35;1
?;unknown;may;-1;891;unknown;31;?
200;unknown;?;-1;17413;unknown;60;1
174;?;?;195;230;cellular;?;?
?;?;feb;-1;3172;cellular;56;?
188;success;sep;92;1612;cellular;50;1
?;unknown;aug;-1;?;cellular;34;1
315;unknown;may;?;187;unknown;?;?
585;unknown;aug;-1;288;cellular;?;1
758;?;?;-1;?;?;45;?
92;?;jun;-1;104;unknown;59;1
381;unknown;jul;?;?;cellular;54;1
165;?;may;?;-213;unknown;23;?
?;?;oct;-1;519;?;21;?
116;unknown;may;?;54;unknown;26;?
