196;?;jan;-1;1055;cellular;?;1
110;?;may;-1;520;unknown;36;1
378;unknown;jul;-1;1314;cellular;38;1
358;unknown;feb;-1;28;cellular;41;1
?;unknown;aug;-1;290;?;27;?
59;unknown;?;-1;2362;cellular;50;?
?;unknown;may;-1;106;unknown;27;1
130;unknown;?;-1;337;cellular;?;1
713;unknown;may;-1;336;unknown;34;1
117;unknown;may;-1;510;?;31;1
193;unknown;?;-1;145;unknown;53;1
155;unknown;jul;-1;8;cellular;41;1
140;unknown;aug;-1;430;cellular;45;1
77;failure;nov;185;-471;cellular;?;1
542;other;apr;340;1716;cellular;?;?
156;unknown;jul;-1;10;cellular;31;1
135;?;apr;336;146;cellular;37;1
480;?;may;-1;373;cellular;47;?
329;unknown;may;-1;?;unknown;41;1
303;unknown;jun;-1;2445;unknown;39;1
129;unknown;may;-1;-85;cellular;34;1
429;unknown;nov;-1;?;cellular;30;?
420;unknown;may;-1;59;unknown;40;1
191;unknown;jul;-1;151;cellular;48;1
127;unknown;may;-1;2071;cellular;48;1
41;?;feb;204;443;?;58;1
141;failure;?;188;0;cellular;34;1
788;other;may;331;141;cellular;39;1
104;unknown;aug;-1;?;cellular;59;1
80;unknown;aug;-1;6;cellular;?;1
300;unknown;jun;?;0;unknown;48;1
215;failure;may;?;?;cellular;36;1
674;unknown;may;-1;280;unknown;30;1
67;unknown;jan;-1;471;cellular;32;1
628;unknown;?;-1;?;cellular;39;1
203;unknown;aug;?;1047;cellular;32;1
52;unknown;?;-1;?;cellular;31;1
137;failure;apr;272;4790;cellular;?;1
?;unknown;jul;-1;-81;cellular;40;1
33;unknown;feb;?;58;telephone;47;?
317;unknown;jun;?;2163;?;36;?
67;unknown;aug;-1;312;cellular;32;1
323;unknown;may;?;964;unknown;50;1
191;unknown;?;-1;113;cellular;57;1
241;unknown;may;-1;1140;unknown;53;1
248;unknown;jun;-1;0;unknown;48;1
133;unknown;may;-1;198;cellular;42;1
134;unknown;apr;-1;?;cellular;?;1
420;unknown;may;-1;?;unknown;33;1
130;unknown;jul;-1;372;telephone;42;1
66;unknown;may;-1;?;unknown;39;1
88;unknown;feb;-1;613;cellular;32;1
64;unknown;jun;-1;16;unknown;?;1
164;unknown;may;-1;976;cellular;?;1
109;unknown;?;-1;466;?;46;1
174;unknown;aug;?;24;cellular;35;1
23;unknown;may;-1;2208;telephone;39;1
67;?;may;-1;2573;unknown;30;1
133;unknown;aug;-1;-3;cellular;53;1
101;unknown;jul;-1;398;cellular;35;1
44;unknown;?;-1;1286;telephone;?;1
493;unknown;aug;-1;?;cellular;32;1
53;unknown;may;-1;2131;cellular;34;1
53;unknown;?;-1;211;telephone;39;1
106;unknown;aug;-1;673;cellular;47;1
124;failure;may;369;326;cellular;50;1
86;?;jan;237;0;cellular;36;1
?;unknown;jul;-1;0;cellular;34;1
169;unknown;jul;-1;1;?;38;1
66;unknown;jul;?;?;cellular;30;1
529;unknown;apr;-1;2358;cellular;33;1
118;other;jan;196;313;cellular;39;1
36;unknown;?;-1;1;cellular;26;1
1118;unknown;oct;-1;2;cellular;67;1
145;unknown;may;-1;528;?;30;1
1880;unknown;may;-1;710;cellular;38;1
84;unknown;feb;-1;924;cellular;27;1
?;unknown;apr;-1;0;cellular;?;1
861;failure;?;321;1430;cellular;58;?
133;unknown;may;-1;272;unknown;31;1
73;unknown;nov;-1;5057;cellular;34;1
?;unknown;nov;-1;13204;cellular;34;1
651;?;jun;-1;610;unknown;58;1
103;unknown;?;-1;786;unknown;26;1
419;?;aug;-1;6419;cellular;33;1
86;failure;may;285;5486;cellular;57;1
332;failure;?;335;?;?;35;1
198;?;may;167;5907;cellular;41;1
125;unknown;nov;-1;-1157;cellular;48;1
59;unknown;may;-1;0;unknown;38;1
65;?;aug;-1;3028;?;?;1
193;unknown;?;-1;124;unknown;32;1
410;unknown;apr;-1;7255;cellular;38;1
765;unknown;feb;-1;234;cellular;42;1
128;unknown;may;-1;205;unknown;47;1
82;unknown;jun;-1;?;unknown;?;1
?;failure;?;143;946;cellular;45;1
?;unknown;jun;-1;42;unknown;29;1
?;unknown;aug;-1;4186;cellular;40;1
374;unknown;jan;?;221;cellular;35;1
44;unknown;may;?;891;unknown;?;1
200;unknown;jun;-1;17413;unknown;60;1
174;failure;nov;195;230;cellular;51;1
139;unknown;feb;-1;3172;cellular;56;1
188;success;sep;92;1612;cellular;50;1
68;unknown;aug;-1;?;cellular;?;1
315;unknown;may;-1;?;unknown;32;1
585;unknown;aug;?;288;cellular;48;1
758;?;jul;-1;1805;cellular;45;1
?;?;jun;-1;104;unknown;59;1
