Chevrolet Chevelle Malibu;18.0;8;307.0;?;?;12.0;70;US
Buick Skylark 320;15.0;8;350.0;165.0;3693.;11.5;70;US
Plymouth Satellite;?;?;?;150.0;?;11.0;?;US
AMC Rebel SST;?;?;304.0;150.0;?;12.0;70;US
?;17.0;8;302.0;140.0;3449.;10.5;?;US
Ford Galaxie 500;15.0;8;?;198.0;4341.;?;70;US
Chevrolet Impala;?;?;454.0;220.0;4354.;9.0;?;US
?;14.0;8;440.0;?;4312.;8.5;70;US
Pontiac Catalina;14.0;8;?;225.0;?;10.0;?;US
AMC Ambassador DPL;?;?;390.0;190.0;?;8.5;70;?
Citroen DS-21 Pallas;?;?;133.0;115.0;?;17.5;?;Europe
Chevrolet Chevelle Concours (sw);0;8;?;165.0;4142.;?;70;US
Ford Torino (sw);0;?;351.0;?;?;?;?;US
Plymouth Satellite (sw);0;8;?;?;4166.;10.5;70;US
AMC Rebel SST (sw);?;?;?;175.0;3850.;11.0;70;?
Dodge Challenger SE;15.0;8;?;?;3563.;10.0;70;US
?;14.0;8;340.0;160.0;3609.;8.0;70;?
Ford Mustang Boss 302;0;8;302.0;140.0;3353.;?;70;US
Chevrolet Monte Carlo;15.0;8;400.0;?;3761.;?;?;?
Buick Estate Wagon (sw);?;8;455.0;225.0;3086.;10.0;70;US
Toyota Corolla Mark ii;24.0;?;113.0;?;2372.;15.0;70;Japan
Plymouth Duster;?;6;198.0;?;2833.;15.5;70;?
?;?;?;?;97.00;?;15.5;?;US
Ford Maverick;21.0;6;200.0;85.00;2587.;?;70;US
?;27.0;?;97.00;88.00;2130.;14.5;?;Japan
Volkswagen 1131 Deluxe Sedan;?;?;97.00;46.00;1835.;20.5;70;Europe
Peugeot 504;25.0;?;110.0;?;2672.;17.5;?;?
Audi 100 LS;24.0;4;107.0;?;?;?;70;?
Saab 99e;25.0;?;104.0;95.00;2375.;17.5;70;Europe
?;26.0;4;121.0;113.0;2234.;12.5;70;?
?;21.0;6;?;90.00;?;15.0;70;US
Ford F250;?;?;360.0;215.0;?;14.0;?;US
?;?;8;?;200.0;4376.;?;70;US
?;?;8;318.0;?;4382.;?;?;US
Hi 1200D;9.0;?;304.0;193.0;4732.;18.5;70;US
Datsun PL510;27.0;?;97.00;88.00;?;?;71;Japan
Chevrolet Vega 2300;?;4;?;?;2264.;15.5;71;?
Toyota Corolla;?;4;113.0;?;?;?;?;Japan
Ford Pinto;25.0;?;98.00;0;2046.;19.0;?;US
?;0;?;?;48.00;1978.;20.0;71;Europe
AMC Gremlin;19.0;6;?;?;2634.;13.0;?;US
?;16.0;?;225.0;?;3439.;?;71;?
?;?;?;250.0;100.0;3329.;15.5;71;US
Ford Torino 500;?;?;250.0;88.00;3302.;15.5;71;?
AMC Matador;18.0;6;232.0;100.0;3288.;15.5;71;?
Chevrolet Impala;?;8;350.0;165.0;4209.;12.0;71;US
?;14.0;8;?;?;4464.;11.5;71;US
Ford Galaxie 500;?;8;351.0;153.0;4154.;13.5;71;US
?;?;?;?;150.0;4096.;13.0;71;US
Dodge Monaco (sw);?;?;?;180.0;?;11.5;?;US
?;13.0;8;400.0;?;?;12.0;71;US
