France;AOM French Airlines;1996;PW;MD-80;Jun;1995;Europe;2;2
?;Ryanair;2002;?;737-800;Jan;2002;Europe;?;?
?;KLM Royal Dutch Airlines;1983;GE;747-300;?;1982;Europe;1;1
USA;Oak Hill;2010;GE;?;Apr;2007;North America;?;2
?;Volga-Dnepr UK Ltd;2012;?;747-8F;Nov;2006;Europe;3;3
Argentina;?;?;PW;727;Jan;1978;?;2;2
Indonesia;?;1976;?;?;Feb;1976;Southeast Asia;3;3
China;China Xinjiang Airlines;2002;RR;757-200;?;2000;?;?;1
USA;ATA Airlines Inc.;?;RR;?;Jan;?;North America;?;2
?;Southern Airways - USA (Inacti;?;?;DC-9;May;1966;?;?;3
United Kingdom;?;1989;RR;757-200;Apr;1988;?;?;?
?;Pegasus Airlines;?;CF;737-800;Feb;?;?;1;1
Netherlands;ITOCHU AirLease B.V.;1993;CF;737-300;?;1991;Europe;1;1
Venezuela;Aeropostal;?;PW;?;?;1986;?;1;1
?;U.S. Air Force;1978;PW;?;Jan;1973;North America;?;1
Germany;Bavaria;?;PW;737-200;Jan;?;Europe;2;2
Turkey;?;?;CF;737-700W;Aug;?;?;?;?
Germany;Aero Lloyd;1987;PW;MD-80;Aug;?;Europe;1;?
Hungary;?;?;PW;?;?;1991;Europe;2;?
?;Cameroon Airlines;1972;?;707/720;?;?;?;?;1
?;Jackson Square Aviation;2021;CF;737 MAX;Feb;2021;?;?;4
Ireland;DAE 4 Ireland Limited;2020;?;777F;Dec;2018;?;1;1
?;Swissair;?;PW;DC-9;Jan;1966;Europe;?;?
Turkey;Onur Air;1997;PW;MD-80;Oct;1995;Europe;5;?
Nigeria;Arik Air;?;?;?;Sep;2007;Africa;?;1
USA;?;1980;PW;?;Jan;1979;North America;4;4
Germany;Deucalion Capital VII Limited;2010;GE;?;?;2005;Europe;4;4
China;Jade Cargo International;2006;?;747-400ERF;Aug;2005;East Asia;?;?
?;CIT Aerospace LLC;2006;?;?;Jan;2003;North America;1;0
Germany;Lufthansa Cargo;?;GE;MD-11;?;1997;Europe;5;?
?;Tanzania;2019;RR;787-8;May;2018;Africa;?;1
China;Air China;?;?;747-400M;Jan;1997;East Asia;1;1
?;Libyan Airlines;1975;PW;727;Apr;?;Africa;?;3
Mexico;VivaAerobus;?;CF;737-300;Sep;?;Central America and Mexico;2;2
?;?;1965;PW;707/720;Jan;1965;?;1;?
Azerbaijan;Azerbaijan Airlines;2014;GE;787-8;Feb;2007;Central Asia;2;?
China;CAAC-Civil Aviation of China;1985;PW;747-200;May;1985;?;1;1
China;CATIC;1992;?;MD-80;Mar;1990;East Asia;?;2
?;dba;1998;CF;737-300;?;1997;?;?;?
Japan;Mitsui & Co.;1990;GE;MD-11;?;?;East Asia;?;?
?;?;2017;?;?;Jan;?;North America;1;?
United Arab Emirates;Emirates;2011;?;777-300ER;Apr;2010;Middle East;3;3
China;China Cargo;?;GE;747-400ERF;Jul;2005;East Asia;1;1
Brunei Darussalam;Royal Brunei Airlines;1975;?;?;Jan;1975;Southeast Asia;2;?
China;China Eastern Yunnan Airlines;1985;CF;737-300;Jan;1985;East Asia;1;?
Hong Kong;?;?;?;737-800;Mar;2014;?;6;6
USA;Altavair LLC;2007;GE;?;Jun;?;North America;3;3
South Africa;Comair Limited;2015;CF;737-800;?;?;Africa;2;2
Japan;Japan Transocean Air;2016;CF;?;?;2014;East Asia;?;2
Saudi Arabia;Mid East Jet;?;PW;757-200;Jan;1997;Middle East;?;1
Malta;Air Malta;1983;PW;737-200;Mar;1982;Europe;?;?
Brazil;VASP Airlines;?;PW;737-200;Mar;1973;South America;3;3
USA;USAF PAR Program;2017;GE;747-8;Aug;2017;North America;2;2
Mexico;?;1980;?;DC-9;Jan;1979;Central America and Mexico;?;6
Brazil;GOL Linhas Aereas;?;?;737-800;Feb;2006;South America;?;1
Azerbaijan;?;2012;?;?;Jun;2010;Central Asia;2;2
Ukraine;Goiania;2012;CF;737-800;Jul;2007;Europe;2;2
Spain;Iberia Airlines;1972;PW;727;Jan;?;Europe;3;3
Singapore;Scoot PTE LTD;2015;?;787-9;Oct;2006;?;6;6
Singapore;SilkAir;?;CF;?;?;2012;Southeast Asia;6;6
United Kingdom;Thomas Cook Airlines;?;?;757-300;?;2000;Europe;2;?
?;?;1969;PW;?;Feb;1967;North America;?;1
