USA;ATA Airlines Inc.;2000;RR;757-200;Jan;2000;North America;2;2
?;Ryanair;2002;CF;737-800;?;2002;Europe;2;2
Netherlands;KLM Royal Dutch Airlines;?;GE;?;?;?;Europe;?;?
USA;Oak Hill;2010;?;?;Apr;2007;North America;2;?
?;Volga-Dnepr UK Ltd;?;?;747-8F;Nov;2006;Europe;3;?
Argentina;Aerolineas Argentinas;?;PW;727;?;1978;South America;?;2
?;?;1976;PW;?;?;1976;Southeast Asia;3;3
?;China Xinjiang Airlines;2002;?;?;?;2000;East Asia;1;1
?;Southern Airways - USA (Inacti;1968;?;DC-9;May;1966;North America;3;?
France;AOM French Airlines;?;PW;MD-80;?;?;Europe;2;?
?;Air Europe;1989;?;?;Apr;1988;Europe;?;2
Turkey;Pegasus Airlines;?;CF;737-800;Feb;2006;Europe;1;?
?;ITOCHU AirLease B.V.;?;CF;737-300;?;1991;Europe;?;1
Venezuela;Aeropostal;?;?;MD-80;May;1986;South America;?;1
?;U.S. Air Force;1978;PW;707/720;?;1973;North America;1;1
?;?;?;?;737-200;?;1980;Europe;2;?
?;?;?;CF;737-700W;Aug;?;?;1;1
Germany;?;1987;?;?;Aug;?;?;1;1
?;Malev Hungarian Airlines Ltd.;1993;PW;767-200ER;Feb;1991;?;2;2
Cameroon;Cameroon Airlines;?;?;?;May;1972;Africa;1;1
?;Jackson Square Aviation;2021;CF;737 MAX;Feb;?;North America;?;4
?;DAE 4 Ireland Limited;?;GE;777F;Dec;2018;Europe;1;1
Switzerland;Swissair;1968;PW;DC-9;Jan;1966;?;5;5
Turkey;Onur Air;?;PW;?;?;1995;Europe;?;?
?;?;2009;CF;?;?;2007;Africa;1;1
USA;?;?;PW;DC-9;?;1979;North America;4;4
Germany;?;2010;GE;?;Dec;?;Europe;4;4
China;Jade Cargo International;?;?;747-400ERF;Aug;2005;?;2;2
?;CIT Aerospace LLC;?;CF;737-800;Jan;2003;North America;?;?
Germany;Lufthansa Cargo;?;GE;?;?;?;Europe;5;5
Tanzania United Republic of;Tanzania;?;RR;787-8;May;2018;Africa;?;?
China;Air China;1998;PW;747-400M;?;1997;East Asia;1;1
State of Libya;Libyan Airlines;1975;PW;727;Apr;?;?;3;3
?;?;1992;CF;?;Sep;1989;?;?;2
?;?;1965;PW;?;?;1965;North America;1;?
Azerbaijan;Azerbaijan Airlines;?;?;?;Feb;?;Central Asia;2;2
?;CAAC-Civil Aviation of China;1985;PW;747-200;May;?;East Asia;?;?
?;?;1992;PW;MD-80;Mar;1990;East Asia;2;2
?;?;1998;CF;737-300;Mar;?;?;1;?
?;?;1990;?;?;Dec;?;East Asia;?;?
?;?;2017;?;787-9;?;?;North America;1;1
?;Emirates;2011;?;?;Apr;?;Middle East;3;3
?;?;2006;GE;?;?;?;?;?;?
Brunei Darussalam;Royal Brunei Airlines;1975;PW;737-200;Jan;?;?;?;2
?;?;?;CF;?;Jan;1985;?;?;?
Hong Kong;?;2016;CF;737-800;Mar;2014;East Asia;?;?
?;?;2007;GE;747-400ERF;?;2005;North America;?;?
South Africa;?;2015;CF;737-800;Jun;2010;Africa;?;?
?;?;?;?;737-800;May;?;East Asia;2;?
Saudi Arabia;?;1997;PW;757-200;Jan;?;Middle East;1;?
Malta;Air Malta;1983;PW;737-200;?;?;Europe;?;?
Brazil;VASP Airlines;1973;?;737-200;Mar;1973;South America;?;3
USA;?;2017;?;?;Aug;2017;?;?;?
Mexico;Aeromexico;1980;PW;DC-9;Jan;1979;?;6;6
Brazil;GOL Linhas Aereas;2009;CF;?;Feb;2006;?;?;?
?;Azerbaijan Airlines;?;?;?;?;2010;?;?;2
?;Goiania;?;CF;737-800;Jul;2007;Europe;?;2
?;Iberia Airlines;?;?;727;?;1972;Europe;?;3
Singapore;?;2015;?;787-9;?;?;Southeast Asia;6;?
?;SilkAir;2015;CF;737-800;Nov;2012;Southeast Asia;6;?
United Kingdom;?;2001;RR;757-300;May;2000;Europe;2;?
USA;?;?;PW;DC-8;Feb;1967;North America;1;1
Germany;LTU;1987;RR;?;Jan;1987;Europe;2;?
Netherlands;?;2016;GE;787-9;Dec;2011;?;1;1
?;?;?;CF;?;?;?;East Asia;3;?
USA;American Airlines;?;PW;727;Jan;1974;?;8;8
?;Icelandair;2006;CF;737-800;?;2005;Europe;9;9
Algeria;Air Algerie;?;?;?;Jan;1974;?;?;1
United Arab Emirates;?;?;PW;727;?;1982;Middle East;?;?
?;GPA Group;1991;?;737-400;Jan;?;Europe;4;4
?;?;?;?;737-200;Dec;?;North America;2;2
Italy;?;1968;PW;?;Jan;1966;?;2;?
USA;US Airways Inc.;1970;PW;727;Jan;?;North America;2;2
Switzerland;Maritime Investment & Shipping;1979;PW;737-200;Sep;1978;Europe;?;1
United Kingdom;?;?;CF;?;?;1987;Europe;2;2
USA;US Airways Inc.;1994;RR;757-200;Jan;1993;?;?;1
?;Government of Korea;?;CF;737-800A;?;2020;?;1;?
?;?;2021;PW;767-2C;Nov;?;East Asia;1;1
Reunion;Air Austral;2016;RR;787-8;Feb;2015;Africa;2;2
Saudi Arabia;?;?;GE;?;Oct;1996;?;1;1
?;Varig Airlines;1963;?;707/720;Jan;1963;South America;1;1
USA;Trans Carib Air;?;PW;DC-8;Apr;1964;North America;?;?
Morocco;?;?;?;727;?;?;Africa;?;?
?;United Airlines;1967;PW;?;?;?;?;?;?
?;?;?;?;737-800;?;?;Africa;?;4
Netherlands;Martinair Cargo;1989;PW;?;?;1988;Europe;1;1
Czech Republic;CSA;2000;CF;737-400;?;1999;Europe;2;?
?;?;2018;?;737 MAX;?;?;Oceania;2;?
?;SkyEurope;2008;CF;?;Jun;?;?;1;?
China;?;2016;CF;737-800;?;2013;?;3;3
USA;ATA Airlines Inc.;?;CF;737-800;Jun;2000;?;5;?
Taiwan;Air Asia Company;1966;PW;727;Jan;1966;?;1;1
United Arab Emirates;National Airlines;1975;GE;DC-10;Jan;?;Middle East;4;4
Switzerland;?;1981;PW;737-200;?;?;Europe;1;1
?;?;?;PW;DC-9;?;?;North America;?;?
USA;U.S. Air Force;1982;PW;?;?;1982;North America;?;1
Bermuda;AOF Leasing;1991;?;737-400;?;?;?;?;1
Peru;?;?;?;737-500;Sep;1995;South America;1;?
?;China Xinjiang Airlines;?;?;757-200;?;2000;East Asia;2;2
Egypt;EgyptAir;1984;?;767-200ER;Jan;1984;Africa;?;3
?;TAAG Angola Airlines;2014;?;777-300ER;Mar;?;?;1;1
USA;WEDGE Group;1981;PW;727;Sep;1980;?;1;1
Brunei Darussalam;?;?;?;767-300ER;Mar;?;Southeast Asia;?;1
Australia;Jetstar - Duplicated (See JSA);?;RR;?;?;?;Oceania;?;?
Norway;?;?;?;?;?;1997;Europe;2;?
?;Air Trading 92;?;?;?;Jun;1988;Europe;?;3
?;VIASA;?;PW;?;Jan;?;South America;?;1
United Arab Emirates;Etihad Airways;?;GE;777-300ER;Feb;?;?;?;3
Belgium;DHL International;?;GE;?;?;?;?;3;3
Japan;Japan Airlines Co. Ltd.;?;PW;?;?;1984;?;2;2
?;Wardair;?;PW;707/720;Mar;?;North America;1;1
?;Dubai Aerospace Enterprise;2022;CF;?;?;?;Middle East;5;?
?;Adria Airways d.d.;?;PW;DC-9;Mar;?;?;1;1
China;?;?;CF;737-800;Jan;?;?;?;?
?;Air India;1961;RR;707/720;?;1960;South Asia;1;1
United Arab Emirates;Novus Aviation Capital;2020;?;777-300ER;?;2018;Middle East;?;?
USA;Jet America Airlines;1986;PW;?;Aug;1984;?;2;2
?;Kenya Airways;?;CF;737-300;Mar;1997;Africa;?;1
Italy;?;2005;GE;?;?;2002;Europe;1;1
?;Garuda Indonesia;?;PW;DC-9;?;?;Southeast Asia;?;3
USA;?;?;PW;DC-9;?;1963;North America;1;1
USA;Frontier Airlines;1978;PW;737-200;?;1978;?;2;2
?;S7 Group;2011;CF;737-800;Nov;?;Europe;?;?
Canada;?;1969;?;?;Jan;1967;?;1;1
Brazil;LATAM Airlines Brasil;2012;GE;?;Aug;2007;?;?;4
Mozambique;LAM;1971;PW;737-200;?;1971;?;1;?
?;?;?;GE;?;Dec;1987;?;?;?
Mauritania;Mauritania Airlines;2016;CF;?;Jul;?;Africa;1;?
?;Finnair;?;GE;DC-10;Jan;?;Europe;2;2
United Arab Emirates;Novus Aviation Capital;2021;GE;777-300ER;Nov;2018;?;1;1
Canada;?;1988;GE;767-300ER;?;1987;North America;?;?
?;?;1991;PW;?;?;?;North America;3;?
?;?;1996;GE;?;?;?;Southeast Asia;?;?
Belgium;?;?;CF;737-400;Jun;?;?;1;?
?;Etihad Airways;?;GE;777-300ER;?;2008;?;2;?
