pinot bistro;12969 ventura blvd.;studio city;818-990-0500;french bistro;18
arnie morton's of chicago;435 s. la cienega blvd.;?;310-246-1501;steakhouses;?
art's delicatessen;12224 ventura blvd.;?;818/762-1221;american;?
art's deli;?;?;818-762-1221;?;1
?;701 stone canyon rd.;bel air;310/472-1211;californian;2
bel-air hotel;?;?;?;?;2
?;14016 ventura blvd.;sherman oaks;?;?;?
cafe bizou;14016 ventura blvd.;sherman oaks;?;?;3
campanile;?;los angeles;213/938-1447;?;4
campanile;624 s. la brea ave.;los angeles;?;californian;4
chinois on main;2709 main st.;santa monica;?;french;5
chinois on main;?;?;310-392-9025;pacific new wave;5
citrus;6703 melrose ave.;?;213/857-0034;californian;6
?;6703 melrose ave.;los angeles;?;?;6
?;8358 sunset blvd. west;hollywood;?;american;?
fenix at the argyle;8358 sunset blvd.;w. hollywood;213-848-6677;?;7
granita;23725 w. malibu rd.;malibu;?;?;8
granita;23725 w. malibu rd.;?;?;?;?
?;?;los angeles;?;?;9
grill  the;?;beverly hills;310-276-0615;?;9
restaurant katsu;1972 n. hillhurst ave.;los angeles;?;?;10
?;1972 hillhurst ave.;los feliz;213-665-1891;?;10
?;903 n. la cienega blvd.;?;310/652-9770;?;11
l'orangerie;?;w. hollywood;?;?;11
?;?;los angeles;213/655-8880;french;?
le chardonnay (los angeles);8284 melrose ave.;?;?;?;?
locanda veneta;?;los angeles;310/274-1893;italian;?
locanda veneta;?;los angeles;310-274-1893;?;?
matsuhisa;?;beverly hills;310/659-9639;asian;14
?;?;beverly hills;?;seafood;?
?;9001 santa monica blvd.;los angeles;?;american;15
palm  the (los angeles);?;w. hollywood;310-550-8811;?;?
?;5955 melrose ave.;los angeles;213/467-1108;californian;?
patina;5955 melrose ave.;?;?;californian;?
philippe's the original;1001 n. alameda st.;?;213/628-3781;?;17
?;?;chinatown;213-628-3781;?;17
?;12969 ventura blvd.;?;818/990-0500;french;?
arnie morton's of chicago;435 s. la cienega blv.;?;?;american;0
rex il ristorante;?;los angeles;213/627-2300;italian;19
rex il ristorante;?;?;?;nuova cucina italian;?
?;1114 horn ave.;los angeles;?;californian;20
?;?;?;?;californian;20
?;?;?;310/829-4313;?;21
?;3115 pico blvd.;?;?;italian;21
?;67 n. raymond ave.;?;818/585-0855;asian;22
yujean kang's;?;?;818-585-0855;?;?
21 club;?;new york;?;american;23
21 club;?;new york city;212-582-7200;?;23
?;13 w. 54th st.;?;?;continental;?
aquavit;?;new york city;212-307-7311;scandinavian;24
aureole;?;new york;212/ 319-1660;american;?
aureole;34 e. 61st st.;?;212-319-1660;?;25
cafe lalo;201 w. 83rd st.;new york;212/496-6031;coffee bar;?
cafe lalo;?;new york city;212-496-6031;coffeehouses;?
?;1 w. 67th st.;new york;212/877-3500;continental;27
cafe des artistes;?;new york city;?;french (classic);?
?;2450 broadway  between 90th and 91st sts.;new york;?;?;28
?;2450 broadway;new york city;?;italian;?
carnegie deli;?;?;212/757-2245;?;?
carnegie deli;854 seventh ave.;new york city;212-757-2245;?;?
chanterelle;2 harrison st.  near hudson st.;new york;212/966-6960;american;?
?;2 harrison st.;new york city;?;french (new);30
daniel;?;?;212/288-0033;?;31
daniel;?;new york city;212-288-0033;french (new);?
dawat;210 e. 58th st.;?;?;?;?
?;?;new york city;212-355-7555;indian;?
felidia;?;new york;?;italian;33
?;?;new york city;212-758-1479;?;33
?;?;new york;?;american;34
?;99 e. 52nd st.;new york city;?;?;?
gotham bar & grill;?;new york;212/620-4020;american;?
?;12 e. 12th st.;new york city;212-620-4020;american (new);35
gramercy tavern;?;new york;?;american;?
?;?;?;212-477-0777;american (new);36
?;402 w. 44th st.;?;?;tel caribbean;37
island spice;402 w. 44th st.;new york city;?;caribbean;37
jo jo;?;?;?;american;38
jo jo;?;new york city;212-223-5656;french bistro;38
la caravelle;33 w. 55th st.;?;?;french;39
?;33 w. 55th st.;new york city;?;french (classic);39
la cote basque;60 w. 55th st.  between 5th and 6th ave.;new york;?;?;?
la cote basque;60 w. 55th st.;?;?;french (classic);?
le bernardin;155 w. 51st st.;?;?;french;41
le bernardin;?;new york city;?;seafood;41
les celebrites;160 central park s;new york;?;french;?
?;?;?;?;french (classic);?
lespinasse;?;new york;212/339-6719;american;43
