Dodge Aspen;19.1;6;225.0;90.00;3381.;18.7;80;US
?;?;8;?;165.0;?;11.5;?;US
?;?;?;?;?;3436.;?;?;US
?;16.0;8;304.0;?;3433.;12.0;70;?
?;17.0;?;302.0;?;3449.;?;?;?
?;15.0;?;429.0;198.0;4341.;?;70;US
Chevrolet Impala;?;?;?;220.0;?;9.0;?;US
?;?;?;?;215.0;?;?;?;?
?;?;?;?;?;?;10.0;?;?
AMC Ambassador DPL;?;8;390.0;190.0;?;?;70;US
Citroen DS-21 Pallas;0;?;133.0;115.0;3090.;?;70;?
?;?;?;?;165.0;?;11.5;?;?
Ford Torino (sw);?;8;?;?;4034.;?;70;?
Plymouth Satellite (sw);?;?;?;?;4166.;10.5;?;?
?;0;8;360.0;175.0;?;?;70;?
?;15.0;?;?;170.0;3563.;10.0;70;?
?;14.0;8;?;?;3609.;8.0;70;?
?;0;8;?;140.0;?;?;70;?
Chevrolet Monte Carlo;?;8;400.0;150.0;3761.;9.5;?;US
?;?;8;455.0;225.0;?;10.0;?;?
?;24.0;4;113.0;?;?;?;?;Japan
Plymouth Duster;?;?;198.0;?;2833.;15.5;?;?
AMC Hornet;18.0;?;?;?;?;?;?;US
Ford Maverick;21.0;6;200.0;85.00;?;?;70;US
?;27.0;4;?;?;2130.;?;?;?
?;?;4;97.00;46.00;1835.;?;70;Europe
Peugeot 504;?;4;?;87.00;2672.;17.5;?;Europe
Audi 100 LS;?;4;?;?;2430.;14.5;?;?
?;25.0;?;?;?;?;?;?;?
BMW 2002;?;?;?;?;2234.;12.5;?;?
AMC Gremlin;?;6;?;?;2648.;15.0;70;US
?;?;8;?;215.0;?;14.0;?;?
Chevy C20;?;?;?;200.0;4376.;15.0;70;US
?;11.0;?;318.0;210.0;?;13.5;70;?
?;9.0;?;?;193.0;?;18.5;70;?
Datsun PL510;27.0;4;?;?;2130.;14.5;?;?
?;28.0;?;?;?;2264.;15.5;71;?
?;25.0;?;113.0;?;?;?;?;Japan
Ford Pinto;?;?;?;?;?;?;?;US
?;0;?;?;?;1978.;?;71;?
AMC Gremlin;?;6;?;100.0;2634.;?;?;US
?;16.0;?;?;?;3439.;?;?;?
Chevrolet Chevelle Malibu;?;6;250.0;?;3329.;15.5;71;US
?;?;?;250.0;?;3302.;15.5;?;?
AMC Matador;?;?;?;100.0;3288.;?;71;US
?;14.0;?;350.0;?;4209.;?;71;?
Pontiac Catalina Brougham;14.0;8;400.0;175.0;4464.;?;?;US
Ford Galaxie 500;?;8;?;?;?;13.5;71;?
?;14.0;?;318.0;?;4096.;13.0;?;US
Dodge Monaco (sw);?;8;?;180.0;?;11.5;?;?
Ford Country Squire (sw);13.0;8;400.0;170.0;4746.;?;?;?
Pontiac Safari (sw);13.0;8;?;?;5140.;12.0;?;?
?;?;?;?;?;?;13.5;71;US
