ca'brea;346 s. la brea ave.;los angeles;213/938-2863;italian;118
arnie morton's of chicago;?;?;310-246-1501;steakhouses;0
?;?;?;?;american;?
?;12224 ventura blvd.;studio city;?;delis;1
hotel bel-air;?;bel air;?;?;2
bel-air hotel;701 stone canyon rd.;?;?;?;?
cafe bizou;?;?;?;french;?
cafe bizou;?;sherman oaks;818-788-3536;?;3
campanile;?;?;213/938-1447;american;?
campanile;?;los angeles;?;?;4
chinois on main;2709 main st.;santa monica;?;?;5
?;?;?;?;pacific new wave;5
citrus;?;los angeles;213/857-0034;californian;6
citrus;6703 melrose ave.;?;213-857-0034;californian;6
fenix;8358 sunset blvd. west;?;?;american;7
?;?;?;?;?;?
?;?;malibu;?;?;8
?;?;malibu;310-456-0488;californian;8
?;9560 dayton way;?;?;?;9
?;?;?;310-276-0615;american (traditional);9
?;1972 n. hillhurst ave.;los angeles;?;?;10
katsu;?;los feliz;213-665-1891;?;?
l'orangerie;?;los angeles;?;french;?
l'orangerie;?;w. hollywood;?;?;11
?;?;los angeles;213/655-8880;french;12
le chardonnay (los angeles);?;los angeles;213-655-8880;?;?
?;3rd st.;los angeles;310/274-1893;?;?
locanda veneta;8638 w. third st.;?;?;italian;13
?;129 n. la cienega blvd.;?;?;asian;14
?;129 n. la cienega blvd.;beverly hills;310-659-9639;?;14
the palm;9001 santa monica blvd.;los angeles;?;american;15
?;?;?;310-550-8811;?;15
patina;5955 melrose ave.;?;?;californian;?
?;?;los angeles;213-467-1108;?;16
?;1001 n. alameda st.;?;?;american;?
philippe the original;?;?;213-628-3781;?;17
pinot bistro;?;los angeles;?;?;?
pinot bistro;12969 ventura blvd.;?;?;french bistro;18
?;617 s. olive st.;?;?;italian;?
rex il ristorante;617 s. olive st.;los angeles;213-627-2300;nuova cucina italian;?
?;?;los angeles;310/652-4025;?;20
spago (los angeles);?;w. hollywood;310-652-4025;?;?
?;?;santa monica;?;italian;?
?;3115 pico blvd.;santa monica;310-829-4313;italian;21
?;67 n. raymond ave.;los angeles;818/585-0855;?;22
yujean kang's;?;pasadena;?;?;?
?;?;?;?;american;?
21 club;?;?;?;american (new);?
?;?;new york;?;?;24
aquavit;?;new york city;212-307-7311;scandinavian;?
?;?;new york;?;?;?
?;?;new york city;?;?;25
?;201 w. 83rd st.;new york;212/496-6031;coffee bar;26
?;?;?;212-496-6031;?;26
?;1 w. 67th st.;new york;?;continental;27
?;1 w. 67th st.;?;?;?;27
?;?;new york;212/362-2200;italian;28
?;2450 broadway;?;?;italian;?
?;?;?;212/757-2245;delicatessen;29
carnegie deli;?;new york city;212-757-2245;delis;29
?;2 harrison st.  near hudson st.;new york;?;?;?
?;?;new york city;212-966-6960;french (new);?
daniel;?;new york;212/288-0033;?;?
?;?;new york city;212-288-0033;french (new);31
dawat;210 e. 58th st.;new york;?;?;32
?;210 e. 58th st.;new york city;212-355-7555;?;32
felidia;?;?;212/758-1479;italian;33
?;243 e. 58th st.;?;?;?;?
?;99 e. 52nd st.;new york;212/754-9494;american;?
four seasons;99 e. 52nd st.;?;212-754-9494;american (new);34
gotham bar & grill;?;new york;212/620-4020;?;35
gotham bar & grill;12 e. 12th st.;new york city;212-620-4020;american (new);?
?;?;?;?;american;?
gramercy tavern;?;new york city;?;american (new);36
?;?;new york;212/765-1737;?;?
island spice;402 w. 44th st.;?;212-765-1737;?;37
jo jo;?;new york;212/223-5656;american;?
?;?;?;?;french bistro;38
?;33 w. 55th st.;?;212/586-4252;?;?
?;33 w. 55th st.;new york city;212-586-4252;?;?
la cote basque;60 w. 55th st.  between 5th and 6th ave.;new york;212/688-6525;?;40
la cote basque;60 w. 55th st.;new york city;?;french (classic);?
?;?;new york;212/489-1515;french;41
le bernardin;?;new york city;?;?;41
?;160 central park s;new york;?;?;42
?;?;new york city;?;french (classic);42
lespinasse;?;new york;212/339-6719;?;43
lespinasse (new york city);2 e. 55th st.;new york city;212-339-6719;asian;?
lutece;?;?;212/752-2225;?;44
lutece;249 e. 50th st.;new york city;212-752-2225;?;44
?;57 w. 58th st.;?;?;?;?
manhattan ocean club;57 w. 58th st.;new york city;?;seafood;45
march;?;new york;212/754-6272;?;?
?;405 e. 58th st.;?;?;?;46
?;102 5th ave.  between 15th and 16th sts.;?;212/807-7400;?;?
mesa grill;?;new york city;212-807-7400;?;?
mi cocina;57 jane st.  off hudson st.;?;212/627-8273;mexican;48
?;?;?;212-627-8273;?;?
montrachet;239 w. broadway  between walker and white sts.;?;212/ 219-2777;french;?
montrachet;239 w. broadway;?;212-219-2777;french bistro;?
oceana;?;new york;212/759-5941;?;?
?;55 e. 54th st.;new york city;212-759-5941;?;?
park avenue cafe;?;new york;?;?;51
park avenue cafe (new york city);100 e. 63rd st.;?;212-644-1900;american (new);?
?;?;?;212/245-2214;french;52
?;182 w. 58th st.;?;212-245-2214;russian;?
picholine;?;new york;?;?;53
picholine;?;new york city;?;?;?
?;95 ave. a at 6th st.;?;?;seafood;?
pisces;?;new york city;?;seafood;?
?;30 rockefeller plaza;?;?;or 212/632-5100 american;55
rainbow room;?;new york city;212-632-5000;american (new);55
river cafe;1 water st. at the east river;?;?;?;?
?;?;brooklyn;?;?;?
?;?;?;?;italian;?
?;?;?;212-265-5959;?;57
?;?;new york;?;delicatessen;?
?;?;?;212-677-0606;delis;58
?;11 e. 53rd st.;new york;?;asian;?
?;?;?;?;japanese;59
?;43 w. 65th st.;new york;?;?;?
shun lee palace;?;?;212-371-8844;chinese;?
?;1110 3rd ave. at 65th st.;new york;212/861-8080;?;61
?;1110 third ave.;?;212-861-8080;?;?
smith & wollensky;201 e. 49th st.;new york;212/753-1530;?;?
smith & wollensky;?;new york city;212-753-1530;?;62
?;?;?;?;?;63
tavern on the green;?;new york city;?;american (new);63
uncle nick's;?;new york;?;?;64
uncle nick's;?;new york city;?;?;64
union square cafe;21 e. 16th st.;?;212/243-4020;?;?
?;21 e. 16th st.;?;212-243-4020;american (new);65
virgil's;152 w. 44th st.;new york;?;american;?
?;?;?;?;?;?
chin's;3200 las vegas blvd. s;?;702/733-8899;?;67
chin's;3200 las vegas blvd. s.;?;?;?;?
coyote cafe;3799 las vegas blvd. s;?;702/891-7349;southwestern;68
coyote cafe (las vegas);3799 las vegas blvd. s.;las vegas;?;southwestern;?
le montrachet;3000 w. paradise rd.;?;702/732-5111;continental;69
le montrachet bistro;3000 paradise rd.;las vegas;?;?;?
palace court;?;?;702/731-7547;?;70
?;3570 las vegas blvd. s.;?;702-731-7110;french (new);70
?;?;?;?;?;71
?;200 e. fremont st.;?;702-385-6277;pacific rim;71
?;2880 las vegas blvd. s;?;702/734-0410;steak houses;72
?;2880 las vegas blvd. s.;?;?;?;?
tillerman;2245 e. flamingo rd.;las vegas;702/731-4036;seafood;?
tillerman  the;?;las vegas;702-731-4036;?;?
?;2355 peachtree rd.  peachtree battle shopping center;?;?;italian;74
abruzzi;?;?;404-261-8186;?;74
?;?;?;404/365-0410;international;?
?;?;atlanta;404-365-0410;californian;75
bone's;3130 piedmont road;atlanta;?;?;76
bone's restaurant;?;?;404-237-2663;?;76
?;3393 peachtree rd.  lenox square mall  near neiman marcus;?;?;french;77
?;?;atlanta;404-266-1440;?;77
buckhead diner;?;atlanta;?;american;78
buckhead diner;?;?;404-262-3336;american (new);?
ciboulette;1529 piedmont ave.;atlanta;?;?;?
?;?;atlanta;404-874-7600;french (new);79
delectables;?;?;404/681-2909;?;80
delectables;?;?;404-681-2909;?;?
georgia grille;?;atlanta;404/352-3517;?;?
?;2290 peachtree rd.;atlanta;?;?;81
hedgerose heights inn;490 e. paces ferry rd.;atlanta;?;?;82
hedgerose heights inn  the;490 e. paces ferry rd. ne;atlanta;404-233-7673;continental;?
?;595 piedmont ave.  rio shopping mall;?;404/876-4408;asian;?
?;?;atlanta;404-876-4408;?;?
?;1397 n. highland ave.;?;404/876-0676;?;?
indigo coastal grill;?;atlanta;404-876-0676;?;84
?;?;?;404/231-1368;?;85
la grotta;?;atlanta;?;?;?
?;224 ponce de leon ave.;?;404/876-1800;?;86
mary mac's tea room;?;?;404-876-1800;?;86
nikolai's roof;?;atlanta;?;continental;87
nikolai's roof;?;atlanta;404-221-6362;continental;?
pano's and paul's;?;atlanta;?;?;?
?;?;?;?;?;?
cafe  ritz-carlton  buckhead;3434 peachtree rd.;?;?;?;?
?;?;?;404-237-2700;?;?
dining room  ritz-carlton  buckhead;3434 peachtree rd.;atlanta;404/237-2700;?;90
ritz-carlton dining room (buckhead);3434 peachtree rd. ne;atlanta;?;?;?
?;?;atlanta;404/659-0400;continental;?
?;181 peachtree st.;atlanta;?;french (classic);?
?;?;?;404/351-9533;french;?
toulouse;293-b peachtree rd.;atlanta;?;french (new);92
?;?;?;404/875-8424;italian;93
veni vidi vici;41 14th st.;atlanta;?;italian;93
?;?;san francisco;?;?;?
alain rondelli;126 clement st.;san francisco;415-387-0408;?;94
aqua;?;?;?;seafood;95
aqua;252 california st.;?;?;?;?
?;1 mission st.;san francisco;?;?;?
boulevard;?;?;415-543-6084;?;?
cafe claude;7 claude la.;?;?;french;97
?;7 claude ln.;san francisco;?;?;?
campton place;340 stockton st.;?;?;american;?
?;340 stockton st.;san francisco;?;?;?
chez michel;804 northpoint;?;415/775-7036;?;?
?;804 north point st.;?;?;?;99
?;?;?;?;?;100
?;777 sutter st.;?;?;?;100
fringale;?;?;?;french;101
fringale;?;san francisco;?;french bistro;?
hawthorne lane;22 hawthorne st.;san francisco;415/777-9779;?;102
?;?;san francisco;?;?;?
khan toke thai house;?;san francisco;?;?;?
khan toke thai house;?;?;415-668-6654;?;?
la folie;?;?;415/776-5577;?;104
la folie;2316 polk st.;san francisco;?;?;104
?;816 folsom st.;san francisco;?;?;105
lulu restaurant-bis-cafe;?;?;?;?;105
masa's;648 bush st.;?;415/989-7154;?;?
?;?;san francisco;?;french (new);?
?;?;san francisco;?;asian;107
?;?;san francisco;?;japanese;107
plumpjack cafe;?;san francisco;?;?;108
plumpjack cafe;3127 fillmore st.;san francisco;?;?;?
postrio;?;san francisco;415/776-7825;american;?
postrio;545 post st.;?;?;?;109
?;600 stockton st.;san francisco;415/296-7465;?;?
ritz-carlton dining room (san francisco);600 stockton st.;?;415-296-7465;french (new);110
rose pistola;?;?;415/399-0499;italian;111
rose pistola;532 columbus ave.;?;415-399-0499;?;?
?;?;los angeles;?;?;?
barney greengrass;9570 wilshire blvd.;beverly hills;?;?;113
?;?;?;?;?;114
?;?;los angeles;310/550-3900;?;115
border grill;4th st.;?;?;?;116
?;3rd st. promenade;santa monica;?;?;117
arnie morton's of chicago;435 s. la cienega blv.;los angeles;310/246-1501;?;?
?;4100 cahuenga blvd.;?;818/985-4669;italian;119
cafe pinot;?;?;213/239-6500;californian;120
california pizza kitchen;207 s. beverly dr.;?;?;californian;?
?;?;los angeles;213/651-2030.;?;122
?;?;los angeles;213/658-8898;mediterranean;123
cha cha cha;656 n. virgil ave.;los angeles;?;caribbean;?
?;310 n. larchmont blvd.;?;213/467-1052;asian;125
?;?;?;818/356-0959;?;126
?;?;?;310/275-5200;?;127
dive!;?;?;310/788-;dive american;?
drago;2628 wilshire blvd.;?;310/828-1585;italian;?
drai's;?;los angeles;310/358-8585;?;?
?;930 hilgard ave.;?;310/208-8765;continental;131
?;8800 melrose ave.;?;?;?;?
ed debevic's;?;los angeles;310/659-1952;?;?
?;1121 s. western ave.;los angeles;213/734-2773;?;?
?;?;?;?;?;?
?;?;?;?;?;136
?;?;?;310/276-7605;american;137
?;?;los angeles;310/277-2333;italian;138
?;301 n. beverly dr.;los angeles;?;?;139
jack sprat's grill;10668 w. pico blvd.;los angeles;310/837-6662;?;?
jackson's farm;?;los angeles;310/273-5578;?;?
jimmy's;?;?;310/552-2394;?;?
?;9255 sunset blvd.;?;?;?;?
?;8783 beverly blvd.;?;310/289-0660;asian;?
?;?;los angeles;310/659-6919;french;?
?;?;los angeles;?;italian;?
mon kee seafood restaurant;679 n. spring st.;los angeles;213/628-6717;asian;?
?;8764 melrose ave.;?;?;american;?
nate 'n' al's;414 n. beverly dr.;?;310/274-0101;?;?
nicola;601 s. figueroa st.;?;?;?;150
ocean avenue;1401 ocean ave.;santa monica;310/394-5669;american;?
orleans;11705 national blvd.;los angeles;?;cajun;152
pacific dining car;?;?;213/483-6000;?;?
?;10001 riverside dr.;toluca lake;818/761-9126;?;154
pinot hollywood;1448 n. gower st.;?;?;?;?
?;14928 ventura blvd.;sherman oaks;818/784-4400;italian;156
?;?;?;?;italian;157
?;?;los angeles;310/274-7427;?;?
?;3rd st. promenade;?;?;?;159
restaurant horikawa;?;?;213/680-9355;?;160
roscoe's house of chicken 'n' waffles;?;los angeles;?;?;161
?;3110 main st.;?;310/399-4800;?;?
sofi;?;los angeles;213/651-0346;?;?
swingers;8020 beverly blvd.;?;213/653-5858;?;164
tavola calda;?;?;?;italian;?
the mandarin;?;los angeles;?;?;?
?;7313 melrose ave.;los angeles;?;asian;?
?;?;los angeles;?;italian;?
trader vic's;9876 wilshire blvd.;los angeles;310/276-6345;?;?
vida;?;?;213/660-4446;?;?
west beach cafe;?;los angeles;?;american;?
?;?;?;212/964-0380;asian;172
9 jones street;9 jones st.;?;?;?;?
?;700 5th ave. at 55th st.;new york;212/903-3918;?;?
agrotikon;322 e. 14 st.  between 1st and 2nd aves.;new york;?;mediterranean;175
aja;937 broadway at 22nd st.;new york;212/473-8388;?;176
alamo;?;?;?;mexican;?
?;311 w. 17th st.;?;?;?;178
ambassador grill;?;?;?;?;?
american place;2 park ave. at 32nd st.;new york;212/684-2122;american;180
?;?;new york;212/308-0112;italian;?
arizona;?;?;?;american;182
?;?;?;212/677-3820;?;183
au mandarin;200-250 vesey st. world financial center;?;?;asian;184
bar anise;?;new york;?;mediterranean;?
?;321 w. 46th st.;?;?;italian;?
ben benson's;?;?;212/581-8888;?;187
?;?;?;?;?;?
billy's;?;?;212/753-1870;?;?
?;?;new york;?;latin american;190
bolo;23 e. 22nd st.;new york;?;?;191
?;1393a 2nd ave.  between 72nd and 73rd sts.;?;?;asian;?
?;420 e. 59th st.  off 1st ave.;?;?;french;?
brothers bar-b-q;?;?;212/727-2775;?;?
bruno;240 e. 58th st.;?;?;?;?
?;?;?;?;?;196
c3;?;new york;212/254-1200;?;?
?;111 e. 22nd st.  between park ave. s and lexington ave.;new york;?;?;?
?;1486 2nd ave.  between 77th and 78th sts.;new york;?;coffee bar;199
?;?;new york;212/484-5120;?;?
?;69 w. 71st st.;new york;212/724-5846;?;201
?;?;?;?;french;?
?;2 e. 61st st.;new york;212/940-8185;french;?
cafe centro;?;?;?;french;204
cafe fes;?;new york;212/924-7653;?;205
?;81 macdougal st.  between houston and bleeker sts.;?;212/982-5275;?;?
caffe dell'artista;?;?;?;coffee bar;207
?;169 sullivan st.  between houston and bleecker sts.;?;?;french;208
caffe reggio;119 macdougal st.  between 3rd and bleecker sts.;new york;212/475-9557;?;?
caffe roma;?;new york;?;?;?
caffe vivaldi;?;?;?;?;211
?;7 w. 20th st.;new york;?;italian;?
capsouto freres;?;?;?;french;213
?;860 2nd ave. at 46th st.;?;?;?;?
?;?;?;?;?;215
?;45 mercer st.  between broome and grand sts.;new york;?;?;?
?;?;?;212/505-0727;french;?
?;?;new york;212/371-2323;asian;218
?;?;?;?;american;?
?;?;?;212/956-7100;?;?
coco pazzo;23 e. 74th st.;new york;212/794-0205;italian;221
columbus bakery;?;?;212/421-0334;?;?
corrado cafe;?;new york;212/753-5100;coffee bar;223
?;?;new york;212/465-1530;?;224
?;164 mulberry st.  between grand and broome sts.;new york;212/343-1212;italian;?
dean & deluca;?;new york;?;?;226
diva;?;?;212/941-9024;italian;227
?;181 w. 10th st.;new york;?;?;228
docks;633 3rd ave. at 40th st.;?;212/ 986-8080;seafood;?
duane park cafe;157 duane st.  between w. broadway and hudson st.;?;212/732-5555;?;230
?;?;new york;212/941-7070;?;231
?;1325 5th ave. at 111th st.;?;?;american;232
empire korea;6 e. 32nd st.;new york;212/725-1333;?;?
?;2150 broadway  between 75th and 76th sts.;new york;212/496-1588;?;234
evergreen cafe;?;?;212/744-3266;asian;235
?;?;?;?;italian;?
?;?;new york;?;?;237
?;29 e. 65th st.;?;212/772-9000;french;238
fifty seven fifty seven;57 e. 57th st.;?;?;?;239
?;635 9th ave.  between 44th and 45th sts.;new york;?;american;?
?;?;?;212/595-5330;italian;?
?;522 columbus ave.  between 85th and 86th sts.;new york;?;american;242
first;87 1st ave.  between 5th and 6th sts.;?;212/674-3823;american;243
?;?;?;212/874-3474;seafood;244
?;?;?;212/355-2020;coffee bar;245
?;21 west 17th st.  between 5th and 6th aves.;new york;212/691-8888;american;?
follonico;6 w. 24th st.;?;212/691-6359;?;?
fraunces tavern;?;new york;?;?;248
?;458 6th ave. at 11th st.;new york;212/533-2233;french;249
?;2340 broadway at 85th st.;?;212/799-1533;coffee bar;?
frico bar;?;new york;?;italian;?
fujiyama mama;467 columbus ave.  between 82nd and 83rd sts.;?;212/769-1144;?;?
gabriela's;?;?;212/961-0574;?;?
?;?;?;?;american;?
gianni's;15 fulton st.;?;?;seafood;255
?;208 e. 58th st.  between 2nd and 3rd aves.;new york;212/752-3054;italian;256
global;33 93 2nd ave.  between 5th and 6th sts.;new york;212/477-8427;?;?
golden unicorn;18 e. broadway at catherine st.;?;212/ 941-0911;asian;258
?;228 thompson st.  between w. 3rd and bleecker sts.;new york;?;?;?
?;151 w. 54th st.  in the rihga royal hotel;new york;?;?;?
hard rock cafe;221 w. 57th st.;new york;?;american;?
?;?;new york;212/249-3600;american;?
home;?;?;212/243-9579;?;263
?;4 world financial center;?;212/786-1500;?;?
i trulli;122 e. 27th st.  between lexington and park aves.;new york;?;italian;?
?;?;?;?;?;?
?;251 e. 53rd st.;new york;?;italian;267
inca grill;?;?;212/966-3371;latin american;268
indochine;?;?;?;asian;269
internet cafe;?;?;?;?;270
ipanema;13 w. 46th st.;?;212/730-5848;latin american;271
?;68 w. 58th st.;?;?;?;?
jewel of india;?;?;?;?;?
jimmy sung's;?;?;?;?;?
joe allen;326 w. 46th st.;?;?;?;275
judson grill;?;?;?;?;276
l'absinthe;227 e. 67th st.;?;212/794-4950;french;?
?;?;new york;?;?;278
?;310 w. 4th st.  between w. 12th and bank sts.;?;?;?;279
?;?;new york;?;french;?
?;?;new york;212/247-2993;?;281
?;168 1st ave.  between 10th and 11th sts.;?;?;italian;?
?;?;new york;?;?;283
?;?;new york;?;middle eastern;?
le chantilly;106 e. 57th st.;new york;212/751-2931;french;?
?;149 e. 57th st.;?;212/ 752-0808;?;?
le gamin;50 macdougal st.  between houston and prince sts.;?;212/254-4678;?;287
le jardin;25 cleveland pl.  near spring st.;new york;?;?;288
le madri;?;?;?;?;289
?;150 w. 46th st.;new york;?;?;?
le perigord;405 e. 52nd st.;?;?;?;291
le select;?;new york;212/875-1993;?;292
les halles;411 park ave. s  between 28th and 29th sts.;?;?;french;?
?;51 w. 64th st.;?;212/721-8271;?;?
lola;?;?;?;?;?
?;?;?;212/941-0479;or 212/941-0772 american;?
mad fish;2182 broadway  between 77th and 78th sts.;new york;212/787-0202;?;?
main street;?;new york;212/873-5025;?;?
mangia e bevi;800 9th ave. at 53rd st.;?;212/956-3976;?;?
?;1161 1st ave.  between 63rd and 64th sts.;?;212/888-6556;?;300
manila garden;325 e. 14th st.  between 1st and 2nd aves.;?;212/777-6314;asian;?
marichu;342 e. 46th st.  between 1st and 2nd aves.;new york;212/370-1866;?;?
marquet patisserie;15 e. 12th st.  between 5th ave. and university pl.;new york;?;coffee bar;?
?;160 mercer st.  between houston and prince sts.;?;?;american;?
?;1030 3rd ave. at 61st st.;?;?;?;?
mavalli palace;?;new york;?;asian;?
milan cafe and coffee bar;120 w. 23rd st.;?;?;coffee bar;307
?;60 e. 54th st.;new york;?;?;?
montien;?;?;212/421-4433;?;?
morton's;?;new york;?;american;310
?;104 w. 57th st.  near 6th ave.;new york;?;american;311
new york kom tang soot bul house;?;?;?;?;?
?;?;new york;212/349-0923;asian;?
newsbar;?;new york;212/255-3996;coffee bar;?
odeon;?;new york;212/233-0507;american;?
?;?;new york;212/489-7212;italian;316
?;?;new york;212/944-3643;italian;317
otabe;68 e. 56th st.;new york;?;asian;?
pacifica;138 lafayette st.  between canal and howard sts.;new york;?;asian;319
?;151 w. 51st. st.;?;?;?;320
