felidia;243 e. 58th st.;new york;212/758-1479;italian;33
arnie morton's of chicago;?;los angeles;?;steakhouses;0
?;12224 ventura blvd.;studio city;818/762-1221;american;1
?;12224 ventura blvd.;?;818-762-1221;?;?
?;?;?;?;californian;?
?;701 stone canyon rd.;?;310-472-1211;californian;2
cafe bizou;?;?;?;french;?
cafe bizou;14016 ventura blvd.;?;818-788-3536;?;3
campanile;?;?;213/938-1447;?;?
?;624 s. la brea ave.;los angeles;213-938-1447;californian;4
?;2709 main st.;?;?;?;?
chinois on main;2709 main st.;santa monica;310-392-9025;?;?
?;6703 melrose ave.;los angeles;?;californian;6
?;6703 melrose ave.;los angeles;?;?;6
?;8358 sunset blvd. west;?;213/848-6677;?;7
?;8358 sunset blvd.;w. hollywood;?;?;7
granita;?;?;?;?;8
?;23725 w. malibu rd.;malibu;310-456-0488;californian;?
?;9560 dayton way;los angeles;?;?;?
grill  the;9560 dayton way;?;?;american (traditional);?
restaurant katsu;1972 n. hillhurst ave.;los angeles;213/665-1891;?;?
?;1972 hillhurst ave.;?;?;japanese;10
l'orangerie;?;?;?;french;11
?;?;w. hollywood;310-652-9770;french (classic);11
?;?;?;213/655-8880;french;12
le chardonnay (los angeles);?;?;?;?;?
locanda veneta;?;?;?;italian;13
?;8638 w. third st.;?;310-274-1893;italian;?
matsuhisa;?;?;310/659-9639;?;14
?;129 n. la cienega blvd.;beverly hills;310-659-9639;?;?
the palm;?;los angeles;?;american;?
?;9001 santa monica blvd.;w. hollywood;?;?;15
patina;5955 melrose ave.;?;213/467-1108;californian;?
?;5955 melrose ave.;?;?;californian;16
?;?;?;?;american;17
philippe the original;?;?;?;cafeterias;17
pinot bistro;12969 ventura blvd.;?;818/990-0500;?;18
pinot bistro;?;studio city;818-990-0500;?;?
?;617 s. olive st.;?;213/627-2300;italian;?
?;?;los angeles;213-627-2300;?;?
spago;1114 horn ave.;los angeles;?;?;20
?;?;w. hollywood;?;?;20
valentino;?;santa monica;?;?;?
?;?;santa monica;?;?;21
yujean kang's gourmet chinese cuisine;?;?;?;?;?
yujean kang's;?;?;818-585-0855;chinese;22
?;21 w. 52nd st.;new york;212/582-7200;?;?
