Chevrolet Chevelle Malibu;18.0;?;?;130.0;3504.0;?;?;US
Buick Skylark 320;?;?;?;165.0;3693.0;?;?;US
Plymouth Satellite;?;8;?;150.0;3436.0;11.0;70;?
AMC Rebel SST;?;?;?;150.0;3433.0;12.0;?;?
Ford Torino;?;?;?;140.0;?;10.5;?;?
Ford Galaxie 500;?;8;?;?;?;10.0;70;US
?;?;8;454.0;?;?;9.0;?;?
?;?;8;440.0;?;4312.0;8.5;?;?
?;14.0;8;455.0;?;?;?;70;?
AMC Ambassador DPL;15.0;8;390.0;?;?;8.5;70;US
Citroen DS-21 Pallas;0.0;4;133.0;?;?;17.5;70;Europe
Chevrolet Chevelle Concours (sw);0.0;8;?;?;?;?;70;US
Ford Torino (sw);?;8;?;?;4034.0;11.0;70;US
Plymouth Satellite (sw);?;?;383.0;175.0;4166.0;10.5;70;?
AMC Rebel SST (sw);?;?;360.0;175.0;3850.0;?;70;?
?;15.0;8;383.0;170.0;?;?;?;?
?;14.0;?;340.0;160.0;?;?;?;?
?;0.0;?;302.0;140.0;?;8.0;70;?
?;15.0;?;?;150.0;3761.0;9.5;?;US
?;14.0;?;?;225.0;3086.0;10.0;?;US
?;24.0;?;?;95.0;?;15.0;?;Japan
Plymouth Duster;22.0;?;?;95.0;?;15.5;?;US
AMC Hornet;?;6;?;?;?;15.5;?;?
Ford Maverick;?;6;?;?;2587.0;16.0;?;?
Datsun PL510;?;4;97.0;?;2130.0;14.5;70;Japan
Volkswagen 1131 Deluxe Sedan;26.0;4;97.0;?;1835.0;20.5;70;Europe
Peugeot 504;25.0;4;110.0;?;2672.0;17.5;70;Europe
Audi 100 LS;24.0;4;107.0;?;2430.0;?;70;Europe
?;25.0;4;104.0;95.0;2375.0;17.5;70;Europe
BMW 2002;26.0;4;121.0;113.0;2234.0;?;70;Europe
AMC Gremlin;21.0;6;199.0;90.0;2648.0;15.0;70;US
?;10.0;8;360.0;215.0;4615.0;14.0;70;?
Chevy C20;10.0;8;307.0;?;4376.0;?;?;?
Dodge D200;11.0;8;318.0;?;?;?;?;?
Hi 1200D;9.0;8;304.0;?;?;18.5;?;US
Datsun PL510;?;4;97.0;88.0;2130.0;?;71;Japan
Chevrolet Vega 2300;?;4;140.0;90.0;2264.0;?;71;US
Toyota Corolla;?;4;113.0;95.0;2228.0;?;71;Japan
Ford Pinto;?;?;?;0.0;?;?;71;US
Volkswagen Super Beetle 117;0.0;?;?;48.0;?;20.0;71;Europe
?;19.0;?;232.0;?;?;13.0;71;US
Plymouth Satellite Custom;?;6;225.0;?;3439.0;15.5;71;US
Chevrolet Chevelle Malibu;?;6;250.0;?;3329.0;15.5;?;US
Ford Torino 500;19.0;6;250.0;88.0;3302.0;15.5;?;US
?;18.0;6;232.0;?;?;15.5;?;US
Chevrolet Impala;?;8;350.0;?;?;12.0;?;US
Pontiac Catalina Brougham;?;8;?;175.0;?;11.5;71;US
Ford Galaxie 500;?;8;?;153.0;?;13.5;71;US
Plymouth Fury iii;14.0;8;?;?;?;13.0;71;US
Dodge Monaco (sw);?;?;383.0;?;4955.0;11.5;71;US
Ford Country Squire (sw);?;?;400.0;?;4746.0;?;71;?
Pontiac Safari (sw);13.0;?;400.0;?;5140.0;?;?;?
?;18.0;6;258.0;?;?;13.5;?;US
Chevrolet Vega (sw);22.0;4;140.0;72.0;?;19.0;?;US
Pontiac Firebird;19.0;6;250.0;100.0;?;15.0;71;US
Ford Mustang;?;6;250.0;88.0;?;14.5;71;US
?;23.0;?;122.0;86.0;?;14.0;71;US
?;?;4;116.0;?;2123.0;14.0;71;Europe
?;30.0;4;?;?;?;?;71;Europe
?;30.0;?;88.0;?;?;?;71;?
?;31.0;?;?;?;?;?;71;?
Datsun 1200;35.0;?;?;69.0;?;18.0;71;?
Volkswagen Model 111;27.0;?;?;60.0;?;19.0;71;Europe
?;26.0;?;91.0;70.0;?;20.5;?;US
?;?;4;113.0;?;2278.0;15.5;?;Japan
?;?;4;?;?;2126.0;17.0;?;US
?;?;?;97.0;?;2254.0;23.5;?;Europe
Chevrolet Vega;?;?;?;90.0;2408.0;19.5;72;US
?;21.0;?;?;86.0;2226.0;?;72;US
Chevrolet Impala;13.0;8;350.0;165.0;?;?;72;US
Pontiac Catalina;14.0;8;400.0;?;?;12.0;72;US
Plymouth Fury III;?;?;318.0;?;?;13.5;?;US
?;14.0;?;351.0;?;?;13.0;?;US
?;17.0;?;304.0;150.0;?;11.5;72;US
Mercury Marquis;11.0;?;429.0;208.0;4633.0;11.0;?;US
Buick LeSabre Custom;13.0;8;?;155.0;4502.0;?;?;US
Oldsmobile Delta 88 Royale;12.0;8;?;160.0;?;13.5;?;US
Chrysler Newport Royal;13.0;8;400.0;?;?;12.5;72;US
Mazda RX2 Coupe;19.0;?;70.0;?;?;?;72;Japan
?;15.0;8;304.0;?;?;?;72;US
?;13.0;?;307.0;130.0;4098.0;?;72;US
Ford Gran Torino (sw);13.0;8;302.0;140.0;?;?;?;US
Plymouth Satellite Custom (sw);14.0;8;318.0;150.0;?;?;?;US
Volvo 145e (sw);18.0;4;121.0;112.0;?;14.5;72;Europe
?;22.0;4;?;76.0;2511.0;?;72;?
?;21.0;4;?;87.0;?;?;?;Europe
?;26.0;4;?;69.0;?;?;?;Europe
Ford Pinto (sw);22.0;4;122.0;86.0;?;16.0;?;US
Datsun 510 (sw);28.0;4;?;?;?;17.0;?;Japan
?;23.0;4;120.0;?;?;14.5;?;Japan
?;?;4;98.0;80.0;2164.0;15.0;72;US
?;?;4;97.0;88.0;2100.0;?;72;?
Buick Century 350;?;?;?;?;4100.0;13.0;73;?
AMC Matador;14.0;?;?;?;3672.0;11.5;73;?
Chevrolet Malibu;13.0;?;?;?;3988.0;13.0;73;?
