2013;?;JEROLD PHELPS COMMUNITY HOSPITAL;Humboldt;District;?;8123;?
2009;?;ST. VINCENT MEDICAL CENTER;?;?;Other;88109;1.22
2010;?;?;?;Investor;Daily Cost Centers;1187760;?
?;?;?;?;?;?;22433;?
2012;?;?;Mendocino;Non-Profit;General Services Cost Centers;?;?
2012;?;FAIRCHILD MEDICAL CENTER;Siskiyou;Non-Profit;?;155221;13.03
?;106150761.0;MERCY HOSPITAL - BAKERSFIELD;?;?;?;774965;?
?;106454013.0;?;Shasta;Investor;Clerical & Other Administrative;?;?
?;106154101.0;?;?;Investor;Fiscal Services Cost Centers;24280;?
?;?;BAKERSFIELD HEART HOSPITAL;?;Investor;?;?;2.85
?;?;?;San Francisco;Non-Profit;?;?;0.58
2012;106424002.0;?;?;City/County;Ambulatory Cost Centers;?;0.0
2011;?;?;Los Angeles;State;Technician & Specialist;?;0.0
2010;106231396.0;?;?;Non-Profit;General Services Cost Centers;171607;6.72
?;106190762.0;ST. VINCENT MEDICAL CENTER;?;Non-Profit;?;?;3.28
2012;?;?;San Diego;?;General Services Cost Centers;?;1.72
2012;?;?;?;Non-Profit;General Services Cost Centers;?;?
2009;?;GREATER EL MONTE COMMUNITY HOSPITAL;?;Investor;Ambulatory Cost Centers;?;?
?;?;?;?;?;Aides & Orderlies;?;?
?;?;MENIFEE VALLEY MEDICAL CENTER;?;Investor;?;60058;3.43
2013;106130760.0;PIONEERS MEMORIAL HOSPITAL;?;?;?;?;?
?;106074039.0;JOHN MUIR BEHAVIORAL HEALTH CENTER;?;?;Environmental & Food Services;26179;?
?;106070934.0;?;Contra Costa;Non-Profit;?;?;7.82
?;106190429.0;KAISER FOUNDATION HOSPITAL - SUNSET;?;?;?;200648;?
2012;106190949.0;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;?;Non-Profit;?;?;?
2012;?;?;?;Investor;Contracted Other;?;?
?;106420514.0;SANTA BARBARA COTTAGE HOSPITAL;Santa Barbara;Non-Profit;?;?;?
2010;?;DOCTORS HOSPITAL OF MANTECA;San Joaquin;?;Education Cost Centers;0;?
?;106370771.0;?;?;Non-Profit;?;?;11.97
2013;?;KAISER FOUNDATION HOSPITAL - GEARY (S.F.);?;Non-Profit;Technician & Specialist;142719;2.83
2013;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;Mariposa;?;Aides & Orderlies;?;1.53
2012;106291053.0;?;Nevada;District;?;?;?
2009;106560838.0;?;?;?;?;?;?
?;?;?;San Bernardino;?;Ancillary Cost Centers;12900;0.35
