?;?;JEROLD PHELPS COMMUNITY HOSPITAL;Humboldt;District;Ancillary Cost Centers;8123;0.35
2009;106190762.0;ST. VINCENT MEDICAL CENTER;?;Non-Profit;Other;?;1.22
2010;106500852.0;DOCTORS MEDICAL CENTER;?;Investor;Daily Cost Centers;1187760;8.81
2009;106374084.0;SAN DIEGO HOSPICE & PALLIATIVE CARE CTR;San Diego;Non-Profit;Registered Nurse;?;5.31
2012;106230949.0;FRANK R HOWARD MEMORIAL HOSPITAL;Mendocino;Non-Profit;General Services Cost Centers;81784;8.58
2012;?;FAIRCHILD MEDICAL CENTER;Siskiyou;Non-Profit;Technician & Specialist;155221;13.03
2010;106150761.0;MERCY HOSPITAL - BAKERSFIELD;Kern;?;Registered Nurse;774965;9.2
2012;106454013.0;PATIENTS' HOSPITAL OF REDDING;?;Investor;?;13746;10.37
2011;?;BAKERSFIELD HEART HOSPITAL;?;Investor;?;24280;1.05
2010;106154101.0;BAKERSFIELD HEART HOSPITAL;Kern;?;Administrative Services Cost Centers;62886;?
?;?;CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE'S CAMPUS;San Francisco;Non-Profit;Other;25785;0.58
2012;106424002.0;SANTA BARBARA PSYCHIATRIC HEALTH FACILTY;Santa Barbara;?;Ambulatory Cost Centers;0;0.0
2011;106191014.0;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;Los Angeles;State;Technician & Specialist;0;0.0
2010;?;?;Mendocino;Non-Profit;General Services Cost Centers;?;6.72
2012;106190762.0;ST. VINCENT MEDICAL CENTER;Los Angeles;?;?;250816;3.28
2012;106374055.0;SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL;?;?;General Services Cost Centers;172033;1.72
2012;106470871.0;MERCY HOSPITAL OF MT. SHASTA;?;Non-Profit;General Services Cost Centers;72418;9.55
2009;106190352.0;GREATER EL MONTE COMMUNITY HOSPITAL;Los Angeles;Investor;Ambulatory Cost Centers;37195;1.46
2010;106190431.0;KAISER FOUNDATION HOSPITAL - HARBOR CITY;Los Angeles;Non-Profit;Aides & Orderlies;153920;2.79
?;?;MENIFEE VALLEY MEDICAL CENTER;Riverside;Investor;Ambulatory Cost Centers;60058;?
2013;106130760.0;PIONEERS MEMORIAL HOSPITAL;?;District;Aides & Orderlies;144183;3.62
2010;106074039.0;?;Contra Costa;Non-Profit;Environmental & Food Services;26179;1.13
2013;106070934.0;SUTTER DELTA MEDICAL CENTER;Contra Costa;?;Daily Cost Centers;329651;7.82
2011;106190429.0;KAISER FOUNDATION HOSPITAL - SUNSET;Los Angeles;Non-Profit;Contracted Registry Nursing;200648;1.54
2012;106190949.0;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;Los Angeles;?;General Services Cost Centers;434172;?
2012;106190859.0;WEST HILLS HOSPITAL & MEDICAL CENTER;Los Angeles;Investor;Contracted Other;?;?
2012;?;SANTA BARBARA COTTAGE HOSPITAL;Santa Barbara;?;Contracted Other;0;0.0
?;106392287.0;?;San Joaquin;Investor;?;0;0.0
2010;106370771.0;SCRIPPS MEMORIAL HOSPITAL-LA JOLLA;San Diego;Non-Profit;Daily Cost Centers;?;11.97
2013;106380857.0;KAISER FOUNDATION HOSPITAL - GEARY (S.F.);?;Non-Profit;Technician & Specialist;142719;2.83
2013;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;Mariposa;District;Aides & Orderlies;58510;?
2012;106291053.0;TAHOE FOREST HOSPITAL;Nevada;?;Technician & Specialist;202440;5.06
?;?;PACIFIC SHORES HOSPITAL;Ventura;Investor;Clerical & Other Administrative;6695;0.94
2011;106364014.0;LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER;?;Non-Profit;?;12900;0.35
2013;106321016.0;SENECA HEALTHCARE DISTRICT;Plumas;District;Ancillary Cost Centers;?;0.99
2011;106184008.0;BANNER LASSEN MEDICAL CENTER;Lassen;Non-Profit;?;30799;2.52
2011;106301209.0;HUNTINGTON BEACH HOSPITAL;Orange;Investor;Contracted Other;1152;0.05
2011;106190400.0;HUNTINGTON MEMORIAL HOSPITAL;Los Angeles;?;Education Cost Centers;87052;?
2012;106540816.0;TULARE DISTRICT HOSPITAL;Tulare;District;Aides & Orderlies;?;2.46
2010;106044006.0;BUTTE COUNTY MENTAL HEALTH - PHF;?;City/County;Management & Supervision;0;0.0
2009;106490919.0;SUTTER MEDICAL CENTER OF SANTA ROSA;Sonoma;Non-Profit;General Services Cost Centers;196736;?
?;106551061.0;TUOLUMNE GENERAL MEDICAL FACILITY;Tuolumne;City/County;General Services Cost Centers;8533;?
2013;106314024.0;KAISER FOUNDATION HOSPITAL - ROSEVILLE;Placer;Non-Profit;Registered Nurse;258340;?
2012;106420483.0;GOLETA VALLEY COTTAGE HOSPITAL;?;Non-Profit;Aides & Orderlies;?;3.63
2013;106420522.0;SANTA YNEZ VALLEY COTTAGE HOSPITAL;Santa Barbara;Non-Profit;Other;0;?
2013;106150761.0;MERCY HOSPITAL - BAKERSFIELD;?;Non-Profit;Fiscal Services Cost Centers;248850;3.36
2012;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;Mariposa;?;Administrative Services Cost Centers;?;0.79
2012;106301140.0;?;Orange;Investor;Ambulatory Cost Centers;?;2.38
2011;106190081.0;BEVERLY HOSPITAL;?;?;Ancillary Cost Centers;317126;6.32
2010;106190754.0;ST. FRANCIS MEDICAL CENTER;Los Angeles;Non-Profit;Other;26830;0.19
2012;106440755.0;DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL;Santa Cruz;Non-Profit;Environmental & Food Services;185350;2.22
2010;106364231.0;ARROWHEAD REGIONAL MEDICAL CENTER;San Bernardino;City/County;General Services Cost Centers;907222;5.36
2009;?;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;Los Angeles;State;Management & Supervision;?;0.0
2011;106374024.0;AURORA SAN DIEGO;San Diego;Investor;Environmental & Food Services;?;?
2010;?;FAIRCHILD MEDICAL CENTER;Siskiyou;Non-Profit;Ancillary Cost Centers;171869;13.3
2013;106560525.0;SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES - SYCAMORE;Ventura;?;Administrative Services Cost Centers;?;3.49
?;106190754.0;ST. FRANCIS MEDICAL CENTER;Los Angeles;Non-Profit;Management & Supervision;?;1.74
2009;106190243.0;?;?;Non-Profit;?;167817;2.34
2009;106301337.0;SOUTH COAST MEDICAL CENTER;Orange;?;Registered Nurse;98949;?
?;106331168.0;EISENHOWER MEDICAL CENTER;Riverside;?;General Services Cost Centers;703479;5.86
2013;106190681.0;?;Los Angeles;Investor;Education Cost Centers;0;0.0
2009;106013687.0;MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL;Alameda;Non-Profit;Daily Cost Centers;37808;5.29
2012;106191227.0;LAC/HARBOR-UCLA MEDICAL CENTER;Los Angeles;City/County;Registered Nurse;1547986;8.97
?;106374049.0;SHARP VISTA PACIFICA;?;?;?;1524;0.2
2012;106431506.0;KAISER FOUNDATION HOSPITAL - SAN JOSE;?;Non-Profit;Daily Cost Centers;680686;16.4
2009;106580996.0;?;Yuba;Non-Profit;Ambulatory Cost Centers;228137;2.34
2009;?;UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER;Orange;Non-Profit;Technician & Specialist;1879814;13.98
2010;106190631.0;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;Los Angeles;Non-Profit;Licensed Vocational Nurse;47841;0.36
2009;106301566.0;?;Orange;Investor;Education Cost Centers;245;0.0
2009;106540816.0;TULARE DISTRICT HOSPITAL;Tulare;District;Other;?;?
2009;106190200.0;SAN GABRIEL VALLEY MEDICAL CENTER;Los Angeles;Investor;?;52214;0.84
2010;?;TRI-CITY REGIONAL MEDICAL CENTER;?;Non-Profit;Technician & Specialist;107318;4.95
?;?;?;San Diego;Non-Profit;Other;?;?
2012;106480989.0;KAISER FOUNDATION HOSPITAL AND REHABILITATION CENTER - VALLEJO;Solano;Non-Profit;Ambulatory Cost Centers;0;0.0
2009;106364231.0;ARROWHEAD REGIONAL MEDICAL CENTER;San Bernardino;City/County;Technician & Specialist;1081426;6.44
2011;106171395.0;SUTTER LAKESIDE HOSPITAL;?;?;Technician & Specialist;?;7.72
2009;106434138.0;ST. LOUISE REGIONAL HOSPITAL;Santa Clara;Non-Profit;Education Cost Centers;0;?
2013;106190547.0;MONTEREY PARK HOSPITAL;?;Investor;?;23320;0.96
