?;106121031.0;?;Humboldt;?;Ancillary Cost Centers;8123;?
?;?;ST. VINCENT MEDICAL CENTER;Los Angeles;Non-Profit;?;88109;?
?;?;DOCTORS MEDICAL CENTER;?;Investor;Daily Cost Centers;1187760;?
?;?;SAN DIEGO HOSPICE & PALLIATIVE CARE CTR;San Diego;Non-Profit;?;22433;?
2012;106230949.0;FRANK R HOWARD MEMORIAL HOSPITAL;?;?;General Services Cost Centers;81784;?
2012;106474007.0;?;?;?;Technician & Specialist;155221;13.03
2010;?;MERCY HOSPITAL - BAKERSFIELD;?;?;?;774965;?
?;106454013.0;PATIENTS' HOSPITAL OF REDDING;Shasta;?;Clerical & Other Administrative;?;10.37
?;?;BAKERSFIELD HEART HOSPITAL;?;Investor;Fiscal Services Cost Centers;24280;?
2010;?;?;Kern;Investor;Administrative Services Cost Centers;62886;2.85
?;?;?;San Francisco;?;?;25785;?
?;106424002.0;?;?;City/County;?;?;?
?;?;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;Los Angeles;State;?;0;?
2010;?;?;Mendocino;Non-Profit;?;?;6.72
?;106190762.0;?;?;Non-Profit;?;250816;?
2012;?;SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL;?;City/County;?;?;?
2012;106470871.0;MERCY HOSPITAL OF MT. SHASTA;Siskiyou;?;General Services Cost Centers;?;?
2009;106190352.0;?;Los Angeles;Investor;?;?;?
2010;106190431.0;?;Los Angeles;?;Aides & Orderlies;153920;2.79
2013;?;?;?;?;Ambulatory Cost Centers;?;?
?;?;PIONEERS MEMORIAL HOSPITAL;?;District;Aides & Orderlies;144183;?
2010;?;?;?;Non-Profit;Environmental & Food Services;?;?
2013;106070934.0;SUTTER DELTA MEDICAL CENTER;?;Non-Profit;?;329651;?
2011;?;?;Los Angeles;Non-Profit;?;?;1.54
?;106190949.0;?;Los Angeles;Non-Profit;General Services Cost Centers;434172;?
?;106190859.0;WEST HILLS HOSPITAL & MEDICAL CENTER;Los Angeles;?;Contracted Other;?;?
2012;?;SANTA BARBARA COTTAGE HOSPITAL;Santa Barbara;Non-Profit;Contracted Other;?;0.0
2010;106392287.0;?;?;?;?;?;?
2010;?;SCRIPPS MEMORIAL HOSPITAL-LA JOLLA;San Diego;?;Daily Cost Centers;?;?
?;106380857.0;KAISER FOUNDATION HOSPITAL - GEARY (S.F.);San Francisco;?;?;?;2.83
?;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;?;?;Aides & Orderlies;58510;?
2012;?;TAHOE FOREST HOSPITAL;Nevada;?;?;?;?
?;106560838.0;PACIFIC SHORES HOSPITAL;?;?;Clerical & Other Administrative;?;0.94
2011;?;?;San Bernardino;?;?;?;0.35
2013;?;SENECA HEALTHCARE DISTRICT;?;?;Ancillary Cost Centers;?;0.99
?;106184008.0;BANNER LASSEN MEDICAL CENTER;Lassen;?;Ambulatory Cost Centers;30799;?
2011;106301209.0;?;Orange;Investor;?;?;0.05
?;106190400.0;HUNTINGTON MEMORIAL HOSPITAL;Los Angeles;?;?;?;?
2012;106540816.0;TULARE DISTRICT HOSPITAL;?;District;?;?;2.46
2010;106044006.0;?;?;?;?;0;0.0
2009;?;SUTTER MEDICAL CENTER OF SANTA ROSA;?;?;General Services Cost Centers;196736;?
?;106551061.0;TUOLUMNE GENERAL MEDICAL FACILITY;Tuolumne;City/County;?;?;?
?;106314024.0;?;Placer;?;?;?;4.04
?;?;?;?;Non-Profit;Aides & Orderlies;90237;?
?;106420522.0;?;?;Non-Profit;Other;0;?
2013;?;?;Kern;Non-Profit;Fiscal Services Cost Centers;?;3.36
2012;106220733.0;?;?;District;Administrative Services Cost Centers;?;0.79
2012;106301140.0;?;Orange;Investor;?;65393;2.38
2011;106190081.0;BEVERLY HOSPITAL;?;Non-Profit;Ancillary Cost Centers;?;?
?;?;?;Los Angeles;Non-Profit;Other;26830;0.19
?;?;DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL;Santa Cruz;Non-Profit;Environmental & Food Services;?;2.22
2010;106364231.0;ARROWHEAD REGIONAL MEDICAL CENTER;?;City/County;?;907222;5.36
2009;106191014.0;?;Los Angeles;State;?;0;0.0
2011;106374024.0;?;?;?;?;?;?
?;?;?;?;Non-Profit;?;?;13.3
?;106560525.0;?;Ventura;?;?;133326;?
?;106190754.0;?;Los Angeles;?;Management & Supervision;?;?
?;106190243.0;?;Los Angeles;?;?;?;?
2009;?;SOUTH COAST MEDICAL CENTER;Orange;?;Registered Nurse;?;?
?;106331168.0;EISENHOWER MEDICAL CENTER;Riverside;?;?;703479;?
?;?;MIRACLE MILE MEDICAL CENTER;?;?;Education Cost Centers;0;0.0
?;106013687.0;MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL;Alameda;?;?;?;?
?;?;LAC/HARBOR-UCLA MEDICAL CENTER;Los Angeles;?;?;?;8.97
?;?;?;?;?;Licensed Vocational Nurse;1524;?
2012;?;KAISER FOUNDATION HOSPITAL - SAN JOSE;?;Non-Profit;Daily Cost Centers;?;16.4
?;?;RIDEOUT MEMORIAL HOSPITAL;Yuba;Non-Profit;Ambulatory Cost Centers;228137;?
?;106301279.0;UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER;Orange;?;?;?;13.98
?;?;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;?;?;?;?;?
2009;?;?;?;Investor;Education Cost Centers;245;?
?;106540816.0;?;?;District;?;38679;?
?;106190200.0;?;Los Angeles;?;?;?;?
?;106190159.0;?;Los Angeles;?;?;107318;?
?;?;?;San Diego;Non-Profit;Other;243;?
2012;106480989.0;?;?;?;Ambulatory Cost Centers;0;?
?;106364231.0;?;?;?;?;1081426;?
2011;106171395.0;SUTTER LAKESIDE HOSPITAL;?;Non-Profit;?;152845;?
2009;106434138.0;?;Santa Clara;?;?;0;?
?;106190547.0;?;Los Angeles;?;Aides & Orderlies;?;?
?;?;?;Riverside;Investor;Clerical & Other Administrative;194042;4.85
?;?;SIERRA VISTA REGIONAL MEDICAL CENTER;San Luis Obispo;?;?;?;2.32
?;?;?;?;?;Ambulatory Cost Centers;?;1.87
2010;106070990.0;KAISER FOUNDATION HOSPITAL - WALNUT CREEK;Contra Costa;Non-Profit;Other;1751642;?
?;?;JEROLD PHELPS COMMUNITY HOSPITAL;Humboldt;District;?;16287;?
?;?;?;San Bernardino;?;Clerical & Other Administrative;359557;4.01
2011;?;?;?;Investor;?;0;0.0
2013;?;?;Sacramento;?;?;?;0.07
2012;106190315.0;?;Los Angeles;Investor;?;?;0.03
?;106281266.0;?;Napa;?;General Services Cost Centers;0;0.0
?;106560203.0;?;?;Investor;Ancillary Cost Centers;?;0.0
?;?;?;?;City/County;?;?;0.0
?;106560501.0;OJAI VALLEY COMMUNITY HOSPITAL;Ventura;?;Ancillary Cost Centers;?;?
?;106404046.0;?;?;City/County;Contracted Registry Nursing;0;?
2010;106370759.0;?;?;?;Education Cost Centers;0;?
?;?;?;Riverside;Non-Profit;?;250122;22.39
?;106190756.0;?;Los Angeles;Non-Profit;?;179042;2.48
2013;106121031.0;?;Humboldt;District;Clerical & Other Administrative;12985;0.56
?;?;SIERRA VISTA REGIONAL MEDICAL CENTER;San Luis Obispo;?;?;?;?
?;106190470.0;?;Los Angeles;?;Aides & Orderlies;268097;2.02
2009;106040802.0;BIGGS-GRIDLEY MEMORIAL HOSPITAL;?;?;Administrative Services Cost Centers;?;?
2013;106470871.0;MERCY HOSPITAL OF MT. SHASTA;?;Non-Profit;?;?;?
2010;106490964.0;?;Sonoma;District;Registered Nurse;?;3.17
2010;?;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;?;Non-Profit;?;314549;3.9
2012;106304079.0;?;Orange;Investor;?;?;1.37
?;?;?;?;?;?;60549;?
2010;?;?;?;Non-Profit;Contracted Other;?;?
2013;?;NORTHERN INYO HOSPITAL;Inyo;District;Licensed Vocational Nurse;?;0.57
2012;?;?;?;?;?;81991;3.83
2011;?;JEROLD PHELPS COMMUNITY HOSPITAL;Humboldt;?;Technician & Specialist;?;?
2013;106560203.0;?;Ventura;?;Education Cost Centers;0;0.0
?;?;FREMONT HOSPITAL;Alameda;Investor;?;8590;?
?;?;?;?;District;?;31481;?
?;106190034.0;ANTELOPE VALLEY HOSPITAL;?;District;?;?;2.43
2011;?;?;?;Non-Profit;?;?;0.0
2010;?;COLLEGE HOSPITAL COSTA MESA;?;?;General Services Cost Centers;?;?
?;?;?;?;?;Environmental & Food Services;?;?
?;?;SUTTER AMADOR HOSPITAL;?;?;?;?;0.43
?;106100717.0;?;?;Non-Profit;Fiscal Services Cost Centers;?;0.56
2010;?;KAISER FOUNDATION HOSPITAL - GEARY (S.F.);?;Non-Profit;Administrative Services Cost Centers;611634;?
?;?;?;?;Investor;?;?;0.12
?;106304079.0;HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL;?;Investor;?;?;0.0
2010;?;MADERA COMMUNITY HOSPITAL;Madera;?;Ambulatory Cost Centers;271576;5.83
?;?;?;Orange;?;Clerical & Other Administrative;314371;2.73
2010;106331326.0;SAN GORGONIO MEMORIAL HOSPITAL;Riverside;?;Contracted Registry Nursing;7951;?
?;?;?;?;?;?;71064;1.94
2010;?;JOHN MUIR BEHAVIORAL HEALTH CENTER;Contra Costa;?;?;?;?
2012;?;CHINO VALLEY MEDICAL CENTER;?;Investor;?;26100;1.13
2010;106370782.0;?;San Diego;Non-Profit;Registered Nurse;?;?
?;106304159.0;?;Orange;?;?;?;0.0
?;?;LONG BEACH MEMORIAL MEDICAL CENTER;?;Non-Profit;?;1359021;8.74
2013;106361246.0;LOMA LINDA UNIVERSITY MEDICAL CENTER;?;?;Management & Supervision;1169498;4.14
?;106430779.0;GOOD SAMARITAN HOSPITAL- SAN JOSE;?;?;Aides & Orderlies;?;2.64
2011;?;?;?;Investor;?;?;2.03
?;?;?;?;Investor;Management & Supervision;189702;?
?;106361266.0;?;?;?;?;63513;2.14
2009;?;COALINGA REGIONAL MEDICAL CENTER;?;?;Other;0;?
?;?;?;Solano;?;?;6736;0.3
?;106391010.0;SAN JOAQUIN GENERAL HOSPITAL;?;City/County;?;213481;3.74
2012;?;?;?;Investor;Contracted Other;0;0.0
?;?;?;?;Investor;?;?;0.0
2012;106160787.0;CENTRAL VALLEY GENERAL HOSPITAL;?;?;Contracted Registry Nursing;?;0.03
?;106060870.0;COLUSA REGIONAL MEDICAL CENTER;?;Non-Profit;Registered Nurse;51661;?
2013;106190385.0;PROVIDENCE HOLY CROSS MEDICAL CENTER;Los Angeles;Non-Profit;Clerical & Other Administrative;406309;?
?;?;RIDEOUT MEMORIAL HOSPITAL;?;Non-Profit;?;?;1.73
2010;106394003.0;SAN JOAQUIN COUNTY MENTAL HEALTH SERVICES;San Joaquin;?;?;?;0.0
?;?;ST. VINCENT MEDICAL CENTER;Los Angeles;?;Contracted Registry Nursing;?;?
2013;106560838.0;?;?;Investor;Fiscal Services Cost Centers;12056;?
?;106190196.0;VISTA HOSPITAL OF SOUTH BAY;Los Angeles;Investor;Technician & Specialist;?;?
?;106190400.0;HUNTINGTON MEMORIAL HOSPITAL;?;?;Management & Supervision;321952;?
?;106196403.0;?;Los Angeles;Non-Profit;?;19259;0.91
?;106344188.0;CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO;Sacramento;?;?;?;?
2009;?;?;Placer;Investor;Aides & Orderlies;19051;4.34
?;?;?;?;?;Ancillary Cost Centers;73233;?
2013;?;?;?;Non-Profit;?;19740;?
2010;?;?;Riverside;Investor;?;?;1.97
2009;?;SCRIPPS GREEN HOSPITAL;?;Non-Profit;Aides & Orderlies;138844;?
?;106334068.0;SOUTHWEST HEALTHCARE SYSTEM-MURRIETA;Riverside;Investor;?;?;?
?;106034002.0;SUTTER AMADOR HOSPITAL;Amador;Non-Profit;?;0;0.0
?;106301337.0;SOUTH COAST MEDICAL CENTER;?;Non-Profit;?;111798;?
?;106190857.0;?;?;?;Clerical & Other Administrative;?;2.24
?;106560508.0;ST. JOHN'S PLEASANT VALLEY HOSPITAL;Ventura;?;General Services Cost Centers;?;3.53
?;106344114.0;SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA;?;Non-Profit;?;?;0.0
?;106070988.0;?;Contra Costa;?;?;?;?
2011;106310791.0;?;?;Non-Profit;Aides & Orderlies;?;1.42
?;?;COALINGA REGIONAL MEDICAL CENTER;?;?;General Services Cost Centers;?;1.58
?;?;?;?;Investor;Other;?;0.0
2010;?;?;Riverside;Investor;Education Cost Centers;0;0.0
2011;106301234.0;LA PALMA INTERCOMMUNITY HOSPITAL;?;?;Technician & Specialist;137486;6.29
2010;106190522.0;GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER;?;Non-Profit;?;22222;0.3
?;106341051.0;SUTTER MEDICAL CENTER - SACRAMENTO;Sacramento;Non-Profit;Daily Cost Centers;1840497;8.54
?;106410806.0;?;San Mateo;Non-Profit;?;387960;20.14
2010;106331164.0;?;Riverside;?;Other;3628;0.03
2013;106390846.0;?;San Joaquin;?;Licensed Vocational Nurse;30554;0.64
?;?;BEVERLY HOSPITAL;?;?;Aides & Orderlies;?;?
?;?;?;Los Angeles;?;General Services Cost Centers;431213;?
?;106344035.0;?;?;?;?;?;1.58
2012;106344114.0;?;Sacramento;Non-Profit;Daily Cost Centers;?;0.0
2010;106190197.0;COMMUNITY & MISSION HOSPITALS OF HUNTINGTON PARK;Los Angeles;Investor;Other;?;0.29
?;106190681.0;?;Los Angeles;Investor;?;?;?
2010;106370749.0;ALVARADO PARKWAY INSTITUTE BHS;San Diego;Investor;Other;0;0.0
?;?;SONOMA VALLEY HOSPITAL;?;?;?;?;?
?;106331288.0;PALO VERDE HOSPITAL;?;District;Environmental & Food Services;?;2.85
?;106190240.0;?;?;Investor;Technician & Specialist;210729;?
?;106334068.0;SOUTHWEST HEALTHCARE SYSTEM-MURRIETA;Riverside;Investor;?;?;0.0
?;?;PALO VERDE HOSPITAL;Riverside;?;?;15720;1.79
2013;106191014.0;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;Los Angeles;?;Management & Supervision;0;0.0
?;?;MEMORIAL HOSPITAL MODESTO;?;Non-Profit;Contracted Other;?;?
2009;?;?;Fresno;?;Technician & Specialist;?;?
?;106191306.0;LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CTR;?;City/County;Contracted Registry Nursing;?;?
2012;?;?;Orange;?;Management & Supervision;?;3.56
?;?;?;?;State;?;0;?
?;?;HI-DESERT MEDICAL CENTER;San Bernardino;?;Daily Cost Centers;375464;4.27
2009;?;?;?;Investor;Clerical & Other Administrative;?;5.95
?;106204019.0;CHILDREN'S HOSPITAL CENTRAL CALIFORNIA;?;?;?;830800;7.65
2011;?;WEST ANAHEIM MEDICAL CENTER;?;Investor;Ambulatory Cost Centers;110160;2.66
?;?;SAN JOAQUIN GENERAL HOSPITAL;San Joaquin;City/County;?;347711;6.08
?;106320986.0;PLUMAS DISTRICT HOSPITAL;Plumas;District;?;?;?
?;?;SIERRA VISTA HOSPITAL;?;?;?;?;?
2010;106190812.0;VALLEY PRESBYTERIAN HOSPITAL;Los Angeles;Non-Profit;?;552197;6.14
2010;106010987.0;?;?;?;Aides & Orderlies;?;1.49
2013;?;SOUTHERN INYO HOSPITAL;?;District;?;?;1.18
2013;106370673.0;?;San Diego;?;?;?;?
?;106560481.0;VENTURA COUNTY MEDICAL CENTER;?;City/County;?;?;6.56
2011;106281266.0;NAPA STATE HOSPITAL;?;State;Education Cost Centers;0;?
2011;106514030.0;?;?;Non-Profit;?;12410;?
?;?;COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA;Ventura;Non-Profit;?;?;?
?;?;THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL;Alameda;?;Administrative Services Cost Centers;4330;0.41
2009;106514001.0;SUTTER-YUBA - PHF;?;City/County;?;?;?
?;?;SUTTER ROSEVILLE MEDICAL CENTER;?;?;General Services Cost Centers;373195;2.98
2009;106494019.0;?;Sonoma;Non-Profit;Education Cost Centers;0;0.0
?;106301279.0;?;Orange;?;Ancillary Cost Centers;1653096;?
?;106434138.0;ST. LOUISE REGIONAL HOSPITAL;?;Non-Profit;Administrative Services Cost Centers;127437;5.76
?;?;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;?;Non-Profit;?;?;?
?;?;?;Fresno;?;?;?;?
?;106304045.0;?;?;Investor;Daily Cost Centers;459051;14.58
2009;?;HANFORD COMMUNITY HOSPITAL;?;Non-Profit;Other;2290;?
?;?;?;?;?;?;?;?
2011;?;COALINGA STATE HOSPITAL;Fresno;State;Administrative Services Cost Centers;?;0.0
?;106500939.0;?;?;Non-Profit;Licensed Vocational Nurse;?;0.03
?;106300032.0;CHILDREN'S HOSPITAL OF ORANGE COUNTY;Orange;?;?;618679;7.21
2009;106010805.0;?;?;Non-Profit;?;804088;9.2
2009;106190854.0;LOS ANGELES METROPOLITAN MEDICAL CENTER;Los Angeles;Investor;Ancillary Cost Centers;143748;2.75
?;106190197.0;COMMUNITY & MISSION HOSPITALS OF HUNTINGTON PARK;?;?;Contracted Other;?;?
?;?;?;Alameda;Non-Profit;?;?;7.44
2011;106341051.0;?;Sacramento;?;?;?;?
2012;?;PACIFIC SHORES HOSPITAL;Ventura;Investor;Education Cost Centers;?;?
2011;106141338.0;SOUTHERN INYO HOSPITAL;Inyo;District;Fiscal Services Cost Centers;24065;0.92
?;106190256.0;EAST LOS ANGELES DOCTOR'S HOSPITAL;?;?;Contracted Registry Nursing;18392;?
2013;?;?;?;?;Contracted Other;171;0.01
?;?;DAMERON HOSPITAL;San Joaquin;?;Aides & Orderlies;113579;2.03
2013;?;SHRINERS HOSPITAL FOR CHILDREN- LOS ANGELES;Los Angeles;?;Fiscal Services Cost Centers;0;?
2011;?;STAR VIEW ADOLESCENT PSYCHIATRIC HEALTH FACILITY - PHF;Los Angeles;?;Aides & Orderlies;?;?
2011;?;GOOD SAMARITAN HOSPITAL- LA;?;Non-Profit;General Services Cost Centers;?;?
?;?;?;Los Angeles;Non-Profit;?;?;?
2010;?;?;?;Investor;?;78930;2.36
?;?;?;?;Investor;?;?;0.82
?;106491064.0;?;Sonoma;Non-Profit;?;130363;?
2009;106010805.0;?;?;Non-Profit;?;178356;?
?;?;RIVERSIDE COMMUNITY HOSPITAL;Riverside;Investor;Administrative Services Cost Centers;?;?
?;106190137.0;CASA COLINA HOSPITAL FOR REHABILITATIVE MEDICINE;Los Angeles;?;?;?;?
2009;?;HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE;?;?;?;35622;3.67
?;106104047.0;FRESNO SURGICAL HOSPITAL;?;Investor;General Services Cost Centers;94767;?
?;?;?;?;District;Licensed Vocational Nurse;7319;?
2009;106150761.0;?;Kern;?;Other;?;?
2011;106300225.0;?;?;Non-Profit;?;165674;?
?;?;?;San Mateo;?;Ambulatory Cost Centers;?;7.36
2013;106250956.0;?;?;District;Other;2196;0.05
2012;?;?;Kern;?;Management & Supervision;57542;?
?;106370749.0;ALVARADO PARKWAY INSTITUTE BHS;San Diego;?;Technician & Specialist;181925;4.49
2012;?;SHARP MESA VISTA HOSPITAL;San Diego;Non-Profit;Technician & Specialist;?;5.39
?;106361110.0;?;San Bernardino;District;Aides & Orderlies;60121;?
2010;?;?;San Diego;Non-Profit;Other;?;?
2011;?;?;?;Non-Profit;Ancillary Cost Centers;81439;7.98
?;106304426.0;ROYALE' MISSION VIEJO - PHF;Orange;Investor;Other;0;?
?;106190163.0;AURORA CHARTER OAK;Los Angeles;Investor;?;0;?
?;106190232.0;?;?;?;Clerical & Other Administrative;?;0.43
2009;?;FAIRVIEW DEVELOPMENTAL CENTER;Orange;?;?;?;?
