2013;106121031.0;?;Humboldt;District;Ancillary Cost Centers;8123;0.35
?;106190762.0;ST. VINCENT MEDICAL CENTER;Los Angeles;Non-Profit;Other;88109;1.22
2010;106500852.0;DOCTORS MEDICAL CENTER;?;Investor;?;1187760;8.81
2009;106374084.0;SAN DIEGO HOSPICE & PALLIATIVE CARE CTR;San Diego;Non-Profit;Registered Nurse;22433;5.31
2012;106230949.0;?;Mendocino;Non-Profit;General Services Cost Centers;81784;?
2012;106474007.0;FAIRCHILD MEDICAL CENTER;Siskiyou;Non-Profit;Technician & Specialist;155221;13.03
2010;106150761.0;MERCY HOSPITAL - BAKERSFIELD;Kern;Non-Profit;Registered Nurse;774965;9.2
2012;106454013.0;PATIENTS' HOSPITAL OF REDDING;Shasta;Investor;?;13746;10.37
?;106154101.0;BAKERSFIELD HEART HOSPITAL;Kern;Investor;?;24280;1.05
2010;106154101.0;BAKERSFIELD HEART HOSPITAL;Kern;?;?;62886;2.85
2013;106380964.0;CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE'S CAMPUS;San Francisco;Non-Profit;?;25785;0.58
?;106424002.0;SANTA BARBARA PSYCHIATRIC HEALTH FACILTY;?;City/County;Ambulatory Cost Centers;0;0.0
2011;106191014.0;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;Los Angeles;State;?;0;0.0
2010;106231396.0;?;Mendocino;?;General Services Cost Centers;171607;6.72
2012;106190762.0;ST. VINCENT MEDICAL CENTER;Los Angeles;Non-Profit;Administrative Services Cost Centers;250816;3.28
2012;106374055.0;SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL;San Diego;City/County;General Services Cost Centers;?;1.72
2012;106470871.0;MERCY HOSPITAL OF MT. SHASTA;Siskiyou;Non-Profit;General Services Cost Centers;72418;?
2009;106190352.0;?;Los Angeles;Investor;Ambulatory Cost Centers;37195;1.46
2010;?;?;?;Non-Profit;Aides & Orderlies;153920;?
2013;106334018.0;MENIFEE VALLEY MEDICAL CENTER;Riverside;Investor;?;60058;3.43
2013;106130760.0;PIONEERS MEMORIAL HOSPITAL;?;District;Aides & Orderlies;144183;3.62
2010;106074039.0;JOHN MUIR BEHAVIORAL HEALTH CENTER;Contra Costa;Non-Profit;Environmental & Food Services;?;1.13
2013;106070934.0;SUTTER DELTA MEDICAL CENTER;Contra Costa;Non-Profit;Daily Cost Centers;329651;?
2011;106190429.0;?;Los Angeles;Non-Profit;Contracted Registry Nursing;200648;1.54
2012;106190949.0;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;Los Angeles;Non-Profit;General Services Cost Centers;434172;5.54
2012;106190859.0;WEST HILLS HOSPITAL & MEDICAL CENTER;Los Angeles;?;Contracted Other;?;0.24
2012;106420514.0;SANTA BARBARA COTTAGE HOSPITAL;Santa Barbara;Non-Profit;?;0;?
2010;106392287.0;DOCTORS HOSPITAL OF MANTECA;?;Investor;Education Cost Centers;0;?
2010;106370771.0;SCRIPPS MEMORIAL HOSPITAL-LA JOLLA;?;Non-Profit;Daily Cost Centers;1201221;?
2013;106380857.0;?;San Francisco;Non-Profit;Technician & Specialist;142719;?
?;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;Mariposa;District;?;58510;1.53
?;106291053.0;TAHOE FOREST HOSPITAL;?;District;?;?;?
2009;?;PACIFIC SHORES HOSPITAL;Ventura;?;Clerical & Other Administrative;6695;0.94
2011;106364014.0;?;San Bernardino;Non-Profit;Ancillary Cost Centers;?;0.35
2013;106321016.0;SENECA HEALTHCARE DISTRICT;Plumas;?;Ancillary Cost Centers;24472;0.99
2011;?;BANNER LASSEN MEDICAL CENTER;Lassen;Non-Profit;Ambulatory Cost Centers;30799;2.52
2011;106301209.0;?;?;Investor;Contracted Other;?;0.05
2011;106190400.0;HUNTINGTON MEMORIAL HOSPITAL;Los Angeles;?;Education Cost Centers;87052;0.55
