2013;?;JEROLD PHELPS COMMUNITY HOSPITAL;Humboldt;District;Ancillary Cost Centers;?;?
2009;106190762.0;ST. VINCENT MEDICAL CENTER;Los Angeles;Non-Profit;Other;?;1.22
?;?;DOCTORS MEDICAL CENTER;Stanislaus;Investor;?;1187760;8.81
?;?;SAN DIEGO HOSPICE & PALLIATIVE CARE CTR;San Diego;Non-Profit;Registered Nurse;22433;5.31
?;106230949.0;?;Mendocino;Non-Profit;General Services Cost Centers;81784;?
?;106474007.0;FAIRCHILD MEDICAL CENTER;?;Non-Profit;?;155221;13.03
2010;?;MERCY HOSPITAL - BAKERSFIELD;?;Non-Profit;Registered Nurse;?;9.2
?;?;PATIENTS' HOSPITAL OF REDDING;Shasta;Investor;Clerical & Other Administrative;13746;?
2011;?;?;Kern;Investor;Fiscal Services Cost Centers;?;1.05
2010;106154101.0;BAKERSFIELD HEART HOSPITAL;Kern;Investor;?;62886;2.85
2013;?;?;San Francisco;Non-Profit;Other;?;0.58
?;106424002.0;SANTA BARBARA PSYCHIATRIC HEALTH FACILTY;Santa Barbara;City/County;Ambulatory Cost Centers;0;0.0
?;106191014.0;?;?;State;?;?;0.0
2010;106231396.0;UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE;Mendocino;Non-Profit;General Services Cost Centers;171607;6.72
2012;106190762.0;?;?;?;?;250816;3.28
2012;?;?;San Diego;City/County;General Services Cost Centers;172033;?
?;?;?;Siskiyou;?;?;72418;9.55
?;?;GREATER EL MONTE COMMUNITY HOSPITAL;Los Angeles;Investor;Ambulatory Cost Centers;?;1.46
2010;106190431.0;KAISER FOUNDATION HOSPITAL - HARBOR CITY;Los Angeles;?;?;153920;?
2013;106334018.0;?;?;Investor;Ambulatory Cost Centers;60058;3.43
2013;106130760.0;?;?;District;Aides & Orderlies;144183;3.62
2010;106074039.0;?;?;Non-Profit;?;?;1.13
?;?;?;Contra Costa;Non-Profit;Daily Cost Centers;?;?
