2013;106121031.0;JEROLD PHELPS COMMUNITY HOSPITAL;?;?;Ancillary Cost Centers;8123;0.35
?;106190762.0;ST. VINCENT MEDICAL CENTER;Los Angeles;Non-Profit;Other;?;1.22
2010;?;DOCTORS MEDICAL CENTER;Stanislaus;?;Daily Cost Centers;1187760;?
?;106374084.0;SAN DIEGO HOSPICE & PALLIATIVE CARE CTR;San Diego;Non-Profit;?;?;?
2012;106230949.0;FRANK R HOWARD MEMORIAL HOSPITAL;?;Non-Profit;General Services Cost Centers;?;8.58
?;106474007.0;FAIRCHILD MEDICAL CENTER;?;Non-Profit;Technician & Specialist;155221;?
?;106150761.0;MERCY HOSPITAL - BAKERSFIELD;Kern;Non-Profit;?;774965;9.2
2012;106454013.0;?;Shasta;?;Clerical & Other Administrative;13746;10.37
?;?;?;?;Investor;Fiscal Services Cost Centers;24280;1.05
2010;106154101.0;BAKERSFIELD HEART HOSPITAL;?;Investor;?;?;2.85
2013;?;CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE'S CAMPUS;?;?;?;25785;?
2012;?;?;Santa Barbara;?;?;0;0.0
2011;106191014.0;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;Los Angeles;?;?;0;?
?;106231396.0;UKIAH VALLEY MEDICAL CENTER - HOSPITAL DRIVE;Mendocino;Non-Profit;General Services Cost Centers;171607;6.72
2012;?;?;Los Angeles;?;Administrative Services Cost Centers;250816;3.28
2012;?;?;San Diego;City/County;General Services Cost Centers;172033;?
2012;106470871.0;?;?;Non-Profit;General Services Cost Centers;72418;?
2009;106190352.0;GREATER EL MONTE COMMUNITY HOSPITAL;?;Investor;?;37195;?
?;?;KAISER FOUNDATION HOSPITAL - HARBOR CITY;Los Angeles;Non-Profit;Aides & Orderlies;153920;2.79
?;106334018.0;MENIFEE VALLEY MEDICAL CENTER;?;?;Ambulatory Cost Centers;60058;3.43
2013;106130760.0;?;Imperial;District;Aides & Orderlies;144183;3.62
2010;?;JOHN MUIR BEHAVIORAL HEALTH CENTER;Contra Costa;Non-Profit;Environmental & Food Services;?;1.13
2013;106070934.0;SUTTER DELTA MEDICAL CENTER;Contra Costa;?;Daily Cost Centers;?;?
2011;106190429.0;KAISER FOUNDATION HOSPITAL - SUNSET;Los Angeles;?;?;200648;1.54
2012;106190949.0;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;Los Angeles;Non-Profit;General Services Cost Centers;434172;5.54
2012;106190859.0;?;Los Angeles;Investor;Contracted Other;14231;0.24
?;106420514.0;?;?;Non-Profit;Contracted Other;0;?
2010;106392287.0;?;San Joaquin;Investor;?;0;0.0
2010;?;SCRIPPS MEMORIAL HOSPITAL-LA JOLLA;San Diego;?;?;1201221;11.97
?;106380857.0;KAISER FOUNDATION HOSPITAL - GEARY (S.F.);San Francisco;Non-Profit;Technician & Specialist;142719;?
2013;106220733.0;JOHN C FREMONT HEALTHCARE DISTRICT;?;?;Aides & Orderlies;58510;1.53
2012;106291053.0;TAHOE FOREST HOSPITAL;?;District;?;?;?
?;?;?;Ventura;Investor;Clerical & Other Administrative;6695;0.94
2011;106364014.0;LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER;San Bernardino;Non-Profit;Ancillary Cost Centers;12900;0.35
2013;106321016.0;SENECA HEALTHCARE DISTRICT;Plumas;?;?;24472;0.99
?;?;BANNER LASSEN MEDICAL CENTER;?;?;Ambulatory Cost Centers;?;2.52
2011;106301209.0;HUNTINGTON BEACH HOSPITAL;?;Investor;Contracted Other;1152;0.05
2011;106190400.0;?;?;?;Education Cost Centers;?;?
2012;106540816.0;TULARE DISTRICT HOSPITAL;Tulare;District;Aides & Orderlies;94680;2.46
